country,vs,team_score,vs_score,date,#,Players,Min,Pts,FG,2Pts,3Pts,FT,OREB,DREB,REB,AST,PF,TO,STL,BLK,+/-,EFF
Mexico,Costa Rica,77,42,2008,4,Alejandra Arellano,11:31,5,1/3,1/3,0/0,3/3,0,1,1,2,1,0,1,0,10,7
Mexico,Costa Rica,77,42,2008,5,Jacqueline Luna,24:37,16,7/10,5/8,2/2,0/0,1,2,3,2,1,2,1,1,18,18
Mexico,Costa Rica,77,42,2008,7,Kimberly Taylor,10:03,5,0/3,0/3,0/0,5/6,1,2,3,0,1,1,1,0,8,4
Mexico,Costa Rica,77,42,2008,8,Paola Beltran,19:25,7,3/9,2/7,1/2,0/0,0,3,3,3,4,0,1,0,12,8
Mexico,Costa Rica,77,42,2008,9,Brisa Silva,27:16,9,3/9,0/2,3/7,0/0,0,4,4,4,2,0,1,0,32,12
Mexico,Costa Rica,77,42,2008,10,Sofia Moreno,16:06,4,1/3,1/3,0/0,2/2,2,4,6,2,2,3,2,0,7,9
Mexico,Costa Rica,77,42,2008,11,Daniela Pardo,06:17,3,1/2,1/2,0/0,1/1,0,2,2,0,0,1,2,0,13,5
Mexico,Costa Rica,77,42,2008,12,Gladiana Avila,30:52,11,5/6,5/5,0/1,1/2,1,6,7,1,0,5,3,0,38,15
Mexico,Costa Rica,77,42,2008,13,Casandra Asencio,10:49,0,0/3,0/1,0/2,0/0,0,0,0,2,0,1,1,0,-2,-1
Mexico,Costa Rica,77,42,2008,14,Jazmin Valenzuela,20:18,12,5/8,5/8,0/0,2/4,1,6,7,4,2,0,1,2,29,21
Mexico,Costa Rica,77,42,2008,15,Claudia Ramos,22:40,5,2/6,2/4,0/2,1/2,0,3,3,1,1,0,1,1,10,6
Costa Rica,Mexico,42,77,2008,4,Ana Matamoros,25:13,15,5/11,5/11,0/0,5/8,5,7,12,1,2,4,0,2,-15,17
Costa Rica,Mexico,42,77,2008,5,Natalia Galvez,28:26,8,2/14,2/9,0/5,4/4,0,4,4,0,2,5,2,0,-27,-3
Costa Rica,Mexico,42,77,2008,7,Sofía Jiménez,17:25,2,1/3,1/3,0/0,0/0,0,2,2,0,4,2,1,0,-32,1
Costa Rica,Mexico,42,77,2008,8,Monica Malavassi,20:28,0,0/1,0/0,0/1,0/0,0,0,0,1,0,1,0,0,-18,-1
Costa Rica,Mexico,42,77,2008,9,Raysie Miller,09:31,0,0/1,0/1,0/0,0/0,0,1,1,1,0,0,0,0,5,1
Costa Rica,Mexico,42,77,2008,10,Daniela Quesada,18:49,4,2/6,2/6,0/0,0/0,1,0,1,3,1,0,0,0,0,4
Costa Rica,Mexico,42,77,2008,12,Kathylee Pinnock,17:11,4,2/7,2/4,0/3,0/0,0,5,5,1,2,3,0,0,-11,2
Costa Rica,Mexico,42,77,2008,13,Paula Reyna,06:01,0,0/0,0/0,0/0,0/0,1,0,1,0,0,0,0,0,-7,1
Costa Rica,Mexico,42,77,2008,15,Maria Mora,14:46,0,0/3,0/3,0/0,0/2,2,2,4,0,3,2,0,0,-20,-3
Costa Rica,Mexico,42,77,2008,19,Jennifer Sanchez,24:28,7,2/8,1/6,1/2,2/2,0,1,1,1,1,0,0,0,-33,3
Costa Rica,Mexico,42,77,2008,38,Paula Mora,11:46,2,1/3,1/3,0/0,0/0,0,2,2,1,1,2,1,0,-1,2
Costa Rica,Mexico,42,77,2008,77,Maria Alfaro,05:52,0,0/1,0/0,0/1,0/0,0,0,0,0,0,3,0,0,-16,-4
Bahamas,Puerto Rico,50,95,2008,4,Shaniqua Thompson,14:11,0,0/0,0/0,0/0,0/0,0,2,2,1,3,2,1,0,-15,2
Bahamas,Puerto Rico,50,95,2008,5,Joette Fernander,13:16,4,2/3,2/3,0/0,0/0,2,1,3,1,2,4,0,0,-18,3
Bahamas,Puerto Rico,50,95,2008,6,Arlia  Greene,16:19,2,0/4,0/4,0/0,2/2,1,0,1,0,3,3,1,0,-17,-3
