country,vs,team_score,vs_score,date,#,Players,Min,Pts,FG,2Pts,3Pts,FT,OREB,DREB,REB,AST,PF,TO,STL,BLK,+/-,EFF
China,Mali,69,49,2107,4,Wenping Sui,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
China,Mali,69,49,2107,5,Jing Zhou,30:37,8,2/6,2/6,0/0,4/4,0,4,4,9,2,2,1,0,22,16
China,Mali,69,49,2107,6,Xianglin Wu,12:55,2,1/7,1/7,0/0,0/0,0,1,1,0,0,2,2,0,3,-3
China,Mali,69,49,2107,7,Luan Luan,07:01,2,1/2,1/2,0/0,0/0,0,1,1,2,1,1,1,0,2,4
China,Mali,69,49,2107,8,Leyi Wang,04:55,2,1/1,1/1,0/0,0/0,0,0,0,1,1,0,0,0,-2,3
China,Mali,69,49,2107,9,Ming Zheng,33:54,12,5/15,4/7,1/8,1/2,2,5,7,7,2,2,2,1,15,16
China,Mali,69,49,2107,10,Kun Huang,10:18,0,0/2,0/1,0/1,0/0,1,1,2,0,4,0,0,0,7,0
China,Mali,69,49,2107,11,Shuyu Yang,20:52,3,1/11,0/5,1/6,0/0,0,3,3,2,1,3,2,1,19,-2
China,Mali,69,49,2107,12,Zhuo Ma,29:27,15,5/8,3/6,2/2,3/3,2,8,10,0,1,0,0,0,16,22
China,Mali,69,49,2107,13,Jiyuan Wan,16:12,8,4/8,4/8,0/0,0/0,3,4,7,2,2,1,0,0,13,12
China,Mali,69,49,2107,15,Yutong Liu,24:01,16,5/8,5/8,0/0,6/8,3,6,9,1,4,2,0,1,4,20
China,Mali,69,49,2107,16,Shu Wang,09:41,1,0/0,0/0,0/0,1/2,0,1,1,0,3,1,0,0,1,0
Mali,China,49,69,2107,4,Fanta Kone,34:43,5,2/9,2/7,0/2,1/1,1,4,5,5,2,3,1,0,-22,6
Mali,China,49,69,2107,5,Fanta Daffe,02:27,0,0/0,0/0,0/0,0/0,0,0,0,0,1,0,0,0,-7,0
Mali,China,49,69,2107,7,Kadidia Coulibaly,17:10,8,2/6,0/0,2/6,2/2,0,0,0,0,1,1,0,0,-5,3
Mali,China,49,69,2107,8,Saran Berthe,07:16,3,1/2,0/0,1/2,0/0,0,3,3,0,1,1,0,0,-7,4
Mali,China,49,69,2107,9,Diouma Berthe,20:58,0,0/6,0/0,0/6,0/0,0,0,0,0,1,0,1,0,-2,-5
Mali,China,49,69,2107,10,Diarrah Issa Sissoko,27:26,5,2/11,2/6,0/5,1/4,0,3,3,1,1,2,2,0,-14,-3
Mali,China,49,69,2107,12,Alima Kouyate,07:36,2,1/4,1/4,0/0,0/0,1,0,1,0,3,0,0,0,-1,0
Mali,China,49,69,2107,14,Sika Kone,30:16,12,4/17,4/16,0/1,4/4,5,6,11,1,2,3,1,0,-6,9
Mali,China,49,69,2107,15,Aminata Brahima Sangare,34:30,14,3/10,3/9,0/1,8/12,5,9,14,3,2,6,1,0,-22,15
Mali,China,49,69,2107,16,Kady Togola,02:21,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,1,0,-7,1
Mali,China,49,69,2107,17,Mariama Issa Traore,14:37,0,0/1,0/1,0/0,0/0,2,4,6,0,4,0,1,0,-7,6
Mali,China,49,69,2107,20,Fatoumata Dembele,00:35,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
New Zealand,Spain,48,83,2107,2,Ella Jade Bradley,17:07,2,0/4,0/4,0/0,2/2,3,1,4,1,0,1,0,0,-18,2
