country,vs,team_score,vs_score,date,#,Players,Min,Pts,FG,2Pts,3Pts,FT,OREB,DREB,REB,AST,PF,TO,STL,BLK,+/-,EFF
Puerto Rico,Chile,74,69,0108,2,Lesiriam  Pagan,15:13,3,1/3,1/3,0/0,1/2,2,3,5,0,2,2,0,0,-1,3
Puerto Rico,Chile,74,69,0108,3,Nairimar Vargas,31:01,7,2/10,1/7,1/3,2/6,6,8,14,1,1,7,1,0,-3,4
Puerto Rico,Chile,74,69,0108,4,Sariana Rodriguez,02:10,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,-6,0
Puerto Rico,Chile,74,69,0108,5,Nadechka Reyes,23:36,9,4/10,4/8,0/2,1/2,3,5,8,2,2,4,1,0,9,9
Puerto Rico,Chile,74,69,0108,6,Alisha Cotto,00:51,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,-3,0
Puerto Rico,Chile,74,69,0108,9,Gabriela Santana,10:31,4,2/3,2/3,0/0,0/0,0,5,5,0,1,1,0,1,9,8
Puerto Rico,Chile,74,69,0108,11,Alicia Penzo,08:23,0,0/2,0/2,0/0,0/0,0,1,1,0,1,2,0,0,-7,-3
Puerto Rico,Chile,74,69,0108,12,Wilneishka Rivera,16:15,7,1/3,1/2,0/1,5/8,0,3,3,1,2,2,0,0,-4,4
Puerto Rico,Chile,74,69,0108,14,Julianna Rosario,27:10,15,5/10,3/6,2/4,3/6,4,5,9,3,0,5,0,0,2,14
Puerto Rico,Chile,74,69,0108,20,Sheslanie Laureano,28:51,14,6/17,4/11,2/6,0/2,1,8,9,3,2,2,2,2,14,15
Puerto Rico,Chile,74,69,0108,22,Eva Sanchez,22:10,13,5/10,5/10,0/0,3/6,5,8,13,0,0,1,1,0,17,18
Puerto Rico,Chile,74,69,0108,33,Yaidelis Torres,13:46,2,1/2,1/2,0/0,0/0,2,1,3,1,1,0,1,0,-2,6
Chile,Puerto Rico,69,74,0108,1,Paula Barrientos,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Chile,Puerto Rico,69,74,0108,2,Jovanka Ljubetic,29:16,17,6/23,2/6,4/17,1/2,1,2,3,2,2,3,4,0,-4,5
Chile,Puerto Rico,69,74,0108,5,Fernanda Ovalle,18:36,14,4/9,1/4,3/5,3/4,2,1,3,1,5,0,0,1,-6,13
Chile,Puerto Rico,69,74,0108,6,Javiera Campos,03:34,0,0/0,0/0,0/0,0/0,0,0,0,1,2,0,0,0,5,1
Chile,Puerto Rico,69,74,0108,7,Thiare Garcia,35:55,7,3/11,2/3,1/8,0/0,0,2,2,6,3,3,2,1,-4,7
Chile,Puerto Rico,69,74,0108,8,Macarena Retamales,27:49,8,3/17,1/11,2/6,0/0,0,3,3,1,1,1,1,2,-16,0
Chile,Puerto Rico,69,74,0108,9,Catalina Valenzuela,12:07,3,1/6,0/4,1/2,0/0,0,3,3,2,1,0,1,0,-2,4
Chile,Puerto Rico,69,74,0108,10,Javiera Merino,19:22,5,2/5,1/4,1/1,0/0,2,4,6,0,4,0,0,0,1,8
Chile,Puerto Rico,69,74,0108,11,Javiera Alvarez,09:47,2,1/2,1/2,0/0,0/0,2,4,6,0,1,1,0,0,0,6
Chile,Puerto Rico,69,74,0108,12,Valentina Garay,07:59,5,2/2,2/2,0/0,1/5,0,3,3,0,1,0,1,0,15,5
Chile,Puerto Rico,69,74,0108,14,Alva Nuñez,17:00,4,2/3,2/3,0/0,0/0,2,0,2,1,1,0,0,0,-11,6
Chile,Puerto Rico,69,74,0108,15,Carla Vargas,18:31,4,2/5,2/4,0/1,0/0,0,0,0,1,1,0,0,0,-3,2
Colombia,Canada,49,73,0108,5,Gabriela Chivata,13:37,8,2/4,1/3,1/1,3/3,0,1,1,1,1,5,1,0,-12,4
Colombia,Canada,49,73,0108,6,Yuliany Paz,21:07,6,3/7,3/7,0/0,0/0,3,5,8,2,4,1,0,1,9,12
Colombia,Canada,49,73,0108,7,Mayra Caicedo,26:22,6,2/17,2/8,0/9,2/2,0,6,6,4,1,5,2,0,-12,-2
Colombia,Canada,49,73,0108,9,Naylee Cortes,09:54,0,0/3,0/3,0/0,0/0,0,1,1,0,0,2,2,0,2,-2
Colombia,Canada,49,73,0108,10,Hamileth Ulloa,15:33,4,1/2,1/1,0/1,2/4,0,2,2,0,0,0,2,0,-18,5
Colombia,Canada,49,73,0108,11,Maria Escobar,03:24,0,0/1,0/1,0/0,0/0,0,1,1,0,3,1,0,0,-11,-1
Colombia,Canada,49,73,0108,14,Natalia Pineda,24:26,0,0/3,0/1,0/2,0/2,1,0,1,2,1,1,1,0,-6,-2
Colombia,Canada,49,73,0108,15,Camila Valencia,05:30,1,0/1,0/0,0/1,1/2,1,1,2,0,1,0,0,0,-11,1
Colombia,Canada,49,73,0108,17,Maria Alvarez,26:07,19,6/9,0/2,6/7,1/2,0,4,4,0,3,1,0,0,-12,18
Colombia,Canada,49,73,0108,18,Esperanza Morales,18:18,0,0/2,0/2,0/0,0/0,1,1,2,1,2,0,0,0,-34,1
Colombia,Canada,49,73,0108,19,Daniela Gonzalez,26:40,2,0/5,0/2,0/3,2/2,1,3,4,0,1,1,0,0,-15,0
Colombia,Canada,49,73,0108,25,Maria Zamora,08:56,3,1/4,0/0,1/4,0/0,0,0,0,0,2,1,0,0,0,-1
Canada,Colombia,73,49,0108,4,Keishana Washington,14:36,7,3/5,2/2,1/3,0/0,2,1,3,1,3,1,0,0,4,8
Canada,Colombia,73,49,0108,5,Justina King,25:23,3,1/11,1/6,0/5,1/2,2,3,5,0,1,2,0,1,20,-4
Canada,Colombia,73,49,0108,6,Kenya Cote-Lysius,20:00,0,0/1,0/0,0/1,0/0,0,2,2,2,2,0,1,0,15,4
Canada,Colombia,73,49,0108,7,Roxane Makolo,22:13,5,0/8,0/6,0/2,5/6,1,3,4,3,1,1,5,0,15,7
Canada,Colombia,73,49,0108,8,Niyah Becker,17:04,5,2/8,1/5,1/3,0/0,1,2,3,3,1,1,1,0,3,5
Canada,Colombia,73,49,0108,9,Taya Hanson,24:30,14,5/15,1/6,4/9,0/0,2,7,9,3,1,2,2,0,17,16
Canada,Colombia,73,49,0108,10,Julia Chadwick,11:58,2,1/3,1/3,0/0,0/0,1,2,3,1,4,0,0,0,3,4
Canada,Colombia,73,49,0108,11,Ashley De Sousa Martins,10:56,7,2/2,2/2,0/0,3/4,2,3,5,0,0,0,1,0,18,12
Canada,Colombia,73,49,0108,12,Carly Ahlstrom,13:16,8,2/7,1/3,1/4,3/4,2,2,4,0,1,4,0,0,1,2
Canada,Colombia,73,49,0108,13,Kiandra Browne,07:42,5,1/3,1/3,0/0,3/8,0,0,0,0,3,1,0,0,4,-3
Canada,Colombia,73,49,0108,14,Sammie Martin,03:10,0,0/1,0/1,0/0,0/0,0,0,0,0,1,0,0,0,-7,-1
Canada,Colombia,73,49,0108,15,Christina Morra,29:06,17,8/11,8/11,0/0,1/2,5,7,12,2,1,1,0,1,27,27
USA,Argentina,87,42,0108,4,Ashley Joens,18:37,6,2/5,2/3,0/2,2/6,1,4,5,1,3,3,1,0,22,3
USA,Argentina,87,42,0108,5,Desiree Caldwell,11:27,5,1/1,1/1,0/0,3/3,0,2,2,3,2,3,3,0,11,10
USA,Argentina,87,42,0108,6,Anaya Peoples,18:15,6,3/5,3/5,0/0,0/2,0,2,2,2,0,3,2,1,15,6
USA,Argentina,87,42,0108,7,Jenna Brown,18:10,5,2/2,2/2,0/0,1/4,0,2,2,5,2,4,0,0,14,5
USA,Argentina,87,42,0108,8,Aijha Blackwell,19:31,13,5/7,3/5,2/2,1/1,2,1,3,4,2,3,2,0,27,17
USA,Argentina,87,42,0108,9,Olivia Nelson-Ododa,13:05,6,3/3,3/3,0/0,0/0,1,2,3,2,4,3,0,1,12,9
USA,Argentina,87,42,0108,10,Maori Davenport,19:12,4,1/1,1/1,0/0,2/2,0,5,5,1,4,1,3,1,21,13
