country,vs,team_score,vs_score,date,#,Players,Min,Pts,FG,2Pts,3Pts,FT,OREB,DREB,REB,AST,PF,TO,STL,BLK,+/-,EFF
Paraguay,Chile,73,66,2608,1,Maria Mercado,30:26,8,3/12,1/3,2/9,0/0,0,5,5,3,4,2,2,0,14,7
Paraguay,Chile,73,66,2608,4,Ilda Peña,10:15,0,0/4,0/4,0/0,0/0,0,1,1,0,3,0,0,0,5,-3
Paraguay,Chile,73,66,2608,5,Paola Ferrari,37:28,33,7/19,4/9,3/10,16/17,3,3,6,3,4,5,2,0,11,26
Paraguay,Chile,73,66,2608,6,Marta Peralta,30:10,9,2/6,2/5,0/1,5/8,2,4,6,2,4,1,2,0,8,11
Paraguay,Chile,73,66,2608,7,Astrid Huttemann,10:03,0,0/4,0/1,0/3,0/0,1,0,1,1,1,0,0,0,-1,-2
Paraguay,Chile,73,66,2608,8,Natalia Quevedo,03:38,1,0/1,0/1,0/0,1/2,0,0,0,0,0,0,0,0,0,-1
Paraguay,Chile,73,66,2608,9,Patricia  Rojas,26:20,4,1/8,1/8,0/0,2/4,3,5,8,0,4,0,1,0,5,4
Paraguay,Chile,73,66,2608,10,Tamara Insfran,16:26,3,1/2,0/0,1/2,0/0,1,1,2,1,3,1,0,0,-16,4
Paraguay,Chile,73,66,2608,11,María Caraves,34:39,15,5/8,3/4,2/4,3/6,2,4,6,2,2,2,4,1,9,20
Paraguay,Chile,73,66,2608,12,Andrea Gomez,00:30,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Paraguay,Chile,73,66,2608,14,Rocio Insfran,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Paraguay,Chile,73,66,2608,15,Adela Cardenas,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Chile,Paraguay,66,73,2608,1,Priscila Pizarro,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Chile,Paraguay,66,73,2608,5,Florencia Colossi,12:36,0,0/1,0/1,0/0,0/0,0,1,1,3,0,1,0,0,5,2
Chile,Paraguay,66,73,2608,6,Javiera Novion,35:54,8,3/11,2/6,1/5,1/4,2,4,6,3,4,7,1,1,-4,1
Chile,Paraguay,66,73,2608,7,Ziomara Morrison,38:10,25,6/10,5/8,1/2,12/14,4,10,14,0,3,4,4,2,-6,35
Chile,Paraguay,66,73,2608,8,Daniela Troncoso,00:31,1,0/0,0/0,0/0,1/2,0,0,0,0,0,0,0,0,-2,0
Chile,Paraguay,66,73,2608,9,Jenifer  Fuentes,12:01,2,1/2,1/1,0/1,0/0,2,1,3,0,4,0,0,0,-6,4
Chile,Paraguay,66,73,2608,10,Barbara  Cousiño,33:04,8,3/8,1/3,2/5,0/0,4,4,8,6,5,2,2,0,-6,17
