country,vs,team_score,vs_score,date,#,Players,Min,Pts,FG,2Pts,3Pts,FT,OREB,DREB,REB,AST,PF,TO,STL,BLK,+/-,EFF
Brazil,Egypt,87,47,2806,4,Larissa Carneiro,23:34,16,6/12,2/7,4/5,0/1,0,3,3,3,2,1,2,0,19,15
Brazil,Egypt,87,47,2806,5,Lays Da Silva,27:00,9,4/9,3/5,1/4,0/0,1,0,1,5,2,1,3,0,21,10
Brazil,Egypt,87,47,2806,6,Izabela Leite,14:06,4,2/5,2/4,0/1,0/0,0,1,1,1,1,0,1,0,17,3
Brazil,Egypt,87,47,2806,7,Mariane De Carvalho,16:05,2,0/2,0/0,0/2,2/4,1,4,5,6,1,1,0,0,24,11
Brazil,Egypt,87,47,2806,8,Fabiola Alexandrino,22:57,5,2/5,1/4,1/1,0/2,1,4,5,4,3,3,5,0,22,11
Brazil,Egypt,87,47,2806,9,Maria Albiero,12:37,7,1/3,1/3,0/0,5/6,0,0,0,2,1,0,0,0,20,9
Brazil,Egypt,87,47,2806,10,Wytalla Motta,16:31,12,3/7,3/7,0/0,6/8,2,1,3,1,3,2,2,0,17,15
Brazil,Egypt,87,47,2806,11,Mariana Dias,16:49,10,4/5,4/4,0/1,2/2,4,1,5,0,4,2,2,0,26,11
Brazil,Egypt,87,47,2806,12,Aline De Moura,22:33,12,5/8,5/8,0/0,2/4,2,5,7,2,4,4,1,0,11,13
Brazil,Egypt,87,47,2806,13,Jennifer Calixto,06:25,0,0/2,0/2,0/0,0/0,2,1,3,1,4,1,1,0,10,-2
Brazil,Egypt,87,47,2806,14,Karen Lourenco,06:10,2,1/3,1/3,0/0,0/0,3,1,4,0,0,0,1,0,1,5
Brazil,Egypt,87,47,2806,15,Leticia Josefino,15:07,8,4/6,4/6,0/0,0/0,3,1,4,0,4,2,1,0,12,7
Egypt,Brazil,47,87,2806,4,Sara Nady,28:06,2,1/6,1/3,0/3,0/0,0,0,0,1,0,4,0,0,-23,-6
Egypt,Brazil,47,87,2806,5,Nouralla Talaat,24:04,2,1/5,1/3,0/2,0/0,1,2,3,1,4,2,2,0,-20,2
Egypt,Brazil,47,87,2806,6,Mariam Hossam,12:55,0,0/0,0/0,0/0,0/2,0,4,4,0,2,3,0,0,-20,2
Egypt,Brazil,47,87,2806,7,Nadine Selaawi,29:39,11,3/5,3/4,0/1,5/10,1,1,2,0,2,2,0,0,-29,14
Egypt,Brazil,47,87,2806,8,Laila Elkousy,07:15,0,0/0,0/0,0/0,0/0,0,0,0,0,0,1,1,0,-12,0
Egypt,Brazil,47,87,2806,9,Aalaa Khattab,03:11,0,0/0,0/0,0/0,0/0,0,1,1,0,0,0,0,0,-1,1
Egypt,Brazil,47,87,2806,10,Nada Amr,19:47,8,3/5,3/4,0/1,2/4,0,1,1,1,1,2,1,0,-22,10
Egypt,Brazil,47,87,2806,12,Rana Abdelzaher,21:07,2,0/2,0/1,0/1,2/2,0,2,2,0,0,6,0,0,-24,-1
Egypt,Brazil,47,87,2806,13,Norhan Fouad,10:41,4,2/3,2/2,0/1,0/1,0,3,3,0,3,5,0,0,-10,-1
Egypt,Brazil,47,87,2806,14,Fatma Mamdouh,23:01,4,1/3,1/3,0/0,2/4,0,1,1,1,3,0,0,0,-26,3
Egypt,Brazil,47,87,2806,15,Raneem Mohamed,20:07,14,4/9,4/9,0/0,6/10,2,3,5,2,4,2,1,2,-13,20
Australia,Japan,54,46,2806,4,Tahlia Tupaea,36:27,10,2/13,2/11,0/2,6/6,0,2,2,6,1,3,2,0,10,9
