team_id,team_short_display_name,n_wins,cv_Shooting,cv_Ball_Care,cv_Rebounding,cv_Free_Throws,cv_Scoring_Mix,cv_Def_Quality,cv_composite_all,cv_composite_core
526,FGCU,13,0.16462121966262364,0.3107676886489974,0.3446330747094343,0.35743341251786115,0.5149146564451504,0.32438724471987507,0.3361262161173237,0.3003685280517583
331,E Washington,13,0.16303451761488796,0.324895306730683,0.17342982003793178,0.46429650812750606,0.26442640440908055,0.345091989872417,0.28919575779875106,0.2941496284766852
2083,Bucknell,10,0.21390781370124537,0.2786637414250501,0.24695769004810117,0.39449325327366314,0.6236100774679284,0.33459176179028605,0.34870405628437906,0.2937228520476692
159,Dartmouth,10,0.22583511724389252,0.18916268517179624,0.17906524774332952,0.45716248593685094,0.47315291923716063,0.39913473224720214,0.32058553126337197,0.29007205366861427
2110,C Arkansas,18,0.1578122686855121,0.29446787654164597,0.1579950154344538,0.4391041276831349,0.31530577246956115,0.3629110388032958,0.28793268326960064,0.2824580654296085
142,Missouri,16,0.23301265787330533,0.2289521162052865,0.20551962011705932,0.3981674332772918,0.3035865109737016,0.3404470002793778,0.28494755645433706,0.28121976555046413
2571,S Dakota St,22,0.20487206302513958,0.27627304894393934,0.24987890414623826,0.2869380236243161,0.40106557229806195,0.38671716573007886,0.30095746296129566,0.28093584109394243
28,UC San Diego,18,0.1879153365195083,0.22937203604118056,0.2435903293546412,0.3552746233266303,0.3197459348422583,0.37392717732832226,0.2849709062354235,0.2780159005140565
2031,Little Rock,14,0.21983777028198156,0.31867907772732496,0.24474341850578302,0.24287172840587568,0.45010764238601786,0.3614180564931328,0.3062762823000193,0.27751001028281963
2390,Miami,15,0.18961958487121833,0.28092373896698375,0.20548212184033585,0.3937514385532923,0.30115843830876066,0.31739161962664864,0.2813878236945399,0.27743370077169577
2908,SC Upstate,10,0.23263185668958958,0.23004605203458234,0.16788866732725205,0.3705722797672286,0.44159006856355254,0.3848647298228711,0.3045989423675127,0.27720071712830474
222,Villanova,22,0.18130283527999738,0.21420626494130252,0.1885215372825506,0.48282325316872315,0.3313370634298921,0.31114610413129196,0.28488950970562626,0.27559999896077314
2199,E Michigan,12,0.17582785313567378,0.19044825140356397,0.23478130376921988,0.3593879549089086,0.3325285390753252,0.41725280347020677,0.2850377842938164,0.27553963333751463
278,Fresno St,14,0.2443328283914954,0.3095210103151879,0.21299726314638429,0.2929127497767101,0.29922769145827693,0.311080543448195,0.2783453477560416,0.27416887901559456
2466,N'Western St,14,0.23356439070864432,0.27433301252089964,0.21530685494853702,0.2589821974363585,0.4313553616125264,0.3866107457743056,0.3000254271668786,0.273759440277749
2747,Wofford,16,0.17917775994384916,0.3303407654222323,0.17712929067330993,0.33902881543396585,0.4564732552338213,0.3418895845615472,0.30400657854478763,0.2735132432069809
322,Lafayette,10,0.12965130851612575,0.3462729789707758,0.2150149988417574,0.33248119529823494,0.39280713771465453,0.3432634767203525,0.2932485160103168,0.2733367916694493
2565,SIUE,14,0.1447435255991341,0.23239753081725212,0.20617922011756765,0.4155663325237612,0.2937913398175649,0.36705804388794716,0.2766226654605378,0.27318893058913246
249,North Texas,16,0.24229194005969915,0.29250427233875814,0.17034387610641824,0.3396504985770776,0.30972599010973,0.31776952599077274,0.2787143505304093,0.27251202261454516
2439,UNLV,18,0.19922215649405056,0.26235887694898724,0.23886109645323017,0.2941548250113835,0.5448085562843642,0.3662277879282992,0.3176055498533858,0.27216494856719015
2430,UNC Greensboro,13,0.20555593071414624,0.25630113513803626,0.21539012635700377,0.322050514050132,0.41377071647699215,0.3609272616258642,0.2956659473936958,0.2720449935770365
2729,William & Mary,13,0.20761400795287321,0.2564123577445693,0.2272557239178763,0.3110360896466351,0.314983447941633,0.35561331127086815,0.2788191564124092,0.27158629810656443
2803,Bryant,18,0.22486816798797463,0.256752481979615,0.20835588205374328,0.3368987742636957,0.36318644140703826,0.32466505301556065,0.2857878001179379,0.27030807186011785
204,Oregon St,20,0.17434455389513673,0.2998863784991156,0.19318713386644287,0.30765295729367187,0.3888169904473922,0.37438039774965093,0.28971140195856837,0.2698902842608036
2448,NC A&T,10,0.20113780215387383,0.3066864487147769,0.18857370201920334,0.3398072469252588,0.26478724542060994,0.31297447505706366,0.2689944867151311,0.2698359349740353
277,West Virginia,22,0.22044779835906714,0.26713357316192765,0.1888696179894674,0.3034836675724123,0.35290856593019615,0.3640805013432124,0.2828206207260472,0.26880303168521735
233,South Dakota,21,0.2388996983312008,0.2684760155368531,0.19241256486274524,0.2774441578927269,0.5059276349343852,0.362521695888526,0.30761362790773955,0.2679508265024104
2681,Wagner,12,0.1956210485164681,0.25791592171822675,0.2363367341224451,0.34497809722654316,0.3655816203004275,0.3043408690177349,0.2841290484836409,0.2678385341202836
2378,UMBC,13,0.25155571881594185,0.2877287423990832,0.20260139195210786,0.283599796478623,0.5101766320279367,0.31190970694374026,0.30792866476957215,0.2674790713178992
279,Pacific,11,0.19504052880592893,0.2667322044215491,0.2219911967392453,0.3485695172815724,0.37973407864375425,0.30450676714649316,0.2860957155064239,0.26736804287895777
2473,Oakland,10,0.1503036812038171,0.23578170056379405,0.21970276299798935,0.411416530885654,0.21551626204658214,0.31923119172445985,0.2586586882370494,0.26728717347514286
2377,McNeese,24,0.22284469843146787,0.2773328768461268,0.22039931348739367,0.31352371009934465,0.39287907329608157,0.2998975399912127,0.2878128686919379,0.26679962777110916
71,Bradley,19,0.19082924413763347,0.2678850973437954,0.24115625229675205,0.3448751384934906,0.35456096084639144,0.28580178453728045,0.2808514129425572,0.2661095033617904
2241,Gardner-Webb,11,0.16943264887012088,0.19987168735619143,0.20160240185499442,0.40742648294246303,0.47442799570930494,0.35071787975041063,0.30057984941391425,0.2658102201548361
2540,Santa Barbara,18,0.18277802344914118,0.2773363941431898,0.24327165860280503,0.2956286602534501,0.3738582737577759,0.32649811872245105,0.2832285214881355,0.2651025710342074
2226,FAU,12,0.2181819796686632,0.2507859663710006,0.2751918721281609,0.30317507023374723,0.338693599312684,0.2766206993497813,0.2771081978440062,0.2647911175502706
276,Marshall,23,0.17285878254563963,0.2556028928946279,0.2202599184029203,0.3235344693928637,0.4027979136096719,0.3513731404656142,0.2877378528852229,0.2647258407403331
2172,Denver,10,0.20151792466581228,0.3143997106462466,0.2553654201488062,0.2797353112325047,0.2942125881671226,0.2717943758976717,0.26950422179302735,0.2645625485182083
2198,E Kentucky,22,0.1947869222078233,0.21204092815995962,0.1844370260036055,0.3910538173804931,0.36524471874406184,0.3388606406057573,0.2810706755169501,0.2642358668715278
2628,TCU,25,0.15481466068564875,0.27230297851037033,0.20805062578913258,0.31954245896149075,0.3785555650035736,0.36428083736160977,0.28292452105197097,0.26379831226165046
2710,W Illinois,23,0.19757189152123458,0.3302487770255502,0.2624083610549526,0.25015216858190464,0.28300764231535486,0.2772573546925011,0.26677436586524966,0.2635277105752286
2272,High Point,24,0.1813899549032687,0.27206187518040803,0.22866316407009593,0.29821526313115415,0.2971348101378623,0.3364146435260644,0.26897995182480894,0.26334898016219827
2599,St John's,21,0.2134440729814283,0.25239866410511214,0.19541716551984645,0.3085536095799535,0.3606266084706897,0.34683224809917523,0.2795453947927009,0.2633291520571031
2750,Wright St,10,0.16984625527129776,0.226306169423483,0.2840782344240969,0.2988979190010385,0.3327393351681125,0.33526106840826314,0.274521496949382,0.26287792930563586
171,Columbia,18,0.20839684456521723,0.21554007179765564,0.19010780720252157,0.3831375134081217,0.32066846159642093,0.3171930866910464,0.27250729754349723,0.2628750647329125
2608,Saint Mary's,15,0.25524587281730843,0.261521880029548,0.20292070708553922,0.2942124545425782,0.3506951819414588,0.3001805743137894,0.27746277845503703,0.26281629775775267
2619,Stony Brook,15,0.1922051028277652,0.26392151899377275,0.20237723571663593,0.3169494650582201,0.43091632521944323,0.33847471392360684,0.29080739362324065,0.26278560730400014
2427,UNC Asheville,11,0.14518832818813185,0.3007278301878257,0.19023640378771783,0.29455593168926536,0.3035965332465869,0.38310940976335905,0.2695690728104811,0.26276358072325995
2870,Purdue FW,16,0.17942795679686455,0.2463208490085751,0.2357934306672961,0.26431931960310734,0.37456575208269477,0.38783329101107933,0.28137676652826954,0.2627389694173845
227,Rhode Island,24,0.22730736127683915,0.2982189471288573,0.19902529038875316,0.23693710484086677,0.26864350139834126,0.35060636648801846,0.263456428586946,0.262419014024667
62,Hawai’i,16,0.20664307050814254,0.2821166901335597,0.20797117840231777,0.32184749419773767,0.36957356893628557,0.29286072909701455,0.280168788545843,0.26228783246775444
2546,SE Missouri,10,0.20145181266517442,0.23850745293894737,0.2813331705141793,0.2721893880919229,0.3434386799471591,0.31764891975821374,0.2757615706525995,0.26222614879368755
261,Vermont,23,0.1839258089077841,0.2992546676677562,0.2002276230856126,0.28402881604957153,0.43672691751312,0.34201680196664386,0.2910301058650814,0.26189074353547365
338,Kennesaw St,12,0.22069310836844303,0.23138655570836447,0.16916407069894832,0.38453458537259044,0.2871699784148235,0.30366293181763426,0.266101871730134,0.2618882503931961
2244,George Mason,19,0.18506314216577346,0.29059024922058085,0.18704740752824184,0.33761536472479275,0.41294085604054565,0.30780953592434124,0.28684442593404597,0.26162513991274605
292,UT Rio Grande,17,0.21967044991874257,0.27655069298682233,0.18606247330097242,0.2860131987933722,0.4196898416865993,0.33748522405851156,0.2875786467908367,0.2611564078116842
161,FDU,24,0.17268692444809497,0.24637739056178992,0.17795491166099964,0.38098461805221284,0.44044811559750285,0.32609644469051213,0.29075806750185207,0.2608200578827219
264,Washington,19,0.21996809210683477,0.30367144627779885,0.19448964304336888,0.2548693694557119,0.3763390344912655,0.3308342295572348,0.2800286358220358,0.2607665560881898
2837,E Texas A&M,12,0.15992587149472332,0.16341823851012602,0.22264933130800874,0.39783832142491954,0.34931918712864785,0.35875124871167524,0.27531703309635014,0.2605166022898906
48,Delaware,12,0.23115634106795124,0.27980676329984294,0.25392799052043763,0.308034544019961,0.3045742632342051,0.22916106137513095,0.26777682725292146,0.2604173400566647
2514,Quinnipiac,22,0.18414006163468424,0.2349993501321549,0.17413252863074946,0.4232819524890405,0.3916256782318668,0.2852263138907204,0.2822343141682027,0.2603560413554699
2885,NJIT,17,0.1735984405492357,0.29299452009799537,0.16718267995835956,0.3425628789691336,0.3358392481456427,0.32236835202491665,0.2724243532908806,0.25974137431992816
154,Wake Forest,14,0.20060205080672,0.22240324404691572,0.20845139662614925,0.3242838690088332,0.4048163691321608,0.3425089784153742,0.28384431800602555,0.2596499077807985
2429,Charlotte,12,0.21212381443624007,0.22841693359686066,0.13320633073307,0.3276901574558041,0.24731182095667203,0.3965498897671932,0.25754982449097336,0.2595974251978336
2182,Drexel,17,0.225712497848525,0.23013186672516683,0.19408922059307204,0.28868960014345263,0.33114033508188356,0.35717489975304356,0.27115640335752395,0.259159617012652
30,USC,17,0.17506025100948902,0.25553880558898967,0.21062936423563394,0.30119835214909996,0.24675786633877753,0.35325417997258446,0.25707313654909575,0.2591361905911594
2535,Samford,12,0.13691071488012752,0.24118871457948637,0.24950508889025275,0.3799187660358202,0.35285030859148486,0.286722077452416,0.27451594507159793,0.25884907236762056
311,Maine,15,0.18190702928887886,0.3063173169839436,0.23322066359812307,0.2835415290141076,0.330556396435397,0.28822794054417855,0.27062847931077144,0.2586428958858463
9,Arizona St,22,0.19086056963186637,0.2257811538049602,0.2441010322906659,0.28934910854622486,0.3829391344712646,0.3415173963304099,0.279091399179232,0.2583218521208254
