team_id,team_short_display_name,n_wins,entropy,entropy_norm,hhi,dominance_ratio,primary_archetype,n_archetypes_used,hhi_norm,spread_score,arch_share_2,arch_share_3,arch_share_4,arch_share_5,arch_share_1
227,Rhode Island,25,1.578259318490911,0.9806276503726478,0.21360768841426608,1.5260162600268274,3,5,0.01700961051783259,0.9829903894821674,0.1762656156025777,0.30081537591139684,0.1971246203537232,0.15517957892462744,0.17061480920767466
232,Charleston,23,1.5780191444902572,0.9804784218756686,0.21312104422094524,1.3200724793079592,3,5,0.01640130527618154,0.9835986947238184,0.17563805310715955,0.2897084266077169,0.21946403030808947,0.1734799295812682,0.14170956039576585
2244,George Mason,21,1.5655392564386876,0.9727242314498353,0.21717380794030186,1.0532768323023758,3,5,0.021467259925377312,0.9785327400746227,0.17672926027114302,0.27374708858564206,0.25990041762074423,0.17232590593757108,0.1172973275848995
2198,E Kentucky,24,1.5248328587604993,0.9474319245123007,0.23100573139936464,1.037129328528934,1,5,0.03875716424920579,0.9612428357507942,0.10634504232081456,0.2573408433333895,0.26269462792398585,0.10117118335484869,0.2724483030669616
349,Army,23,1.5063505864159428,0.9359482430345827,0.24313718574924678,1.4353703908528948,4,5,0.05392148218655846,0.9460785178134415,0.16082564273313749,0.1332311458881871,0.3572322112735847,0.09983293103657821,0.24887806906851265
2348,Louisiana Tech,23,1.4972982941777109,0.9303237376291265,0.25174344577368246,1.9899059786171278,4,5,0.06467930721710306,0.935320692782897,0.13961999040619785,0.14247890783977482,0.3966832806173072,0.12187007059979267,0.1993477505369272
88,So Indiana,21,1.4953708793563318,0.9291261674672157,0.24068494940201315,1.089239016111297,5,5,0.05085618675251643,0.9491438132474835,0.2803172792405919,0.30533251743901807,0.13264116278202107,0.21703048869370165,0.06467855184466734
127,Michigan St,22,1.4831046025983408,0.9215047012004992,0.24728155232057292,1.259089330281952,4,5,0.05910194040071613,0.9408980595992839,0.09066300133999398,0.26422423371205317,0.3326819134687709,0.22608513591728296,0.08634571556189902
197,Oklahoma St,23,1.473278965137855,0.9153996893919818,0.24562712419826024,1.0202179928941968,1,5,0.05703390524782529,0.9429660947521747,0.13767870522028466,0.2904344719829238,0.22875644539637938,0.04682390332670779,0.29630647407370436
2294,Iowa,24,1.4732640429434136,0.915390417711275,0.24655918289298656,1.1232267421787574,2,5,0.05819897861623319,0.9418010213837669,0.2578735149794536,0.30175806527810045,0.1181457936665261,0.2686528498179904,0.05356977625792926
2426,Navy,21,1.470387033428087,0.9136028311923423,0.25828099035825763,1.4050103858343006,3,5,0.07285123794782203,0.927148762052178,0.12225647182296136,0.37840575969945406,0.1390292324313688,0.09098258407130912,0.2693259519749067
333,Alabama,23,1.4694245575502605,0.9130048113057777,0.24392190503301828,1.102163494048959,1,5,0.05490238129127283,0.9450976187087272,0.1732695690106142,0.3025150560685637,0.2139294341570172,0.03581209209981912,0.2744738486639857
167,New Mexico,22,1.469405201710842,0.9129927848465593,0.24896631979113942,1.123144972154873,4,5,0.061207899738924265,0.9387921002610757,0.27245747669991016,0.10170382494187799,0.30600924508150756,0.06091352082080393,0.25891593245590067
97,Louisville,25,1.4690827930059138,0.9127924610549812,0.2548553659948475,1.0255155646639178,2,5,0.06856920749355934,0.9314307925064407,0.3280390994040986,0.11438786405906223,0.31987725072861634,0.16121552786175694,0.07648025794646603
