team_id,team_short_display_name,bc_off,bc_def,bic_diff_off,bic_diff_def,bc_composite,is_bimodal_off,is_bimodal_def,gmm_bimodal_off,gmm_bimodal_def,bimodal_both
9,Arizona St,0.41275588524010204,0.31504650741495477,-3.2857939196266557,-6.193338182174017,0.3639011963275284,FALSE,FALSE,FALSE,FALSE,FALSE
21,San Diego St,0.37361600292810393,0.34552285687145606,-4.891990965803984,-6.0900090677044005,0.35956942989978,FALSE,FALSE,FALSE,FALSE,FALSE
26,UCLA,0.41069401878003226,0.4088508801834668,-5.24431420614242,0.31620740133027425,0.4097724494817495,FALSE,FALSE,FALSE,TRUE,FALSE
36,Colorado St,0.31378278875700877,0.4280792882782208,-3.8410848602887597,-2.6447280798514043,0.3709310385176148,FALSE,FALSE,FALSE,FALSE,FALSE
38,Colorado,0.45121033318439,0.3288064233206863,-3.3355103088213554,-4.479786736617768,0.3900083782525382,FALSE,FALSE,FALSE,FALSE,FALSE
41,UConn,0.31322786006163134,0.37543599163878,-6.750618609858847,-6.222384730811157,0.34433192585020567,FALSE,FALSE,FALSE,FALSE,FALSE
47,Howard,0.5531360342433849,0.3358215062651569,1.8378532363968105,-4.229742263638272,0.44447877025427085,FALSE,FALSE,TRUE,FALSE,FALSE
61,Georgia,0.3488276556087692,0.46698106748898927,-5.31126392697395,-2.6093410350649577,0.4079043615488792,FALSE,FALSE,FALSE,FALSE,FALSE
66,Iowa State,0.3668741316775098,0.27419958271028316,-4.524354000031806,-2.807470005953192,0.32053685719389646,FALSE,FALSE,FALSE,FALSE,FALSE
68,Boise St,0.4440661052185945,0.4151798554817407,-2.841130808039239,-4.59120682935594,0.4296229803501676,FALSE,FALSE,FALSE,FALSE,FALSE
70,Idaho,0.3857747021766644,0.39771619179633116,-5.106602610402817,-4.786663451054935,0.39174544698649777,FALSE,FALSE,FALSE,FALSE,FALSE
93,Murray St,0.38893593263553955,0.35165889170704207,-5.091173010212316,-4.106791738490941,0.3702974121712908,FALSE,FALSE,FALSE,FALSE,FALSE
96,Kentucky,0.48526536513590507,0.42501709979614405,-0.7073796276728359,-2.5097539609242574,0.45514123246602456,FALSE,FALSE,FALSE,FALSE,FALSE
97,Louisville,0.5210821956497464,0.4992534210795959,0.9659091060161131,-1.9129992741270883,0.5101678083646712,FALSE,FALSE,TRUE,FALSE,FALSE
99,LSU,0.4425397764077633,0.5020573129829429,-3.838570176793681,-1.9158378710340997,0.4722985446953531,FALSE,FALSE,FALSE,FALSE,FALSE
120,Maryland,0.38281516825872397,0.35920842295807387,-5.437480454034912,-5.365393469488524,0.3710117956083989,FALSE,FALSE,FALSE,FALSE,FALSE
127,Michigan St,0.3962341751500372,0.5138187974613864,-4.946035105807027,4.26783627846882,0.4550264863057118,FALSE,FALSE,FALSE,TRUE,FALSE
130,Michigan,0.42422732839716953,0.3556104307927761,0.7714052075787947,-5.550212861464217,0.38991887959497284,FALSE,FALSE,TRUE,FALSE,FALSE
135,Minnesota,0.4050050495823266,0.45369141822167625,-5.184138372545789,-1.716706859432989,0.4293482339020014,FALSE,FALSE,FALSE,FALSE,FALSE
145,Ole Miss,0.4609365290908727,0.3736526859821783,-0.21588869052416726,0.8367864670119474,0.4172946075365255,FALSE,FALSE,FALSE,TRUE,FALSE
147,Montana St,0.4353878866004972,0.3937100267222249,-4.217146731036095,-3.4297070454286143,0.41454895666136105,FALSE,FALSE,FALSE,FALSE,FALSE
