team_id,team_short_display_name,n_wins,entropy,entropy_norm,primary_archetype,n_archetypes_used,arch_share_1,arch_share_2,arch_share_3,arch_share_4,arch_share_5,bc_off,bc_def,bc_composite,bic_diff_off,bic_diff_def,is_bimodal_off,is_bimodal_def,bimodal_both,cv_composite_core,cv_Shooting,cv_Ball_Care,cv_Rebounding,cv_Free_Throws,cv_Scoring_Mix,cv_Def_Quality,conference_short_name,conf_tier,bc_norm,versatility_score
2754,Youngstown St,21,1.1220252031583076,0.6971534561786022,3,4,0.26060763321129793,0.21662559241457127,0.4975146610585738,0,0.025252113315557063,0.5170870142370108,0.6262840558699403,0.5716855350534755,-0.7352383911840548,8.239018750523513,FALSE,TRUE,FALSE,0.23999388028239313,0.18157608462795427,0.26055949457532157,0.24892992587653595,0.24947980344574966,0.41303582658254123,0.2594240928864042,Horizon,Mid/Low Major,1,0.8485767280893011
97,Louisville,24,1.5048190634641914,0.9349966543215797,3,5,0.0768137539638901,0.26636392420762395,0.3335931671931918,0.16021066137768755,0.16301849325760664,0.5210821956497464,0.4992534210795959,0.5101678083646712,0.9659091060161131,-1.9129992741270883,FALSE,FALSE,FALSE,0.221552187655085,0.16964299104713934,0.23131009679271758,0.17929212721426177,0.24984322750636578,0.3641442551929772,0.27767249571494046,ACC,Power 4,0.755054546919814,0.8450256006206969
193,Miami OH,22,1.3382591495043434,0.831507161081083,2,5,0.16296597687696024,0.48201999538885193,0.10839132415537356,0.2093411909076783,0.03728151267113599,0.40817866880050463,0.5701082164819977,0.4891434426412512,-5.039479952155361,2.090616816321159,FALSE,TRUE,FALSE,0.2512737190042812,0.2024370423057722,0.2606781281052911,0.2056284376622327,0.3330886135190961,0.39120061303695863,0.2545363734290139,NA,NA,0.6713417203081005,0.7514244406945918
127,Michigan St,22,1.5141079424712631,0.9407681593515708,3,5,0.25871007958129594,0.19673086329728132,0.3296213012370597,0.09822407213741643,0.11671368374694674,0.3962341751500372,0.5138187974613864,0.4550264863057118,-4.946035105807027,4.26783627846882,FALSE,FALSE,FALSE,0.23503026413234387,0.21233779682753626,0.31492965062328804,0.19374244187359566,0.16737052028390212,0.29287780420786846,0.28677091105339725,NA,NA,0.5354980573977398,0.7381331083746553
2217,Fairfield,24,1.1359836916146584,0.70582635269018,2,5,0.06131408495116943,0.6151241124950632,0.09474485984121181,0.18938018384724942,0.03943675886530616,0.48962053942758227,0.5220606506855567,0.5058405950565695,5.009902366991071,-1.961881285259338,FALSE,FALSE,FALSE,0.2502571111908015,0.17044343843611157,0.20158889971163996,0.2576564862340864,0.32373800534651254,0.3832711330406239,0.2978587262256571,MAAC,Mid/Low Major,0.7378248591309692,0.7218256059105745
201,Oklahoma,21,1.352378500803614,0.8402800072966394,3,5,0.24400167736200107,0.0367027221631923,0.4594720785721729,0.13943757393248507,0.12038594797014864,0.4606509160913793,0.4747883491488681,0.4677196326201237,-3.0495257633935324,-1.7873497521596704,FALSE,FALSE,FALSE,0.23021922603728093,0.16115780947640282,0.21918021926715536,0.14414577538609902,0.3005753431761774,0.2768108392292268,0.32603698288057004,Big 12,Power 4,0.5860384242536978,0.7131592157751686
290,GA Southern,21,1.3338369259492053,0.8287594790978433,2,5,0.26421879319729935,0.3137928989391336,0.3443031798266961,0.03270952759447195,0.04497560044239894,0.5381031936175863,0.3928681149566953,0.46548565428714084,2.782544692007903,-5.033261930735094,FALSE,FALSE,FALSE,0.2588874558239458,0.20762324145376412,0.23947669480855888,0.25966087481082545,0.30414259004335065,0.4119867076591184,0.2835338780032297,NA,NA,0.5771433810783881,0.7029514300881157
2198,E Kentucky,22,1.5267218125774287,0.9486055975085286,3,5,0.17137088721906263,0.1864516085499848,0.31622928568120673,0.2457960089591013,0.08015220959064459,0.42644112075394164,0.4436943591116246,0.43506773993278314,-1.8052980980446591,-3.554129359598761,FALSE,FALSE,FALSE,0.26122997387111113,0.19562527434403143,0.2077092653939835,0.178088098264185,0.3766641323448875,0.3616582789988977,0.3480630990084682,NA,NA,0.4560282129094965,0.7023169052090126
96,Kentucky,20,1.3768745020500168,0.8555002286280453,3,5,0.07872563084772213,0.1742528411898547,0.489613226733676,0.15422149222476847,0.10318680900397864,0.48526536513590507,0.42501709979614405,0.45514123246602456,-0.7073796276728359,-2.5097539609242574,FALSE,FALSE,FALSE,0.23936271722876598,0.18546222202380103,0.23697270898815093,0.20569581284011876,0.23307378089916192,0.3892954582246374,0.3356090613925972,SEC,Power 4,0.5359549427824876,0.6957275857052665
194,Ohio State,23,1.4410953620108167,0.89540289244915094,3,5,0.17002691286919402,0.12123741233566411,0.35837434788513667,0.29739187075619977,0.05296945615380538,0.4382578438157645,0.4502090553296557,0.4442334495727101,-2.8894591353669483,-1.5475310804335862,FALSE,FALSE,FALSE,0.23918012807287267,0.1793509040154939,0.2502403450251478,0.18299718303690313,0.2334407022610557,0.32276151686643567,0.3498715060257629,Big Ten,Power 4,0.4925233667683261,0.6939631296087385
2653,Troy,23,1.0956555991562262,0.6807691000016062,3,4,0.26533386985538965,0,0.5393768875470698,0.16038614402961157,0.03490309856792896,0.5389208930175615,0.4507557467928777,0.49483831990521965,6.281094590125477,-2.4591358429140797,FALSE,FALSE,FALSE,0.2428658762511772,0.15354906975335192,0.32117791339974844,0.15544505277156187,0.2860010076458042,0.30121276399742314,0.29815633768541955,Sun Belt,Mid/Low Major,0.6940170428003516,0.6873930714009788
