"event","year","team1","team2","team1_score","team2_score","game_date","winner","margin"
"u18europe",2021,"Slovenia","Albania",90,21,"2021-07-27","Slovenia",69
"u18europe",2021,"Malta","Moldova",90,37,"2021-07-27","Malta",53
"u18europe",2021,"Croatia","Latvia",73,58,"2021-07-27","Croatia",15
"u18europe",2021,"Lithuania","Ireland",86,47,"2021-07-27","Lithuania",39
"u18europe",2021,"Poland","Greece",61,37,"2021-07-27","Poland",24
"u18europe",2021,"Bulgaria","Switzerland",67,50,"2021-07-27","Bulgaria",17
"u18europe",2021,"Cyprus","Andorra",95,34,"2021-07-27","Cyprus",61
"u18europe",2021,"Portugal","Germany",67,53,"2021-07-27","Portugal",14
"u18europe",2021,"Serbia","Czech Republic",65,40,"2021-07-27","Serbia",25
"u18europe",2021,"France","Slovakia",72,41,"2021-07-27","France",31
"u18europe",2021,"Slovenia","North Macedonia",88,22,"2021-07-28","Slovenia",66
"u18europe",2021,"Croatia","Russia",70,53,"2021-07-28","Croatia",17
"u18europe",2021,"Turkey","Ireland",67,55,"2021-07-28","Turkey",12
"u18europe",2021,"Poland","Israel",69,63,"2021-07-28","Poland",6
"u18europe",2021,"Switzerland","Albania",76,47,"2021-07-28","Switzerland",29
"u18europe",2021,"Cyprus","Malta",66,31,"2021-07-28","Cyprus",35
"u18europe",2021,"Latvia","Germany",57,49,"2021-07-28","Latvia",8
"u18europe",2021,"Serbia","Lithuania",58,52,"2021-07-28","Serbia",6
"u18europe",2021,"France","Greece",72,27,"2021-07-28","France",45
"u18europe",2021,"Bulgaria","Ukraine",70,59,"2021-07-28","Bulgaria",11
"u18europe",2021,"Moldova","Andorra",69,41,"2021-07-28","Moldova",28
"u18europe",2021,"Portugal","Romania",73,49,"2021-07-28","Portugal",24
"u18europe",2021,"Hungary","Czech Republic",71,47,"2021-07-28","Hungary",24
"u18europe",2021,"Spain","Slovakia",82,39,"2021-07-28","Spain",43
"u18europe",2021,"Slovenia","Switzerland",65,34,"2021-07-29","Slovenia",31
"u18europe",2021,"Croatia","Germany",76,71,"2021-07-29","Croatia",5
"u18europe",2021,"Lithuania","Turkey",71,65,"2021-07-29","Lithuania",6
"u18europe",2021,"France","Israel",92,44,"2021-07-29","France",48
"u18europe",2021,"Ukraine","Albania",85,35,"2021-07-29","Ukraine",50
"u18europe",2021,"Cyprus","Moldova",100,23,"2021-07-29","Cyprus",77
"u18europe",2021,"Latvia","Romania",67,54,"2021-07-29","Latvia",13
"u18europe",2021,"Serbia","Hungary",63,43,"2021-07-29","Serbia",20
"u18europe",2021,"Greece","Slovakia",56,54,"2021-07-29","Greece",2
"u18europe",2021,"Bulgaria","North Macedonia",64,55,"2021-07-29","Bulgaria",9
"u18europe",2021,"Malta","Andorra",73,21,"2021-07-29","Malta",52
"u18europe",2021,"Portugal","Russia",74,50,"2021-07-29","Portugal",24
"u18europe",2021,"Czech Republic","Ireland",80,52,"2021-07-29","Czech Republic",28
"u18europe",2021,"Spain","Poland",59,45,"2021-07-29","Spain",14
"u18europe",2021,"North Macedonia","Albania",61,49,"2021-07-31","North Macedonia",12
"u18europe",2021,"Croatia","Romania",88,49,"2021-07-31","Croatia",39
"u18europe",2021,"Lithuania","Hungary",75,71,"2021-07-31","Lithuania",4
"u18europe",2021,"France","Poland",83,36,"2021-07-31","France",47
"u18europe",2021,"Switzerland","Ukraine",58,55,"2021-07-31","Switzerland",3
"u18europe",2021,"Cyprus","Andorra",100,26,"2021-07-31","Cyprus",74
"u18europe",2021,"Latvia","Portugal",56,48,"2021-07-31","Latvia",8
"u18europe",2021,"Serbia","Ireland",90,47,"2021-07-31","Serbia",43
"u18europe",2021,"Spain","Greece",69,38,"2021-07-31","Spain",31
"u18europe",2021,"Slovenia","Bulgaria",59,51,"2021-07-31","Slovenia",8
"u18europe",2021,"Malta","Moldova",69,46,"2021-07-31","Malta",23
"u18europe",2021,"Germany","Russia",64,60,"2021-07-31","Germany",4
"u18europe",2021,"Czech Republic","Turkey",60,59,"2021-07-31","Czech Republic",1
"u18europe",2021,"Israel","Slovakia",76,64,"2021-07-31","Israel",12
"u18europe",2021,"Ireland","Hungary",87,64,"2021-08-01","Ireland",23
"u18europe",2021,"North Macedonia","Switzerland",68,67,"2021-08-01","North Macedonia",1
"u18europe",2021,"Germany","Romania",70,51,"2021-08-01","Germany",19
"u18europe",2021,"France","Spain",61,53,"2021-08-01","France",8
"u18europe",2021,"Serbia","Turkey",55,51,"2021-08-01","Serbia",4
"u18europe",2021,"Ukraine","Slovenia",63,57,"2021-08-01","Ukraine",6
"u18europe",2021,"Moldova","Andorra",44,41,"2021-07-27","Moldova",3
"u18europe",2021,"Latvia","Russia",65,50,"2021-08-01","Latvia",15
"u18europe",2021,"Lithuania","Czech Republic",73,50,"2021-08-01","Lithuania",23
"u18europe",2021,"Poland","Slovakia",64,46,"2021-08-01","Poland",18
"u18europe",2021,"Bulgaria","Albania",78,35,"2021-08-01","Bulgaria",43
"u18europe",2021,"Cyprus","Malta",60,45,"2021-08-01","Cyprus",15
"u18europe",2021,"Portugal","Croatia",77,61,"2021-08-01","Portugal",16
"u19",2015,"Belgium","France",64,60,"2015-07-18","Belgium",4
"u19",2015,"Brazil","Korea",82,51,"2015-07-18","Brazil",31
"u19",2015,"Canada","Mali",71,62,"2015-07-18","Canada",9
"u19",2015,"Australia","Serbia",105,62,"2015-07-18","Australia",43
"u19",2015,"China","Egypt",73,60,"2015-07-18","China",13
"u19",2015,"Russia","Chinese Taipei",89,43,"2015-07-18","Russia",46
"u19",2015,"Netherlands","Argentina",79,65,"2015-07-18","Netherlands",14
"u19",2015,"USA","Spain",72,57,"2015-07-18","USA",15
"u19",2015,"Belgium","Mali",60,41,"2015-07-19","Belgium",19
"u19",2015,"Australia","Brazil",62,48,"2015-07-19","Australia",14
"u19",2015,"Serbia","Korea",74,66,"2015-07-19","Serbia",8
"u19",2015,"France","Canada",58,54,"2015-07-19","France",4
"u19",2015,"Spain","Egypt",87,64,"2015-07-19","Spain",23
"u19",2015,"Russia","Argentina",73,38,"2015-07-19","Russia",35
"u19",2015,"Netherlands","Chinese Taipei",80,74,"2015-07-19","Netherlands",6
"u19",2015,"USA","China",88,62,"2015-07-19","USA",26
"u19",2015,"Belgium","Canada",67,52,"2015-07-21","Belgium",15
"u19",2015,"France","Mali",69,50,"2015-07-21","France",19
"u19",2015,"Australia","Korea",87,38,"2015-07-21","Australia",49
"u19",2015,"Serbia","Brazil",80,75,"2015-07-21","Serbia",5
"u19",2015,"Russia","Netherlands",71,47,"2015-07-21","Russia",24
"u19",2015,"Chinese Taipei","Argentina",60,56,"2015-07-21","Chinese Taipei",4
"u19",2015,"China","Spain",66,63,"2015-07-21","China",3
"u19",2015,"USA","Egypt",104,41,"2015-07-21","USA",63
"u19",2015,"France","Brazil",76,63,"2015-07-22","France",13
"u19",2015,"Canada","Serbia",58,52,"2015-07-22","Canada",6
"u19",2015,"Australia","Mali",91,23,"2015-07-22","Australia",68
"u19",2015,"Belgium","Korea",70,37,"2015-07-22","Belgium",33
"u19",2015,"USA","Argentina",89,39,"2015-07-22","USA",50
"u19",2015,"Russia","Egypt",94,37,"2015-07-22","Russia",57
"u19",2015,"Spain","Netherlands",73,68,"2015-07-22","Spain",5
"u19",2015,"China","Chinese Taipei",89,63,"2015-07-22","China",26
"u19",2015,"Brazil","Egypt",84,66,"2015-07-24","Brazil",18
"u19",2015,"Australia","China",83,46,"2015-07-24","Australia",37
"u19",2015,"Netherlands","Korea",72,41,"2015-07-24","Netherlands",31
"u19",2015,"Spain","Belgium",70,66,"2015-07-24","Spain",4
"u19",2015,"Mali","Chinese Taipei",77,59,"2015-07-24","Mali",18
"u19",2015,"Russia","France",68,48,"2015-07-24","Russia",20
"u19",2015,"Serbia","Argentina",66,59,"2015-07-24","Serbia",7
"u19",2015,"USA","Canada",93,45,"2015-07-24","USA",48
"u19",2015,"Chinese Taipei","Egypt",73,59,"2015-07-25","Chinese Taipei",14
"u19",2015,"France","China",67,61,"2015-07-25","France",6
"u19",2015,"Korea","Argentina",63,57,"2015-07-25","Korea",6
"u19",2015,"Belgium","Canada",70,64,"2015-07-25","Belgium",6
"u19",2015,"Brazil","Mali",60,49,"2015-07-25","Brazil",11
"u19",2015,"Russia","Australia",76,57,"2015-07-25","Russia",19
"u19",2015,"Netherlands","Serbia",90,60,"2015-07-25","Netherlands",30
"u19",2015,"USA","Spain",80,65,"2015-07-25","USA",15
"u19",2015,"Argentina","Egypt",50,43,"2015-07-26","Argentina",7
"u19",2015,"Korea","Chinese Taipei",78,67,"2015-07-26","Korea",11
"u19",2015,"China","Canada",67,47,"2015-07-26","China",20
"u19",2015,"Serbia","Mali",58,46,"2015-07-26","Serbia",12
"u19",2015,"France","Belgium",53,40,"2015-07-26","France",13
"u19",2015,"Netherlands","Brazil",83,72,"2015-07-26","Netherlands",11
"u19",2015,"Australia","Spain",69,62,"2015-07-26","Australia",7
"u19",2015,"USA","Russia",78,70,"2015-07-26","USA",8
"u19",2017,"Japan","Australia",66,61,"2017-07-22","Japan",5
"u19",2017,"Canada","Korea",91,45,"2017-07-22","Canada",46
"u19",2017,"Hungary","Mexico",111,67,"2017-07-22","Hungary",44
"u19",2017,"France","Latvia",69,60,"2017-07-22","France",9
"u19",2017,"Russia","Egypt",114,63,"2017-07-22","Russia",51
"u19",2017,"USA","Mali",95,58,"2017-07-22","USA",37
"u19",2017,"Spain","Puerto Rico",74,42,"2017-07-22","Spain",32
"u19",2017,"China","Italy",74,63,"2017-07-22","China",11
"u19",2017,"Latvia","Korea",69,61,"2017-07-23","Latvia",8
"u19",2017,"Japan","Hungary",68,59,"2017-07-23","Japan",9
"u19",2017,"Canada","France",54,45,"2017-07-23","Canada",9
"u19",2017,"Australia","Mexico",109,34,"2017-07-23","Australia",75
"u19",2017,"USA","China",91,51,"2017-07-23","USA",40
"u19",2017,"Egypt","Puerto Rico",69,52,"2017-07-23","Egypt",17
"u19",2017,"Italy","Mali",63,54,"2017-07-23","Italy",9
"u19",2017,"Russia","Spain",77,58,"2017-07-23","Russia",19
"u19",2017,"Australia","Hungary",75,51,"2017-07-25","Australia",24
"u19",2017,"Japan","Mexico",91,52,"2017-07-25","Japan",39
"u19",2017,"Canada","Latvia",74,70,"2017-07-25","Canada",4
"u19",2017,"France","Korea",63,53,"2017-07-25","France",10
"u19",2017,"Russia","Puerto Rico",85,50,"2017-07-25","Russia",35
"u19",2017,"Spain","Egypt",88,71,"2017-07-25","Spain",17
"u19",2017,"China","Mali",72,54,"2017-07-25","China",18
"u19",2017,"USA","Italy",66,49,"2017-07-25","USA",17
"u19",2017,"Japan","Korea",86,47,"2017-07-26","Japan",39
"u19",2017,"Canada","Mexico",64,43,"2017-07-26","Canada",21
"u19",2017,"France","Hungary",73,58,"2017-07-26","France",15
"u19",2017,"Australia","Latvia",61,56,"2017-07-26","Australia",5
"u19",2017,"USA","Puerto Rico",104,46,"2017-07-26","USA",58
"u19",2017,"Russia","Mali",90,66,"2017-07-26","Russia",24
"u19",2017,"China","Egypt",85,43,"2017-07-26","China",42
"u19",2017,"Spain","Italy",59,49,"2017-07-26","Spain",10
"u19",2017,"Hungary","Puerto Rico",90,46,"2017-07-28","Hungary",44
"u19",2017,"Russia","Australia",67,65,"2017-07-28","Russia",2
"u19",2017,"Mexico","Egypt",70,66,"2017-07-28","Mexico",4
"u19",2017,"Canada","China",68,65,"2017-07-28","Canada",3
"u19",2017,"Latvia","Mali",60,46,"2017-07-28","Latvia",14
"u19",2017,"Japan","Spain",95,71,"2017-07-28","Japan",24
"u19",2017,"Italy","Korea",78,59,"2017-07-28","Italy",19
"u19",2017,"USA","France",78,51,"2017-07-28","USA",27
"u19",2017,"Mali","Egypt",85,56,"2017-07-29","Mali",29
"u19",2017,"Australia","China",70,64,"2017-07-29","Australia",6
"u19",2017,"Puerto Rico","Korea",77,72,"2017-07-29","Puerto Rico",5
"u19",2017,"France","Spain",55,53,"2017-07-29","France",2
"u19",2017,"Latvia","Mexico",84,66,"2017-07-29","Latvia",18
"u19",2017,"Russia","Canada",65,41,"2017-07-29","Russia",24
"u19",2017,"Hungary","Italy",73,65,"2017-07-29","Hungary",8
"u19",2017,"USA","Japan",73,66,"2017-07-29","USA",7
"u19",2017,"Korea","Egypt",74,57,"2017-07-30","Korea",17
"u19",2017,"Mali","Puerto Rico",61,58,"2017-07-30","Mali",3
"u19",2017,"China","Spain",74,56,"2017-07-30","China",18
"u19",2017,"Italy","Mexico",72,54,"2017-07-30","Italy",18
"u19",2017,"France","Australia",47,45,"2017-07-30","France",2
"u19",2017,"Hungary","Latvia",75,61,"2017-07-30","Hungary",14
"u19",2017,"Canada","Japan",67,60,"2017-07-30","Canada",7
"u19",2017,"Russia","USA",86,82,"2017-07-30","Russia",4
"u19",2019,"Latvia","Canada",65,54,"2019-07-20","Latvia",11
"u19",2019,"USA","Australia",79,56,"2019-07-20","USA",23
"u19",2019,"Hungary","Korea",92,68,"2019-07-20","Hungary",24
"u19",2019,"Mozambique","Thailand",66,39,"2019-07-20","Mozambique",27
"u19",2019,"Spain","Colombia",75,38,"2019-07-20","Spain",37
"u19",2019,"Argentina","Mali",55,52,"2019-07-20","Argentina",3
"u19",2019,"Japan","Germany",74,67,"2019-07-20","Japan",7
"u19",2019,"Belgium","China",64,52,"2019-07-20","Belgium",12
"u19",2019,"USA","Korea",89,67,"2019-07-21","USA",22
"u19",2019,"Australia","Hungary",81,71,"2019-07-21","Australia",10
"u19",2019,"Canada","Mozambique",60,59,"2019-07-21","Canada",1
"u19",2019,"Latvia","Thailand",74,57,"2019-07-21","Latvia",17
"u19",2019,"Spain","Japan",79,65,"2019-07-21","Spain",14
"u19",2019,"China","Mali",72,62,"2019-07-21","China",10
"u19",2019,"Colombia","Germany",67,60,"2019-07-21","Colombia",7
"u19",2019,"Belgium","Argentina",69,43,"2019-07-21","Belgium",26
"u19",2019,"USA","Hungary",95,50,"2019-07-23","USA",45
"u19",2019,"Australia","Korea",78,59,"2019-07-23","Australia",19
"u19",2019,"Latvia","Mozambique",68,54,"2019-07-23","Latvia",14
"u19",2019,"Canada","Thailand",75,49,"2019-07-23","Canada",26
"u19",2019,"Belgium","Mali",69,40,"2019-07-23","Belgium",29
"u19",2019,"China","Argentina",74,49,"2019-07-23","China",25
"u19",2019,"Japan","Colombia",69,58,"2019-07-23","Japan",11
"u19",2019,"Spain","Germany",56,49,"2019-07-23","Spain",7
"u19",2019,"Mali","Latvia",67,34,"2019-07-24","Mali",33
"u19",2019,"Canada","Argentina",82,50,"2019-07-24","Canada",32
"u19",2019,"Australia","Colombia",62,53,"2019-07-24","Australia",9
"u19",2019,"USA","Germany",79,61,"2019-07-24","USA",18
"u19",2019,"Belgium","Thailand",88,47,"2019-07-24","Belgium",41
"u19",2019,"Japan","Hungary",76,68,"2019-07-24","Japan",8
"u19",2019,"China","Mozambique",71,28,"2019-07-24","China",43
"u19",2019,"Spain","Korea",60,51,"2019-07-24","Spain",9
"u19",2019,"Colombia","Latvia",49,46,"2019-07-26","Colombia",3
"u19",2019,"Australia","Mali",63,51,"2019-07-26","Australia",12
"u19",2019,"Korea","Mozambique",63,50,"2019-07-26","Korea",13
"u19",2019,"USA","Canada",81,46,"2019-07-26","USA",35
"u19",2019,"Hungary","Thailand",85,58,"2019-07-26","Hungary",27
"u19",2019,"Spain","China",55,52,"2019-07-26","Spain",3
"u19",2019,"Argentina","Germany",64,61,"2019-07-26","Argentina",3
"u19",2019,"Belgium","Japan",63,43,"2019-07-26","Belgium",20
"u19",2019,"Latvia","Mozambique",63,49,"2019-07-27","Latvia",14
"u19",2019,"China","Mali",67,54,"2019-07-27","China",13
"u19",2019,"Germany","Thailand",86,49,"2019-07-27","Germany",37
"u19",2019,"Canada","Japan",62,59,"2019-07-27","Canada",3
"u19",2019,"Korea","Colombia",51,49,"2019-07-27","Korea",2
"u19",2019,"Australia","Spain",64,55,"2019-07-27","Australia",9
"u19",2019,"Hungary","Argentina",66,61,"2019-07-27","Hungary",5
"u19",2019,"USA","Belgium",67,59,"2019-07-27","USA",8
"u19",2019,"Germany","Latvia",71,55,"2019-07-28","Germany",16
"u19",2019,"Mozambique","Thailand",68,38,"2019-07-28","Mozambique",30
"u19",2019,"Mali","Japan",65,62,"2019-07-28","Mali",3
"u19",2019,"Colombia","Argentina",58,51,"2019-07-28","Colombia",7
"u19",2019,"China","Canada",72,64,"2019-07-28","China",8
"u19",2019,"Korea","Hungary",73,66,"2019-07-28","Korea",7
"u19",2019,"Spain","Belgium",58,52,"2019-07-28","Spain",6
"u19",2019,"USA","Australia",74,70,"2019-07-28","USA",4
"u19",2021,"Spain","Korea",87,37,"2021-08-07","Spain",50
"u19",2021,"Japan","Canada",83,82,"2021-08-07","Japan",1
"u19",2021,"France","Brazil",84,52,"2021-08-07","France",32
"u19",2021,"Australia","Egypt",99,28,"2021-08-07","Australia",71
"u19",2021,"Hungary","Chinese Taipei",99,42,"2021-08-07","Hungary",57
"u19",2021,"Russia","Argentina",73,42,"2021-08-07","Russia",31
"u19",2021,"USA","Italy",96,37,"2021-08-07","USA",59
"u19",2021,"France","Korea",92,35,"2021-08-08","France",57
"u19",2021,"Mali","Japan",67,57,"2021-08-08","Mali",10
"u19",2021,"Spain","Brazil",83,22,"2021-08-08","Spain",61
"u19",2021,"Canada","Czech Republic",79,71,"2021-08-08","Canada",8
"u19",2021,"Italy","Egypt",81,73,"2021-08-08","Italy",8
"u19",2021,"Russia","Hungary",70,56,"2021-08-08","Russia",14
"u19",2021,"USA","Australia",99,59,"2021-08-08","USA",40
"u19",2021,"Argentina","Chinese Taipei",65,56,"2021-08-08","Argentina",9
"u19",2021,"France","Spain",65,61,"2021-08-10","France",4
"u19",2021,"Korea","Brazil",80,74,"2021-08-10","Korea",6
"u19",2021,"Mali","Canada",88,62,"2021-08-10","Mali",26
"u19",2021,"Czech Republic","Japan",63,58,"2021-08-10","Czech Republic",5
"u19",2021,"Russia","Chinese Taipei",72,45,"2021-08-10","Russia",27
"u19",2021,"Hungary","Argentina",80,29,"2021-08-10","Hungary",51
"u19",2021,"Australia","Italy",58,42,"2021-08-10","Australia",16
"u19",2021,"USA","Egypt",97,36,"2021-08-10","USA",61
"u19",2021,"Spain","Japan",71,64,"2021-08-11","Spain",7
"u19",2021,"Mali","Korea",87,46,"2021-08-11","Mali",41
"u19",2021,"Canada","France",79,72,"2021-08-11","Canada",7
"u19",2021,"Czech Republic","Brazil",74,64,"2021-08-11","Czech Republic",10
"u19",2021,"USA","Chinese Taipei",129,45,"2021-08-11","USA",84
"u19",2021,"Hungary","Italy",54,48,"2021-08-11","Hungary",6
"u19",2021,"Russia","Egypt",85,55,"2021-08-11","Russia",30
"u19",2021,"Australia","Argentina",66,35,"2021-08-11","Australia",31
"u19",2021,"Japan","Chinese Taipei",111,42,"2021-08-13","Japan",69
"u19",2021,"Australia","Canada",72,61,"2021-08-13","Australia",11
"u19",2021,"Italy","Brazil",71,43,"2021-08-13","Italy",28
"u19",2021,"Mali","Russia",69,47,"2021-08-13","Mali",22
"u19",2021,"France","Argentina",64,39,"2021-08-13","France",25
"u19",2021,"Hungary","Czech Republic",78,71,"2021-08-13","Hungary",7
"u19",2021,"Egypt","Korea",63,62,"2021-08-13","Egypt",1
"u19",2021,"USA","Spain",98,64,"2021-08-13","USA",34
"u19",2021,"Chinese Taipei","Brazil",86,70,"2021-08-14","Chinese Taipei",16
"u19",2021,"Canada","Russia",66,58,"2021-08-14","Canada",8
"u19",2021,"Korea","Argentina",57,48,"2021-08-14","Korea",9
"u19",2021,"Czech Republic","Spain",66,63,"2021-08-14","Czech Republic",3
"u19",2021,"Japan","Italy",88,51,"2021-08-14","Japan",37
"u19",2021,"USA","Hungary",75,42,"2021-08-14","USA",33
"u19",2021,"France","Egypt",103,35,"2021-08-14","France",68
"u19",2021,"Australia","Mali",62,50,"2021-08-14","Australia",12
"u19",2021,"Argentina","Brazil",69,63,"2021-08-15","Argentina",6
"u19",2021,"Korea","Chinese Taipei",55,50,"2021-08-15","Korea",5
"u19",2021,"Spain","Russia",60,51,"2021-08-15","Spain",9
"u19",2021,"Italy","Egypt",80,66,"2021-08-15","Italy",14
"u19",2021,"Canada","Czech Republic",72,61,"2021-08-15","Canada",11
"u19",2021,"Japan","France",68,62,"2021-08-15","Japan",6
"u19",2021,"Hungary","Mali",88,67,"2021-08-15","Hungary",21
"u19",2021,"USA","Australia",70,52,"2021-08-15","USA",18
"u20europe",2017,"Belgium","Sweden",73,63,"2017-07-08","Belgium",10
"u20europe",2017,"Slovenia","Bosnia and Herzegovina",61,57,"2017-07-08","Slovenia",4
"u20europe",2017,"Latvia","Lithuania",78,66,"2017-07-08","Latvia",12
"u20europe",2017,"Netherlands","Turkey",74,68,"2017-07-08","Netherlands",6
"u20europe",2017,"Italy","Portugal",59,55,"2017-07-08","Italy",4
"u20europe",2017,"Hungary","France",86,65,"2017-07-08","Hungary",21
"u20europe",2017,"Spain","Poland",84,59,"2017-07-08","Spain",25
"u20europe",2017,"Russia","Serbia",75,72,"2017-07-08","Russia",3
"u20europe",2017,"Italy","Latvia",67,55,"2017-07-09","Italy",12
"u20europe",2017,"France","Bosnia and Herzegovina",73,63,"2017-07-09","France",10
"u20europe",2017,"Spain","Sweden",87,48,"2017-07-09","Spain",39
"u20europe",2017,"Serbia","Netherlands",75,72,"2017-07-09","Serbia",3
"u20europe",2017,"Portugal","Lithuania",71,69,"2017-07-09","Portugal",2
"u20europe",2017,"Slovenia","Hungary",77,55,"2017-07-09","Slovenia",22
"u20europe",2017,"Poland","Belgium",70,48,"2017-07-09","Poland",22
"u20europe",2017,"Russia","Turkey",81,51,"2017-07-09","Russia",30
"u20europe",2017,"Italy","Lithuania",70,61,"2017-07-10","Italy",9
"u20europe",2017,"France","Slovenia",71,67,"2017-07-10","France",4
"u20europe",2017,"Spain","Belgium",65,36,"2017-07-10","Spain",29
"u20europe",2017,"Turkey","Serbia",66,62,"2017-07-10","Turkey",4
"u20europe",2017,"Poland","Sweden",65,35,"2017-07-10","Poland",30
"u20europe",2017,"Russia","Netherlands",86,81,"2017-07-10","Russia",5
"u20europe",2017,"Portugal","Latvia",72,67,"2017-07-10","Portugal",5
"u20europe",2017,"Hungary","Bosnia and Herzegovina",97,82,"2017-07-10","Hungary",15
"u20europe",2017,"Latvia","Poland",66,39,"2017-07-12","Latvia",27
"u20europe",2017,"France","Netherlands",74,63,"2017-07-12","France",11
"u20europe",2017,"Italy","Sweden",69,46,"2017-07-12","Italy",23
"u20europe",2017,"Slovenia","Turkey",80,65,"2017-07-12","Slovenia",15
"u20europe",2017,"Spain","Lithuania",99,83,"2017-07-12","Spain",16
"u20europe",2017,"Russia","Bosnia and Herzegovina",91,65,"2017-07-12","Russia",26
"u20europe",2017,"Belgium","Portugal",67,42,"2017-07-12","Belgium",25
"u20europe",2017,"Hungary","Serbia",86,72,"2017-07-12","Hungary",14
"u20europe",2017,"Poland","Turkey",77,68,"2017-07-13","Poland",9
"u20europe",2017,"France","Italy",77,61,"2017-07-13","France",16
"u20europe",2017,"Sweden","Netherlands",54,53,"2017-07-13","Sweden",1
"u20europe",2017,"Slovenia","Latvia",64,61,"2017-07-13","Slovenia",3
"u20europe",2017,"Serbia","Lithuania",79,73,"2017-07-13","Serbia",6
"u20europe",2017,"Spain","Hungary",67,53,"2017-07-13","Spain",14
"u20europe",2017,"Portugal","Bosnia and Herzegovina",80,77,"2017-07-13","Portugal",3
"u20europe",2017,"Russia","Belgium",56,49,"2017-07-13","Russia",7
"u20europe",2017,"Lithuania","Bosnia and Herzegovina",80,77,"2017-07-15","Lithuania",3
"u20europe",2017,"Hungary","Belgium",87,66,"2017-07-15","Hungary",21
"u20europe",2017,"Netherlands","Turkey",80,72,"2017-07-15","Netherlands",8
"u20europe",2017,"Italy","Latvia",89,87,"2017-07-15","Italy",2
"u20europe",2017,"Serbia","Portugal",71,62,"2017-07-15","Serbia",9
"u20europe",2017,"Spain","Russia",67,55,"2017-07-15","Spain",12
"u20europe",2017,"Poland","Sweden",57,35,"2017-07-15","Poland",22
"u20europe",2017,"Slovenia","France",81,75,"2017-07-15","Slovenia",6
"u20europe",2017,"Turkey","Bosnia and Herzegovina",81,70,"2017-07-16","Turkey",11
"u20europe",2017,"Netherlands","Lithuania",74,56,"2017-07-16","Netherlands",18
"u20europe",2017,"Sweden","Portugal",52,48,"2017-07-16","Sweden",4
"u20europe",2017,"Serbia","Poland",67,59,"2017-07-16","Serbia",8
"u20europe",2017,"Belgium","Latvia",72,52,"2017-07-16","Belgium",20
"u20europe",2017,"Russia","France",80,59,"2017-07-16","Russia",21
"u20europe",2017,"Hungary","Italy",78,73,"2017-07-16","Hungary",5
"u20europe",2017,"Spain","Slovenia",73,63,"2017-07-16","Spain",10
"u20europe",2019,"Hungary","Belarus",82,50,"2019-08-03","Hungary",32
"u20europe",2019,"Spain","Portugal",75,34,"2019-08-03","Spain",41
"u20europe",2019,"Netherlands","Italy",75,72,"2019-08-03","Netherlands",3
"u20europe",2019,"Poland","Sweden",58,30,"2019-08-03","Poland",28
"u20europe",2019,"Serbia","Latvia",61,51,"2019-08-03","Serbia",10
"u20europe",2019,"Russia","Czech Republic",58,43,"2019-08-03","Russia",15
"u20europe",2019,"Belgium","Lithuania",66,46,"2019-08-03","Belgium",20
"u20europe",2019,"France","Germany",77,50,"2019-08-03","France",27
"u20europe",2019,"Spain","Serbia",70,60,"2019-08-04","Spain",10
"u20europe",2019,"Russia","Poland",65,43,"2019-08-04","Russia",22
"u20europe",2019,"Netherlands","Germany",70,59,"2019-08-04","Netherlands",11
"u20europe",2019,"Lithuania","Belarus",55,48,"2019-08-04","Lithuania",7
"u20europe",2019,"Czech Republic","Sweden",81,47,"2019-08-04","Czech Republic",34
"u20europe",2019,"France","Italy",52,34,"2019-08-04","France",18
"u20europe",2019,"Portugal","Latvia",53,51,"2019-08-04","Portugal",2
"u20europe",2019,"Belgium","Hungary",64,58,"2019-08-04","Belgium",6
"u20europe",2019,"Russia","Sweden",59,53,"2019-08-05","Russia",6
"u20europe",2019,"Italy","Germany",74,33,"2019-08-05","Italy",41
"u20europe",2019,"Belgium","Belarus",80,65,"2019-08-05","Belgium",15
"u20europe",2019,"Serbia","Portugal",58,54,"2019-08-05","Serbia",4
"u20europe",2019,"Spain","Latvia",62,41,"2019-08-05","Spain",21
"u20europe",2019,"Czech Republic","Poland",64,41,"2019-08-05","Czech Republic",23
"u20europe",2019,"Hungary","Lithuania",62,47,"2019-08-05","Hungary",15
"u20europe",2019,"France","Netherlands",86,35,"2019-08-05","France",51
"u20europe",2019,"Poland","Netherlands",59,48,"2019-08-07","Poland",11
"u20europe",2019,"Russia","Germany",53,47,"2019-08-07","Russia",6
"u20europe",2019,"Belgium","Latvia",48,42,"2019-08-07","Belgium",6
"u20europe",2019,"Serbia","Lithuania",66,62,"2019-08-07","Serbia",4
"u20europe",2019,"Hungary","Portugal",65,53,"2019-08-07","Hungary",12
"u20europe",2019,"Italy","Czech Republic",64,59,"2019-08-07","Italy",5
"u20europe",2019,"Spain","Belarus",86,55,"2019-08-07","Spain",31
"u20europe",2019,"France","Sweden",53,31,"2019-08-07","France",22
"u20europe",2019,"Russia","Serbia",64,51,"2019-08-08","Russia",13
"u20europe",2019,"Lithuania","Germany",64,44,"2019-08-08","Lithuania",20
"u20europe",2019,"Belgium","Poland",72,54,"2019-08-08","Belgium",18
"u20europe",2019,"Latvia","Netherlands",57,52,"2019-08-08","Latvia",5
"u20europe",2019,"Italy","Spain",71,62,"2019-08-08","Italy",9
"u20europe",2019,"Czech Republic","Belarus",78,48,"2019-08-08","Czech Republic",30
"u20europe",2019,"France","Hungary",76,33,"2019-08-08","France",43
