Game ID,Game Name,Game Number,Status Code,Team A ID,Team A Organisation ID,Team A Code,Team A Official Name,Team A Short Name,Team B ID,Team B Organisation ID,Team B Code,Team B Official Name,Team B Short Name,Team A Score,Team B Score,Is Live,Current Period,Chrono,Live Game Status,Current Period Status,Host City,Host Country,Host Country Code,Venue ID,Venue Name,Game Date Time,Game Date Time UTC,Has Time Game Date Time,IANA Time Zone,UTC Offset,Is Postponed,Is Played Behind Closed Doors,Venue Capacity,Spectators,Statistic System,Group ID,Group Pairing Code,Round ID,Round Code,Round Name,Round Number,Round Type,Round Status Code,Competition ID,Competition Code,Competition Official Name,Competition Start,Competition End,Competition Status,Competition Age Category,Competition Gender,Competition FIBA Zone,Competition Zone Code,Competition Type,Competition Category Code,Competition Category Name
123770,29067-F-13,13,VALID,282300,65448,FENER,Fenerbahce Opet,Fenerbahce Opet,282296,65571,REYER,Umana Reyer Venezia,Umana Reyer Venezia,86,66,False,Q4,00:00,999,E,Istanbul,Türkiye,TUR,52230,Metro Energy Sports Hall,2025-01-22T19:00:00,2025-01-22T16:00:00,True,Europe/Istanbul,3.0,False,False,0,650,FLS,44402,F,29067,RS-SR,Regular Season - Second Round,3,G,COMPL,208858,ELW,EuroLeague Women,2024-09-17,2025-04-13,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
123765,29067-F-14,14,VALID,282288,72868,ZARAG,Casademont Zaragoza,Casademont Zaragoza,282286,65548,VBC,Valencia Basket Club SAD,Valencia Basket Club,64,79,False,Q4,00:00,999,E,Zaragoza,Spain,ESP,60201,Pabellon Principe Felipe,2025-01-22T20:00:00,2025-01-22T19:00:00,True,Europe/Madrid,1.0,False,False,0,5900,FLS,44402,F,29067,RS-SR,Regular Season - Second Round,3,G,COMPL,208858,ELW,EuroLeague Women,2024-09-17,2025-04-13,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
123761,29067-F-16,16,VALID,282286,65548,VBC,Valencia Basket Club SAD,Valencia Basket Club,282300,65448,FENER,Fenerbahce Opet,Fenerbahce Opet,71,88,False,Q4,00:00,999,E,Valencia,Spain,ESP,51758,Pabellon Fuente de San Luis,2025-01-28T19:15:00,2025-01-28T18:15:00,True,Europe/Madrid,1.0,False,False,0,2550,FLS,44402,F,29067,RS-SR,Regular Season - Second Round,3,G,COMPL,208858,ELW,EuroLeague Women,2024-09-17,2025-04-13,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
123756,29067-F-17,17,VALID,282284,65512,ZVVZ,ZVVZ USK Praha,ZVVZ USK Praha,282288,72868,ZARAG,Casademont Zaragoza,Casademont Zaragoza,72,66,False,Q4,00:00,999,E,Prague,Czechia,CZE,51903,Kralovka Arena,2025-01-28T19:00:00,2025-01-28T18:00:00,True,Europe/Prague,1.0,False,False,0,1050,FLS,44402,F,29067,RS-SR,Regular Season - Second Round,3,G,COMPL,208858,ELW,EuroLeague Women,2024-09-17,2025-04-13,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
123284,29049-17-A,A,VALID,282314,58145,BAXI,BAXI Ferrol,BAXI Ferrol,282770,3883,DVTK,DVTK HUNTHERM,DVTK HUNTHERM,78,73,False,Q4,00:00,999,E,Ferrol,Spain,ESP,60715,A Malata,2025-01-09T20:00:00,2025-01-09T19:00:00,True,Europe/Madrid,1.0,False,False,3675,1600,FLS,44348,17,29049,R16,Round of 16,4,NG,COMPL,208856,ECW,EuroCup Women,2024-09-18,2025-04-03,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-2,Continental Club Competition - Tier 2
123285,29049-17-B,B,VALID,282770,3883,DVTK,DVTK HUNTHERM,DVTK HUNTHERM,282314,58145,BAXI,BAXI Ferrol,BAXI Ferrol,60,60,False,Q4,00:00,999,E,Miskolc,Hungary,HUN,60418,DVTK Arena,2025-01-16T18:00:00,2025-01-16T17:00:00,True,Europe/Budapest,1.0,False,False,3300,2400,FLS,44348,17,29049,R16,Round of 16,4,NG,COMPL,208856,ECW,EuroCup Women,2024-09-18,2025-04-03,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-2,Continental Club Competition - Tier 2
123282,29049-18-A,A,VALID,282312,725,MOV,Movistar Estudiantes,Movistar Estudiantes,282773,4106,ESBVA,Villeneuve d'Ascq Lille Metropole,Villeneuve d'Ascq LM,75,65,False,Q4,00:00,999,E,Madrid,Spain,ESP,56811,Polideportivo Antonio Magarinos,2025-01-08T20:00:00,2025-01-08T19:00:00,True,Europe/Madrid,1.0,False,False,3600,700,FLS,44347,18,29049,R16,Round of 16,4,NG,COMPL,208856,ECW,EuroCup Women,2024-09-18,2025-04-03,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-2,Continental Club Competition - Tier 2
123283,29049-18-B,B,VALID,282773,4106,ESBVA,Villeneuve d'Ascq Lille Metropole,Villeneuve d'Ascq LM,282312,725,MOV,Movistar Estudiantes,Movistar Estudiantes,108,90,False,OT3,00:00,999,E,Villeneuve d' Ascq,France,FRA,52826,Palacium,2025-01-15T20:00:00,2025-01-15T19:00:00,True,Europe/Paris,1.0,False,False,1800,2050,FLS,44347,18,29049,R16,Round of 16,4,NG,COMPL,208856,ECW,EuroCup Women,2024-09-18,2025-04-03,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-2,Continental Club Competition - Tier 2
123280,29049-19-A,A,VALID,282771,8368,GYOR,Uni Györ,Uni Gyor,282329,779,SOP,Sopron Basket,Sopron Basket,83,89,False,Q4,00:00,999,E,Györ,Hungary,HUN,56884,University Hall of Györ,2025-01-09T18:00:00,2025-01-09T17:00:00,True,Europe/Budapest,1.0,False,False,1300,500,FLS,44346,19,29049,R16,Round of 16,4,NG,COMPL,208856,ECW,EuroCup Women,2024-09-18,2025-04-03,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-2,Continental Club Competition - Tier 2
123281,29049-19-B,B,VALID,282329,779,SOP,Sopron Basket,Sopron Basket,282771,8368,GYOR,Uni Györ,Uni Gyor,80,62,False,Q4,00:00,999,E,Sopron,Hungary,HUN,51835,Arena Sopron,2025-01-15T18:30:00,2025-01-15T17:30:00,True,Europe/Budapest,1.0,False,False,3200,800,FLS,44346,19,29049,R16,Round of 16,4,NG,COMPL,208856,ECW,EuroCup Women,2024-09-18,2025-04-03,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-2,Continental Club Competition - Tier 2
123278,29049-20-A,A,VALID,282330,9116,NKA,NKA Universitas Pecs,NKA Universitas Pecs,282310,65758,SPAR,Spar Girona,Spar Girona,85,73,False,Q4,00:00,999,E,Pécs,Hungary,HUN,52033,Lauber Dezsö Sport Hall,2025-01-09T18:00:00,2025-01-09T17:00:00,True,Europe/Budapest,1.0,False,False,2287,700,FLS,44345,20,29049,R16,Round of 16,4,NG,COMPL,208856,ECW,EuroCup Women,2024-09-18,2025-04-03,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-2,Continental Club Competition - Tier 2
123279,29049-20-B,B,VALID,282310,65758,SPAR,Spar Girona,Spar Girona,282330,9116,NKA,NKA Universitas Pecs,NKA Universitas Pecs,88,65,False,Q4,00:00,999,E,Girona,Spain,ESP,52205,Pavello Fontajau,2025-01-16T19:30:00,2025-01-16T18:30:00,True,Europe/Madrid,1.0,False,False,5500,3150,FLS,44345,20,29049,R16,Round of 16,4,NG,COMPL,208856,ECW,EuroCup Women,2024-09-18,2025-04-03,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-2,Continental Club Competition - Tier 2
123276,29049-21-A,A,VALID,282352,65445,GALA,Galatasaray Spor Kulübü,Galatasaray Cagdas Factoring,282318,65745,LYON,LDLC ASVEL Feminin ,LDLC ASVEL Feminin,77,72,False,Q4,00:00,999,E,Istanbul,Türkiye,TUR,57241,Sinan Erdem Dome,2025-01-09T20:00:00,2025-01-09T17:00:00,True,Europe/Istanbul,3.0,False,False,14975,500,FLS,44344,21,29049,R16,Round of 16,4,NG,COMPL,208856,ECW,EuroCup Women,2024-09-18,2025-04-03,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-2,Continental Club Competition - Tier 2
123277,29049-21-B,B,VALID,282318,65745,LYON,LDLC ASVEL Feminin ,LDLC ASVEL Feminin,282352,65445,GALA,Galatasaray Spor Kulübü,Galatasaray Cagdas Factoring,87,56,False,Q4,00:00,999,E,Lyon,France,FRA,52445,Palais des Sports Gerland,2025-01-15T20:00:00,2025-01-15T19:00:00,True,Europe/Paris,1.0,False,False,6000,750,FLS,44344,21,29049,R16,Round of 16,4,NG,COMPL,208856,ECW,EuroCup Women,2024-09-18,2025-04-03,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-2,Continental Club Competition - Tier 2
123274,29049-22-A,A,VALID,282323,9985,RSK,Rutronik Stars Keltern,Rutronik Stars Keltern,282316,8232,BLMA,Basket Lattes Montpellier Association,BLMA,62,56,False,Q4,00:00,999,E,Keltern,Germany,GER,57629,Speiterlinghalle,2025-01-09T18:30:00,2025-01-09T17:30:00,True,Europe/Berlin,1.0,False,False,603,300,FLS,44343,22,29049,R16,Round of 16,4,NG,COMPL,208856,ECW,EuroCup Women,2024-09-18,2025-04-03,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-2,Continental Club Competition - Tier 2
123275,29049-22-B,B,VALID,282316,8232,BLMA,Basket Lattes Montpellier Association,BLMA,282323,9985,RSK,Rutronik Stars Keltern,Rutronik Stars Keltern,63,45,False,Q4,00:00,999,E,Lattes,France,FRA,56840,Palais des Sports de Lattes,2025-01-16T20:00:00,2025-01-16T19:00:00,True,Europe/Paris,1.0,False,False,1100,1100,FLS,44343,22,29049,R16,Round of 16,4,NG,COMPL,208856,ECW,EuroCup Women,2024-09-18,2025-04-03,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-2,Continental Club Competition - Tier 2
123272,29049-23-A,A,VALID,282320,9854,UFAB,Angers - Union Feminine Basket 49,UFAB 49,282623,65469,BJK,Besiktas JK,Besiktas JK,52,64,False,Q4,00:00,999,E,Angers	,France,FRA,57540,Salle Jean Bouin,2025-01-09T20:00:00,2025-01-09T19:00:00,True,Europe/Paris,1.0,False,False,2800,1300,FLS,44342,23,29049,R16,Round of 16,4,NG,COMPL,208856,ECW,EuroCup Women,2024-09-18,2025-04-03,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-2,Continental Club Competition - Tier 2
123273,29049-23-B,B,VALID,282623,65469,BJK,Besiktas JK,Besiktas JK,282320,9854,UFAB,Angers - Union Feminine Basket 49,UFAB 49,66,76,False,Q4,00:00,999,E,Istanbul,Türkiye,TUR,52408,Besiktas Akatlar Arena,2025-01-16T20:00:00,2025-01-16T17:00:00,True,Europe/Istanbul,3.0,False,False,3000,600,FLS,44342,23,29049,R16,Round of 16,4,NG,COMPL,208856,ECW,EuroCup Women,2024-09-18,2025-04-03,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-2,Continental Club Competition - Tier 2
123270,29049-24-A,A,VALID,282335,73205,DSS,BDS Dinamo Sassari,BDS Dinamo Sassari,282313,65691,IDK,Club Deportivo Ibaeta,IDK Euskotren,60,50,False,Q4,00:00,999,E,Sassari,Italy,ITA,57233,Palaserradimigni,2025-01-08T20:30:00,2025-01-08T19:30:00,True,Europe/Rome,1.0,False,False,5000,700,FLS,44341,24,29049,R16,Round of 16,4,NG,COMPL,208856,ECW,EuroCup Women,2024-09-18,2025-04-03,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-2,Continental Club Competition - Tier 2
123271,29049-24-B,B,VALID,282313,65691,IDK,Club Deportivo Ibaeta,IDK Euskotren,282335,73205,DSS,BDS Dinamo Sassari,BDS Dinamo Sassari,71,83,False,Q4,00:00,999,E,San Sebastian,Spain,ESP,60563,Jose Antonio Gasca,2025-01-15T20:00:00,2025-01-15T19:00:00,True,Europe/Madrid,1.0,False,False,2500,400,FLS,44341,24,29049,R16,Round of 16,4,NG,COMPL,208856,ECW,EuroCup Women,2024-09-18,2025-04-03,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-2,Continental Club Competition - Tier 2
126860,29766-A-1,1,VALID,283076,77,IND,India,India,283077,2781,NEP,Nepal,Nepal,110,32,False,Q4,00:00,999,E,New Delhi,India,IND,60766,KD Jadhav Indoor Stadium ,2025-02-23T18:00:00,2025-02-23T12:30:00,True,Asia/Kolkata,5.5,False,False,0,100,FLS,45529,A,29766,GP,Group Phase,1,G,COMPL,208939,SABA-Women,SABA Women's Championship ,2025-02-23,2025-02-26,Closed,Senior,Women,FIBA Asia,AS,National Teams,CCQ-B,Continental Cup Div B Qualifiers
126861,29766-A-2,2,VALID,283078,1742,MDV,Maldives,Maldives,283077,2781,NEP,Nepal,Nepal,53,46,False,Q4,00:00,999,E,New Delhi,India,IND,60766,KD Jadhav Indoor Stadium ,2025-02-24T18:00:00,2025-02-24T12:30:00,True,Asia/Kolkata,5.5,False,False,0,100,FLS,45529,A,29766,GP,Group Phase,1,G,COMPL,208939,SABA-Women,SABA Women's Championship ,2025-02-23,2025-02-26,Closed,Senior,Women,FIBA Asia,AS,National Teams,CCQ-B,Continental Cup Div B Qualifiers
126862,29766-A-3,3,VALID,283076,77,IND,India,India,283078,1742,MDV,Maldives,Maldives,113,25,False,Q4,00:00,999,E,New Delhi,India,IND,60766,KD Jadhav Indoor Stadium ,2025-02-25T18:00:00,2025-02-25T12:30:00,True,Asia/Kolkata,5.5,False,False,0,100,FLS,45529,A,29766,GP,Group Phase,1,G,COMPL,208939,SABA-Women,SABA Women's Championship ,2025-02-23,2025-02-26,Closed,Senior,Women,FIBA Asia,AS,National Teams,CCQ-B,Continental Cup Div B Qualifiers
120046,28469-A-9,9,VALID,281205,17,AUT,Austria,Austria,281213,138,ESP,Spain,Spain,45,76,False,Q4,00:00,999,E,Vienna,Austria,AUT,51892,Hallmann Dome,2025-02-06T19:00:00,2025-02-06T18:00:00,True,Europe/Vienna,1.0,False,False,1530,500,FLS,43292,A,28469,GP,Group Phase,1,G,COMPL,208764,EMSW-Q,FIBA Women's EuroBasket Qualifiers,2023-11-05,2025-02-10,Completed,Senior,Women,FIBA Europe,E,National Teams,CCQ,Continental Cup Qualifiers
120047,28469-A-10,10,VALID,281230,110,NED,Netherlands,Netherlands,281210,622,CRO,Croatia,Croatia,65,92,False,Q4,00:00,999,E,Almere Stad,Netherlands,NED,56871,Topsportcentrum,2025-02-06T19:30:00,2025-02-06T18:30:00,True,Europe/Amsterdam,1.0,False,False,3500,500,FLS,43292,A,28469,GP,Group Phase,1,G,COMPL,208764,EMSW-Q,FIBA Women's EuroBasket Qualifiers,2023-11-05,2025-02-10,Completed,Senior,Women,FIBA Europe,E,National Teams,CCQ,Continental Cup Qualifiers
120048,28469-A-11,11,VALID,281230,110,NED,Netherlands,Netherlands,281213,138,ESP,Spain,Spain,64,81,False,Q4,00:00,999,E,Almere Stad,Netherlands,NED,56871,Topsportcentrum,2025-02-09T14:30:00,2025-02-09T13:30:00,True,Europe/Amsterdam,1.0,False,False,3500,2000,FLS,43292,A,28469,GP,Group Phase,1,G,COMPL,208764,EMSW-Q,FIBA Women's EuroBasket Qualifiers,2023-11-05,2025-02-10,Completed,Senior,Women,FIBA Europe,E,National Teams,CCQ,Continental Cup Qualifiers
120049,28469-A-12,12,VALID,281210,622,CRO,Croatia,Croatia,281205,17,AUT,Austria,Austria,65,57,False,Q4,00:00,999,E,Gospic,Croatia,CRO,52191,Gradska Skolska Sportska Dvorana,2025-02-09T19:30:00,2025-02-09T18:30:00,True,Europe/Zagreb,1.0,False,False,2000,1000,FLS,43292,A,28469,GP,Group Phase,1,G,COMPL,208764,EMSW-Q,FIBA Women's EuroBasket Qualifiers,2023-11-05,2025-02-10,Completed,Senior,Women,FIBA Europe,E,National Teams,CCQ,Continental Cup Qualifiers
120058,28469-B-9,9,VALID,281220,75,HUN,Hungary,Hungary,281215,58,FIN,Finland,Finland,80,50,False,Q4,00:00,999,E,Miskolc,Hungary,HUN,60418,DVTK Arena,2025-02-06T18:00:00,2025-02-06T17:00:00,True,Europe/Budapest,1.0,False,False,3300,2100,FLS,43293,B,28469,GP,Group Phase,1,G,COMPL,208764,EMSW-Q,FIBA Women's EuroBasket Qualifiers,2023-11-05,2025-02-10,Completed,Senior,Women,FIBA Europe,E,National Teams,CCQ,Continental Cup Qualifiers
120059,28469-B-10,10,VALID,281209,30,BUL,Bulgaria,Bulgaria,281235,618,SLO,Slovenia,Slovenia,83,94,False,Q4,00:00,999,E,Botevgrad,Bulgaria,BUL,57389,Arena Botevgrad,2025-02-06T19:00:00,2025-02-06T17:00:00,True,Europe/Sofia,2.0,False,False,3500,1000,FLS,43293,B,28469,GP,Group Phase,1,G,COMPL,208764,EMSW-Q,FIBA Women's EuroBasket Qualifiers,2023-11-05,2025-02-10,Completed,Senior,Women,FIBA Europe,E,National Teams,CCQ,Continental Cup Qualifiers
120060,28469-B-11,11,VALID,281209,30,BUL,Bulgaria,Bulgaria,281220,75,HUN,Hungary,Hungary,92,89,False,OT1,00:00,999,E,Botevgrad,Bulgaria,BUL,57389,Arena Botevgrad,2025-02-09T19:00:00,2025-02-09T17:00:00,True,Europe/Sofia,2.0,False,False,3500,2000,FLS,43293,B,28469,GP,Group Phase,1,G,COMPL,208764,EMSW-Q,FIBA Women's EuroBasket Qualifiers,2023-11-05,2025-02-10,Completed,Senior,Women,FIBA Europe,E,National Teams,CCQ,Continental Cup Qualifiers
