Game ID,Game Name,Game Number,Status Code,Team A ID,Team A Organisation ID,Team A Code,Team A Official Name,Team A Short Name,Team B ID,Team B Organisation ID,Team B Code,Team B Official Name,Team B Short Name,Team A Score,Team B Score,Is Live,Current Period,Chrono,Live Game Status,Current Period Status,Host City,Host Country,Host Country Code,Venue ID,Venue Name,Game Date Time,Game Date Time UTC,Has Time Game Date Time,IANA Time Zone,UTC Offset,Is Postponed,Is Played Behind Closed Doors,Venue Capacity,Spectators,Statistic System,Group ID,Group Pairing Code,Round ID,Round Code,Round Name,Round Number,Round Type,Round Status Code,Competition ID,Competition Code,Competition Official Name,Competition Start,Competition End,Competition Status,Competition Age Category,Competition Gender,Competition FIBA Zone,Competition Zone Code,Competition Type,Competition Category Code,Competition Category Name
123746,29067-E-7,7,VALID,282291,8916,BLA,Basket Landes,Basket Landes,282301,58380,CBK,CBK Mersin Spor Kulübü,CIMSA CBK Mersin,53,73,False,Q4,00:00,999,E,Mont de Marsan,France,FRA,57194,Espace Francois Mitterrand,2025-01-08T19:30:00,2025-01-08T18:30:00,True,Europe/Paris,1.0,False,False,0,2600,FLS,44401,E,29067,RS-SR,Regular Season - Second Round,3,G,COMPL,208858,ELW,EuroLeague Women,2024-09-17,2025-04-13,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
123741,29067-E-8,8,VALID,282297,806,SCH,Beretta Famila Schio,Beretta Famila Schio,282290,928,TBB,Tango Bourges Basket,Tango Bourges Basket,67,62,False,Q4,00:00,999,E,Schio,Italy,ITA,51922,Palazzetto Livio Romare,2025-01-07T20:00:00,2025-01-07T19:00:00,True,Europe/Rome,1.0,False,False,0,1650,FLS,44401,E,29067,RS-SR,Regular Season - Second Round,3,G,COMPL,208858,ELW,EuroLeague Women,2024-09-17,2025-04-13,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
123753,29067-E-9,9,VALID,282287,8008,AVE,Club Baloncesto Avenida,Perfumerias Avenida,282285,892,ZAB,Zabiny Brno,Zabiny Brno,64,58,False,Q4,00:00,999,E,Salamanca,Spain,ESP,51976,Pabellón Municipal Wurzburg,2025-01-08T20:30:00,2025-01-08T19:30:00,True,Europe/Madrid,1.0,False,False,0,2750,FLS,44401,E,29067,RS-SR,Regular Season - Second Round,3,G,COMPL,208858,ELW,EuroLeague Women,2024-09-17,2025-04-13,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
123743,29067-E-10,10,VALID,282290,928,TBB,Tango Bourges Basket,Tango Bourges Basket,282291,8916,BLA,Basket Landes,Basket Landes,75,61,False,Q4,00:00,999,E,Bourges,France,FRA,52377,Palais des Sports du Prado,2025-01-15T20:00:00,2025-01-15T19:00:00,True,Europe/Paris,1.0,False,False,0,3400,FLS,44401,E,29067,RS-SR,Regular Season - Second Round,3,G,COMPL,208858,ELW,EuroLeague Women,2024-09-17,2025-04-13,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
123733,29067-E-11,11,VALID,282285,892,ZAB,Zabiny Brno,Zabiny Brno,282297,806,SCH,Beretta Famila Schio,Beretta Famila Schio,71,82,False,Q4,00:00,999,E,Brno,Czechia,CZE,52070,Starez Arena Vodova,2025-01-14T17:00:00,2025-01-14T16:00:00,True,Europe/Prague,1.0,False,False,0,1400,FLS,44401,E,29067,RS-SR,Regular Season - Second Round,3,G,COMPL,208858,ELW,EuroLeague Women,2024-09-17,2025-04-13,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
123742,29067-E-12,12,VALID,282301,58380,CBK,CBK Mersin Spor Kulübü,CIMSA CBK Mersin,282287,8008,AVE,Club Baloncesto Avenida,Perfumerias Avenida,79,62,False,Q4,00:00,999,E,Mersin,Türkiye,TUR,57319,Servet Tazegul Spor Salonu,2025-01-15T19:00:00,2025-01-15T16:00:00,True,Europe/Istanbul,3.0,False,False,0,3000,FLS,44401,E,29067,RS-SR,Regular Season - Second Round,3,G,COMPL,208858,ELW,EuroLeague Women,2024-09-17,2025-04-13,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
123740,29067-E-13,13,VALID,282291,8916,BLA,Basket Landes,Basket Landes,282285,892,ZAB,Zabiny Brno,Zabiny Brno,76,60,False,Q4,00:00,999,E,Mont de Marsan,France,FRA,57194,Espace Francois Mitterrand,2025-01-22T19:30:00,2025-01-22T18:30:00,True,Europe/Paris,1.0,False,False,0,2600,FLS,44401,E,29067,RS-SR,Regular Season - Second Round,3,G,COMPL,208858,ELW,EuroLeague Women,2024-09-17,2025-04-13,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
123735,29067-E-14,14,VALID,282297,806,SCH,Beretta Famila Schio,Beretta Famila Schio,282301,58380,CBK,CBK Mersin Spor Kulübü,CIMSA CBK Mersin,83,71,False,Q4,00:00,999,E,Schio,Italy,ITA,51922,Palazzetto Livio Romare,2025-01-22T20:00:00,2025-01-22T19:00:00,True,Europe/Rome,1.0,False,False,0,1850,FLS,44401,E,29067,RS-SR,Regular Season - Second Round,3,G,COMPL,208858,ELW,EuroLeague Women,2024-09-17,2025-04-13,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
123732,29067-E-15,15,VALID,282287,8008,AVE,Club Baloncesto Avenida,Perfumerias Avenida,282290,928,TBB,Tango Bourges Basket,Tango Bourges Basket,51,62,False,Q4,00:00,999,E,Salamanca,Spain,ESP,51976,Pabellón Municipal Wurzburg,2025-01-22T20:30:00,2025-01-22T19:30:00,True,Europe/Madrid,1.0,False,False,0,2850,FLS,44401,E,29067,RS-SR,Regular Season - Second Round,3,G,COMPL,208858,ELW,EuroLeague Women,2024-09-17,2025-04-13,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
123731,29067-E-16,16,VALID,282301,58380,CBK,CBK Mersin Spor Kulübü,CIMSA CBK Mersin,282291,8916,BLA,Basket Landes,Basket Landes,74,67,False,Q4,00:00,999,E,Mersin,Türkiye,TUR,57319,Servet Tazegul Spor Salonu,2025-01-28T19:00:00,2025-01-28T16:00:00,True,Europe/Istanbul,3.0,False,False,0,3000,FLS,44401,E,29067,RS-SR,Regular Season - Second Round,3,G,COMPL,208858,ELW,EuroLeague Women,2024-09-17,2025-04-13,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
123726,29067-E-17,17,VALID,282290,928,TBB,Tango Bourges Basket,Tango Bourges Basket,282297,806,SCH,Beretta Famila Schio,Beretta Famila Schio,72,84,False,Q4,00:00,999,E,Bourges,France,FRA,52377,Palais des Sports du Prado,2025-01-28T20:00:00,2025-01-28T19:00:00,True,Europe/Paris,1.0,False,False,0,3450,FLS,44401,E,29067,RS-SR,Regular Season - Second Round,3,G,COMPL,208858,ELW,EuroLeague Women,2024-09-17,2025-04-13,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
123738,29067-E-18,18,VALID,282285,892,ZAB,Zabiny Brno,Zabiny Brno,282287,8008,AVE,Club Baloncesto Avenida,Perfumerias Avenida,63,65,False,Q4,00:00,999,E,Brno,Czechia,CZE,52070,Starez Arena Vodova,2025-01-28T17:00:00,2025-01-28T16:00:00,True,Europe/Prague,1.0,False,False,0,1200,FLS,44401,E,29067,RS-SR,Regular Season - Second Round,3,G,COMPL,208858,ELW,EuroLeague Women,2024-09-17,2025-04-13,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
123776,29067-F-7,7,VALID,282300,65448,FENER,Fenerbahce Opet,Fenerbahce Opet,282286,65548,VBC,Valencia Basket Club SAD,Valencia Basket Club,92,56,False,Q4,00:00,999,E,Istanbul,Türkiye,TUR,52230,Metro Energy Sports Hall,2025-01-08T19:00:00,2025-01-08T16:00:00,True,Europe/Istanbul,3.0,False,False,0,1000,FLS,44402,F,29067,RS-SR,Regular Season - Second Round,3,G,COMPL,208858,ELW,EuroLeague Women,2024-09-17,2025-04-13,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
123771,29067-F-8,8,VALID,282288,72868,ZARAG,Casademont Zaragoza,Casademont Zaragoza,282284,65512,ZVVZ,ZVVZ USK Praha,ZVVZ USK Praha,73,68,False,Q4,00:00,999,E,Zaragoza,Spain,ESP,60201,Pabellon Principe Felipe,2025-01-08T20:00:00,2025-01-08T19:00:00,True,Europe/Madrid,1.0,False,False,0,4850,FLS,44402,F,29067,RS-SR,Regular Season - Second Round,3,G,COMPL,208858,ELW,EuroLeague Women,2024-09-17,2025-04-13,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
123773,29067-F-10,10,VALID,282284,65512,ZVVZ,ZVVZ USK Praha,ZVVZ USK Praha,282300,65448,FENER,Fenerbahce Opet,Fenerbahce Opet,54,63,False,Q4,00:00,999,E,Prague,Czechia,CZE,51903,Kralovka Arena,2025-01-15T19:00:00,2025-01-15T18:00:00,True,Europe/Prague,1.0,False,False,0,1250,FLS,44402,F,29067,RS-SR,Regular Season - Second Round,3,G,COMPL,208858,ELW,EuroLeague Women,2024-09-17,2025-04-13,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
123763,29067-F-11,11,VALID,282296,65571,REYER,Umana Reyer Venezia,Umana Reyer Venezia,282288,72868,ZARAG,Casademont Zaragoza,Casademont Zaragoza,39,44,False,Q4,00:00,999,E,Venezia,Italy,ITA,52829,Palasport Taliercio,2025-01-16T19:00:00,2025-01-16T18:00:00,True,Europe/Rome,1.0,False,False,0,950,FLS,44402,F,29067,RS-SR,Regular Season - Second Round,3,G,COMPL,208858,ELW,EuroLeague Women,2024-09-17,2025-04-13,Completed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
