Game ID,Game Name,Game Number,Status Code,Team A ID,Team A Organisation ID,Team A Code,Team A Official Name,Team A Short Name,Team B ID,Team B Organisation ID,Team B Code,Team B Official Name,Team B Short Name,Team A Score,Team B Score,Is Live,Current Period,Chrono,Live Game Status,Current Period Status,Host City,Host Country,Host Country Code,Venue ID,Venue Name,Game Date Time,Game Date Time UTC,Has Time Game Date Time,IANA Time Zone,UTC Offset,Is Postponed,Is Played Behind Closed Doors,Venue Capacity,Spectators,Statistic System,Group ID,Group Pairing Code,Round ID,Round Code,Round Name,Round Number,Round Type,Round Status Code,Competition ID,Competition Code,Competition Official Name,Competition Start,Competition End,Competition Status,Competition Age Category,Competition Gender,Competition FIBA Zone,Competition Zone Code,Competition Type,Competition Category Code,Competition Category Name
102991,25659-A-10,10,VALID,276329,70341,,Washington Mystics,Washington Mystics,276328,70340,,Minnesota Lynx,Minnesota Lynx,9,16,False,Q1,,5,,,South Africa,RSA,0,,2017-08-04T00:00:00,2017-08-04T00:00:00,False,,,False,False,0,0,,38178,A,25659,GP,Group Phase,1,G,COMPL,208254,BWBW-AF,BWB Africa 2017 Women,2017-08-02,2017-08-05,Closed,Under 18,Women,FIBA World,W,Clubs,BWB,Basket Without Borders
102883,25660-B-B1,B1,VALID,276327,70339,,Los Angeles Sparks,Los Angeles Sparks,276328,70340,,Minnesota Lynx,Minnesota Lynx,22,8,False,Q1,,5,,,South Africa,RSA,0,,2017-08-04T00:00:00,2017-08-04T00:00:00,False,,,False,False,0,0,,38152,B,25660,F,Final,2,NG,COMPL,208254,BWBW-AF,BWB Africa 2017 Women,2017-08-02,2017-08-05,Closed,Under 18,Women,FIBA World,W,Clubs,BWB,Basket Without Borders
78392,10860-1-A,A,VALID,258116,9847,PNC,PIEŠTANSKÉ CAJKY,Pieštanské Cajky,270699,3884,CCC,CCC POLKOWICE,CCC Polkowice,46,71,False,Q4,,5,,Pieštany,Slovakia,SVK,57536,Diplomat Arena,2017-09-26T18:00:00,2017-09-26T16:00:00,True,Europe/Bratislava,2.0,False,False,900,600,FLS,21760,1,10860,QR,Qualifiers,1,NG,COMPL,10849,ELW,EuroLeague Women,2017-09-26,2018-04-22,Closed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
78516,10862-1-A,A,VALID,270690,65476,GDYN,BASKET 90 GDYNIA,Basket 90 Gdynia,258259,8541,NOGIN,SPARTAK M.O. NOGINSK,Spartak M.O. Noginsk,95,55,False,Q4,,5,,Gdynia,Poland,POL,56985,Polsat Plus Arena,2017-09-26T18:30:00,2017-09-26T16:30:00,True,Europe/Warsaw,2.0,False,False,4334,200,FLS,21772,1,10862,QR,Qualifiers,1,NG,COMPL,10856,ECW,EuroCup Women,2017-09-20,2018-04-18,Closed,Senior,Women,FIBA Europe,E,Clubs,CCC-2,Continental Club Competition - Tier 2
78393,10860-1-B,B,VALID,270699,3884,CCC,CCC POLKOWICE,CCC Polkowice,258116,9847,PNC,PIEŠTANSKÉ CAJKY,Pieštanské Cajky,76,60,False,Q4,,5,,Polkowice,Poland,POL,52702,City Sports Hall Polkowice,2017-09-29T19:00:00,2017-09-29T17:00:00,True,Europe/Warsaw,2.0,False,False,1750,1000,FLS,21760,1,10860,QR,Qualifiers,1,NG,COMPL,10849,ELW,EuroLeague Women,2017-09-26,2018-04-22,Closed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
78517,10862-1-B,B,VALID,258259,8541,NOGIN,SPARTAK M.O. NOGINSK,Spartak M.O. Noginsk,270690,65476,GDYN,BASKET 90 GDYNIA,Basket 90 Gdynia,79,75,False,Q4,,5,,Noginsk,Russia,RUS,56991,Sport Hall Znamya,2017-09-29T19:00:00,2017-09-29T16:00:00,True,Europe/Moscow,3.0,False,False,3000,200,FLS,21772,1,10862,QR,Qualifiers,1,NG,COMPL,10856,ECW,EuroCup Women,2017-09-20,2018-04-18,Closed,Senior,Women,FIBA Europe,E,Clubs,CCC-2,Continental Club Competition - Tier 2
78518,10862-2-A,A,VALID,270310,65731,SAHB,SAINT-AMAND,Saint-Amand,258256,9839,AMST,AMSTERDAM ANGELS,Amsterdam Angels,84,48,False,Q4,,5,,Saint-Amand-Les-Eaux,France,FRA,57202,Salle Maurice Hugot,2017-09-20T20:00:00,2017-09-20T18:00:00,True,Europe/Paris,2.0,False,False,2000,1200,FLS,21773,2,10862,QR,Qualifiers,1,NG,COMPL,10856,ECW,EuroCup Women,2017-09-20,2018-04-18,Closed,Senior,Women,FIBA Europe,E,Clubs,CCC-2,Continental Club Competition - Tier 2
78394,10860-2-A,A,VALID,258124,10092,KSC,ATOMERÖMÜ KSC SZEKSZARD,KSC Szekszard,271023,8232,BLMA,BASKET LATTES MONTPELLIER,BLMA,80,79,False,Q4,,5,,Szekszard,Hungary,HUN,57544,Szekszard Varosi Sportcsarnok,2017-09-26T18:00:00,2017-09-26T16:00:00,True,Europe/Budapest,2.0,False,False,1100,1200,FLS,21761,2,10860,QR,Qualifiers,1,NG,COMPL,10849,ELW,EuroLeague Women,2017-09-26,2018-04-22,Closed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
78519,10862-2-B,B,VALID,258256,9839,AMST,AMSTERDAM ANGELS,Amsterdam Angels,270310,65731,SAHB,SAINT-AMAND,Saint-Amand,53,55,False,Q4,,5,,Amsterdam,Netherlands,NED,56818,Sporthallen Zuid,2017-09-27T20:00:00,2017-09-27T18:00:00,True,Europe/Amsterdam,2.0,False,False,3000,100,FLS,21773,2,10862,QR,Qualifiers,1,NG,COMPL,10856,ECW,EuroCup Women,2017-09-20,2018-04-18,Closed,Senior,Women,FIBA Europe,E,Clubs,CCC-2,Continental Club Competition - Tier 2
79338,10970-A-1,1,VALID,269373,10046,MB2A,MB2ALL,MB2ALL,269368,65727,,Basket Club M'Tsapere (Mayotte),Basket Club M'Tsapere (Mayotte),88,60,False,Q4,,5,,,,,0,,2017-09-23T10:00:00,2017-09-23T07:00:00,True,,3.0,False,False,0,0,FLS,22003,A,10970,GP,Group Phase,3,G,COMPL,10965,AFCCW-QR,FIBA Africa Champions Cup for Women - Qualifying Round,2017-09-23,2017-10-31,Closed,Senior,Women,FIBA Africa,AF,Clubs,CCCQ-1,Continental Club Competition - Tier 1 Qualifiers
79343,10970-A-2,2,VALID,269378,10042,FAND,Fandrefiala,Fandrefiala,269363,10115,,B Challenge,B Challenge,100,17,False,Q4,,5,,,,,0,,2017-09-23T14:00:00,2017-09-23T11:00:00,True,,3.0,False,False,0,0,FLS,22003,A,10970,GP,Group Phase,3,G,COMPL,10965,AFCCW-QR,FIBA Africa Champions Cup for Women - Qualifying Round,2017-09-23,2017-10-31,Closed,Senior,Women,FIBA Africa,AF,Clubs,CCCQ-1,Continental Club Competition - Tier 1 Qualifiers
79344,10970-A-4,4,VALID,269368,65727,,Basket Club M'Tsapere (Mayotte),Basket Club M'Tsapere (Mayotte),269358,10116,,Tamifa,Tamifa,55,65,False,Q4,,5,,,,,0,,2017-09-24T10:00:00,2017-09-24T07:00:00,True,,3.0,False,False,0,0,FLS,22003,A,10970,GP,Group Phase,3,G,COMPL,10965,AFCCW-QR,FIBA Africa Champions Cup for Women - Qualifying Round,2017-09-23,2017-10-31,Closed,Senior,Women,FIBA Africa,AF,Clubs,CCCQ-1,Continental Club Competition - Tier 1 Qualifiers
79345,10970-A-6,6,VALID,269363,10115,,B Challenge,B Challenge,269373,10046,MB2A,MB2ALL,MB2ALL,32,79,False,Q4,,5,,,,,0,,2017-09-25T14:00:00,2017-09-25T11:00:00,True,,3.0,False,False,0,0,FLS,22003,A,10970,GP,Group Phase,3,G,COMPL,10965,AFCCW-QR,FIBA Africa Champions Cup for Women - Qualifying Round,2017-09-23,2017-10-31,Closed,Senior,Women,FIBA Africa,AF,Clubs,CCCQ-1,Continental Club Competition - Tier 1 Qualifiers
79346,10970-A-7,7,VALID,269373,10046,MB2A,MB2ALL,MB2ALL,269378,10042,FAND,Fandrefiala,Fandrefiala,60,70,False,OT1,,5,,,,,0,,2017-09-26T10:00:00,2017-09-26T07:00:00,True,,3.0,False,False,0,0,FLS,22003,A,10970,GP,Group Phase,3,G,COMPL,10965,AFCCW-QR,FIBA Africa Champions Cup for Women - Qualifying Round,2017-09-23,2017-10-31,Closed,Senior,Women,FIBA Africa,AF,Clubs,CCCQ-1,Continental Club Competition - Tier 1 Qualifiers
79347,10970-A-9,9,VALID,269363,10115,,B Challenge,B Challenge,269358,10116,,Tamifa,Tamifa,50,65,False,Q4,,5,,,,,0,,2017-09-26T14:00:00,2017-09-26T11:00:00,True,,3.0,False,False,0,0,FLS,22003,A,10970,GP,Group Phase,3,G,COMPL,10965,AFCCW-QR,FIBA Africa Champions Cup for Women - Qualifying Round,2017-09-23,2017-10-31,Closed,Senior,Women,FIBA Africa,AF,Clubs,CCCQ-1,Continental Club Competition - Tier 1 Qualifiers
79339,10970-A-10,10,VALID,269358,10116,,Tamifa,Tamifa,269373,10046,MB2A,MB2ALL,MB2ALL,62,67,False,OT1,,5,,,,,0,,2017-09-27T08:00:00,2017-09-27T05:00:00,True,,3.0,False,False,0,0,FLS,22003,A,10970,GP,Group Phase,3,G,COMPL,10965,AFCCW-QR,FIBA Africa Champions Cup for Women - Qualifying Round,2017-09-23,2017-10-31,Closed,Senior,Women,FIBA Africa,AF,Clubs,CCCQ-1,Continental Club Competition - Tier 1 Qualifiers
79340,10970-A-11,11,VALID,269378,10042,FAND,Fandrefiala,Fandrefiala,269368,65727,,Basket Club M'Tsapere (Mayotte),Basket Club M'Tsapere (Mayotte),109,39,False,Q4,,5,,,,,0,,2017-09-27T12:00:00,2017-09-27T09:00:00,True,,3.0,False,False,0,0,FLS,22003,A,10970,GP,Group Phase,3,G,COMPL,10965,AFCCW-QR,FIBA Africa Champions Cup for Women - Qualifying Round,2017-09-23,2017-10-31,Closed,Senior,Women,FIBA Africa,AF,Clubs,CCCQ-1,Continental Club Competition - Tier 1 Qualifiers
79341,10970-A-13,13,VALID,269368,65727,,Basket Club M'Tsapere (Mayotte),Basket Club M'Tsapere (Mayotte),269363,10115,,B Challenge,B Challenge,74,60,False,,,0,,,,,0,,2017-09-28T12:00:00,2017-09-28T09:00:00,True,,3.0,False,False,0,0,FLS,22003,A,10970,GP,Group Phase,3,G,COMPL,10965,AFCCW-QR,FIBA Africa Champions Cup for Women - Qualifying Round,2017-09-23,2017-10-31,Closed,Senior,Women,FIBA Africa,AF,Clubs,CCCQ-1,Continental Club Competition - Tier 1 Qualifiers
79342,10970-A-14,14,VALID,269358,10116,,Tamifa,Tamifa,269378,10042,FAND,Fandrefiala,Fandrefiala,49,57,False,Q4,,5,,,,,0,,2017-09-28T14:00:00,2017-09-28T11:00:00,True,,3.0,False,False,0,0,FLS,22003,A,10970,GP,Group Phase,3,G,COMPL,10965,AFCCW-QR,FIBA Africa Champions Cup for Women - Qualifying Round,2017-09-23,2017-10-31,Closed,Senior,Women,FIBA Africa,AF,Clubs,CCCQ-1,Continental Club Competition - Tier 1 Qualifiers
79348,10971-16-A,A,VALID,269378,10042,FAND,Fandrefiala,Fandrefiala,269368,65727,,Basket Club M'Tsapere (Mayotte),Basket Club M'Tsapere (Mayotte),113,58,False,Q4,,5,,,,,0,,2017-09-30T12:00:00,2017-09-30T09:00:00,True,,3.0,False,False,0,0,FLS,22004,16,10971,SF,Semi Finals,3,NG,PROGR,10965,AFCCW-QR,FIBA Africa Champions Cup for Women - Qualifying Round,2017-09-23,2017-10-31,Closed,Senior,Women,FIBA Africa,AF,Clubs,CCCQ-1,Continental Club Competition - Tier 1 Qualifiers
79349,10971-17-A,A,VALID,269373,10046,MB2A,MB2ALL,MB2ALL,269358,10116,,Tamifa,Tamifa,60,63,False,Q4,,5,,,,,0,,2017-09-30T16:00:00,2017-09-30T13:00:00,True,,3.0,False,False,0,0,FLS,22005,17,10971,SF,Semi Finals,3,NG,PROGR,10965,AFCCW-QR,FIBA Africa Champions Cup for Women - Qualifying Round,2017-09-23,2017-10-31,Closed,Senior,Women,FIBA Africa,AF,Clubs,CCCQ-1,Continental Club Competition - Tier 1 Qualifiers
78395,10860-2-B,B,VALID,271023,8232,BLMA,BASKET LATTES MONTPELLIER,BLMA,258124,10092,KSC,ATOMERÖMÜ KSC SZEKSZARD,KSC Szekszard,86,71,False,Q4,,5,,Lattes,France,FRA,56840,Palais des Sports de Lattes,2017-10-03T20:00:00,2017-10-03T18:00:00,True,Europe/Paris,2.0,False,False,1100,800,FLS,21761,2,10860,QR,Qualifiers,1,NG,COMPL,10849,ELW,EuroLeague Women,2017-09-26,2018-04-22,Closed,Senior,Women,FIBA Europe,E,Clubs,CCC-1,Continental Club Competition - Tier 1
79376,10982-A-1,1,VALID,270807,65624,,Armée Patriotique Rwanda BC,APR BC,270798,8426,KCCA,KCCA Leopards,KCCA Leopards,45,57,False,Q4,,5,,,,,0,,2017-10-01T09:00:00,2017-10-01T06:00:00,True,,3.0,False,False,0,0,FLS,22018,A,10982,Z5,Zone 5,1,G,PROGR,10965,AFCCW-QR,FIBA Africa Champions Cup for Women - Qualifying Round,2017-09-23,2017-10-31,Closed,Senior,Women,FIBA Africa,AF,Clubs,CCCQ-1,Continental Club Competition - Tier 1 Qualifiers
79413,10986-A-1,1,VALID,273517,16,AUS,Australia,Australia,273573,113,NZL,New Zealand,New Zealand,61,43,False,Q4,,999,,Bengaluru,India,IND,57659,Sree Kanteerava Indoor Stadium,2017-10-22T11:00:00,2017-10-22T05:30:00,True,Asia/Kolkata,5.5,False,False,0,0,FLS,22025,A,10986,GP,Group Phase,1,G,COMPL,10980,ASMCW-A,FIBA U16 Women's Asia Championship Division A,2017-10-22,2017-10-28,Closed,Under 16,Women,FIBA Asia,AS,National Teams,CC,Continental Cup
79503,11010-A-1,1,VALID,273479,139,SRI,Sri Lanka,Sri Lanka,273564,77,IND,India,India,58,86,False,Q4,,999,,Bengaluru,India,IND,57659,Sree Kanteerava Indoor Stadium,2017-10-23T20:00:00,2017-10-23T14:30:00,True,Asia/Kolkata,5.5,False,False,0,0,FLS,22058,A,11010,GP,Group Phase,1,G,COMPL,10981,ASMCW-B,FIBA U16 Women's Asia Championship Division B,2017-10-22,2017-10-28,Closed,Under 16,Women,FIBA Asia,AS,National Teams,CC-B,Continental Cup Div B
79387,10982-A-2,2,VALID,270780,65633,,Uganda Christian University,Uganda Christian University,270762,10124,,Horseed Banadir,Horseed Banadir,108,42,False,Q4,,5,,,,,0,,2017-10-01T15:00:00,2017-10-01T12:00:00,True,,3.0,False,False,0,0,FLS,22018,A,10982,Z5,Zone 5,1,G,PROGR,10965,AFCCW-QR,FIBA Africa Champions Cup for Women - Qualifying Round,2017-09-23,2017-10-31,Closed,Senior,Women,FIBA Africa,AF,Clubs,CCCQ-1,Continental Club Competition - Tier 1 Qualifiers
79414,10986-A-2,2,VALID,273368,89,KOR,Korea,Korea,273498,146,TPE,Chinese Taipei,Chinese Taipei,90,68,False,Q4,,999,,Bengaluru,India,IND,57659,Sree Kanteerava Indoor Stadium,2017-10-22T13:15:00,2017-10-22T07:45:00,True,Asia/Kolkata,5.5,False,False,0,0,FLS,22025,A,10986,GP,Group Phase,1,G,COMPL,10980,ASMCW-A,FIBA U16 Women's Asia Championship Division A,2017-10-22,2017-10-28,Closed,Under 16,Women,FIBA Asia,AS,National Teams,CC,Continental Cup
79504,11010-A-2,2,VALID,273508,2781,NEP,Nepal,Nepal,273479,139,SRI,Sri Lanka,Sri Lanka,48,68,False,Q4,,999,,Bengaluru,India,IND,57659,Sree Kanteerava Indoor Stadium,2017-10-24T16:45:00,2017-10-24T11:15:00,True,Asia/Kolkata,5.5,False,False,0,0,FLS,22058,A,11010,GP,Group Phase,1,G,COMPL,10981,ASMCW-B,FIBA U16 Women's Asia Championship Division B,2017-10-22,2017-10-28,Closed,Under 16,Women,FIBA Asia,AS,National Teams,CC-B,Continental Cup Div B
79390,10982-A-3,3,VALID,270771,65662,,Equity Bank,Equity Bank,270789,8428,BOSC,Don Bosco,Don Bosco,70,48,False,Q4,,5,,,,,0,,2017-10-01T17:00:00,2017-10-01T14:00:00,True,,3.0,False,False,0,0,FLS,22018,A,10982,Z5,Zone 5,1,G,PROGR,10965,AFCCW-QR,FIBA Africa Champions Cup for Women - Qualifying Round,2017-09-23,2017-10-31,Closed,Senior,Women,FIBA Africa,AF,Clubs,CCCQ-1,Continental Club Competition - Tier 1 Qualifiers
79505,11010-A-3,3,VALID,273564,77,IND,India,India,273508,2781,NEP,Nepal,Nepal,106,37,False,Q4,,999,,Bengaluru,India,IND,57659,Sree Kanteerava Indoor Stadium,2017-10-22T20:00:00,2017-10-22T14:30:00,True,Asia/Kolkata,5.5,False,False,0,0,FLS,22058,A,11010,GP,Group Phase,1,G,COMPL,10981,ASMCW-B,FIBA U16 Women's Asia Championship Division B,2017-10-22,2017-10-28,Closed,Under 16,Women,FIBA Asia,AS,National Teams,CC-B,Continental Cup Div B
79415,10986-A-3,3,VALID,273498,146,TPE,Chinese Taipei,Chinese Taipei,273517,16,AUS,Australia,Australia,60,88,False,Q4,,999,,Bengaluru,India,IND,57659,Sree Kanteerava Indoor Stadium,2017-10-23T13:15:00,2017-10-23T07:45:00,True,Asia/Kolkata,5.5,False,False,0,0,FLS,22025,A,10986,GP,Group Phase,1,G,COMPL,10980,ASMCW-A,FIBA U16 Women's Asia Championship Division A,2017-10-22,2017-10-28,Closed,Under 16,Women,FIBA Asia,AS,National Teams,CC,Continental Cup
79391,10982-A-4,4,VALID,270807,65624,,Armée Patriotique Rwanda BC,APR BC,270789,8428,BOSC,Don Bosco,Don Bosco,84,74,False,Q4,,5,,,,,0,,2017-10-02T11:00:00,2017-10-02T08:00:00,True,,3.0,False,False,0,0,FLS,22018,A,10982,Z5,Zone 5,1,G,PROGR,10965,AFCCW-QR,FIBA Africa Champions Cup for Women - Qualifying Round,2017-09-23,2017-10-31,Closed,Senior,Women,FIBA Africa,AF,Clubs,CCCQ-1,Continental Club Competition - Tier 1 Qualifiers
79416,10986-A-4,4,VALID,273573,113,NZL,New Zealand,New Zealand,273368,89,KOR,Korea,Korea,74,44,False,Q4,,999,,Bengaluru,India,IND,57659,Sree Kanteerava Indoor Stadium,2017-10-23T11:00:00,2017-10-23T05:30:00,True,Asia/Kolkata,5.5,False,False,0,0,FLS,22025,A,10986,GP,Group Phase,1,G,COMPL,10980,ASMCW-A,FIBA U16 Women's Asia Championship Division A,2017-10-22,2017-10-28,Closed,Under 16,Women,FIBA Asia,AS,National Teams,CC,Continental Cup
