country,vs,team_score,vs_score,date,#,Players,Min,Pts,FG,2Pts,3Pts,FT,OREB,DREB,REB,AST,PF,TO,STL,BLK,+/-,EFF
Brazil,Venezuela,71,63,0608,3,Isabela Macedo,05:22,4,1/5,1/4,0/1,2/2,0,2,2,0,0,1,1,0,-5,2
Brazil,Venezuela,71,63,0608,5,Barbara Honorio,15:06,2,0/2,0/1,0/1,2/2,1,1,2,1,1,5,3,0,-4,1
Brazil,Venezuela,71,63,0608,6,Joice Rodrigues,27:46,8,3/5,1/1,2/4,0/0,2,5,7,1,1,6,3,0,14,11
Brazil,Venezuela,71,63,0608,7,Patricia Teixeira,16:38,7,1/6,0/3,1/3,4/4,0,2,2,1,1,4,0,0,5,1
Brazil,Venezuela,71,63,0608,9,Jaqueline De Paula,21:23,8,4/9,4/7,0/2,0/0,0,1,1,3,3,2,0,1,9,6
Brazil,Venezuela,71,63,0608,10,Tatiane Pacheco,34:37,12,4/11,2/4,2/7,2/2,2,5,7,3,2,4,2,0,5,13
Brazil,Venezuela,71,63,0608,13,Soeli Zakrzeski,14:51,5,2/3,2/3,0/0,1/1,1,0,1,2,1,3,1,2,1,7
Brazil,Venezuela,71,63,0608,15,Kelly Santos,25:10,9,2/3,2/3,0/0,5/8,0,8,8,0,1,2,0,1,9,12
Brazil,Venezuela,71,63,0608,34,Gilmara Justino,23:59,12,2/7,2/7,0/0,8/10,6,4,10,0,3,5,0,0,3,10
Brazil,Venezuela,71,63,0608,55,Raphaella Monteiro Da Silva,15:05,4,2/5,2/5,0/0,0/0,1,4,5,3,3,1,0,0,3,8
Venezuela,Brazil,63,71,0608,6,Yosimar Corrales,37:09,9,4/14,4/13,0/1,1/1,0,5,5,1,3,1,2,0,-4,6
Venezuela,Brazil,63,71,0608,8,Ivaney Marquez,32:44,7,2/11,0/5,2/6,1/2,0,2,2,4,4,2,1,0,-2,2
Venezuela,Brazil,63,71,0608,9,Daniela Wallen,37:09,20,9/17,9/15,0/2,2/4,2,4,6,1,2,3,7,0,-4,21
Venezuela,Brazil,63,71,0608,10,Luisana Ortega,01:58,0,0/1,0/0,0/1,0/0,0,0,0,0,1,1,1,0,-2,-1
Venezuela,Brazil,63,71,0608,11,Mariana Duran,13:43,2,1/4,1/4,0/0,0/0,0,0,0,0,1,1,1,0,-7,-1
Venezuela,Brazil,63,71,0608,12,Sharol Renault,29:00,4,2/6,2/6,0/0,0/2,3,2,5,1,3,0,2,0,0,6
Venezuela,Brazil,63,71,0608,13,Marielka Garate,10:48,0,0/3,0/3,0/0,0/0,0,0,0,0,4,0,1,0,-10,-2
Venezuela,Brazil,63,71,0608,14,Waleska Perez,35:17,21,8/17,3/11,5/6,0/1,0,4,4,2,2,9,6,0,-9,14
Venezuela,Brazil,63,71,0608,15,Siuly Marcano,02:08,0,0/0,0/0,0/0,0/0,0,0,0,0,3,0,0,0,-2,0
Puerto Rico,Mexico,69,49,0608,1,Tayra Melendez,24:26,9,4/10,3/8,1/2,0/0,0,4,4,2,2,3,1,0,12,7
Puerto Rico,Mexico,69,49,0608,2,Ashley Santos,17:41,2,1/4,1/4,0/0,0/0,1,4,5,0,1,0,3,0,19,7
Puerto Rico,Mexico,69,49,0608,5,Pamela Rosado,23:41,7,3/8,2/5,1/3,0/0,0,3,3,4,0,1,3,0,21,11
Puerto Rico,Mexico,69,49,0608,7,Angelica Bermudez,18:27,7,3/7,2/6,1/1,0/0,1,5,6,2,1,3,2,2,20,12
Puerto Rico,Mexico,69,49,0608,9,Allison Gibson,18:25,13,3/6,2/4,1/2,6/6,1,2,3,0,0,1,2,0,9,14
Puerto Rico,Mexico,69,49,0608,10,Paola Crespo,07:47,0,0/2,0/2,0/0,0/0,0,1,1,0,3,1,0,0,-7,-2
Puerto Rico,Mexico,69,49,0608,11,Michelle Gonzalez,15:16,4,1/4,0/0,1/4,1/2,0,2,2,2,3,1,0,0,-2,3
Puerto Rico,Mexico,69,49,0608,12,Dayshalee Salaman,19:20,4,1/5,1/4,0/1,2/2,0,1,1,4,2,2,2,0,-1,5
Puerto Rico,Mexico,69,49,0608,14,Marie Placido,08:13,9,3/4,0/0,3/4,0/0,0,3,3,0,3,1,0,1,6,11
Puerto Rico,Mexico,69,49,0608,22,Ashley Perez,21:42,7,3/7,2/5,1/2,0/0,0,4,4,0,2,1,2,0,20,8
Puerto Rico,Mexico,69,49,0608,24,Yolanda Jones,13:29,5,1/3,1/3,0/0,3/5,3,0,3,0,3,4,0,0,11,0
Puerto Rico,Mexico,69,49,0608,25,Isalys Quiñones,11:28,2,1/2,1/2,0/0,0/0,0,0,0,0,1,1,0,0,-8,0
Mexico,Puerto Rico,49,69,0608,4,Bianca Torre,12:32,0,0/1,0/0,0/1,0/0,1,0,1,0,0,2,0,0,-2,-2
Mexico,Puerto Rico,49,69,0608,5,Jacqueline Luna,35:15,16,5/17,4/15,1/2,5/5,4,7,11,3,1,2,1,0,-14,17
Mexico,Puerto Rico,49,69,0608,6,Gladiana Avila,23:54,6,1/5,1/4,0/1,4/4,1,2,3,2,1,3,1,0,-9,5
Mexico,Puerto Rico,49,69,0608,7,Ingrid Martinez,12:52,0,0/4,0/4,0/0,0/0,0,0,0,0,2,3,2,0,-8,-5
Mexico,Puerto Rico,49,69,0608,8,Claudia Ramos,04:10,2,1/2,1/1,0/1,0/0,0,1,1,0,0,1,0,0,0,1
Mexico,Puerto Rico,49,69,0608,9,Brisa Silva,21:00,7,3/8,2/5,1/3,0/0,0,3,3,1,1,2,1,0,-10,5
Mexico,Puerto Rico,49,69,0608,10,Carmen Saad,05:57,0,0/0,0/0,0/0,0/0,0,0,0,1,0,0,1,0,-5,2
Mexico,Puerto Rico,49,69,0608,11,Daniela Pardo,21:30,6,2/5,2/3,0/2,2/2,1,3,4,0,2,5,1,0,-13,3
Mexico,Puerto Rico,49,69,0608,12,Laura Nuñez,35:25,4,2/6,2/6,0/0,0/0,1,3,4,3,3,1,1,2,-26,9
Mexico,Puerto Rico,49,69,0608,13,Myriam Lara,05:56,2,1/4,1/4,0/0,0/2,1,3,4,0,0,2,0,0,-3,-1
Mexico,Puerto Rico,49,69,0608,14,Sandra Vargas,06:06,0,0/1,0/0,0/1,0/0,0,0,0,1,0,2,0,0,-2,-2
Mexico,Puerto Rico,49,69,0608,15,Maria Orozco,15:16,6,1/2,1/2,0/0,4/6,0,2,2,0,2,4,2,0,-8,3
Cuba,Canada,35,81,0608,4,Fransy Ochoa,22:29,5,2/9,2/9,0/0,1/4,3,4,7,0,0,6,0,0,-27,-4
Cuba,Canada,35,81,0608,5,Ineidis Casanova,24:20,4,2/11,2/9,0/2,0/0,1,2,3,1,0,1,2,0,-28,0
Cuba,Canada,35,81,0608,6,Anisleidy Galindo,28:41,12,3/8,3/8,0/0,6/6,0,1,1,0,3,3,4,0,-42,9
Cuba,Canada,35,81,0608,7,Lisdeyvi Martinez,13:16,2,1/5,1/5,0/0,0/0,0,0,0,1,0,3,0,0,-14,-4
Cuba,Canada,35,81,0608,8,Arlenys Romero,20:48,5,0/9,0/2,0/7,5/6,0,2,2,0,3,4,0,0,-19,-7
Cuba,Canada,35,81,0608,9,Elianis Armentero,05:34,0,0/1,0/1,0/0,0/0,0,0,0,0,0,0,0,0,-6,-1
Cuba,Canada,35,81,0608,10,Anay Garcia,16:19,0,0/2,0/2,0/0,0/0,3,3,6,0,2,1,0,0,-14,3
Cuba,Canada,35,81,0608,11,Marlen Cepeda,19:49,2,1/4,1/4,0/0,0/0,0,3,3,0,0,1,0,0,-24,1
Cuba,Canada,35,81,0608,12,Yuniesky Bouly,17:18,2,1/5,1/5,0/0,0/2,3,4,7,0,1,0,0,0,-21,3
Cuba,Canada,35,81,0608,13,Edith Thompson,04:03,0,0/1,0/1,0/0,0/0,0,0,0,0,0,0,0,0,-6,-1
Cuba,Canada,35,81,0608,14,Leidys Oquendo,21:20,3,0/10,0/7,0/3,3/4,1,6,7,0,0,0,0,0,-21,-1
