country,vs,team_score,vs_score,date,#,Players,Min,Pts,FG,2Pts,3Pts,FT,OREB,DREB,REB,AST,PF,TO,STL,BLK,+/-,EFF
Germany,Greece,65,47,0908,0,Joanna Shamiso Maria Scheu,32:02,10,4/14,2/8,2/6,0/2,0,5,5,7,0,3,0,0,15,7
Germany,Greece,65,47,0908,2,Melina Aigner,08:08,2,1/2,1/1,0/1,0/0,0,2,2,0,1,1,0,0,-5,2
Germany,Greece,65,47,0908,3,Miriam Chinoneyerem Diala,14:46,4,1/2,1/1,0/1,2/2,3,1,4,1,1,2,0,1,8,7
Germany,Greece,65,47,0908,6,Maria Theresa Perner,05:59,3,1/2,0/0,1/2,0/0,0,0,0,1,0,0,0,0,-7,3
Germany,Greece,65,47,0908,11,Lena Lingnau,14:12,5,2/2,1/1,1/1,0/0,2,4,6,3,4,2,0,1,14,13
Germany,Greece,65,47,0908,12,Annika Patricia Soltau,30:38,22,9/15,9/13,0/2,4/7,4,9,13,1,4,6,1,5,26,27
Germany,Greece,65,47,0908,13,Mailien Rolf,33:35,8,3/6,2/4,1/2,1/5,3,5,8,4,2,4,2,3,15,14
Germany,Greece,65,47,0908,14,Clarence Emmanuelle Kenfac Djuela,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Germany,Greece,65,47,0908,17,Alexa Hans,13:59,4,2/5,2/5,0/0,0/0,1,3,4,0,0,0,0,0,11,5
Germany,Greece,65,47,0908,21,Magdalena Winter,24:21,5,2/3,2/3,0/0,1/2,1,5,6,0,2,2,1,2,4,10
Germany,Greece,65,47,0908,26,Lilly Rüße,22:20,2,1/7,1/4,0/3,0/0,1,0,1,3,2,4,0,0,9,-4
Germany,Greece,65,47,0908,41,Leonie Stephanie Greser,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Greece,Germany,47,65,0908,4,Vasiliki Cholopoulou,32:56,15,6/21,6/19,0/2,3/3,1,2,3,2,1,3,1,0,-11,3
Greece,Germany,47,65,0908,5,Freideriki Christina Blithikioti,26:47,8,3/7,1/3,2/4,0/0,1,2,3,0,2,0,1,1,5,9
Greece,Germany,47,65,0908,6,Lydia Chatira,02:59,0,0/0,0/0,0/0,0/0,0,1,1,0,0,1,0,0,-2,0
Greece,Germany,47,65,0908,8,Ioanna Stefanaki,14:52,2,0/4,0/1,0/3,2/2,1,2,3,1,0,1,1,0,-14,2
Greece,Germany,47,65,0908,10,Theoni Tsami,02:22,0,0/0,0/0,0/0,0/0,0,1,1,0,0,0,0,0,-5,1
Greece,Germany,47,65,0908,12,Angeliki Ziaka,32:25,3,1/8,1/6,0/2,1/2,0,3,3,2,2,1,2,0,-23,1
Greece,Germany,47,65,0908,13,Polyxeni Evgenia Palaska,14:56,6,2/5,2/5,0/0,2/2,1,0,1,0,1,0,2,0,-13,6
Greece,Germany,47,65,0908,14,Pinelopi Vasileiou,19:55,3,0/6,0/6,0/0,3/6,3,2,5,2,4,0,1,0,1,2
Greece,Germany,47,65,0908,18,Evanthia Georgakopoulou,05:44,0,0/1,0/1,0/0,0/0,0,1,1,0,0,0,0,0,-9,0
Greece,Germany,47,65,0908,22,Sofia Stamataki,35:47,10,3/14,2/10,1/4,3/6,1,4,5,4,3,2,4,0,-11,7
Greece,Germany,47,65,0908,23,Markella Stamoulou,04:13,0,0/0,0/0,0/0,0/0,0,1,1,0,1,0,1,0,-1,2
Greece,Germany,47,65,0908,77,Domna Mantzou,07:04,0,0/3,0/2,0/1,0/0,0,0,0,0,1,1,0,0,-7,-4
Albania,Armenia,61,37,0908,3,Sindi Aliko,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Albania,Armenia,61,37,0908,4,Melida Hykaj,37:08,14,7/16,7/16,0/0,0/2,5,7,12,1,2,1,3,1,20,19
Albania,Armenia,61,37,0908,6,Katerina Meço,38:11,8,4/10,4/9,0/1,0/0,0,5,5,4,0,1,0,0,24,10
Albania,Armenia,61,37,0908,7,Brikena Muçenji,37:33,14,6/19,6/17,0/2,2/4,3,5,8,6,0,5,5,0,21,13
Albania,Armenia,61,37,0908,9,Alesia Hunda,01:49,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Albania,Armenia,61,37,0908,11,Irisi Gjona,37:58,19,7/19,6/17,1/2,4/4,2,13,15,3,1,4,4,0,24,25
Albania,Armenia,61,37,0908,12,Guenda Domni,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Albania,Armenia,61,37,0908,14,Anisa Musaja,07:21,0,0/1,0/1,0/0,0/0,3,0,3,0,0,1,0,0,7,1
Albania,Armenia,61,37,0908,17,Livia Qorri,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Albania,Armenia,61,37,0908,19,Izaura Jorgollari,26:44,2,1/3,1/3,0/0,0/0,1,4,5,0,1,4,1,1,14,3
Albania,Armenia,61,37,0908,27,Neada Damo,01:49,0,0/1,0/1,0/0,0/0,0,0,0,0,0,0,0,0,0,-1
Albania,Armenia,61,37,0908,34,Greis Mansaku,11:27,4,2/3,2/3,0/0,0/0,1,0,1,0,1,2,0,0,10,2
Armenia,Albania,37,61,0908,5,Ani Grigoryan,35:56,11,5/15,4/7,1/8,0/0,1,4,5,3,0,3,5,0,-18,11
Armenia,Albania,37,61,0908,7,Shahane Margaryan,19:25,0,0/8,0/2,0/6,0/0,2,2,4,0,2,2,1,0,-4,-5
Armenia,Albania,37,61,0908,8,Zhanna Khachatryan,07:29,0,0/3,0/0,0/3,0/0,1,1,2,0,1,1,2,0,-6,0
Armenia,Albania,37,61,0908,9,Syuzanna Hayrapetyan,17:01,3,1/7,0/4,1/3,0/0,0,4,4,0,0,1,0,0,-14,0
Armenia,Albania,37,61,0908,11,Nadezhda Matevosyan,25:21,0,0/9,0/3,0/6,0/0,1,1,2,3,1,0,0,0,-22,-4
Armenia,Albania,37,61,0908,13,Anna Grigoryan,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Armenia,Albania,37,61,0908,15,Hripsime Sargsyan,01:49,0,0/0,0/0,0/0,0/0,1,0,1,0,0,1,0,0,0,0
Armenia,Albania,37,61,0908,20,Ani Christina Mkrtchyan,33:18,23,10/22,9/17,1/5,2/4,4,9,13,0,0,6,2,0,-21,18
Armenia,Albania,37,61,0908,23,Yana Simonyan,33:55,0,0/7,0/7,0/0,0/0,10,5,15,0,2,0,0,0,-21,8
Armenia,Albania,37,61,0908,24,Liana Chatinyan,05:17,0,0/1,0/0,0/1,0/0,0,0,0,0,0,1,1,0,0,-1
Armenia,Albania,37,61,0908,30,Seda Gabrielyan,11:44,0,0/3,0/0,0/3,0/0,0,3,3,1,2,2,0,1,-6,0
Armenia,Albania,37,61,0908,33,Natalya Nersisyan,08:45,0,0/2,0/1,0/1,0/0,1,1,2,0,1,4,0,0,-8,-4
Lithuania,Croatia,73,77,0908,1,Sintija Aukštikalnytė,28:54,25,8/20,8/17,0/3,9/10,1,4,5,3,2,3,3,0,-17,20
Lithuania,Croatia,73,77,0908,4,Gintarė Buškevičiūtė,04:49,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,-3,0
Lithuania,Croatia,73,77,0908,6,Victorija Matulevicius,17:18,9,3/8,2/7,1/1,2/3,0,5,5,1,3,3,0,0,7,6
Lithuania,Croatia,73,77,0908,11,Urtė Ratavičiūtė,14:53,2,1/1,1/1,0/0,0/0,0,2,2,0,1,2,0,1,-26,3
Lithuania,Croatia,73,77,0908,13,Eva Pernavaitė,16:45,6,2/7,2/6,0/1,2/2,1,1,2,1,5,7,2,0,2,-1
Lithuania,Croatia,73,77,0908,14,Viltautė Adomaitytė,03:33,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,-3,0
Lithuania,Croatia,73,77,0908,20,Austeja Babraitis,25:07,13,6/9,6/9,0/0,1/2,5,9,14,0,2,0,1,1,22,25
Lithuania,Croatia,73,77,0908,22,Karina Budajeva,07:50,0,0/3,0/3,0/0,0/0,1,1,2,0,0,0,0,0,-2,-1
Lithuania,Croatia,73,77,0908,23,Gabija Strolytė,32:04,10,3/6,1/1,2/5,2/2,1,3,4,1,4,3,2,0,-6,11
Lithuania,Croatia,73,77,0908,27,Brigita Rimkevičiūtė,20:10,0,0/7,0/4,0/3,0/0,0,3,3,2,2,5,0,1,5,-6
Lithuania,Croatia,73,77,0908,32,Erika Budajeva,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Lithuania,Croatia,73,77,0908,77,Miglė Kisarauskaitė,28:37,8,1/4,1/2,0/2,6/8,1,2,3,3,3,1,1,0,1,9
Croatia,Lithuania,77,73,0908,4,Petra Brtan,09:56,2,1/4,1/4,0/0,0/0,0,1,1,1,0,1,0,0,-1,0
Croatia,Lithuania,77,73,0908,5,Nina Novak,29:00,12,5/13,4/8,1/5,1/1,0,0,0,1,4,3,5,0,6,7
Croatia,Lithuania,77,73,0908,6,Lucija Begonja,09:28,0,0/0,0/0,0/0,0/0,0,0,0,2,1,4,1,0,-20,-1
Croatia,Lithuania,77,73,0908,7,Ella Majstorović,07:47,4,2/4,2/4,0/0,0/0,0,1,1,0,1,0,1,0,-1,4
