country,vs,team_score,vs_score,date,#,Players,Min,Pts,FG,2Pts,3Pts,FT,OREB,DREB,REB,AST,PF,TO,STL,BLK,+/-,EFF
Puerto Rico,US Virgin Islands,73,69,2403,1,Tayra Melendez,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Puerto Rico,US Virgin Islands,73,69,2403,3,Nina De Leon,02:37,0,0/0,0/0,0/0,0/0,0,0,0,1,0,0,0,0,-3,1
Puerto Rico,US Virgin Islands,73,69,2403,4,Arielle Tiana Gonzalez Varner,04:51,0,0/1,0/1,0/0,0/0,1,0,1,0,0,0,0,0,-6,0
Puerto Rico,US Virgin Islands,73,69,2403,5,Pamela Rosado,35:46,18,7/12,4/7,3/5,1/2,0,7,7,8,0,4,2,0,7,25
Puerto Rico,US Virgin Islands,73,69,2403,7,Kiara Nicole Quiñones-Noa,09:26,2,1/4,1/3,0/1,0/0,0,0,0,0,2,0,1,0,-4,0
Puerto Rico,US Virgin Islands,73,69,2403,9,Ali Gibson,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Puerto Rico,US Virgin Islands,73,69,2403,10,Jada Shanice Stinson,23:28,16,5/8,2/3,3/5,3/4,0,3,3,3,2,3,1,0,5,16
Puerto Rico,US Virgin Islands,73,69,2403,25,Isalys Quiñones,35:09,12,6/10,6/9,0/1,0/0,2,2,4,2,2,2,0,1,10,13
Puerto Rico,US Virgin Islands,73,69,2403,28,Sabrina  Lozada-Cabbage,24:55,8,2/9,2/5,0/4,4/4,2,8,10,1,4,1,0,2,8,13
Puerto Rico,US Virgin Islands,73,69,2403,32,Gabriella Ayanna Zapata Smalls,10:36,0,0/2,0/2,0/0,0/0,0,1,1,1,0,0,1,0,0,1
Puerto Rico,US Virgin Islands,73,69,2403,55,Jacqueline Mary Hope Benitez,29:24,11,4/12,3/5,1/7,2/2,0,3,3,2,1,1,3,0,1,10
Puerto Rico,US Virgin Islands,73,69,2403,91,Michelle Gonzalez,23:49,6,3/11,3/9,0/2,0/0,0,1,1,3,1,1,3,0,2,4
US Virgin Islands,Puerto Rico,69,73,2403,4,Taylor Dominique Jones,32:16,13,4/15,2/10,2/5,3/6,1,9,10,4,1,4,1,0,5,10
US Virgin Islands,Puerto Rico,69,73,2403,5,Brittney Kevia Matthew,00:56,0,0/1,0/0,0/1,0/0,0,0,0,0,0,0,0,0,-2,-1
US Virgin Islands,Puerto Rico,69,73,2403,6,Akia Akeba Frett,00:24,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,-4,0
US Virgin Islands,Puerto Rico,69,73,2403,7,Lanese Sanay Bough,39:27,4,2/11,2/7,0/4,0/0,1,3,4,4,2,3,2,1,-6,3
US Virgin Islands,Puerto Rico,69,73,2403,8,Naja Ngongba,11:00,0,0/1,0/1,0/0,0/0,1,0,1,1,1,1,0,1,-6,1
US Virgin Islands,Puerto Rico,69,73,2403,9,Imani Tate,38:40,10,4/14,3/10,1/4,1/2,3,9,12,9,3,4,3,0,-6,19
US Virgin Islands,Puerto Rico,69,73,2403,11,Anisha Briana George,29:52,30,14/19,14/19,0/0,2/5,7,8,15,0,3,2,2,1,4,38
US Virgin Islands,Puerto Rico,69,73,2403,12,Kadasha Barry,08:19,0,0/3,0/3,0/0,0/0,3,0,3,0,1,2,0,0,-5,-2
US Virgin Islands,Puerto Rico,69,73,2403,14,Akeema Sherika Richards,39:06,12,5/10,5/9,0/1,2/2,3,3,6,2,3,2,1,0,0,14
Costa Rica,El Salvador,79,84,2403,3,Mariana Jose Cubero Solis,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Costa Rica,El Salvador,79,84,2403,5,Natalia Galvez Morales,31:56,13,5/10,2/4,3/6,0/0,2,0,2,2,2,3,3,0,1,12
Costa Rica,El Salvador,79,84,2403,7,Sofía Jiménez Murillo,29:14,8,2/9,2/9,0/0,4/4,2,3,5,0,3,2,0,0,-5,4
Costa Rica,El Salvador,79,84,2403,8,Maria Gabriela Alvarado Ibañez,34:27,8,4/12,4/10,0/2,0/0,0,2,2,6,4,2,2,0,1,8
Costa Rica,El Salvador,79,84,2403,9,Valeria Gonzalez,09:28,6,2/3,2/3,0/0,2/3,0,2,2,0,2,1,0,0,-1,5
Costa Rica,El Salvador,79,84,2403,10,Daniela Quesada Villalobos,20:08,8,3/8,3/6,0/2,2/4,2,6,8,1,1,1,3,0,-1,12
Costa Rica,El Salvador,79,84,2403,11,Silvia Betancourt Flores,37:41,29,10/11,10/10,0/1,9/14,0,5,5,2,3,4,1,0,-5,27
Costa Rica,El Salvador,79,84,2403,12,Laura Andrea Castro Rojas,03:38,0,0/2,0/2,0/0,0/0,1,0,1,0,0,2,0,0,-3,-3
Costa Rica,El Salvador,79,84,2403,13,Paula Vanessa Reyna Jimenez,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Costa Rica,El Salvador,79,84,2403,15,Maria Jose Mora Coto,05:14,0,0/1,0/1,0/0,0/0,0,1,1,0,0,1,0,0,-11,-1
Costa Rica,El Salvador,79,84,2403,26,Ariana Mora,25:26,7,3/10,2/9,1/1,0/0,1,5,6,0,3,1,4,1,0,10
Costa Rica,El Salvador,79,84,2403,77,Maria Beatriz Alfaro Brenes,02:48,0,0/1,0/1,0/0,0/0,0,1,1,0,0,0,0,0,-1,0
El Salvador,Costa Rica,84,79,2403,1,Carmen Maria Noyola Palucha,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
El Salvador,Costa Rica,84,79,2403,3,Claudia Alejandra Hernandez Gamero,05:44,0,0/2,0/1,0/1,0/0,0,1,1,3,1,0,1,0,-3,3
El Salvador,Costa Rica,84,79,2403,4,Katherine Marielos Cubias Ramos,17:49,3,1/4,0/2,1/2,0/0,0,2,2,3,0,1,0,0,9,4
El Salvador,Costa Rica,84,79,2403,5,Marcela Tejada,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
El Salvador,Costa Rica,84,79,2403,7,Liliana Gabriela Alvarado Vasquez,13:35,2,0/1,0/1,0/0,2/2,2,1,3,0,3,2,0,0,6,2
El Salvador,Costa Rica,84,79,2403,9,Silvia Vega,07:37,4,2/3,2/3,0/0,0/0,2,3,5,0,1,1,0,0,-2,7
El Salvador,Costa Rica,84,79,2403,10,Keylin Murcia,15:17,6,2/5,0/1,2/4,0/0,1,0,1,1,4,2,0,0,-10,3
El Salvador,Costa Rica,84,79,2403,12,Monica Xiomara Calderon Aparicio,27:29,10,4/7,2/2,2/5,0/0,1,7,8,4,3,1,1,1,3,20
El Salvador,Costa Rica,84,79,2403,14,Aida Elizabeth Funes Gonzalez,37:35,22,9/20,7/14,2/6,2/3,0,4,4,5,2,3,4,0,7,20
El Salvador,Costa Rica,84,79,2403,22,Kimberly Villalobos,25:35,16,5/5,5/5,0/0,6/11,0,11,11,3,3,5,0,2,6,22
El Salvador,Costa Rica,84,79,2403,24,Emily Michelle Tevez Moran,31:18,15,5/12,3/6,2/6,3/4,2,1,3,2,2,2,2,0,7,12
El Salvador,Costa Rica,84,79,2403,77,Maria Eugenia Mendez Galvez,18:01,6,2/5,0/1,2/4,0/0,1,2,3,3,1,2,0,0,2,7
US Virgin Islands,Costa Rica,81,51,2503,4,Taylor Dominique Jones,20:13,25,9/14,5/8,4/6,3/6,4,3,7,0,2,1,0,0,13,23
US Virgin Islands,Costa Rica,81,51,2503,5,Brittney Kevia Matthew,14:08,11,3/11,1/4,2/7,3/4,0,1,1,1,0,2,2,0,9,4
US Virgin Islands,Costa Rica,81,51,2503,6,Akia Akeba Frett,19:56,4,0/4,0/2,0/2,4/4,4,6,10,2,0,3,1,0,13,10
