country,vs,team_score,vs_score,date,#,Players,Min,Pts,FG,2Pts,3Pts,FT,OREB,DREB,REB,AST,PF,TO,STL,BLK,+/-,EFF
Mozambique,Canada,54,69,2709,4,Valerdina Manhonga,12:33,3,1/2,0/1,1/1,0/0,0,0,0,1,0,1,0,0,-6,2
Mozambique,Canada,54,69,2709,5,Deolinda Ngulela,33:44,13,4/17,1/6,3/11,2/2,0,1,1,6,1,7,1,0,-15,1
Mozambique,Canada,54,69,2709,6,Ana Flavia De Azinheira,02:54,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,1,0
Mozambique,Canada,54,69,2709,7,Anabela Cossa,24:38,9,4/11,3/4,1/7,0/0,0,3,3,2,3,0,0,0,-11,7
Mozambique,Canada,54,69,2709,8,Ilda Chambe,10:53,0,0/0,0/0,0/0,0/0,0,0,0,0,1,1,0,0,-8,-1
Mozambique,Canada,54,69,2709,10,Filomena Micato,09:05,4,1/2,1/1,0/1,2/2,0,1,1,1,1,2,0,0,2,3
Mozambique,Canada,54,69,2709,11,Leia Dongue,28:43,10,4/13,3/11,1/2,1/1,4,6,10,1,3,3,0,0,-12,9
Mozambique,Canada,54,69,2709,12,Rute Muianga,22:49,14,5/7,1/3,4/4,0/0,0,4,4,1,4,2,0,0,-3,15
Mozambique,Canada,54,69,2709,14,Odélia Mafanela,29:48,0,0/4,0/4,0/0,0/0,2,5,7,0,0,2,1,0,-11,2
Mozambique,Canada,54,69,2709,15,Deolinda Gimo,24:53,1,0/2,0/2,0/0,1/2,2,3,5,1,4,1,0,0,-12,3
Canada,Mozambique,69,54,2709,4,Miah-Marie Langlois,24:21,11,4/5,1/1,3/4,0/0,1,4,5,0,4,3,1,0,16,13
Canada,Mozambique,69,54,2709,5,Kia Nurse,23:25,9,4/10,3/5,1/5,0/2,1,1,2,2,2,0,1,0,10,6
Canada,Mozambique,69,54,2709,6,Shona Thorburn,19:02,0,0/2,0/0,0/2,0/0,0,2,2,3,0,2,3,2,-7,6
Canada,Mozambique,69,54,2709,7,Courtnay Pilypaitis,09:10,8,3/4,1/2,2/2,0/0,0,0,0,4,1,0,0,1,13,12
Canada,Mozambique,69,54,2709,8,Kim Gaucher,27:46,11,4/10,3/5,1/5,2/2,1,6,7,0,1,0,0,1,5,13
Canada,Mozambique,69,54,2709,9,Miranda Ayim,20:54,4,2/9,2/9,0/0,0/0,5,2,7,4,4,1,0,2,1,9
Canada,Mozambique,69,54,2709,10,Nirra Fields,06:25,1,0/3,0/2,0/1,1/2,1,0,1,0,0,1,1,1,-5,-1
Canada,Mozambique,69,54,2709,11,Katherine Plouffe,16:36,6,3/5,3/5,0/0,0/0,0,3,3,2,2,1,0,2,19,10
Canada,Mozambique,69,54,2709,12,Lizanne Murphy,16:39,5,2/4,1/2,1/2,0/0,0,2,2,4,0,0,1,1,21,11
Canada,Mozambique,69,54,2709,13,Tamara Tatham,27:02,11,4/7,4/7,0/0,3/5,1,3,4,2,1,0,0,0,3,12
Canada,Mozambique,69,54,2709,14,Krysten Boogaard,02:30,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,-5,0
Canada,Mozambique,69,54,2709,15,Michelle Plouffe,06:10,3,1/3,0/1,1/2,0/0,0,1,1,0,0,3,0,0,4,-1
Cuba,Australia,57,90,2709,4,Fransy Ochoa,07:00,0,0/1,0/1,0/0,0/0,0,0,0,0,1,0,0,0,-15,-1
Cuba,Australia,57,90,2709,5,Ineidis Casanova,13:32,0,0/6,0/1,0/5,0/0,0,0,0,3,2,1,0,0,-18,-4
Cuba,Australia,57,90,2709,6,Anisleidy Galindo,10:02,0,0/1,0/1,0/0,0/0,0,3,3,0,3,1,0,0,-3,1
Cuba,Australia,57,90,2709,7,Oyanaisy Gelis,31:17,6,0/11,0/9,0/2,6/8,2,0,2,2,1,5,0,0,-24,-8
Cuba,Australia,57,90,2709,8,Arlenys Romero,17:14,8,3/7,1/3,2/4,0/0,0,0,0,2,3,2,0,0,-10,4
