country,vs,team_score,vs_score,date,#,Players,Min,Pts,FG,2Pts,3Pts,FT,OREB,DREB,REB,AST,PF,TO,STL,BLK,+/-,EFF
Australia,Guam,144,9,1908,4,Kate Deeble,24:22,16,7/14,7/10,0/4,2/3,3,5,8,2,2,4,1,2,70,17
Australia,Guam,144,9,1908,6,Jade Melbourne,15:38,6,3/4,3/4,0/0,0/0,0,2,2,5,0,0,2,0,65,14
Australia,Guam,144,9,1908,7,Charlise Dunn,17:31,4,2/3,2/3,0/0,0/0,0,1,1,0,2,0,0,0,49,4
Australia,Guam,144,9,1908,8,Shaneice Swain,20:29,21,9/11,6/6,3/5,0/0,1,2,3,8,1,1,5,0,78,34
Australia,Guam,144,9,1908,9,Neferatali Notoa,23:18,13,6/7,5/6,1/1,0/0,2,1,3,0,1,1,1,0,68,15
Australia,Guam,144,9,1908,10,Gemma Potter,16:42,15,7/10,6/8,1/2,0/0,3,2,5,1,0,0,5,0,67,23
Australia,Guam,144,9,1908,11,Olivia Pollerd,20:44,20,9/13,7/10,2/3,0/0,4,2,6,1,1,1,2,0,80,24
Australia,Guam,144,9,1908,12,Paige Price,19:31,14,6/12,4/7,2/5,0/0,1,5,6,5,0,1,6,1,57,25
Australia,Guam,144,9,1908,13,Millie Prior,22:17,17,7/8,7/7,0/1,3/4,7,4,11,2,0,2,1,0,68,27
Australia,Guam,144,9,1908,15,Kelsey Rees,19:28,18,8/9,8/9,0/0,2/2,3,2,5,3,0,1,0,0,73,24
Guam,Australia,9,144,1908,0,Cori-Nicole Paulino,22:28,0,0/4,0/2,0/2,0/2,0,0,0,1,1,5,2,0,-85,-8
Guam,Australia,9,144,1908,1,Maria Taitano,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Guam,Australia,9,144,1908,2,Kirsten  Silva,19:04,0,0/8,0/3,0/5,0/0,1,1,2,0,0,7,0,0,-68,-13
Guam,Australia,9,144,1908,10,ANIAH  CRUZ,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Guam,Australia,9,144,1908,12,HALEY BANEZ,17:59,0,0/3,0/1,0/2,0/0,0,0,0,0,0,4,0,0,-45,-7
Guam,Australia,9,144,1908,20,MYKA TERLAJE,21:29,0,0/3,0/1,0/2,0/2,1,0,1,0,0,2,0,0,-75,-6
Guam,Australia,9,144,1908,22,Annika  Almario,26:00,0,0/1,0/1,0/0,0/0,0,0,0,0,0,4,0,0,-84,-5
Guam,Australia,9,144,1908,23,Oriana Villasoto Sevilla,21:26,2,1/3,1/2,0/1,0/0,1,0,1,0,0,6,0,0,-75,-5
Guam,Australia,9,144,1908,24,Maria Duenas,18:00,0,0/0,0/0,0/0,0/0,0,0,0,0,0,2,0,0,-54,-2
Guam,Australia,9,144,1908,29,Keiani Pangelinan,18:28,2,1/4,1/3,0/1,0/0,0,0,0,0,1,1,0,0,-75,-2
Guam,Australia,9,144,1908,30,Madison Borja,17:30,0,0/3,0/3,0/0,0/0,0,0,0,0,3,4,0,0,-58,-7
Guam,Australia,9,144,1908,55,Alana  Salas,17:36,5,2/5,1/1,1/4,0/0,0,0,0,0,0,4,1,0,-56,-1
New Zealand,Samoa,93,35,1908,4,Arielle Williams,22:04,17,7/14,4/8,3/6,0/0,3,3,6,3,2,2,2,0,35,19
New Zealand,Samoa,93,35,1908,5,Caitlin Ellen O'Connell,19:28,11,5/12,4/8,1/4,0/0,3,3,6,4,2,2,2,0,24,14
New Zealand,Samoa,93,35,1908,6,Parris Mason,16:45,4,2/7,2/6,0/1,0/0,0,4,4,3,0,2,3,0,17,7
New Zealand,Samoa,93,35,1908,8,Chynelle Miritia Marama,17:27,4,2/7,2/3,0/4,0/0,1,5,6,5,0,1,0,0,22,9
New Zealand,Samoa,93,35,1908,9,Emilee Bree Tahata,18:40,6,3/8,3/8,0/0,0/0,4,2,6,3,3,2,1,0,28,9
New Zealand,Samoa,93,35,1908,10,Ashlee Strawbridge,22:22,8,3/5,3/4,0/1,2/2,2,4,6,4,2,1,4,0,35,19
New Zealand,Samoa,93,35,1908,12,Ella Paleaae Cook,13:59,10,4/12,2/6,2/6,0/0,4,1,5,1,1,2,0,1,27,7
New Zealand,Samoa,93,35,1908,15,Sophie Adams,12:16,5,2/6,2/6,0/0,1/2,2,5,7,1,2,1,2,0,14,9
New Zealand,Samoa,93,35,1908,18,Jessica Jean Moors,17:27,2,1/6,1/4,0/2,0/2,1,0,1,1,1,1,6,0,27,2
New Zealand,Samoa,93,35,1908,21,Olivia Williams,19:11,16,6/12,2/6,4/6,0/0,2,2,4,3,3,0,2,0,39,19
New Zealand,Samoa,93,35,1908,27,Rochelle Fourie,13:19,6,3/4,3/4,0/0,0/0,0,2,2,0,4,1,0,0,11,6
New Zealand,Samoa,93,35,1908,33,Hannah Louise Matehaere,07:02,4,2/3,2/3,0/0,0/0,1,1,2,0,0,0,0,0,11,5
Samoa,New Zealand,35,93,1908,6,Tasiaelasilelagi  Stowers,14:07,3,1/5,1/5,0/0,1/1,1,0,1,1,0,0,0,0,-22,1
Samoa,New Zealand,35,93,1908,9,J'adore  Limu Quarter,17:23,2,1/3,1/3,0/0,0/1,1,1,2,0,0,2,1,0,-15,0
Samoa,New Zealand,35,93,1908,10,Kalista Niu,29:11,2,1/16,1/14,0/2,0/2,2,5,7,2,1,5,0,0,-39,-11
Samoa,New Zealand,35,93,1908,11,Jana Taufua,25:20,6,2/7,1/5,1/2,1/2,0,2,2,2,1,3,3,1,-30,5
Samoa,New Zealand,35,93,1908,12,Shaylee Coulter-Faamafu,29:12,11,4/7,2/5,2/2,1/4,1,8,9,0,3,2,0,0,-46,12
Samoa,New Zealand,35,93,1908,13,Tyla  Fautua,11:54,0,0/2,0/2,0/0,0/0,1,2,3,0,0,2,0,0,-8,-1
Samoa,New Zealand,35,93,1908,14,Nive Lale,23:24,1,0/2,0/2,0/0,1/2,1,4,5,0,0,5,0,0,-43,-2
Samoa,New Zealand,35,93,1908,16,D'Zaiah  Siu,08:55,2,0/0,0/0,0/0,2/2,0,1,1,1,0,0,0,0,-19,4
Samoa,New Zealand,35,93,1908,22,Lailani Brown,12:03,0,0/2,0/2,0/0,0/0,0,2,2,0,0,2,0,0,-24,-2
Samoa,New Zealand,35,93,1908,33,Charlize Lealiiee,28:30,8,3/7,2/6,1/1,1/3,1,3,4,1,3,11,1,0,-44,-3
Tahiti,Papua New Guinea,78,29,1908,4,Hauhere   Ching-Bellais,16:41,7,3/6,2/3,1/3,0/5,0,0,0,1,3,3,2,0,22,-1
