country,vs,team_score,vs_score,date,#,Players,Min,Pts,FG,2Pts,3Pts,FT,OREB,DREB,REB,AST,PF,TO,STL,BLK,+/-,EFF
Australia,Indonesia,96,28,2810,4,Jazmin Pamela Shelley,21:19,8,3/9,1/2,2/7,0/0,3,5,8,1,1,1,2,0,26,12
Australia,Indonesia,96,28,2810,5,Emma Clarke,17:16,11,4/12,4/11,0/1,3/6,2,1,3,2,0,1,2,1,37,7
Australia,Indonesia,96,28,2810,6,Juliva Malaeula Motuga,20:35,7,2/6,2/6,0/0,3/4,2,2,4,1,1,1,1,0,39,7
Australia,Indonesia,96,28,2810,7,Isabel Leigh Palmer,19:46,4,1/8,1/4,0/4,2/3,3,5,8,3,4,4,4,0,32,7
Australia,Indonesia,96,28,2810,8,Lily Scanlon,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Australia,Indonesia,96,28,2810,9,Nnenna Agnes  Emma-Nnopu,21:12,12,5/8,5/7,0/1,2/2,3,4,7,2,1,0,5,3,34,26
Australia,Indonesia,96,28,2810,10,Miela Goodchild,20:28,10,5/16,5/12,0/4,0/0,2,4,6,4,0,1,3,1,38,12
Australia,Indonesia,96,28,2810,11,Samantha Kate Simons,22:01,9,3/15,3/10,0/5,3/4,7,3,10,2,0,1,1,2,41,10
Australia,Indonesia,96,28,2810,12,Ashlee Hannan,16:55,10,3/7,2/6,1/1,3/4,5,1,6,1,4,2,1,2,17,13
Australia,Indonesia,96,28,2810,13,Kobe Hawea,16:52,5,2/3,2/3,0/0,1/2,2,3,5,2,2,2,3,0,29,11
Australia,Indonesia,96,28,2810,15,Isobel Anne Anstey,23:31,20,9/15,9/14,0/1,2/6,8,4,12,2,2,0,4,0,47,28
Indonesia,Australia,28,96,2810,1,Jasmine Isabelle,09:57,2,1/3,1/3,0/0,0/0,0,1,1,1,2,1,0,0,-11,1
Indonesia,Australia,28,96,2810,2,Nia Titin Sulistyarini,07:13,3,1/2,1/1,0/1,1/2,0,2,2,0,1,1,0,0,-9,2
Indonesia,Australia,28,96,2810,7,Leonita Angela Suwanto,23:55,2,0/8,0/3,0/5,2/2,1,1,2,0,3,7,1,0,-40,-10
Indonesia,Australia,28,96,2810,9,Audy Natazia Christy Thoe,20:44,0,0/7,0/2,0/5,0/0,0,2,2,0,2,2,1,0,-43,-6
Indonesia,Australia,28,96,2810,10,Nikita Ferliana,02:51,0,0/1,0/0,0/1,0/0,0,0,0,0,0,1,0,0,-6,-2
Indonesia,Australia,28,96,2810,11,Faizzatus Shoimah,23:19,8,3/9,2/6,1/3,1/2,1,3,4,0,4,1,1,0,-46,5
Indonesia,Australia,28,96,2810,12,Adelaide Callista Wongsohardjo,30:25,3,1/5,1/2,0/3,1/2,1,3,4,3,4,10,1,0,-47,-4
Indonesia,Australia,28,96,2810,14,Mario Leony Alvaretta,14:05,2,1/6,1/5,0/1,0/0,2,5,7,0,2,2,0,0,-24,2
Indonesia,Australia,28,96,2810,16,Husna Aulia Latifah,16:51,4,2/4,2/4,0/0,0/0,0,2,2,0,3,2,0,0,-21,2
Indonesia,Australia,28,96,2810,17,Tricia Mary Aoijs,30:30,4,2/10,2/9,0/1,0/0,0,3,3,1,1,3,1,0,-56,-2
Indonesia,Australia,28,96,2810,18,Jesslyn Angelique Aritonang,18:53,0,0/4,0/4,0/0,0/0,0,0,0,1,1,3,1,0,-33,-5
Indonesia,Australia,28,96,2810,24,Sabrina Ayu Sandewang,01:13,0,0/0,0/0,0/0,0/0,0,0,0,1,0,0,0,0,-4,1
China,Malaysia,102,28,2810,4,Ming Zheng,18:03,8,3/8,2/3,1/5,1/2,0,4,4,4,0,0,0,1,30,11
China,Malaysia,102,28,2810,5,Yuan Li,06:01,2,1/2,1/1,0/1,0/0,0,3,3,2,0,0,0,0,16,6
China,Malaysia,102,28,2810,6,Zhuo Ya Fang,08:16,1,0/1,0/0,0/1,1/2,0,1,1,3,1,0,1,0,16,4
China,Malaysia,102,28,2810,7,Bingzhen Li,25:43,5,2/4,1/1,1/3,0/0,0,5,5,1,1,1,2,0,42,10
China,Malaysia,102,28,2810,8,Dandan Zhu,21:56,11,4/11,1/5,3/6,0/0,5,0,5,3,0,1,4,0,44,15
China,Malaysia,102,28,2810,9,Shuyu Yang,16:22,4,2/9,2/3,0/6,0/0,1,2,3,4,0,1,0,1,34,4
China,Malaysia,102,28,2810,10,Ziting Tang,19:15,6,3/9,3/9,0/0,0/0,6,6,12,3,0,0,0,0,35,15
China,Malaysia,102,28,2810,11,Mingling Chen,23:13,19,8/15,8/15,0/0,3/8,10,11,21,1,0,0,1,1,46,31
China,Malaysia,102,28,2810,12,Yuyan Li,18:08,17,7/11,5/8,2/3,1/2,2,1,3,1,0,1,1,2,43,18
China,Malaysia,102,28,2810,14,Kun Huang,17:28,4,2/6,2/3,0/3,0/0,2,1,3,2,0,1,1,0,28,5
China,Malaysia,102,28,2810,15,Yutong Liu,09:28,17,8/11,8/11,0/0,1/2,5,2,7,0,1,1,0,1,21,20
China,Malaysia,102,28,2810,16,Jiajin Yu,16:04,8,3/15,3/14,0/1,2/2,7,2,9,2,2,2,0,2,15,7
