country,vs,team_score,vs_score,date,#,Players,Min,Pts,FG,2Pts,3Pts,FT,OREB,DREB,REB,AST,PF,TO,STL,BLK,+/-,EFF
Senegal,Guinea,105,39,1808,4,Oumoul Thiam,13:55,13,5/5,2/2,3/3,0/0,0,1,1,3,3,0,0,0,21,17
Senegal,Guinea,105,39,1808,5,Aya Traore,25:40,17,6/12,5/9,1/3,4/6,1,2,3,0,0,1,2,0,45,13
Senegal,Guinea,105,39,1808,6,Oumoul Khairy Sarr,19:16,7,3/4,3/4,0/0,1/1,0,5,5,7,2,1,1,0,28,18
Senegal,Guinea,105,39,1808,8,Diodio Diouf,23:59,2,1/7,1/5,0/2,0/0,0,4,4,8,1,1,5,0,39,12
Senegal,Guinea,105,39,1808,9,Ndèye Sène,16:00,6,2/3,0/1,2/2,0/0,0,2,2,3,1,1,2,0,27,11
Senegal,Guinea,105,39,1808,10,Astou Traore,25:15,26,12/15,12/13,0/2,2/3,1,1,2,1,2,3,1,0,46,23
Senegal,Guinea,105,39,1808,11,Aminata Fall,09:16,6,2/5,2/5,0/0,2/2,1,2,3,0,2,1,0,1,19,6
Senegal,Guinea,105,39,1808,12,Mame Marie Sy Diop,25:05,16,7/8,6/7,1/1,1/1,0,2,2,4,1,0,0,0,42,21
Senegal,Guinea,105,39,1808,13,Sokhna Sy,14:44,7,2/3,2/3,0/0,3/4,1,0,1,2,4,2,0,0,20,6
Senegal,Guinea,105,39,1808,14,Ramata Daou,14:16,3,1/3,1/3,0/0,1/2,0,7,7,0,2,2,0,3,21,8
Senegal,Guinea,105,39,1808,15,Aicha Sidibe,12:28,2,0/2,0/2,0/0,2/2,4,3,7,0,1,2,1,2,22,8
Guinea,Senegal,39,105,1808,4,Aminata Sylla,13:41,0,0/1,0/1,0/0,0/0,0,1,1,1,3,1,3,0,-14,3
Guinea,Senegal,39,105,1808,5,Aicha Dallo Mara,23:20,3,1/10,1/8,0/2,1/4,2,1,3,0,3,1,2,0,-46,-5
Guinea,Senegal,39,105,1808,6,Fanta Soumah,20:00,4,1/4,0/3,1/1,1/2,1,0,1,1,0,4,0,0,-36,-2
Guinea,Senegal,39,105,1808,7,Khady Mbaye,29:47,9,3/9,1/4,2/5,1/2,0,3,3,0,0,3,0,0,-58,2
Guinea,Senegal,39,105,1808,8,Fatima Sacko,17:40,1,0/5,0/2,0/3,1/3,1,2,3,3,1,3,2,0,-17,-1
Guinea,Senegal,39,105,1808,10,Aissata Bangoura,03:57,0,0/0,0/0,0/0,0/0,0,1,1,1,1,1,0,0,-5,1
Guinea,Senegal,39,105,1808,11,Fanta Bérété,09:35,4,2/3,2/3,0/0,0/0,0,1,1,0,2,1,0,0,-12,3
Guinea,Senegal,39,105,1808,12,Fatou Bah,28:20,7,1/9,1/6,0/3,5/8,1,1,2,0,1,4,0,0,-41,-6
Guinea,Senegal,39,105,1808,13,Nadia Peruch Niang,20:13,0,0/6,0/1,0/5,0/0,0,1,1,2,2,1,0,0,-44,-4
Guinea,Senegal,39,105,1808,14,Angeline Keita,11:59,6,3/6,3/6,0/0,0/0,1,1,2,0,3,0,1,0,-10,6
Guinea,Senegal,39,105,1808,15,Simone Keita,21:21,5,2/4,2/4,0/0,1/2,1,1,2,1,2,0,0,0,-47,5
Dem.Rep. of Congo,Egypt,72,99,1808,4,Ginette Mfutila Makiese,03:08,1,0/1,0/0,0/1,1/2,0,0,0,0,0,0,0,0,-9,-1
Dem.Rep. of Congo,Egypt,72,99,1808,5,Yvonne Bilonda Ntumba,27:05,12,3/9,1/3,2/6,4/5,4,1,5,2,2,0,0,0,-25,12
Dem.Rep. of Congo,Egypt,72,99,1808,6,Naura Bombolo Balongya,22:44,6,2/6,0/2,2/4,0/2,0,0,0,2,4,3,0,0,-13,-1
Dem.Rep. of Congo,Egypt,72,99,1808,7,Jeanine Kapinga Kalombo,31:35,6,2/12,2/12,0/0,2/5,2,4,6,2,1,2,0,0,-16,-1
Dem.Rep. of Congo,Egypt,72,99,1808,8,Cecile Mukoso Nyoka,18:10,6,3/6,3/5,0/1,0/2,1,0,1,1,2,1,1,0,-4,3
Dem.Rep. of Congo,Egypt,72,99,1808,9,Natacha Mambengya Teba,17:15,2,1/5,1/4,0/1,0/0,1,3,4,4,2,4,0,0,-14,2
Dem.Rep. of Congo,Egypt,72,99,1808,10,Ortice Kabobo Haongi,13:18,11,3/5,3/5,0/0,5/8,2,6,8,2,2,0,1,0,7,17
Dem.Rep. of Congo,Egypt,72,99,1808,11,Mireille Mbiya Tshiyoyo,03:31,0,0/2,0/1,0/1,0/0,0,0,0,0,0,2,0,0,-8,-4
Dem.Rep. of Congo,Egypt,72,99,1808,12,Mireille Muganza Nyota,21:55,12,6/9,6/9,0/0,0/2,3,9,12,1,4,3,1,1,-21,19
Dem.Rep. of Congo,Egypt,72,99,1808,13,Christelle Ngusu Mafuta,21:04,8,4/13,4/13,0/0,0/2,2,7,9,3,4,0,1,0,1,10
Dem.Rep. of Congo,Egypt,72,99,1808,14,Mudju Bernadette Ngoyisa,05:02,0,0/0,0/0,0/0,0/0,0,2,2,0,2,2,0,0,-12,0
Dem.Rep. of Congo,Egypt,72,99,1808,15,Chanel Mokango Modiri,15:07,8,4/9,4/8,0/1,0/2,2,2,4,1,1,1,1,0,-21,6
Egypt,Dem.Rep. of Congo,99,72,1808,4,Manar Youssef,06:07,2,1/4,1/3,0/1,0/0,0,2,2,0,0,0,1,0,7,2
Egypt,Dem.Rep. of Congo,99,72,1808,5,Nouralla Abdelalim,11:39,8,4/7,4/7,0/0,0/0,1,3,4,1,3,1,0,1,18,10
Egypt,Dem.Rep. of Congo,99,72,1808,8,Soraia Deghady,33:06,33,11/18,5/7,6/11,5/5,0,3,3,2,2,1,1,0,26,31
Egypt,Dem.Rep. of Congo,99,72,1808,9,Reem AWAD,21:07,9,3/9,2/5,1/4,2/6,0,1,1,2,2,1,1,0,2,2
Egypt,Dem.Rep. of Congo,99,72,1808,11,Radwa Sherif,15:28,10,2/8,2/8,0/0,6/6,1,4,5,0,3,1,0,0,8,8
Egypt,Dem.Rep. of Congo,99,72,1808,12,Rana Abdelfattah,05:59,3,1/2,0/1,1/1,0/0,0,1,1,0,3,1,0,0,8,2
Egypt,Dem.Rep. of Congo,99,72,1808,14,Menatalla Awad,22:34,13,5/7,5/7,0/0,3/7,2,4,6,0,0,1,2,0,10,14
Egypt,Dem.Rep. of Congo,99,72,1808,18,Asrar Bakr,03:31,2,0/0,0/0,0/0,2/2,0,0,0,0,0,1,1,0,10,2
Egypt,Dem.Rep. of Congo,99,72,1808,41,Hala Elshaarawy,33:46,9,4/11,3/10,1/1,0/1,1,7,8,4,2,1,2,2,30,16
Egypt,Dem.Rep. of Congo,99,72,1808,49,Meral Abdelgawad,14:42,5,2/4,2/4,0/0,1/2,2,0,2,2,3,3,1,0,8,4
Egypt,Dem.Rep. of Congo,99,72,1808,69,Mai Helwa,31:56,5,2/9,2/7,0/2,1/2,4,9,13,3,3,0,0,3,8,16
Cote d'Ivoire,CAF,104,57,1808,4,Mamiky Cisse,27:40,17,5/10,1/3,4/7,3/4,0,6,6,0,2,0,3,2,38,22
Cote d'Ivoire,CAF,104,57,1808,5,Awa Kone,07:52,2,1/3,1/3,0/0,0/2,0,0,0,0,1,1,0,0,12,-3
Cote d'Ivoire,CAF,104,57,1808,6,Abiba Kone,25:57,18,4/9,4/8,0/1,10/16,1,0,1,8,4,2,1,0,21,15
Cote d'Ivoire,CAF,104,57,1808,8,Blandine N'Goran,08:57,4,2/3,2/3,0/0,0/0,1,2,3,0,4,0,0,0,9,6
Cote d'Ivoire,CAF,104,57,1808,9,Edwige Djedjemel,19:07,3,0/3,0/3,0/0,3/4,2,0,2,2,3,1,0,0,22,2
Cote d'Ivoire,CAF,104,57,1808,10,Kani Kouyate,20:35,6,1/7,1/5,0/2,4/4,2,0,2,3,4,2,4,0,31,7
Cote d'Ivoire,CAF,104,57,1808,11,Amandine Kouakou,16:44,6,3/9,3/9,0/0,0/0,2,2,4,0,4,4,0,0,18,0
Cote d'Ivoire,CAF,104,57,1808,12,Irène Bognini,22:00,7,2/8,1/5,1/3,2/4,0,2,2,3,2,3,4,0,21,5
Cote d'Ivoire,CAF,104,57,1808,13,Kariata Diaby,13:23,15,5/6,4/5,1/1,4/6,1,1,2,1,1,0,1,1,18,17
Cote d'Ivoire,CAF,104,57,1808,14,Mariama Kouyate,20:40,14,4/10,4/7,0/3,6/7,5,3,8,5,2,0,4,1,33,25
Cote d'Ivoire,CAF,104,57,1808,15,Minata Fofana,16:58,12,5/9,5/9,0/0,2/4,4,4,8,1,3,2,0,1,12,14
CAF,Cote d'Ivoire,57,104,1808,4,Keitia Kalene,18:48,11,2/8,1/6,1/2,6/11,0,3,3,0,4,4,0,0,-33,-1
CAF,Cote d'Ivoire,57,104,1808,5,Nina Koumba,25:27,0,0/4,0/4,0/0,0/2,1,2,3,0,3,2,1,0,-26,-4
CAF,Cote d'Ivoire,57,104,1808,6,Debora Eyene,18:39,6,2/3,2/2,0/1,2/4,2,1,3,0,4,2,2,0,3,6
CAF,Cote d'Ivoire,57,104,1808,7,Princesse M'Baye Ndack,10:25,1,0/3,0/2,0/1,1/2,2,1,3,0,4,0,0,0,-18,0
CAF,Cote d'Ivoire,57,104,1808,8,Abety Imbangueret II,36:27,22,8/14,8/14,0/0,6/10,6,6,12,1,4,6,1,0,-46,20
CAF,Cote d'Ivoire,57,104,1808,9,Hortencia Yamalet,03:46,0,0/1,0/1,0/0,0/0,0,0,0,1,0,0,0,0,-8,0
CAF,Cote d'Ivoire,57,104,1808,10,Claudie Yagba Kokito,20:38,4,2/11,2/9,0/2,0/0,1,2,3,0,2,6,0,0,-26,-8
CAF,Cote d'Ivoire,57,104,1808,11,Esthelle Gaombalet,11:18,3,1/2,1/2,0/0,1/1,0,1,1,1,4,2,0,0,-21,2
CAF,Cote d'Ivoire,57,104,1808,12,Gabriella Guegbelet,30:22,5,1/2,1/2,0/0,3/6,2,6,8,0,3,2,1,0,-47,8
CAF,Cote d'Ivoire,57,104,1808,13,Chancella Derebona-Ngaïsset,00:44,0,0/1,0/1,0/0,0/0,0,0,0,0,1,0,0,0,0,-1
CAF,Cote d'Ivoire,57,104,1808,14,Isabelle Djel,16:41,2,0/1,0/1,0/0,2/2,1,2,3,0,2,2,1,0,-12,3
CAF,Cote d'Ivoire,57,104,1808,15,Patricia Ngbonga,06:38,3,1/4,1/4,0/0,1/2,4,0,4,0,5,2,0,0,-1,1
Angola,Cameroon,78,56,1808,1,Italee Lucas,30:43,28,9/19,2/7,7/12,3/6,1,5,6,2,0,4,1,0,11,20
Angola,Cameroon,78,56,1808,2,Rosa Gala,08:00,4,2/2,2/2,0/0,0/0,0,3,3,0,1,1,0,0,5,6
Angola,Cameroon,78,56,1808,3,Clarisse Mpaka,27:59,8,4/7,4/6,0/1,0/0,1,3,4,0,1,1,0,0,17,8
Angola,Cameroon,78,56,1808,4,Fineza Eusébio,09:56,2,0/3,0/2,0/1,2/2,0,3,3,0,2,0,0,0,6,2
Angola,Cameroon,78,56,1808,5,Artémis Afonso,04:17,0,0/0,0/0,0/0,0/0,0,0,0,1,1,0,0,0,4,1
Angola,Cameroon,78,56,1808,6,Felizarda Jorge,26:19,10,2/4,0/1,2/3,4/4,0,2,2,3,2,0,0,0,13,13
Angola,Cameroon,78,56,1808,7,Whitney Miguel,12:55,4,2/2,2/2,0/0,0/2,1,2,3,1,4,0,0,0,14,6
Angola,Cameroon,78,56,1808,10,Sonia Ndoniema,08:37,3,1/2,1/2,0/0,1/4,0,0,0,0,0,0,0,0,6,-1
Angola,Cameroon,78,56,1808,11,Luisa Tomas,16:42,4,1/3,1/3,0/0,2/2,1,3,4,1,2,1,0,1,9,7
Angola,Cameroon,78,56,1808,14,Ana Goncalves,08:50,0,0/1,0/1,0/0,0/0,1,0,1,2,1,1,0,1,9,2
Angola,Cameroon,78,56,1808,15,Ngiendula Filipe,27:15,10,3/8,3/8,0/0,4/4,0,3,3,1,2,2,2,1,18,10
Angola,Cameroon,78,56,1808,20,Cristina Matiquite,18:17,5,1/3,1/3,0/0,3/4,3,1,4,0,1,2,0,0,-3,4
Cameroon,Angola,56,78,1808,4,Linda Mba Minna,03:33,0,0/1,0/1,0/0,0/0,0,0,0,0,0,1,0,0,-7,-2
Cameroon,Angola,56,78,1808,5,Priscilla Mbiandja,20:59,6,1/7,1/6,0/1,4/4,0,4,4,2,3,0,2,0,-16,8
Cameroon,Angola,56,78,1808,6,Anne Marie Assena,07:01,0,0/3,0/1,0/2,0/0,0,0,0,0,1,0,1,0,-9,-2
Cameroon,Angola,56,78,1808,7,Rose Abenkou,06:57,5,2/4,2/4,0/0,1/1,2,1,3,1,1,0,0,0,7,7
Cameroon,Angola,56,78,1808,8,Marie Ange Mfoula,25:27,7,3/9,2/5,1/4,0/0,0,2,2,0,1,1,0,0,-24,2
Cameroon,Angola,56,78,1808,9,Ramses Lonlack,34:40,8,4/14,4/11,0/3,0/2,2,2,4,4,2,3,1,0,-17,2
Cameroon,Angola,56,78,1808,10,Tia Weledji,23:46,10,3/9,2/5,1/4,3/4,0,2,2,1,0,0,0,0,3,6
Cameroon,Angola,56,78,1808,11,Angi Ramey,23:21,4,1/2,1/2,0/0,2/6,5,4,9,0,3,0,1,0,-21,9
Cameroon,Angola,56,78,1808,12,Achiri Ade,25:47,6,3/11,3/9,0/2,0/0,0,3,3,0,3,1,0,0,-16,0
Cameroon,Angola,56,78,1808,13,Nelly Tchasi,15:26,9,4/6,3/4,1/2,0/1,0,3,3,0,1,0,0,0,1,9
Cameroon,Angola,56,78,1808,14,Catherine Ghane Yenou,03:15,0,0/0,0/0,0/0,0/0,0,1,1,1,1,0,1,1,-2,4
Cameroon,Angola,56,78,1808,15,Amandine Ebogo Fabo,09:40,1,0/1,0/1,0/0,1/2,1,2,3,1,3,0,0,0,-9,3
Mali,Tunisia,86,48,1808,4,Nassira Traore,19:12,12,5/10,5/9,0/1,2/2,1,4,5,2,0,0,0,0,30,14
Mali,Tunisia,86,48,1808,5,Aissata Maiga,13:40,2,1/4,1/4,0/0,0/0,1,0,1,0,0,3,0,0,-2,-3
Mali,Tunisia,86,48,1808,7,Fatoumata Bagayoko,12:22,0,0/5,0/0,0/5,0/0,0,1,1,3,3,1,0,0,10,-2
Mali,Tunisia,86,48,1808,8,Touty Gandega,18:54,2,1/5,1/2,0/3,0/0,0,1,1,3,2,1,1,0,24,2
Mali,Tunisia,86,48,1808,10,Kankou Coulibaly,19:17,12,3/10,3/6,0/4,6/6,6,5,11,2,2,2,3,0,6,19
Mali,Tunisia,86,48,1808,13,Meiya Tirera,20:42,14,4/7,3/4,1/3,5/8,1,3,4,3,2,1,1,0,32,15
Mali,Tunisia,86,48,1808,14,Mariam Coulibaly,15:23,4,2/6,2/6,0/0,0/0,2,2,4,2,2,4,0,0,11,2
Mali,Tunisia,86,48,1808,15,Naignouma Coulibaly,18:21,17,7/9,7/9,0/0,3/4,2,5,7,0,3,3,3,1,24,22
Mali,Tunisia,86,48,1808,17,Minata Keita,10:35,6,2/3,2/3,0/0,2/2,2,2,4,0,1,1,0,0,-3,8
Mali,Tunisia,86,48,1808,30,Astan Dabo,14:48,6,3/4,3/4,0/0,0/0,2,6,8,1,2,3,0,2,6,13
Mali,Tunisia,86,48,1808,77,Kouta Camara,15:50,2,1/3,1/3,0/0,0/0,0,2,2,3,1,1,0,0,14,4
