country,vs,team_score,vs_score,date,#,Players,Min,Pts,FG,2Pts,3Pts,FT,OREB,DREB,REB,AST,PF,TO,STL,BLK,+/-,EFF
Brazil,USA,61,76,1411,2,Lays Da Silva,16:19,0,0/3,0/2,0/1,0/0,1,1,2,1,2,3,3,0,-17,0
Brazil,USA,61,76,1411,3,Isabela Ramona,15:48,5,1/2,0/1,1/1,2/2,0,1,1,3,0,3,1,0,-10,6
Brazil,USA,61,76,1411,5,Rapha Monteiro,12:36,8,3/4,3/4,0/0,2/2,0,0,0,0,0,1,0,0,-8,6
Brazil,USA,61,76,1411,7,Patty Teixeira,25:27,5,2/8,1/4,1/4,0/0,0,1,1,5,0,1,1,0,-4,5
Brazil,USA,61,76,1411,8,Tainá Paixão,14:27,2,0/1,0/0,0/1,2/2,0,1,1,0,2,3,0,0,-1,-1
Brazil,USA,61,76,1411,10,Tati Pacheco,13:39,0,0/2,0/1,0/1,0/0,0,1,1,0,1,0,0,0,-10,-1
Brazil,USA,61,76,1411,11,Clarissa  Dos Santos,10:10,5,2/5,2/5,0/0,1/2,0,3,3,0,5,2,2,0,-5,4
Brazil,USA,61,76,1411,12,Damiris Dantas,27:19,11,4/9,2/5,2/4,1/2,0,4,4,2,2,8,5,1,3,9
Brazil,USA,61,76,1411,14,Erika De Souza,21:32,11,5/6,5/6,0/0,1/2,3,9,12,1,1,2,3,1,-15,24
Brazil,USA,61,76,1411,18,Débora Costa,23:41,10,4/9,2/4,2/5,0/0,0,1,1,5,4,2,0,1,2,10
Brazil,USA,61,76,1411,24,Stephanie Soares,09:00,4,1/2,1/2,0/0,2/2,0,1,1,0,0,0,1,0,4,5
Brazil,USA,61,76,1411,97,Mari Dias,10:02,0,0/1,0/0,0/1,0/0,0,2,2,0,1,0,0,0,-14,1
USA,Brazil,76,61,1411,5,Seimone Augustus,08:16,0,0/1,0/1,0/0,0/0,1,0,1,3,0,1,1,0,5,3
USA,Brazil,76,61,1411,6,Sue Bird,21:17,0,0/3,0/3,0/0,0/0,0,3,3,7,0,4,2,0,11,5
USA,Brazil,76,61,1411,9,A'Ja  Wilson,22:00,6,2/8,2/8,0/0,2/2,0,1,1,0,2,3,1,0,1,-1
USA,Brazil,76,61,1411,12,Diana Taurasi,16:33,6,2/3,0/0,2/3,0/0,0,2,2,3,2,2,2,1,9,11
USA,Brazil,76,61,1411,13,Sylvia Fowles,23:35,21,10/11,10/11,0/0,1/2,1,5,6,0,3,1,2,0,9,26
USA,Brazil,76,61,1411,16,Nneka Ogwumike,22:41,11,5/8,5/7,0/1,1/3,1,3,4,2,3,1,1,0,20,12
USA,Brazil,76,61,1411,17,Skylar Diggins,17:50,3,1/4,1/4,0/0,1/2,1,3,4,1,0,1,1,0,1,4
USA,Brazil,76,61,1411,18,Chelsea Gray,26:37,21,8/12,4/7,4/5,1/2,0,2,2,8,0,3,5,0,16,28
USA,Brazil,76,61,1411,22,Diamond De Shields,12:48,2,0/2,0/0,0/2,2/2,0,3,3,2,5,3,1,0,6,3
USA,Brazil,76,61,1411,24,Napheesa  Collier,11:44,3,1/2,1/2,0/0,1/1,0,3,3,1,0,1,1,0,0,6
USA,Brazil,76,61,1411,25,Kelsey Plum,07:24,3,1/3,1/2,0/1,1/1,0,0,0,1,1,1,0,0,0,1
USA,Brazil,76,61,1411,34,Arike Ogunbowale,09:15,0,0/2,0/1,0/1,0/0,0,0,0,0,0,1,0,0,-3,-3
Dominican Republic,Puerto Rico,58,108,1411,1,Cheisy Hernandez,18:02,7,3/10,2/7,1/3,0/0,1,1,2,0,2,1,2,0,-25,3
Dominican Republic,Puerto Rico,58,108,1411,2,Maria Marte,16:24,13,5/9,5/9,0/0,3/4,2,3,5,1,2,0,2,0,-1,16
Dominican Republic,Puerto Rico,58,108,1411,3,Yenifer Jimenez,18:22,6,2/5,1/3,1/2,1/3,0,1,1,1,2,3,2,0,-14,2
Dominican Republic,Puerto Rico,58,108,1411,4,Julady Zapata,08:11,2,0/2,0/1,0/1,2/2,0,1,1,0,0,4,1,0,-23,-2
Dominican Republic,Puerto Rico,58,108,1411,6,Ana De Los Angeles,12:17,0,0/1,0/1,0/0,0/0,0,1,1,2,3,0,1,0,-4,3
Dominican Republic,Puerto Rico,58,108,1411,7,Genesis Evangelista,24:13,6,3/6,3/5,0/1,0/0,2,2,4,2,2,5,1,0,-38,5
Dominican Republic,Puerto Rico,58,108,1411,8,Charlenny Frias,20:18,6,3/7,3/4,0/3,0/0,1,0,1,0,2,2,0,0,-26,1
Dominican Republic,Puerto Rico,58,108,1411,12,Marlem Caceres,12:01,2,0/2,0/2,0/0,2/2,2,3,5,0,5,2,1,0,-30,4
Dominican Republic,Puerto Rico,58,108,1411,13,Giocelis Reynoso,20:42,3,0/5,0/5,0/0,3/4,3,4,7,1,4,1,0,1,-21,5
Dominican Republic,Puerto Rico,58,108,1411,14,Yamile  Rodriguez,14:38,0,0/2,0/2,0/0,0/0,1,0,1,0,1,1,1,1,-18,0
Dominican Republic,Puerto Rico,58,108,1411,15,Sugeiry Monsac,20:57,11,3/8,3/6,0/2,5/7,2,5,7,1,1,8,1,0,-30,5
Dominican Republic,Puerto Rico,58,108,1411,23,Jennifer Ramirez,13:55,2,0/4,0/4,0/0,2/2,0,1,1,1,2,1,0,0,-20,-1
Puerto Rico,Dominican Republic,108,58,1411,0,Jennifer O'Neill,22:10,10,3/7,1/2,2/5,2/2,1,0,1,2,2,1,3,0,42,11
Puerto Rico,Dominican Republic,108,58,1411,3,Anushka Maldonado,17:36,17,4/5,1/1,3/4,6/6,1,1,2,0,3,2,3,3,14,22
Puerto Rico,Dominican Republic,108,58,1411,5,Pamela Rosado,18:54,16,5/8,1/3,4/5,2/2,0,0,0,6,2,1,2,0,34,20
Puerto Rico,Dominican Republic,108,58,1411,9,Ali Gibson,19:53,5,2/5,1/2,1/3,0/0,2,5,7,3,0,2,1,0,15,11
Puerto Rico,Dominican Republic,108,58,1411,10,Ashley Torres,11:37,5,1/2,0/1,1/1,2/2,0,2,2,2,3,3,0,0,0,5
Puerto Rico,Dominican Republic,108,58,1411,11,Sofia Roma,07:58,2,1/2,1/2,0/0,0/0,2,2,4,0,0,1,0,1,8,5
Puerto Rico,Dominican Republic,108,58,1411,12,Dayshalee Salaman,17:07,6,1/4,1/1,0/3,4/6,1,2,3,6,2,2,0,0,18,8
Puerto Rico,Dominican Republic,108,58,1411,20,Deanna Kuzmanic,11:23,9,3/3,0/0,3/3,0/0,0,0,0,1,0,1,0,0,11,9
Puerto Rico,Dominican Republic,108,58,1411,22,Daneichka Canales,13:10,4,1/6,0/4,1/2,1/2,0,1,1,0,1,0,0,0,1,-1
Puerto Rico,Dominican Republic,108,58,1411,24,Jazmon Gwathmey,18:31,7,3/4,2/2,1/2,0/0,1,1,2,1,2,2,1,0,32,8
Puerto Rico,Dominican Republic,108,58,1411,25,Isalys Quiñones,22:22,20,6/9,4/7,2/2,6/8,0,7,7,4,1,1,2,1,43,28
Puerto Rico,Dominican Republic,108,58,1411,28,Sabrina  Lozada-Cabbage,19:19,7,3/8,3/6,0/2,1/1,0,5,5,0,3,0,2,0,32,9
Colombia,Argentina,67,63,1411,4,Manuela Rios,36:54,13,4/14,4/9,0/5,5/9,0,1,1,6,3,10,2,0,1,-2
Colombia,Argentina,67,63,1411,5,Wendy Coy,00:51,0,0/1,0/1,0/0,0/0,0,0,0,0,0,0,0,0,-2,-1
Colombia,Argentina,67,63,1411,6,Yuliany Paz,15:12,4,2/5,2/5,0/0,0/0,2,3,5,0,5,4,1,0,-2,3
