country,vs,team_score,vs_score,date,#,Players,Min,Pts,FG,2Pts,3Pts,FT,OREB,DREB,REB,AST,PF,TO,STL,BLK,+/-,EFF
Fiji,Cook Islands,71,69,0807,4,Letava Whippy,36:54,13,6/15,6/15,0/0,1/1,6,8,14,1,2,3,2,0,4,18
Fiji,Cook Islands,71,69,0807,5,Kayla Mendez,32:38,6,1/8,0/2,1/6,3/4,1,5,6,0,4,2,0,1,-1,3
Fiji,Cook Islands,71,69,0807,6,Tiyana  Kainamoli,10:44,1,0/1,0/0,0/1,1/2,0,0,0,0,2,0,0,0,-3,-1
Fiji,Cook Islands,71,69,0807,7,Val Nainima,34:59,24,8/17,6/14,2/3,6/8,1,7,8,2,2,5,2,0,4,20
Fiji,Cook Islands,71,69,0807,8,Lini Katia,28:01,6,3/7,3/7,0/0,0/1,2,5,7,0,2,1,0,0,0,7
Fiji,Cook Islands,71,69,0807,9,Mili Koyamainavure,35:29,18,5/11,5/10,0/1,8/10,2,1,3,3,1,1,0,0,6,15
Fiji,Cook Islands,71,69,0807,10,Nowa Naivalurua,00:25,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Fiji,Cook Islands,71,69,0807,12,Estelle Kainamoli,06:44,1,0/1,0/1,0/0,1/2,0,1,1,0,1,0,0,0,-4,0
Fiji,Cook Islands,71,69,0807,13,Kalesi  Tawake,04:19,0,0/0,0/0,0/0,0/0,0,3,3,0,1,1,0,0,-2,2
Fiji,Cook Islands,71,69,0807,14,Vilisi Tavui,09:41,2,0/1,0/1,0/0,2/2,0,3,3,0,5,4,0,0,8,0
Fiji,Cook Islands,71,69,0807,15,Moana  Liebregts,00:06,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,-2,0
Cook Islands,Fiji,69,71,0807,2,Janet  Main,15:31,3,1/3,1/3,0/0,1/2,0,1,1,1,2,0,0,0,0,2
Cook Islands,Fiji,69,71,0807,5,Jasmine  Davis,30:10,4,1/6,1/4,0/2,2/10,2,8,10,2,1,1,1,0,-7,3
Cook Islands,Fiji,69,71,0807,6,Terai Sadler,34:22,6,3/6,3/5,0/1,0/0,1,4,5,1,4,2,2,0,-3,9
Cook Islands,Fiji,69,71,0807,7,Adoniah Lewis,09:52,7,3/6,2/2,1/4,0/0,0,3,3,0,3,0,0,0,-10,7
Cook Islands,Fiji,69,71,0807,9,Keziah Lewis,27:33,5,2/13,1/8,1/5,0/0,2,2,4,1,4,4,0,0,-7,-5
Cook Islands,Fiji,69,71,0807,10,Dalen  Pilitati,22:58,11,4/6,1/1,3/5,0/0,0,3,3,0,2,0,1,0,1,13
Cook Islands,Fiji,69,71,0807,11,Ajiah Pepe,30:45,12,5/12,4/7,1/5,1/1,0,2,2,3,5,3,3,0,1,10
