country,vs,team_score,vs_score,date,#,Players,Min,Pts,FG,2Pts,3Pts,FT,OREB,DREB,REB,AST,PF,TO,STL,BLK,+/-,EFF
Latvia,Canada,65,54,2007,4,Nikola Ozola,25:51,12,3/6,1/2,2/4,4/6,0,0,0,3,4,4,1,0,5,7
Latvia,Canada,65,54,2007,5,Elizabete Anna Zumenta,15:40,13,5/10,2/4,3/6,0/0,0,0,0,1,3,1,0,0,13,8
Latvia,Canada,65,54,2007,6,Klinta Dambrane,02:51,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,1,0,-3,1
Latvia,Canada,65,54,2007,7,Paula Klescova,22:38,4,1/5,1/4,0/1,2/2,1,1,2,5,4,1,0,0,15,6
Latvia,Canada,65,54,2007,8,Eva Indrike,13:45,4,2/4,2/3,0/1,0/0,0,0,0,0,3,0,1,0,-2,3
Latvia,Canada,65,54,2007,10,Laura Meldere,27:15,11,4/9,4/7,0/2,3/4,2,9,11,0,2,1,0,0,8,15
Latvia,Canada,65,54,2007,11,Mara Mote,25:36,13,3/11,1/7,2/4,5/9,1,4,5,4,3,3,4,0,8,11
Latvia,Canada,65,54,2007,13,Betija Rudzite,09:42,2,1/2,1/2,0/0,0/0,1,1,2,0,2,0,0,0,-6,3
Latvia,Canada,65,54,2007,14,Jete Katrina Nulle,22:44,4,1/4,1/2,0/2,2/2,1,1,2,3,1,3,2,0,12,5
Latvia,Canada,65,54,2007,15,Alise Markova,17:43,0,0/4,0/4,0/0,0/0,0,6,6,0,0,0,1,0,7,3
Latvia,Canada,65,54,2007,17,Kristiana Koltone,04:42,0,0/2,0/1,0/1,0/0,0,0,0,0,0,0,1,0,3,-1
Latvia,Canada,65,54,2007,19,Aleksa Purmale,11:34,2,1/2,1/2,0/0,0/0,1,0,1,1,2,0,2,0,-5,5
Canada,Latvia,54,65,2007,4,Sarah  Te- Biasu,18:42,2,0/7,0/4,0/3,2/2,0,2,2,0,3,3,3,0,-22,-3
Canada,Latvia,54,65,2007,5,Justina King,24:50,3,1/5,0/2,1/3,0/2,1,2,3,1,1,2,0,0,3,-1
Canada,Latvia,54,65,2007,6,Taya Hanson,27:23,10,4/11,3/7,1/4,1/1,0,1,1,2,2,6,0,0,-16,0
Canada,Latvia,54,65,2007,7,Micah Dennis,01:02,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,4,0
Canada,Latvia,54,65,2007,8,Roxane Makolo,09:00,0,0/1,0/1,0/0,0/0,0,1,1,0,1,1,0,0,-2,-1
Canada,Latvia,54,65,2007,9,Aaliyah Edwards,24:28,15,4/9,4/8,0/1,7/13,3,6,9,2,3,3,1,2,2,15
Canada,Latvia,54,65,2007,10,Merissah Russell,20:51,7,2/7,2/6,0/1,3/4,2,4,6,2,4,0,1,0,-5,10
Canada,Latvia,54,65,2007,11,Yvonne Ejim,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Canada,Latvia,54,65,2007,12,Faith Dut,04:08,2,1/1,1/1,0/0,0/0,1,1,2,0,1,1,0,0,2,3
