country,vs,team_score,vs_score,date,#,Players,Min,Pts,FG,2Pts,3Pts,FT,OREB,DREB,REB,AST,PF,TO,STL,BLK,+/-,EFF
Sweden,Montenegro,67,51,2706,1,Farhiya Abdi,21:06,11,3/7,0/3,3/4,2/2,0,2,2,2,4,4,1,0,7,8
Sweden,Montenegro,67,51,2706,5,Kalis Loyd,22:32,4,1/3,0/1,1/2,1/2,0,1,1,3,2,1,0,0,14,4
Sweden,Montenegro,67,51,2706,6,Frida Eldebrink,21:16,3,1/6,0/3,1/3,0/0,0,2,2,2,2,2,2,0,2,2
Sweden,Montenegro,67,51,2706,7,Klara Lundquist,14:19,4,2/7,2/5,0/2,0/0,1,1,2,0,0,4,0,0,-5,-3
Sweden,Montenegro,67,51,2706,8,Ellen Nystrom,01:14,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,-2,0
Sweden,Montenegro,67,51,2706,9,Elin Eldebrink,25:41,9,3/6,3/4,0/2,3/4,0,4,4,4,1,3,4,0,21,14
Sweden,Montenegro,67,51,2706,10,Danielle Hamilton-Carter,00:39,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Sweden,Montenegro,67,51,2706,11,Regan  Magarity,14:58,2,1/5,1/4,0/1,0/0,0,3,3,1,1,0,0,0,-5,2
Sweden,Montenegro,67,51,2706,13,Binta Drammeh,14:53,2,1/5,1/4,0/1,0/0,2,2,4,1,0,2,1,0,14,2
Sweden,Montenegro,67,51,2706,14,Louice  Halvarsson,34:53,11,5/14,4/12,1/2,0/0,6,5,11,2,1,4,1,2,15,14
Sweden,Montenegro,67,51,2706,15,Josefin Vesterberg,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Sweden,Montenegro,67,51,2706,17,Amanda Zahui,28:29,21,9/13,6/10,3/3,0/0,3,9,12,3,4,5,2,0,19,29
Montenegro,Sweden,51,67,2706,5,Jovana Pasic,31:13,8,3/4,1/2,2/2,0/0,0,3,3,0,2,1,4,1,-19,14
Montenegro,Sweden,51,67,2706,6,Jelena Vucetic,22:17,5,2/5,1/2,1/3,0/0,0,0,0,0,4,1,0,0,-10,1
Montenegro,Sweden,51,67,2706,7,Natasa Popovic,05:45,0,0/1,0/1,0/0,0/0,2,1,3,0,1,2,0,2,2,2
Montenegro,Sweden,51,67,2706,8,Dragana Zivkovic,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Montenegro,Sweden,51,67,2706,9,Snezana Aleksic,26:36,2,1/5,1/2,0/3,0/0,1,1,2,0,0,2,1,0,-19,-1
Montenegro,Sweden,51,67,2706,11,Bozica Mujovic,30:16,11,5/16,5/12,0/4,1/1,0,2,2,6,2,8,2,0,-5,2
Montenegro,Sweden,51,67,2706,12,Milena Jaksic,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Montenegro,Sweden,51,67,2706,13,Bojana Kovacevic,18:16,4,1/3,1/3,0/0,2/2,0,0,0,1,1,2,1,0,5,2
Montenegro,Sweden,51,67,2706,14,Milica Jovanovic,28:07,6,2/9,0/3,2/6,0/0,0,4,4,3,5,1,0,3,-19,8
Montenegro,Sweden,51,67,2706,19,Violeta Lazarevic,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Montenegro,Sweden,51,67,2706,23,Irena Matovic,03:09,0,0/1,0/1,0/0,0/0,0,1,1,0,0,0,0,0,-2,0
Montenegro,Sweden,51,67,2706,25,Glory Johnson,34:21,15,6/16,6/13,0/3,3/3,2,7,9,1,3,6,3,1,-13,13
France,Czech Republic,74,61,2706,0,Olivia Epoupa,30:40,18,7/13,5/10,2/3,2/2,0,4,4,6,3,3,6,0,12,25
France,Czech Republic,74,61,2706,3,Ornella Bankole,00:41,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,3,0
France,Czech Republic,74,61,2706,4,Marine Fauthoux,04:23,3,1/1,0/0,1/1,0/0,0,0,0,0,0,0,1,0,3,4
France,Czech Republic,74,61,2706,5,Endene Miyem,26:06,11,5/9,4/7,1/2,0/0,5,3,8,0,1,1,0,0,11,14
France,Czech Republic,74,61,2706,6,Alexia Chartereau,21:38,9,4/5,3/4,1/1,0/0,1,6,7,1,0,2,0,0,9,14
France,Czech Republic,74,61,2706,7,Sandrine Gruda,24:55,4,2/6,2/6,0/0,0/4,4,4,8,4,1,2,0,0,2,6
France,Czech Republic,74,61,2706,11,Valeriane Ayayi,20:05,5,2/7,1/3,1/4,0/0,0,5,5,1,3,3,0,0,3,3
France,Czech Republic,74,61,2706,12,Iliana Rupert,00:41,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,1,0,3,1
France,Czech Republic,74,61,2706,14,Bria Hartley,23:40,13,5/12,3/7,2/5,1/2,1,4,5,2,3,2,2,0,11,12
France,Czech Republic,74,61,2706,17,Marine Johannès,27:44,9,3/12,1/4,2/8,1/2,0,2,2,5,2,1,1,1,6,7
France,Czech Republic,74,61,2706,21,Marième Badiane,06:40,0,0/1,0/1,0/0,0/0,0,0,0,0,1,0,1,0,1,0
France,Czech Republic,74,61,2706,88,Sara Chevaugeon,12:47,2,1/3,1/2,0/1,0/0,0,0,0,1,2,1,0,0,1,0
Czech Republic,France,61,74,2706,0,Renata Brezinova,25:46,8,4/9,4/8,0/1,0/0,1,5,6,3,3,2,1,1,-10,12
Czech Republic,France,61,74,2706,3,Kamila Stepanova,28:11,6,3/11,3/11,0/0,0/0,0,5,5,1,3,1,1,0,-11,4
Czech Republic,France,61,74,2706,5,Romana Hejdova,32:54,19,7/18,4/10,3/8,2/4,2,3,5,1,2,1,4,0,-5,15
Czech Republic,France,61,74,2706,6,Karolína Elhotova,14:36,5,2/3,1/1,1/2,0/0,0,0,0,1,0,2,0,0,-16,3
Czech Republic,France,61,74,2706,8,Veronika Vorackova,03:10,0,0/1,0/1,0/0,0/0,0,1,1,1,0,1,0,0,-3,0
Czech Republic,France,61,74,2706,9,Lenka Bartáková,24:07,2,1/2,1/1,0/1,0/0,1,0,1,4,2,2,0,0,-2,4
Czech Republic,France,61,74,2706,10,Beáta Adamcová,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Czech Republic,France,61,74,2706,11,Katerina Elhotova,31:37,15,6/14,3/9,3/5,0/0,0,4,4,3,1,0,4,0,-2,18
Czech Republic,France,61,74,2706,12,Tereza Vyoralova,16:46,3,1/4,1/4,0/0,1/2,2,0,2,4,2,4,0,0,-14,1
Czech Republic,France,61,74,2706,14,Tereza Krakovicova,22:53,3,1/3,1/2,0/1,1/2,3,2,5,3,3,1,0,0,-2,7
Czech Republic,France,61,74,2706,15,Renata Pudláková,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Czech Republic,France,61,74,2706,18,Klára Vojtíková,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Hungary,Slovenia,88,84,2706,1,Petra Panna Pusztai,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Hungary,Slovenia,88,84,2706,2,Virag Kiss,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Hungary,Slovenia,88,84,2706,4,Debora Dubei,16:49,7,3/5,3/4,0/1,1/2,0,2,2,2,3,2,0,0,8,6
Hungary,Slovenia,88,84,2706,5,Krisztina Raksanyi,32:27,2,1/8,1/5,0/3,0/0,0,0,0,3,3,2,0,0,1,-4
Hungary,Slovenia,88,84,2706,9,Agnes Studer,26:59,17,4/6,1/1,3/5,6/6,0,3,3,0,4,3,0,0,10,15
Hungary,Slovenia,88,84,2706,10,Zsofia Varga,11:22,4,1/1,1/1,0/0,2/2,0,1,1,1,2,1,0,0,-12,5
Hungary,Slovenia,88,84,2706,11,Dóra Horti,20:50,4,1/2,1/1,0/1,2/2,1,5,6,2,3,1,1,0,9,11
Hungary,Slovenia,88,84,2706,18,Reka Lelik,08:17,2,1/4,1/3,0/1,0/0,0,0,0,0,1,0,0,0,-5,-1
Hungary,Slovenia,88,84,2706,22,Yvonne Turner,35:28,23,7/17,5/10,2/7,7/7,0,2,2,6,0,3,0,0,-2,18
Hungary,Slovenia,88,84,2706,23,Bernadett Katalin Horvath,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Hungary,Slovenia,88,84,2706,44,Bernadett Hatar,29:20,21,7/10,7/10,0/0,7/11,5,6,11,1,3,1,0,3,3,28
Hungary,Slovenia,88,84,2706,51,Dorina Zele,18:28,8,4/6,4/5,0/1,0/2,3,2,5,2,3,1,3,0,8,13
Slovenia,Hungary,84,88,2706,2,Aleksandra Kroselj,07:29,0,0/0,0/0,0/0,0/0,1,0,1,0,2,0,0,1,3,2
Slovenia,Hungary,84,88,2706,3,Teja Oblak,36:06,21,8/13,4/7,4/6,1/2,0,1,1,6,4,1,1,0,-3,22
Slovenia,Hungary,84,88,2706,6,Annamaria Prezelj,28:43,13,4/11,3/9,1/2,4/6,2,1,3,1,4,2,0,0,-5,6
Slovenia,Hungary,84,88,2706,7,Marusa Senicar,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Slovenia,Hungary,84,88,2706,8,Teja Gorsic,05:12,0,0/0,0/0,0/0,0/0,0,0,0,0,3,0,0,0,-6,0
Slovenia,Hungary,84,88,2706,9,Nika Baric,34:21,7,2/7,1/5,1/2,2/4,0,3,3,10,2,3,0,0,-11,10
Slovenia,Hungary,84,88,2706,10,Tina Jakovina,20:14,5,2/8,1/3,1/5,0/0,3,2,5,2,5,0,1,0,-6,7
Slovenia,Hungary,84,88,2706,11,Eva Rupnik,01:25,0,0/1,0/0,0/1,0/0,0,0,0,0,0,1,0,0,2,-2
Slovenia,Hungary,84,88,2706,12,Eva Lisec,27:17,13,6/13,6/13,0/0,1/3,1,7,8,0,3,1,1,1,10,13
Slovenia,Hungary,84,88,2706,13,Zala Friskovec,17:26,7,2/8,1/4,1/4,2/2,1,2,3,1,2,0,1,0,-12,6
Slovenia,Hungary,84,88,2706,30,Shante Evans,21:46,18,8/11,8/11,0/0,2/2,2,3,5,2,5,1,2,1,8,24
Slovenia,Hungary,84,88,2706,88,Merisa Dautovic,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Great Britain,Latvia,74,60,2706,4,Georgia Jones,10:38,3,1/1,0/0,1/1,0/0,0,1,1,3,2,1,0,0,12,6
Great Britain,Latvia,74,60,2706,6,Stefanie Collins,05:39,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,-8,0
Great Britain,Latvia,74,60,2706,7,Rachael Vanderwal,25:19,4,2/8,2/6,0/2,0/0,0,4,4,1,3,1,2,0,7,4
Great Britain,Latvia,74,60,2706,8,Chantelle Handy,30:47,6,2/7,0/0,2/7,0/0,1,3,4,2,1,0,0,0,17,7
Great Britain,Latvia,74,60,2706,9,Hannah Shaw,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Great Britain,Latvia,74,60,2706,11,Mollie Campbell,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Great Britain,Latvia,74,60,2706,13,Johannah Leedham,36:17,24,7/14,2/6,5/8,5/5,2,2,4,6,2,4,7,2,17,32
Great Britain,Latvia,74,60,2706,14,Janice Monakana,08:32,3,1/3,0/1,1/2,0/0,0,1,1,0,1,1,0,0,5,1
Great Britain,Latvia,74,60,2706,15,Temi Fagbenle,31:12,13,6/16,6/15,0/1,1/1,3,7,10,0,2,4,2,1,12,12
Great Britain,Latvia,74,60,2706,25,Cheridene Green,07:53,4,1/4,1/2,0/2,2/2,0,3,3,0,0,0,1,0,-3,5
Great Britain,Latvia,74,60,2706,41,Eilidh Simpson,12:30,2,0/1,0/1,0/0,2/2,0,2,2,1,2,1,1,0,8,4
Great Britain,Latvia,74,60,2706,44,Karlie Samuelson,31:13,15,5/12,3/7,2/5,3/4,1,3,4,3,1,1,0,0,3,13
Latvia,Great Britain,60,74,2706,4,Paula Strautmane,23:37,14,5/9,3/5,2/4,2/2,1,5,6,3,2,1,3,0,-5,21
Latvia,Great Britain,60,74,2706,6,Laura Ikstena,05:53,0,0/2,0/1,0/1,0/0,1,1,2,0,3,0,0,0,-1,0
Latvia,Great Britain,60,74,2706,7,Elina Dikaioulaku,34:11,17,7/20,6/14,1/6,2/5,0,11,11,7,1,4,1,0,-7,16
Latvia,Great Britain,60,74,2706,10,Karline Pilabere,22:19,8,4/6,4/5,0/1,0/0,1,3,4,0,0,2,1,0,-2,9
Latvia,Great Britain,60,74,2706,13,Aija Brumermane,17:31,3,1/4,1/4,0/0,1/2,1,2,3,2,3,3,2,1,-14,4
Latvia,Great Britain,60,74,2706,14,Luize Septe,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
