team_id,team,total,no_hs,roster_status,oas_table,oas_card,oas_list,person_card,sidearm_classic,players_table,presto,nuxt,snake_hs,camel_hs,roster_hs_class,person_card_hs_dtid,th_hs,bio_missing_hs_found,bio_missing_has_component,bio_missing_has_fieldlabel,roster_url
320,John Carroll,20,7,200,0,1,0,0,854,0,0,False,0,0,42,0,1,,0,5,https://jcusports.com/sports/womens-basketball/roster
323,Johnson C. Smith,14,12,200,0,1,0,0,511,0,0,False,0,0,5,0,1,,0,4,https://goldenbullsports.com/sports/womens-basketball/roster
333,Ky. Wesleyan,14,1,200,0,1,0,0,652,0,0,False,0,0,38,0,1,,0,0,https://kwcpanthers.com/sports/womens-basketball/roster
370,Loyola Marymount,14,1,200,0,1,0,0,712,0,0,False,0,0,4,0,0,,0,4,https://lmulions.com/sports/womens-basketball/roster
39,Augusta,14,14,200,0,1,0,0,596,0,0,False,0,0,0,0,0,,0,3,https://augustajags.com/sports/womens-basketball/roster
394,Marymount (VA),17,8,200,0,1,0,0,624,0,0,False,0,0,27,0,1,,0,1,https://marymountsaints.com/sports/womens-basketball/roster
40,Augustana (IL),21,19,200,0,1,0,0,775,0,0,False,0,0,1,0,0,,0,3,https://athletics.augustana.edu/sports/womens-basketball/roster
413,MSU Denver,12,2,200,0,1,0,0,572,0,0,False,0,0,23,0,1,,0,5,https://roadrunnersathletics.com/sports/womens-basketball/roster
417,Michigan Tech,16,1,200,0,1,0,0,676,0,0,False,0,0,43,0,1,,0,1,https://michigantechhuskies.com/sports/womens-basketball/roster
422,Miles,1,1,200,0,1,0,0,602,0,0,False,0,0,0,0,0,,0,3,https://milesgoldenbears.com/sports/womens-basketball/roster
424,Millikin,23,1,200,0,1,0,0,1024,0,0,False,0,0,64,0,1,,0,3,https://athletics.millikin.edu/sports/womens-basketball/roster
426,Millsaps,24,12,200,0,1,0,0,871,0,0,False,0,0,35,0,1,,0,2,https://gomajors.com/sports/womens-basketball/roster
427,Minn. Duluth,15,1,200,0,1,0,0,665,0,0,False,0,0,31,0,1,,0,2,https://umdbulldogs.com/sports/womens-basketball/roster
429,Mississippi College,15,15,200,0,1,0,0,664,0,0,False,0,0,0,0,0,,0,0,https://www.gochoctaws.com/sports/womens-basketball/roster
435,Missouri S&T,18,8,200,0,1,0,0,665,0,0,False,0,0,28,0,1,,0,1,https://minerathletics.com/sports/womens-basketball/roster
438,Monmouth (IL),12,6,200,0,1,0,0,454,0,0,False,0,0,17,0,1,,0,1,https://monmouthscots.com/sports/womens-basketball/roster
460,UNCW,12,1,200,0,1,0,0,585,0,0,False,0,0,27,0,1,,0,4,https://uncwsports.com/sports/womens-basketball/roster
470,New Haven,20,3,200,0,1,0,0,873,0,0,False,0,0,50,0,1,,0,0,https://newhavenchargers.com/sports/womens-basketball/roster
49,Barry,14,14,200,0,1,0,0,637,0,0,False,0,0,0,0,0,,0,0,https://gobarrybucs.com/sports/womens-basketball/roster
500,Northeastern,13,6,200,0,1,0,0,548,0,0,False,0,0,20,0,1,,0,3,https://nuhuskies.com/sports/womens-basketball/roster
514,Oakland,14,3,200,0,1,0,0,665,0,0,False,0,0,28,0,1,,0,4,https://goldengrizzlies.com/sports/womens-basketball/roster
515,Oberlin,11,1,200,0,1,0,0,559,0,0,False,0,0,30,0,1,,0,3,https://goyeo.com/sports/womens-basketball/roster
533,Pace,18,10,200,0,1,0,0,620,0,0,False,0,0,23,0,1,,0,1,https://paceuathletics.com/sports/womens-basketball/roster
54,Bemidji St.,14,6,200,0,1,0,0,623,0,0,False,0,0,23,0,1,,0,4,https://bsubeavers.com/sports/womens-basketball/roster
560,Queens (NY),15,8,200,0,1,0,0,659,0,0,False,0,0,20,0,1,,0,0,https://queensknights.com/sports/womens-basketball/roster
565,Randolph-Macon,18,7,200,0,1,0,0,694,0,0,False,0,0,33,0,1,,0,1,https://rmcathletics.com/sports/womens-basketball/roster
6,Alabama A&M,15,15,200,0,1,0,0,732,0,0,False,0,0,0,0,0,,0,0,https://aamusports.com/sports/womens-basketball/roster
608,Saint Leo,16,1,200,0,1,0,0,773,0,0,False,0,0,44,0,1,,0,3,https://saintleolions.com/sports/womens-basketball/roster
613,Saint Michael's,13,1,200,0,1,0,0,683,0,0,False,0,0,48,0,1,,0,2,https://smcathletics.com/sports/womens-basketball/roster
647,South Carolina St.,19,19,200,0,1,0,0,785,0,0,False,0,0,0,0,0,,0,4,https://www.scsuathletics.com/sports/womens-basketball/roster
1400,Texas Lutheran,16,4,200,0,1,0,0,640,0,0,False,0,0,34,0,1,,0,2,https://tlubulldogs.com/sports/womens-basketball/roster
691,Tennessee St.,13,3,200,0,1,0,0,636,0,0,False,0,0,29,0,1,,0,5,https://tsutigers.com/sports/womens-basketball/roster
696,Tex. A&M-Kingsville,13,2,200,0,1,0,0,590,0,0,False,0,0,28,0,1,,0,5,https://javelinaathletics.com/sports/womens-basketball/roster
701,Texas Woman's,14,8,200,0,1,0,0,581,0,0,False,0,0,16,0,1,,0,2,https://twuathletics.com/sports/womens-basketball/roster
748,Wagner,15,2,200,0,1,0,0,673,0,0,False,0,0,32,0,1,,0,5,https://wagnerathletics.com/sports/womens-basketball/roster
772,Western Ky.,13,3,200,0,0,0,1007,0,0,0,True,0,10,0,10,1,,7,0,https://wkusports.com/sports/womens-basketball/roster
810,Wright St.,14,1,200,0,0,0,885,0,0,0,True,0,13,0,13,1,,9,0,https://wsuraiders.com/sports/womens-basketball/roster
84,Buena Vista,20,1,200,0,1,0,0,801,0,0,False,0,0,54,0,1,,0,2,https://bvuathletics.com/sports/womens-basketball/roster
8411,Ark.-Monticello,13,1,200,0,1,0,0,611,0,0,False,0,0,30,0,1,,0,4,https://www.uamsports.com/sports/womens-basketball/roster
8744,Southwestern Okla.,12,12,200,0,1,0,0,562,0,0,False,0,0,0,0,0,,0,0,https://swosuathletics.com/sports/womens-basketball/roster
8935,Converse,19,3,200,0,1,0,0,847,0,0,False,0,0,40,0,1,,0,1,https://govalkyries.com/sports/womens-basketball/roster
8965,East Central,13,7,200,0,1,0,0,556,0,0,False,0,0,12,0,1,,0,0,https://ecutigers.com/sports/womens-basketball/roster
9012,Mo. Southern St.,15,15,200,0,1,0,0,679,0,0,False,0,0,0,0,0,,0,0,https://mssulions.com/sports/womens-basketball/roster
929,Adams St.,14,8,200,0,1,0,0,616,0,0,False,0,0,18,0,1,,0,5,https://asugrizzlies.com/sports/womens-basketball/roster
947,Arkansas Tech,14,14,200,0,1,0,0,609,0,0,False,0,0,0,0,0,,0,0,https://arkansastechsports.com/sports/womens-basketball/roster
985,Bluefield St.,16,12,200,0,1,0,0,684,0,0,False,0,0,9,0,1,,0,3,https://gobstate.com/sports/womens-basketball/roster
30244,Edward Waters,16,1,200,0,1,0,0,749,0,0,False,0,0,30,0,1,,0,4,https://ewutigerpride.com/sports/womens-basketball/roster
1097,Ga. Southwestern,12,2,200,0,1,0,0,544,0,0,False,0,0,26,0,1,,0,5,https://gswcanes.com/sports/womens-basketball/roster
534,Pacific,14,3,200,0,1,0,0,647,0,0,False,0,0,32,0,1,,0,4,https://pacifictigers.com/sports/womens-basketball/roster
743,Virginia State,13,1,200,0,1,0,0,573,0,0,False,0,0,31,0,1,,0,4,https://govsutrojans.com/sports/womens-basketball/roster
2696,Hawaii Pacific,17,1,200,0,1,0,0,723,0,0,False,0,0,39,0,1,,0,0,https://hpusharks.com/sports/womens-basketball/roster
8366,Goldey-Beacom,14,2,200,0,1,0,0,673,0,0,False,0,0,36,0,0,,0,4,https://www.gbcathletics.com/sports/womens-basketball/roster
9223,North Greenville,15,15,200,0,1,0,0,660,0,0,False,0,0,0,0,0,Wando High School,0,0,https://www.nguathletics.com/sports/womens-basketball/roster
30150,Roberts Wesleyan,13,1,200,0,1,0,0,626,0,0,False,0,0,36,0,1,,0,5,https://robertsredhawks.com/sports/womens-basketball/roster
30193,Emmanuel (GA),19,1,200,0,1,0,0,783,0,0,False,0,0,54,0,1,,0,0,https://goeulions.com/sports/womens-basketball/roster
10,UAH,14,14,200,0,1,0,0,665,0,0,False,0,0,0,0,0,,0,6,https://uahchargers.com/sports/womens-basketball/roster
13,Albany St. (GA),17,12,200,0,1,0,0,726,0,0,False,0,0,14,0,1,,0,4,https://asugoldenrams.com/sports/womens-basketball/roster
437,Molloy,11,3,200,0,1,0,0,515,0,0,False,0,0,24,0,1,,0,0,https://molloylions.com/sports/womens-basketball/roster
1176,Lincoln Memorial,13,12,200,0,1,0,0,597,0,0,False,0,0,3,0,1,,0,5,https://lmurailsplitters.com/sports/womens-basketball/roster
1222,Midwestern St.,15,15,200,0,1,0,0,661,0,0,False,0,0,0,0,0,,0,5,https://msumustangs.com/sports/womens-basketball/roster
30262,Jessup,18,18,200,0,1,0,0,760,0,0,False,0,0,0,0,0,Saint John Paul II Catholic HS,0,0,https://jessupathletics.com/sports/womens-basketball/roster
2807,Roosevelt,17,3,200,0,1,0,0,746,0,0,False,0,0,36,0,1,,0,5,https://rooseveltlakers.com/sports/womens-basketball/roster
405,Menlo,17,17,200,0,1,0,0,825,0,0,False,0,0,0,0,0,,0,0,https://menloathletics.com/sports/womens-basketball/roster
30080,Point Park,8,1,200,0,1,0,0,379,0,0,False,0,0,19,0,1,,0,4,https://pointparksports.com/sports/womens-basketball/roster
30266,UC Merced,17,17,200,0,1,0,0,719,0,0,False,0,0,0,0,0,,0,4,https://ucmercedbobcats.com/sports/womens-basketball/roster
1044,Dallas,14,1,200,0,1,0,0,593,0,0,False,0,0,38,0,1,,0,0,https://udallasathletics.com/sports/womens-basketball/roster
1450,Westminster (MO),11,1,200,0,1,0,0,458,0,0,False,0,0,30,0,1,,0,2,https://wcbluejays.wcmo.edu/sports/womens-basketball/roster
431,MUW,17,1,200,0,1,0,0,773,0,0,False,0,0,38,0,1,,0,4,https://owlsathletics.com/sports/womens-basketball/roster
105,Cal Lutheran,24,4,200,0,1,0,0,971,0,0,False,0,0,60,0,1,,0,1,https://clusports.com/sports/womens-basketball/roster
396,Maryville (TN),23,7,200,0,1,0,0,953,0,0,False,0,0,46,0,1,,0,1,https://mcscots.com/sports/womens-basketball/roster
12399,Gwynedd Mercy,15,2,200,0,1,0,0,684,0,0,False,0,0,35,0,1,,0,1,https://gwyneddathletics.com/sports/womens-basketball/roster
22989,Lyon,18,2,200,0,1,0,0,782,0,0,False,0,0,47,0,1,,0,4,https://lyonscots.com/sports/womens-basketball/roster
30253,Carlow,14,7,200,0,0,0,0,0,0,0,False,0,0,0,0,0,,0,0,https://athletics.carlow.edu/sports/wbkb/2026-27
