team_id,team,group,fix_count,total,no_hs,csv_hs_26,hs_25,payload_hs,roster_flavor,nuxt,note
1222,Midwestern St.,combined_column,,15,15,0,0,0,oas_card,False,12 missing rows have HS-looking values in previous_school
30262,Jessup,bio_page_fixable,,18,18,0,0,0,oas_card,False,missing player's bio page shows: Saint John Paul II Catholic HS
2807,Roosevelt,genuine_gap,,17,3,14,12,0,oas_card,False,site publishes HS on bios for some players; sampled missing player had none
405,Menlo,combined_column,,17,17,0,0,0,oas_card,False,9 missing rows have HS-looking values in previous_school
30080,Point Park,site_publishes_none,,8,1,7,14,0,oas_card,False,"no HS found in roster payload, table headers, or sampled bio"
30266,UC Merced,combined_column,,17,17,0,0,0,oas_card,False,9 missing rows have HS-looking values in previous_school
1044,Dallas,site_publishes_none,,14,1,13,14,0,oas_card,False,"no HS found in roster payload, table headers, or sampled bio"
1450,Westminster (MO),genuine_gap,,11,1,10,18,0,oas_card,False,site publishes HS on bios for some players; sampled missing player had none
431,MUW,site_publishes_none,,17,1,16,15,0,oas_card,False,"no HS found in roster payload, table headers, or sampled bio"
105,Cal Lutheran,genuine_gap,,24,4,20,20,0,oas_card,False,site publishes HS on bios for some players; sampled missing player had none
396,Maryville (TN),genuine_gap,,23,7,16,20,0,oas_card,False,site publishes HS on bios for some players; sampled missing player had none
12399,Gwynedd Mercy,genuine_gap,,15,2,13,17,0,oas_card,False,site publishes HS on bios for some players; sampled missing player had none
22989,Lyon,site_publishes_none,,18,2,16,18,0,oas_card,False,"no HS found in roster payload, table headers, or sampled bio"
30253,Carlow,genuine_gap,,14,7,7,14,0,other,False,site publishes HS on bios for some players; sampled missing player had none
