team_id,team,name,title,url,season
474,New Orleans,"Darrius ""Zeke"" Mazyck",Assistant Coach,https://unoprivateers.com/sports/womens-basketball/roster/coaches/darrius-zeke-mazyck/1089,2025-26
550,Portland State,Karlie Burris,Head Coach,https://goviks.com/sports/womens-basketball/roster/coaches/karlie-burris/1198,2025-26
550,Portland State,Kerri Nakamoto,Associate Head Coach,https://goviks.com/sports/womens-basketball/roster/coaches/kerri-nakamoto/1201,2025-26
550,Portland State,Hailey King,Assistant Coach,https://goviks.com/sports/womens-basketball/roster/coaches/hailey-king/1202,2025-26
550,Portland State,Raina Perez,Assistant Coach,https://goviks.com/sports/womens-basketball/roster/coaches/raina-perez/1203,2025-26
550,Portland State,Reiko Thomas,Director of Player Development,https://goviks.com/sports/womens-basketball/roster/coaches/reiko-thomas/1235,2025-26
563,Radford,Mike McGuire,Head Women's Basketball Coach,https://radfordathletics.com/sports/womens-basketball/roster/coaches/mike-mcguire/1249,2025-26
563,Radford,Jessica Jackson,Associate Women's Basketball Coach,https://radfordathletics.com/sports/womens-basketball/roster/coaches/jessica-jackson/1264,2025-26
563,Radford,Alley Odell,Assistant Women's Basketball Coach,https://radfordathletics.com/sports/womens-basketball/roster/coaches/alley-odell/1273,2025-26
563,Radford,Ben Edelburg,Assistant Women's Basketball Coach,https://radfordathletics.com/sports/womens-basketball/roster/coaches/ben-edelburg/1253,2025-26
563,Radford,Joe Reid,Assistant Women's Basketball Coach,https://radfordathletics.com/sports/womens-basketball/roster/coaches/joe-reid/1265,2025-26
563,Radford,Carlie Clary,Director of Basketball Operations,https://radfordathletics.com/sports/womens-basketball/roster/coaches/carlie-clary/1250,2025-26
563,Radford,Charlie Anderson,Women's Basketball General Manager,https://radfordathletics.com/sports/womens-basketball/roster/coaches/charlie-anderson/1296,2025-26
563,Radford,Brady Baker,Director of Scouting and Analytics,https://radfordathletics.com/sports/womens-basketball/roster/coaches/brady-baker/1313,2025-26
563,Radford,Katie Holler,Women's Basketball Graduate Assistant,https://radfordathletics.com/sports/womens-basketball/roster/coaches/katie-holler/1295,2025-26
563,Radford,Turner Martin,Assistant Director of Operations,https://radfordathletics.com/sports/womens-basketball/roster/coaches/turner-martin/1287,2025-26
371,Loyola-Chicago,Allison Guth,Head Coach,https://loyolaramblers.com/sports/womens-basketball/roster/coaches/allison-guth/607,2025-26
371,Loyola-Chicago,Jordan McCann,Assistant Coach,https://loyolaramblers.com/sports/womens-basketball/roster/coaches/jordan-mccann/609,2025-26
371,Loyola-Chicago,Adam Call,Assistant Coach,https://loyolaramblers.com/sports/womens-basketball/roster/coaches/adam-call/633,2025-26
371,Loyola-Chicago,Mai-Loni Henson,Assistant Coach,https://loyolaramblers.com/sports/womens-basketball/roster/coaches/mai-loni-henson/612,2025-26
371,Loyola-Chicago,Jasmyne Fogle,Assistant Coach,https://loyolaramblers.com/sports/womens-basketball/roster/coaches/jasmyne-fogle/631,2025-26
371,Loyola-Chicago,Alyssa Fisher,Assistant Coach,https://loyolaramblers.com/sports/womens-basketball/roster/coaches/alyssa-fisher/632,2025-26
371,Loyola-Chicago,George Buaku,Director of Basketball Operations,https://loyolaramblers.com/sports/womens-basketball/roster/coaches/george-buaku/613,2025-26
299,Illinois State,Kristen Gillespie,Head Coach,https://goredbirds.com/sports/womens-basketball/roster/coaches/kristen-gillespie/3006,2025-26
299,Illinois State,Scott Gillespie,Associate Head Coach,https://goredbirds.com/sports/womens-basketball/roster/coaches/scott-gillespie/3007,2025-26
299,Illinois State,Drew Cole,Assistant Coach,https://goredbirds.com/sports/womens-basketball/roster/coaches/drew-cole/3008,2025-26
299,Illinois State,Katrina Beck,Assistant Coach,https://goredbirds.com/sports/womens-basketball/roster/coaches/katrina-beck/3009,2025-26
299,Illinois State,Jordan Alford,Assistant Coach,https://goredbirds.com/sports/womens-basketball/roster/coaches/jordan-alford/3010,2025-26
299,Illinois State,Mannie Robinson,Assistant Coach,https://goredbirds.com/sports/womens-basketball/roster/coaches/mannie-robinson/3011,2025-26
299,Illinois State,Ryan Colby,Graduate Assistant,https://goredbirds.com/sports/womens-basketball/roster/coaches/ryan-colby/3012,2025-26
299,Illinois State,Hannah Kelle,Graduate Manager,https://goredbirds.com/sports/womens-basketball/roster/coaches/hannah-kelle/3013,2025-26
572,Rhode Island,Tammi Reiss,Head Coach,https://gorhody.com/sports/womens-basketball/roster/coaches/tammi-reiss/1342,2025-26
572,Rhode Island,Adeniyi Amadou,Associate Head Coach,https://gorhody.com/sports/womens-basketball/roster/coaches/adeniyi-amadou/1343,2025-26
572,Rhode Island,Ali Jaques,Associate Head Coach,https://gorhody.com/sports/womens-basketball/roster/coaches/ali-jaques/1346,2025-26
572,Rhode Island,Jen Fay,Assistant Coach/Recruiting Coordinator,https://gorhody.com/sports/womens-basketball/roster/coaches/jen-fay/1345,2025-26
572,Rhode Island,Cory Macchioni,Chief of Staff,https://gorhody.com/sports/womens-basketball/roster/coaches/cory-macchioni/1344,2025-26
572,Rhode Island,Tyler Lowder,Video Coordinator/Director of Player Development,https://gorhody.com/sports/womens-basketball/roster/coaches/tyler-lowder/1347,2025-26
576,Rider,Jackie Hartzell,Head Coach,https://gobroncs.com/sports/womens-basketball/roster/coaches/jackie-hartzell/1422,2025-26
576,Rider,Denise King,Assistant Coach,https://gobroncs.com/sports/womens-basketball/roster/coaches/denise-king/1435,2025-26
576,Rider,Kaitlyn Lewis,Assistant Coach,https://gobroncs.com/sports/womens-basketball/roster/coaches/kaitlyn-lewis/1436,2025-26
576,Rider,Jim Ricci,Assistant Coach,https://gobroncs.com/sports/womens-basketball/roster/coaches/jim-ricci/1434,2025-26
576,Rider,Scarlett Glasser-Nehls,Director of Basketball Operations,https://gobroncs.com/sports/womens-basketball/roster/coaches/scarlett-glasser-nehls/1437,2025-26
368,UMass Lowell,Jon Plefka,Head Coach,https://goriverhawks.com/sports/womens-basketball/roster/coaches/jon-plefka/3295,2025-26
368,UMass Lowell,Samera Marsh,Assistant Coach,https://goriverhawks.com/sports/womens-basketball/roster/coaches/samera-marsh/3296,2025-26
368,UMass Lowell,Erica Balman,Assistant Coach,https://goriverhawks.com/sports/womens-basketball/roster/coaches/erica-balman/3318,2025-26
368,UMass Lowell,Amara Terry,Assistant Coach,https://goriverhawks.com/sports/womens-basketball/roster/coaches/amara-terry/3319,2025-26
368,UMass Lowell,James Navalance,Director of Operations/Assistant Coach,https://goriverhawks.com/sports/womens-basketball/roster/coaches/james-navalance/3320,2025-26
590,Sacred Heart,Jessica Mannetti,Head Coach,https://sacredheartpioneers.com/sports/womens-basketball/roster/coaches/jessica-mannetti/872,2025-26
590,Sacred Heart,Marc Taney,Associate Head Coach,https://sacredheartpioneers.com/sports/womens-basketball/roster/coaches/marc-taney/873,2025-26
590,Sacred Heart,Jacinda Dunbar,Assistant Coach,https://sacredheartpioneers.com/sports/womens-basketball/roster/coaches/jacinda-dunbar/874,2025-26
590,Sacred Heart,Jen Peel,Assistant Coach,https://sacredheartpioneers.com/sports/womens-basketball/roster/coaches/jen-peel/875,2025-26
590,Sacred Heart,Nola Carter,Director of Basketball Operations,https://sacredheartpioneers.com/sports/womens-basketball/roster/coaches/nola-carter/892,2025-26
102,Sacramento State,Aaron Kallhoff,Head Coach,https://hornetsports.com/sports/womens-basketball/roster/coaches/aaron-kallhoff/1466,2025-26
102,Sacramento State,De'Audra Brown,Associate Head Coach,https://hornetsports.com/sports/womens-basketball/roster/coaches/de-audra-brown/1468,2025-26
102,Sacramento State,Michael Floyd,Associate Head Coach,https://hornetsports.com/sports/womens-basketball/roster/coaches/michael-floyd/1470,2025-26
102,Sacramento State,Jodi Page,Assistant Coach,https://hornetsports.com/sports/womens-basketball/roster/coaches/jodi-page/1469,2025-26
102,Sacramento State,Austin Ritter,Assistant Coach/Director of Player Development,https://hornetsports.com/sports/womens-basketball/roster/coaches/austin-ritter/1511,2025-26
102,Sacramento State,Elexus Trenkle,Women's Basketball Chief of Staff,https://hornetsports.com/sports/womens-basketball/roster/coaches/elexus-trenkle/1467,2025-26
609,Saint Louis,Rebecca Tillett,Head Coach,https://slubillikens.com/sports/womens-basketball/roster/coaches/rebecca-tillett/2115,2025-26
609,Saint Louis,Jimmy Colloton,Associate Head Coach,https://slubillikens.com/sports/womens-basketball/roster/coaches/jimmy-colloton/2118,2025-26
609,Saint Louis,Ka'lia Johnson,Assistant Coach,https://slubillikens.com/sports/womens-basketball/roster/coaches/ka-lia-johnson/2131,2025-26
609,Saint Louis,Frozena Jerro,Assistant Coach/Recruiting Coordinator,https://slubillikens.com/sports/womens-basketball/roster/coaches/frozena-jerro/2152,2025-26
609,Saint Louis,Kyla McMakin,Assistant Coach,https://slubillikens.com/sports/womens-basketball/roster/coaches/kyla-mcmakin/2190,2025-26
609,Saint Louis,Chyna Latimer,Director of Basketball Operations/Assistant Coach,https://slubillikens.com/sports/womens-basketball/roster/coaches/chyna-latimer/2185,2025-26
609,Saint Louis,Omorede Rainey,Video and Analytics Coordinator,https://slubillikens.com/sports/womens-basketball/roster/coaches/omorede-rainey/2120,2025-26
609,Saint Louis,Ashley Polacek,Graduate Assistant,https://slubillikens.com/sports/womens-basketball/roster/coaches/ashley-polacek/2121,2025-26
609,Saint Louis,Zeke Stockton,Graduate Student Manager,https://slubillikens.com/sports/womens-basketball/roster/coaches/zeke-stockton/2188,2025-26
625,Samford,Matt Wise,Head Coach,https://samfordsports.com/sports/womens-basketball/roster/coaches/matt-wise/1958,2025-26
625,Samford,Hannah Barber,Assistant Coach,https://samfordsports.com/sports/womens-basketball/roster/coaches/hannah-barber/1973,2025-26
625,Samford,Charity Brown,Assistant Coach,https://samfordsports.com/sports/womens-basketball/roster/coaches/charity-brown/1959,2025-26
625,Samford,Sally Higgins,Assistant Coach,https://samfordsports.com/sports/womens-basketball/roster/coaches/sally-higgins/1956,2025-26
625,Samford,Walker Martin,Assistant Coach/Director of Basketball Operations,https://samfordsports.com/sports/womens-basketball/roster/coaches/walker-martin/1960,2025-26
625,Samford,Diego Medellin,Graduate Assistant,https://samfordsports.com/sports/womens-basketball/roster/coaches/diego-medellin/1974,2025-26
630,San Jose State,Jonas Chatterton,Head Coach,https://sjsuspartans.com/sports/womens-basketball/roster/season/2025-26/staff/jonas-chatterton,2025-26
630,San Jose State,Emily Codding,Assistant Coach,https://sjsuspartans.com/sports/womens-basketball/roster/season/2025-26/staff/emily-codding,2025-26
630,San Jose State,Jaime Gluesing,Assistant Coach,https://sjsuspartans.com/sports/womens-basketball/roster/season/2025-26/staff/jaime-gluesing,2025-26
630,San Jose State,Brandon Morrison,Assistant Coach,https://sjsuspartans.com/sports/womens-basketball/roster/season/2025-26/staff/brandon-morrison,2025-26
630,San Jose State,Jordan Moser,Assistant Coach/Coordinator of Player Personnel,https://sjsuspartans.com/sports/womens-basketball/roster/season/2025-26/staff/jordan-moser,2025-26
631,Santa Clara,Loree Payne,Head Coach,https://santaclarabroncos.com/sports/womens-basketball/roster/coaches/loree-payne/790,2025-26
631,Santa Clara,TJ Harris,Associate Head Coach,https://santaclarabroncos.com/sports/womens-basketball/roster/coaches/tj-harris/787,2025-26
631,Santa Clara,Kellee Barney,Assistant Coach,https://santaclarabroncos.com/sports/womens-basketball/roster/coaches/kellee-barney/786,2025-26
631,Santa Clara,Ryan Freeman,Assistant Coach,https://santaclarabroncos.com/sports/womens-basketball/roster/coaches/ryan-freeman/788,2025-26
631,Santa Clara,Des Abeyta,Assistant Coach,https://santaclarabroncos.com/sports/womens-basketball/roster/coaches/des-abeyta/804,2025-26
631,Santa Clara,Emma Shaffer,Graduate Assistant,https://santaclarabroncos.com/sports/womens-basketball/roster/coaches/emma-shaffer/791,2025-26
631,Santa Clara,Martin Jensen,Director of Operations,https://santaclarabroncos.com/sports/womens-basketball/roster/coaches/martin-jensen/911,2025-26
650,South Dakota,Carrie Eighmey,Head Coach,https://goyotes.com/sports/womens-basketball/roster/coaches/carrie-eighmey/1671,2025-26
650,South Dakota,Paul Fessler,Assistant Coach,https://goyotes.com/sports/womens-basketball/roster/coaches/paul-fessler/1675,2025-26
650,South Dakota,Devin Eighmey,Assistant Coach,https://goyotes.com/sports/womens-basketball/roster/coaches/devin-eighmey/1672,2025-26
650,South Dakota,Dalton Smith,Assistant Coach,https://goyotes.com/sports/womens-basketball/roster/coaches/dalton-smith/1730,2025-26
650,South Dakota,Bailey Morris,Assistant Coach/Director of Operations,https://goyotes.com/sports/womens-basketball/roster/coaches/bailey-morris/1673,2025-26
650,South Dakota,Alexsia Rose,Graduate Assistant,https://goyotes.com/sports/womens-basketball/roster/coaches/alexsia-rose/1725,2025-26
600,Saint Francis (PA),Chynna Bozeman,Head Coach,https://sfuathletics.com/sports/womens-basketball/roster/coaches/chynna-bozeman/1649,2025-26
600,Saint Francis (PA),Raphael McNeill,Assistant Coach,https://sfuathletics.com/sports/womens-basketball/roster/coaches/raphael-mcneill/1650,2025-26
600,Saint Francis (PA),Alexa Middleton,Assistant Coach,https://sfuathletics.com/sports/womens-basketball/roster/coaches/alexa-middleton/1651,2025-26
606,Saint Joseph's (PA),Cindy Griffin,Head Coach,https://sjuhawks.com/sports/womens-basketball/roster/coaches/cindy-griffin/1146,2025-26
606,Saint Joseph's (PA),Melissa Dunne,Associate Head Coach/Director of Recruiting,https://sjuhawks.com/sports/womens-basketball/roster/coaches/melissa-dunne/1147,2025-26
606,Saint Joseph's (PA),Ashley Prim,Assistant Coach/Recruiting Coordinator,https://sjuhawks.com/sports/womens-basketball/roster/coaches/ashley-prim/1149,2025-26
606,Saint Joseph's (PA),MyNeshia McKenzie,Assistant Coach/Assistant Recruiting Coordinator,https://sjuhawks.com/sports/womens-basketball/roster/coaches/myneshia-mckenzie/1155,2025-26
606,Saint Joseph's (PA),Tyler Robinson,Assistant Coach/Director of Video and Player Development,https://sjuhawks.com/sports/womens-basketball/roster/coaches/tyler-robinson/1158,2025-26
606,Saint Joseph's (PA),Megan Bauman,Assistant Coach/Director of Basketball Operations,https://sjuhawks.com/sports/womens-basketball/roster/coaches/megan-bauman/1164,2025-26
606,Saint Joseph's (PA),Mikayla Vaughn,Graduate Manager,https://sjuhawks.com/sports/womens-basketball/roster/coaches/mikayla-vaughn/1198,2025-26
606,Saint Joseph's (PA),Susan Lavin,Chief of Staff,https://sjuhawks.com/sports/womens-basketball/roster/coaches/susan-lavin/1148,2025-26
606,Saint Joseph's (PA),Sarah Douglas,Graduate Assistant,https://sjuhawks.com/sports/womens-basketball/roster/coaches/sarah-douglas/1199,2025-26
663,Southern Methodist,Adia Barnes,Head Coach,https://smumustangs.com/sports/womens-basketball/roster/coaches/adia-barnes/6871,2025-26
663,Southern Methodist,Salvo Coppa,Assistant Coach,https://smumustangs.com/sports/womens-basketball/roster/coaches/salvo-coppa/6872,2025-26
663,Southern Methodist,Bett Shelby,Assistant Coach,https://smumustangs.com/sports/womens-basketball/roster/coaches/bett-shelby/6873,2025-26
663,Southern Methodist,Anthony Turner,Assistant Coach,https://smumustangs.com/sports/womens-basketball/roster/coaches/anthony-turner/6874,2025-26
663,Southern Methodist,Kamiko Williams,Assistant Coach,https://smumustangs.com/sports/womens-basketball/roster/coaches/kamiko-williams/6875,2025-26
663,Southern Methodist,Carter Caplan,Director of Basketball Operations,https://smumustangs.com/sports/womens-basketball/roster/coaches/carter-caplan/6876,2025-26
663,Southern Methodist,Ashtyn Frye,Assistant Director of Operations,https://smumustangs.com/sports/womens-basketball/roster/coaches/ashtyn-frye/6900,2025-26
663,Southern Methodist,Jen Jones,Sports Performance Coach for Women's Basketball,https://smumustangs.com/sports/womens-basketball/roster/coaches/jen-jones/6912,2025-26
663,Southern Methodist,Kelli Swing,Athletic Trainer,https://smumustangs.com/sports/womens-basketball/roster/coaches/kelli-swing/6895,2025-26
663,Southern Methodist,Tevin Shears,Director of Creative Video and Recruiting Experience,https://smumustangs.com/sports/womens-basketball/roster/coaches/tevin-shears/6924,2025-26
663,Southern Methodist,Jordyn O'Reilly,Graduate Assistant / Video Coordinator,https://smumustangs.com/sports/womens-basketball/roster/coaches/jordyn-o-reilly/6911,2025-26
663,Southern Methodist,Sean MacNeill,Graduate Assistant,https://smumustangs.com/sports/womens-basketball/roster/coaches/sean-macneill/6901,2025-26
220,Fairfield,Carly Thibault-DuDonis,Head Women's Basketball Coach,https://fairfieldstags.com/sports/womens-basketball/roster/coaches/carly-thibault-dudonis/1077,2025-26
220,Fairfield,Erika Brown,Associate Head Women's Basketball Coach / Recruiting Coordinator,https://fairfieldstags.com/sports/womens-basketball/roster/coaches/erika-brown/1079,2025-26
220,Fairfield,Erik Johnson,Assistant Women's Basketball Coach,https://fairfieldstags.com/sports/womens-basketball/roster/coaches/erik-johnson/1078,2025-26
220,Fairfield,Blake DuDonis,Assistant Women's Basketball Coach,https://fairfieldstags.com/sports/womens-basketball/roster/coaches/blake-dudonis/1080,2025-26
220,Fairfield,Alex McKinnon,Director of Basketball Operations / Assistant Coach,https://fairfieldstags.com/sports/womens-basketball/roster/coaches/alex-mckinnon/1081,2025-26
220,Fairfield,Dominic Lewis,Graduate Assistant - Women's Basketball,https://fairfieldstags.com/sports/womens-basketball/roster/coaches/dominic-lewis/1083,2025-26
674,Stanford,Kate Paye,The Setsuko Ishiyama Director of Women's Basketball,https://gostanford.com/sports/womens-basketball/roster/season/2025-26/staff/kate-paye,2025-26
674,Stanford,Tempie Brown,The Harry K. and Ida S. Berland Associate Head Women's Basketball Coach,https://gostanford.com/sports/womens-basketball/roster/season/2025-26/staff/tempie-brown,2025-26
674,Stanford,Katy Steding,The Peiros Family Assistant Women's Basketball Coach,https://gostanford.com/sports/womens-basketball/roster/season/2025-26/staff/katy-steding,2025-26
674,Stanford,Heather Oesterle,The Tara VanDerveer Assistant Women's Basketball Coach,https://gostanford.com/sports/womens-basketball/roster/season/2025-26/staff/heather-oesterle,2025-26
674,Stanford,Erica McCall,Assistant Coach,https://gostanford.com/sports/womens-basketball/roster/season/2025-26/staff/erica-mccall,2025-26
674,Stanford,Jeanette Pohlen,Assistant Coach,https://gostanford.com/sports/womens-basketball/roster/season/2025-26/staff/jeanette-pohlen,2025-26
683,Stony Brook,Joy McCorvey,Head Coach,https://stonybrookathletics.com/sports/womens-basketball/roster/coaches/joy-mccorvey/1537,2025-26
683,Stony Brook,Anjalé Barrett,Assistant Coach / Recruiting Coordinator,https://stonybrookathletics.com/sports/womens-basketball/roster/coaches/anjal-barrett/1538,2025-26
683,Stony Brook,Kiah Gillespie,Assistant Coach,https://stonybrookathletics.com/sports/womens-basketball/roster/coaches/kiah-gillespie/1539,2025-26
683,Stony Brook,Evan Turkish,Assistant Coach,https://stonybrookathletics.com/sports/womens-basketball/roster/coaches/evan-turkish/1583,2025-26
683,Stony Brook,Sierra Bastien,Director of Basketball Operations,https://stonybrookathletics.com/sports/womens-basketball/roster/coaches/sierra-bastien/1541,2025-26
683,Stony Brook,Willie Rosales,Graduate Assistant,https://stonybrookathletics.com/sports/womens-basketball/roster/coaches/willie-rosales/1542,2025-26
68,Boston,Melissa Graves,Head Coach,https://goterriers.com/sports/womens-basketball/roster/coaches/melissa-graves/8316,2025-26
68,Boston,Kourtni Williams,Assistant Coach,https://goterriers.com/sports/womens-basketball/roster/coaches/kourtni-williams/8317,2025-26
68,Boston,Katie Nelson,Assistant Coach,https://goterriers.com/sports/womens-basketball/roster/coaches/katie-nelson/8318,2025-26
68,Boston,Moneshia Davis,Assistant Coach,https://goterriers.com/sports/womens-basketball/roster/coaches/moneshia-davis/8440,2025-26
68,Boston,Capree Garner,Director of Basketball Operations,https://goterriers.com/sports/womens-basketball/roster/coaches/capree-garner/8382,2025-26
68,Boston,Jake Goldman,Video Coordinator,https://goterriers.com/sports/womens-basketball/roster/coaches/jake-goldman/8399,2025-26
711,Towson,Laura Harper,Head Coach,https://towsontigers.com/sports/womens-basketball/roster/coaches/laura-harper/8567,2025-26
711,Towson,Eric Atkins,Associate Head Coach,https://towsontigers.com/sports/womens-basketball/roster/coaches/eric-atkins/8568,2025-26
711,Towson,Tony DiClemente,Assistant Coach,https://towsontigers.com/sports/womens-basketball/roster/coaches/tony-diclemente/8576,2025-26
711,Towson,Zion Sanders,Assistant Coach,https://towsontigers.com/sports/womens-basketball/roster/coaches/zion-sanders/8570,2025-26
711,Towson,Lorie Khalil,Assistant Coach / General Manager,https://towsontigers.com/sports/womens-basketball/roster/coaches/lorie-khalil/8569,2025-26
711,Towson,Nick Boboshko,Assistant Coach / Director of Operations,https://towsontigers.com/sports/womens-basketball/roster/coaches/nick-boboshko/8577,2025-26
670,Texas State,Zenarae Antoine,Head Women's Basketball Coach,https://txst.com/sports/womens-basketball/roster/coaches/zenarae-antoine/1864,2025-2026
670,Texas State,Jericka Jenkins,Assistant Coach,https://txst.com/sports/womens-basketball/roster/coaches/jericka-jenkins/1868,2025-2026
670,Texas State,Paige Love,Assistant Coach,https://txst.com/sports/womens-basketball/roster/coaches/paige-love/1867,2025-2026
670,Texas State,Barbara Farris,Assistant Coach,https://txst.com/sports/womens-basketball/roster/coaches/barbara-farris/1871,2025-2026
670,Texas State,Octavia Barnes,Assistant Coach,https://txst.com/sports/womens-basketball/roster/coaches/octavia-barnes/1872,2025-2026
670,Texas State,Abigail Whitling,Assistant Athletic Director - Women’s Basketball Operations,https://txst.com/sports/womens-basketball/roster/coaches/abigail-whitling/1865,2025-2026
670,Texas State,Bria Bethea,Graduate Assistant,https://txst.com/sports/womens-basketball/roster/coaches/bria-bethea/1889,2025-2026
2678,Arkansas-Pine Bluff,Erica Leak,Head Women's Basketball Coach,https://uapblionsroar.com/sports/womens-basketball/roster/coaches/erica-leak/853,2025-26
2678,Arkansas-Pine Bluff,Xavier Johnson,Associate Head Coach,https://uapblionsroar.com/sports/womens-basketball/roster/coaches/xavier-johnson/855,2025-26
2678,Arkansas-Pine Bluff,Roderick Woods,Assistant Women's Basketball Coach,https://uapblionsroar.com/sports/womens-basketball/roster/coaches/roderick-woods/858,2025-26
2678,Arkansas-Pine Bluff,Daniel Bandy,Director of Player Development,https://uapblionsroar.com/sports/womens-basketball/roster/coaches/daniel-bandy/875,2025-26
2678,Arkansas-Pine Bluff,Simone Johnson,Graduate Assistant,https://uapblionsroar.com/sports/womens-basketball/roster/coaches/simone-johnson/876,2025-26
1004,Central Arkansas,Tony Kemper,Head Women's Basketball Coach,https://ucasports.com/sports/womens-basketball/roster/coaches/tony-kemper/1562,2025-26
1004,Central Arkansas,Kaitlynn Pacholke,Assistant Women's Basketball Coach,https://ucasports.com/sports/womens-basketball/roster/coaches/kaitlynn-pacholke/1563,2025-26
1004,Central Arkansas,Hailey Estes,Assistant Women's Basketball Coach,https://ucasports.com/sports/womens-basketball/roster/coaches/hailey-estes/1565,2025-26
1004,Central Arkansas,Jewel Smalls,Assistant Women's Basketball Coach,https://ucasports.com/sports/womens-basketball/roster/coaches/jewel-smalls/1566,2025-26
108,UC Davis,Jennifer Gross,Head Coach,https://ucdavisaggies.com/sports/womens-basketball/roster/coaches/jennifer-gross/8722,2025-26
108,UC Davis,Joe Teramoto,Associate Head Coach,https://ucdavisaggies.com/sports/womens-basketball/roster/coaches/joe-teramoto/8718,2025-26
108,UC Davis,Matt Klemin,Assistant Coach,https://ucdavisaggies.com/sports/womens-basketball/roster/coaches/matt-klemin/8719,2025-26
108,UC Davis,Vicki Baugh,Assistant Coach,https://ucdavisaggies.com/sports/womens-basketball/roster/coaches/vicki-baugh/8721,2025-26
108,UC Davis,Mia Gallo,Assistant Coach/Director of Basketball Operations,https://ucdavisaggies.com/sports/womens-basketball/roster/coaches/mia-gallo/8723,2025-26
108,UC Davis,Dejza James,Assistant Coach/Video Coordinator,https://ucdavisaggies.com/sports/womens-basketball/roster/coaches/dejza-james/8724,2025-26
108,UC Davis,Therese Cardinet,Administrative Assistant,https://ucdavisaggies.com/sports/womens-basketball/roster/coaches/therese-cardinet/8720,2025-26
109,UC Irvine,Tamara Inoue,Head Coach,https://ucirvinesports.com/sports/womens-basketball/roster/coaches/tamara-inoue/1156,2025-26
109,UC Irvine,Cecilia Russell-Nava,Associate Head Coach,https://ucirvinesports.com/sports/womens-basketball/roster/coaches/cecilia-russell-nava/1157,2025-26
109,UC Irvine,Derek Wynn,Assistant Coach,https://ucirvinesports.com/sports/womens-basketball/roster/coaches/derek-wynn/1159,2025-26
109,UC Irvine,Tyler Ellis,Assistant Coach,https://ucirvinesports.com/sports/womens-basketball/roster/coaches/tyler-ellis/1158,2025-26
109,UC Irvine,Lauren Saiki,Assistant Coach,https://ucirvinesports.com/sports/womens-basketball/roster/coaches/lauren-saiki/1194,2025-26
111,UC Riverside,Brad Langston,Head Women's Basketball Coach,https://gohighlanders.com/sports/womens-basketball/roster/coaches/brad-langston/1205,2025-26
111,UC Riverside,Natasha Smith,Associate Head Coach,https://gohighlanders.com/sports/womens-basketball/roster/coaches/natasha-smith/1209,2025-26
111,UC Riverside,Jewelyn Huth,Assistant Coach,https://gohighlanders.com/sports/womens-basketball/roster/coaches/jewelyn-huth/1207,2025-26
111,UC Riverside,Najé Murray,Assistant Coach,https://gohighlanders.com/sports/womens-basketball/roster/coaches/naj-murray/1208,2025-26
104,UC Santa Barbara,Renee Jimenez,Head Coach,https://ucsbgauchos.com/sports/womens-basketball/roster/coaches/renee-jimenez/1150,2025-26
104,UC Santa Barbara,Chelsea Carlisle,Assistant Coach,https://ucsbgauchos.com/sports/womens-basketball/roster/coaches/chelsea-carlisle/1151,2025-26
104,UC Santa Barbara,Dario Frias,Assistant Coach,https://ucsbgauchos.com/sports/womens-basketball/roster/coaches/dario-frias/1152,2025-26
104,UC Santa Barbara,Tina Samaniego,Assistant Coach,https://ucsbgauchos.com/sports/womens-basketball/roster/coaches/tina-samaniego/1163,2025-26
104,UC Santa Barbara,Kelsey Forrester,Assistant Coach/Director of Basketball Operations,https://ucsbgauchos.com/sports/womens-basketball/roster/coaches/kelsey-forrester/1153,2025-26
219,Evansville,Robyn Scherr,Head Women's Basketball Coach,https://gopurpleaces.com/sports/womens-basketball/roster/coaches/robyn-scherr/1096,2025-26
219,Evansville,Sarah Solinsky,Deputy Athletics Director for Internal Operations/SWA & Women’s Basketball General Manager,https://gopurpleaces.com/sports/womens-basketball/roster/coaches/sarah-solinsky/1114,2025-26
219,Evansville,Imani Gordon,Assistant Women's Basketball Coach,https://gopurpleaces.com/sports/womens-basketball/roster/coaches/imani-gordon/1103,2025-26
219,Evansville,Anna Newman,Assistant Women's Basketball Coach,https://gopurpleaces.com/sports/womens-basketball/roster/coaches/anna-newman/1098,2025-26
219,Evansville,Tyler McCormick,Assistant Women's Basketball Coach,https://gopurpleaces.com/sports/womens-basketball/roster/coaches/tyler-mccormick/1100,2025-26
219,Evansville,Molly Davis,Women's Basketball Graduate Assistant,https://gopurpleaces.com/sports/womens-basketball/roster/coaches/molly-davis/1099,2025-26
302,Illinois-Chicago,Ashleen Bracey,Head Coach,https://uicflames.com/sports/womens-basketball/roster/coaches/ashleen-bracey/5268,2025-26
302,Illinois-Chicago,Caprice Smith,Assistant Coach,https://uicflames.com/sports/womens-basketball/roster/coaches/caprice-smith/5269,2025-26
302,Illinois-Chicago,Remy Lory,Assistant Coach,https://uicflames.com/sports/womens-basketball/roster/coaches/remy-lory/5271,2025-26
302,Illinois-Chicago,John McCray,Assistant Coach,https://uicflames.com/sports/womens-basketball/roster/coaches/john-mccray/5272,2025-26
302,Illinois-Chicago,Kara Rawls,Assistant Coach,https://uicflames.com/sports/womens-basketball/roster/coaches/kara-rawls/5273,2025-26
302,Illinois-Chicago,Aaliyah Patty,Director of Player Personnel,https://uicflames.com/sports/womens-basketball/roster/coaches/aaliyah-patty/5274,2025-26
