country,vs,team_score,vs_score,date,#,Players,Min,Pts,FG,2Pts,3Pts,FT,OREB,DREB,REB,AST,PF,TO,STL,BLK,+/-,EFF
US Virgin Islands,Colombia,60,72,1106,0,Kadasha Barry,12:39,0,0/1,0/1,0/0,0/0,0,0,0,1,2,1,0,0,-11,-1
US Virgin Islands,Colombia,60,72,1106,4,Molina Williams,27:04,7,2/10,2/6,0/4,3/6,2,4,6,3,2,2,0,0,0,3
US Virgin Islands,Colombia,60,72,1106,5,Taylor Dominique Jones,08:25,2,1/2,1/2,0/0,0/3,1,1,2,0,0,1,0,1,1,0
US Virgin Islands,Colombia,60,72,1106,6,Shomyra Francis,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
US Virgin Islands,Colombia,60,72,1106,7,Imani Tate,32:07,10,2/12,1/10,1/2,5/12,4,10,14,3,4,4,3,2,-7,11
US Virgin Islands,Colombia,60,72,1106,8,Brittney Kevia Matthew,13:33,6,2/7,0/1,2/6,0/0,0,2,2,0,1,0,0,0,-11,3
US Virgin Islands,Colombia,60,72,1106,10,Lanese Sanay Bough,35:19,5,2/5,1/2,1/3,0/0,3,1,4,6,3,1,1,0,-9,12
US Virgin Islands,Colombia,60,72,1106,11,Natalie Nicole Day,29:44,12,5/11,3/7,2/4,0/0,3,7,10,2,1,3,1,1,-8,17
US Virgin Islands,Colombia,60,72,1106,12,Anisha Briana George,27:48,18,8/18,8/18,0/0,2/4,2,3,5,1,2,2,2,4,-10,16
US Virgin Islands,Colombia,60,72,1106,13,Naja Ngongba,08:40,0,0/1,0/0,0/1,0/0,1,1,2,0,0,0,0,0,-4,1
US Virgin Islands,Colombia,60,72,1106,14,Alexis Boston,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
US Virgin Islands,Colombia,60,72,1106,22,Akeema Sherika Richards,04:42,0,0/0,0/0,0/0,0/0,0,0,0,0,2,0,0,0,-1,0
