country,vs,team_score,vs_score,date,#,Players,Min,Pts,FG,2Pts,3Pts,FT,OREB,DREB,REB,AST,PF,TO,STL,BLK,+/-,EFF
Korea,Spain,69,73,2607,1,Jihyun Shin,03:46,3,1/1,0/0,1/1,0/0,0,0,0,1,1,0,0,0,1,4
Korea,Spain,69,73,2607,2,Eomji Han,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Korea,Spain,69,73,2607,3,Leeseul Kang,36:45,26,10/19,8/14,2/5,4/4,0,7,7,1,1,3,1,0,-2,23
Korea,Spain,69,73,2607,4,Yebin Yoon,14:10,1,0/2,0/1,0/1,1/2,1,1,2,1,5,0,0,0,-2,1
Korea,Spain,69,73,2607,5,Heji An,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Korea,Spain,69,73,2607,7,Hyejin Park,35:10,14,6/13,4/7,2/6,0/1,0,2,2,5,3,0,0,0,-7,13
Korea,Spain,69,73,2607,9,Jihyun Park,17:22,2,1/2,1/1,0/1,0/0,0,3,3,1,1,1,0,1,-3,5
Korea,Spain,69,73,2607,11,Hyeyoon Bae,15:38,0,0/1,0/1,0/0,0/0,1,2,3,1,2,0,2,0,-3,5
Korea,Spain,69,73,2607,13,Jung Eun Kim,09:15,0,0/1,0/0,0/1,0/0,0,0,0,0,2,0,0,0,2,-1
Korea,Spain,69,73,2607,19,Ji Su Park,33:31,17,6/13,6/13,0/0,5/5,4,6,10,4,3,6,1,3,-8,22
Korea,Spain,69,73,2607,23,Danbi Kim,27:54,6,3/9,3/7,0/2,0/0,1,1,2,2,2,1,1,0,-2,4
Korea,Spain,69,73,2607,31,An Jin,06:29,0,0/0,0/0,0/0,0/0,0,1,1,0,1,0,0,0,4,1
Spain,Korea,73,69,2607,5,Cristina Ouvina,30:44,11,4/12,4/10,0/2,3/3,4,3,7,8,0,4,1,0,14,15
Spain,Korea,73,69,2607,6,Silvia Dominguez,21:13,8,3/6,2/4,1/2,1/1,0,3,3,2,2,4,1,0,2,7
Spain,Korea,73,69,2607,7,Alba Torrens,22:43,2,1/10,1/8,0/2,0/0,1,3,4,0,1,1,0,1,8,-3
Spain,Korea,73,69,2607,9,Laia Palau,17:37,4,1/2,1/1,0/1,2/2,0,0,0,6,1,0,0,0,0,9
Spain,Korea,73,69,2607,11,Leonor Rodriguez,00:13,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Spain,Korea,73,69,2607,12,Maite Cazorla,20:05,0,0/2,0/1,0/1,0/0,1,1,2,2,1,1,0,0,-4,1
Spain,Korea,73,69,2607,13,Tamara Abalde,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Spain,Korea,73,69,2607,14,Raquel Carrera,09:43,2,1/3,1/3,0/0,0/0,0,1,1,0,0,0,0,1,2,2
Spain,Korea,73,69,2607,18,Queralt Casas,08:21,2,1/4,1/4,0/0,0/0,1,0,1,0,1,0,0,0,-10,0
Spain,Korea,73,69,2607,22,Maria Conde,03:36,0,0/1,0/0,0/1,0/0,2,0,2,0,1,0,0,0,-5,1
Spain,Korea,73,69,2607,24,Laura Gil,37:54,16,7/11,7/11,0/0,2/4,4,10,14,1,1,0,2,0,0,27
Spain,Korea,73,69,2607,45,Astou Ndour,27:51,28,13/26,12/23,1/3,1/1,8,2,10,0,4,1,2,4,13,30
Serbia,Canada,72,68,2607,5,Sonja Vasic,28:00,16,6/10,4/7,2/3,2/2,0,3,3,3,1,4,0,0,2,14
Serbia,Canada,72,68,2607,6,Sasa Cado,0:0,0,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0,0
Serbia,Canada,72,68,2607,8,Nevena Jovanovic,15:09,0,0/1,0/0,0/1,0/0,0,5,5,1,1,0,2,0,-2,7
Serbia,Canada,72,68,2607,9,Jelena Brooks,31:40,9,4/9,3/5,1/4,0/0,1,2,3,1,3,3,0,0,0,5
Serbia,Canada,72,68,2607,10,Dajana Butulija,01:44,0,0/0,0/0,0/0,0/0,0,0,0,0,0,1,0,0,4,-1
Serbia,Canada,72,68,2607,11,Aleksandra Crvendakic,27:40,10,4/11,2/6,2/5,0/0,1,2,3,5,3,1,1,0,2,11
