rank,program,network,time,duration,rating,viewers,date
101,E! NEWS,E!,7:00 PM,60,0.09,272,3/22/19
102,SHEPARD SMITH REPORTING,FOX NEWS CHANNEL,3:00 PM,60,0.09,"1,117",3/22/19
103,SPORTSCENTER SPECIAL   L,ESPN,6:00 PM,60,0.09,205,3/22/19
104,SPORTSCENTER AM      L,ESPN2,9:00 AM,60,0.09,204,3/22/19
105,MOVIE- LMN ACQUIRED PREM: NIGHTMARE TENANT,LIFETIME MOVIE NETWORK,8:00 PM,120,0.08,536,3/22/19
106,CNN RIGHT NOW,CNN,1:00 PM,60,0.08,579,3/22/19
107,MSNBC LIVE W/ C.MELVIN,MSNBC,11:00 AM,60,0.08,891,3/22/19
108,PUPPY DOG PALS,DISNEY CHANNEL,9:30 AM,25,0.08,413,3/22/19
109,PJ MASKS,DISNEY CHANNEL,10:00 AM,25,0.08,371,3/22/19
110,DATELINE: SECRETS UNCOVRD: 612 DEADLY TWIST,OXYGEN MEDIA,7:00 PM,120,0.08,334,3/22/19
111,MSNBC LIVE W/ H.JACKSON,MSNBC,10:00 AM,60,0.08,"1,035",3/22/19
112,NBA REGULAR SEASON   L: OKLAHOMA CITY/TORONTO,NBA-TV,7:32 PM,177,0.08,223,3/22/19
113,NEW DAY,CNN,7:00 AM,60,0.08,466,3/22/19
114,MSNBC LIVE W/ S.RUHLE,MSNBC,9:00 AM,60,0.08,"1,099",3/22/19
115,NBA: THE JUMP L,ESPN,3:00 PM,90,0.08,185,3/22/19
116,VAMPIRINA,DISNEY CHANNEL,10:30 AM,25,0.08,365,3/22/19
117,LAW & ORDER,SUNDANCE TV,12:00 AM,60,0.07,307,3/22/19
118,MSNBC LIVE W/ A.VELSHI,MSNBC,3:00 PM,60,0.07,959,3/22/19
119,NFL LIVE                L,ESPN,1:30 PM,90,0.07,197,3/22/19
120,TRU NCAA BSK CHP-BRG-DYFR,TRUTV,2:49 PM,16,0.07,409,3/22/19
121,BELLATOR MMA LIVE: 218,PARAMOUNT,9:00 PM,127,0.07,255,3/22/19
122,LAW & ORDER,SUNDANCE TV,1:00 AM,60,0.07,265,3/22/19
123,TNT RD TO FNL FOUR- FRI,TURNER NETWORK TELEVISION,1:00 PM,22,0.07,236,3/22/19
124,E! NEWS: DAILY POP I,E!,12:00 PM,60,0.07,137,3/22/19
125,ANDREA MITCHELL REPORTS,MSNBC,12:00 PM,60,0.07,891,3/22/19
126,UNDISPUTED L: 634,FOX SPORTS 1,9:30 AM,150,0.07,157,3/22/19
127,TRU NCAA BK CHP-PRE-PRFR,TRUTV,7:00 PM,32,0.07,229,3/22/19
128,GET UP: N/A,ESPN2,10:00 AM,120,0.07,143,3/22/19
129,NEW DAY,CNN,6:00 AM,60,0.07,398,3/22/19
130,MSNBC LIVE W/VELSHI&RUHLE,MSNBC,1:00 PM,60,0.06,889,3/22/19
131,SPORTSCENTER SPECIAL   L,ESPN,7:00 PM,60,0.06,185,3/22/19
132,TBS RD TO FNL FOUR- FRI,TBS NETWORK,1:30 PM,21,0.06,144,3/22/19
133,LAW & ORDER,SUNDANCE TV,10:00 PM,60,0.06,311,3/22/19
134,VICE NEWS TONIGHT,HBO PRIME,7:33 PM,26,0.06,285,3/22/19
135,MSNBC LIVE W/K.TUR,MSNBC,2:00 PM,60,0.06,886,3/22/19
136,OUT FOR BLOOD IN SILICON,HBO PRIME,5:30 PM,119,0.06,204,3/22/19
137,LAW & ORDER,SUNDANCE TV,11:00 PM,60,0.06,283,3/22/19
138,SPONGEBOB,NICKTOONS,11:00 PM,30,0.06,224,3/22/19
139,MORNING EXPRESS W/ MEADE,HLN,7:00 AM,60,0.05,249,3/22/19
140,SPRING BAKING CHAMPION,COOKING CHANNEL,10:00 PM,60,0.05,187,3/22/19
141,KNIGHT AND DAY,HBO PRIME,3:40 PM,110,0.05,152,3/22/19
142,ENTRAPMENT,HBO PRIME,8:00 PM,113,0.05,254,3/22/19
143,AMHQ,THE WEATHER CHANNEL,6:00 AM,60,0.05,224,3/22/19
144,AMERICA SAYS,GSN,9:00 PM,30,0.05,498,3/22/19
145,SPORTSCENTER AM      L,ESPN2,8:00 AM,60,0.05,128,3/22/19
146,AMHQ,THE WEATHER CHANNEL,7:00 AM,60,0.05,239,3/22/19
147,LAW & ORDER,SUNDANCE TV,8:00 PM,60,0.05,279,3/22/19
148,UFC UNLEASHED,ESPN2,12:00 AM,60,0.05,156,3/22/19
149,MORNING EXPRESS W/ MEADE,HLN,8:00 AM,60,0.05,215,3/22/19
150,LINEA DE CUATRO L,UNIVISION DEPORTES,8:00 PM,60,0.05,96,3/22/19
1,TBS NCAA BSKBL CHMP-SA-4: AUBURN VS KANSAS,TBS NETWORK,9:50 PM,132,1.51,"4,622",3/23/19
2,TNT NCAA BSKBL CHMP-SA-3: MURRAY ST VS FLORIDA ST,TURNER NETWORK TELEVISION,6:00 PM,136,0.75,"2,269",3/23/19
3,TNT NCAA BSKBL CHMP-SA-4: VILLANOVA VS PURDUE,TURNER NETWORK TELEVISION,8:32 PM,130,0.71,"2,271",3/23/19
4,TBS NCAA BSK CHP-BRG-PRSA,TBS NETWORK,9:33 PM,17,0.67,"2,481",3/23/19
5,TBS NCAA BSK POST GAME-SA,TBS NETWORK,12:07 AM,54,0.64,"1,681",3/23/19
6,TBS NCAA BSKBL CHMP-SA-3: BAYLOR VS GONZAGA,TBS NETWORK,7:00 PM,153,0.63,"2,509",3/23/19
7,"MEG, THE",HBO PRIME,8:00 PM,113,0.46,"1,660",3/23/19
8,TNT NCAA BSK CHP-BRG-PRSA,TURNER NETWORK TELEVISION,8:16 PM,16,0.44,"1,380",3/23/19
9,DRAGON BALL SUPER,ADULT SWIM,11:00 PM,30,0.41,895,3/23/19
10,ATLANTA CHILD MURDERS,INVESTIGATION DISCOVERY,10:00 PM,60,0.32,"1,230",3/23/19
11,COLLEGE GAMEDAY-BKBL    L,ESPN,11:00 AM,60,0.32,874,3/23/19
12,ATLANTA CHILD MURDERS,INVESTIGATION DISCOVERY,11:00 PM,60,0.3,"1,285",3/23/19
13,KIDS CHOICE AWARDS 2019,NICK-AT-NITE,9:00 PM,35,0.3,"1,295",3/23/19
14,SPORTSCENTER WEEKEND-AM L,ESPN,9:00 AM,60,0.29,727,3/23/19
15,SPORTSCENTER WEEKEND-AM L,ESPN,10:00 AM,60,0.28,734,3/23/19
16,BORUTO:NARUTO NEXT GEN,ADULT SWIM,11:30 PM,30,0.28,602,3/23/19
17,SPORTSCENTER WEEKEND-AM L,ESPN,8:00 AM,60,0.27,626,3/23/19
18,ATLANTA CHILD MURDERS,INVESTIGATION DISCOVERY,9:00 PM,60,0.27,"1,106",3/23/19
19,GHOST ADVENTURES,TRAVEL CHANNEL,9:00 PM,60,0.26,838,3/23/19
20,KIDS CHOICE AWARDS 2019,NICKELODEON,8:00 PM,60,0.26,"1,292",3/23/19
21,HENRY DANGER,NICKELODEON,7:30 PM,30,0.23,"1,313",3/23/19
22,KING OF QUEENS,NICK-AT-NITE,5:08 AM,26,0.23,517,3/23/19
23,HALL ORIGINAL MOVIE: LOVE TO THE RESCUE,HALLMARK CHANNEL,8:00 PM,120,0.23,"2,261",3/23/19
24,KING OF QUEENS,NICK-AT-NITE,5:34 AM,26,0.22,507,3/23/19
25,SPORTSCENTER WEEKEND-AM L,ESPN,7:00 AM,60,0.22,513,3/23/19
26,PIONEER WOMAN,FOOD NETWORK,10:00 AM,30,0.2,"1,206",3/23/19
27,ELENA OF AVALOR,DISNEY JUNIOR,11:30 AM,25,0.2,712,3/23/19
28,SWORD ART OL:ALICIZATION,ADULT SWIM,12:30 AM,30,0.19,406,3/23/19
29,"KITCHEN AT FN, THE",FOOD NETWORK,11:00 AM,60,0.19,918,3/23/19
30,NIT TOURNAMENT  L: ARKANSAS/INDIANA,ESPN,12:00 PM,124,0.19,760,3/23/19
31,COLLEGE WRESTLING   L: NCAA WRSTLNG CHAMPIONSHIP,ESPN,7:00 PM,191,0.19,625,3/23/19
32,TRADING SPACES,TLC,8:00 PM,62,0.18,783,3/23/19
33,MEGALOBOX,ADULT SWIM,1:00 AM,30,0.18,378,3/23/19
34,GUYS RANCH KITCHEN,FOOD NETWORK,12:30 PM,30,0.18,819,3/23/19
35,CAVUTO LIVE,FOX NEWS CHANNEL,10:00 AM,60,0.18,"1,718",3/23/19
36,"MOVIE- ACQUIRED PREM: DAUGHTERS DECEPTION, A",LIFETIME TELEVISION,8:00 PM,121,0.17,886,3/23/19
37,FOX & FRIENDS SATURDAY,FOX NEWS CHANNEL,9:00 AM,60,0.17,"1,976",3/23/19
38,JOJOS ADV: DIAMOND UNBRK,ADULT SWIM,1:30 AM,30,0.17,357,3/23/19
39,"IYANLA, FIX MY LIFE",OPRAH WINFREY NETWORK,9:00 PM,60,0.16,602,3/23/19
40,COOP & CAMI ASK THE WORLD,DISNEY CHANNEL,10:30 AM,30,0.15,649,3/23/19
41,WHILE YOU WERE OUT,TLC,9:02 PM,61,0.15,699,3/23/19
42,TOTAL DRAMARAMA,THE CARTOON NETWORK,9:00 AM,30,0.15,564,3/23/19
43,PITBULLS AND PAROLEES,ANIMAL PLANET,9:00 PM,61,0.15,568,3/23/19
44,MUMMY DEAREST,AMC,12:50 AM,10,0.15,515,3/23/19
45,CAVUTO LIVE,FOX NEWS CHANNEL,11:00 AM,60,0.15,"1,583",3/23/19
46,MUMMY DEAREST: MUMMY: TOMB OF DRAGON EMP,AMC,1:00 AM,140,0.15,443,3/23/19
47,SPORTSCENTER MORNING    L,ESPN,2:00 AM,60,0.14,318,3/23/19
48,FOX & FRIENDS SATURDAY,FOX NEWS CHANNEL,8:00 AM,60,0.14,"1,709",3/23/19
49,"GREG GUTFELD SHOW, THE",FOX NEWS CHANNEL,10:00 PM,60,0.14,"1,865",3/23/19
50,BAKUGAN:BATTLE PLANET,THE CARTOON NETWORK,7:00 AM,30,0.14,291,3/23/19
51,MUELLER REPORT SPECIAL,FOX NEWS CHANNEL,9:00 PM,60,0.14,"1,808",3/23/19
52,BIZAARDVARK,DISNEY CHANNEL,10:00 AM,30,0.13,566,3/23/19
53,FOX & FRIENDS SATURDAY,FOX NEWS CHANNEL,7:00 AM,60,0.13,"1,332",3/23/19
54,"MEG, THE",HBO PRIME,12:20 AM,113,0.13,403,3/23/19
55,CNN NEWSROOM,CNN,2:00 PM,60,0.13,659,3/23/19
56,AMERICAS NEWS HQ,FOX NEWS CHANNEL,12:00 PM,60,0.13,"1,380",3/23/19
57,FAMILY OR FIANCE,OPRAH WINFREY NETWORK,10:00 PM,60,0.13,429,3/23/19
58,CNN NEWSROOM,CNN,1:00 PM,60,0.13,680,3/23/19
59,SPORTSCENTER 1AM        L,ESPN,1:00 AM,60,0.12,307,3/23/19
60,CNN NEWSROOM,CNN,12:00 PM,60,0.12,706,3/23/19
61,AMERICAS NEWS HQ,FOX NEWS CHANNEL,1:00 PM,60,0.12,"1,132",3/23/19
62,BEN 10 (2017),THE CARTOON NETWORK,12:00 PM,30,0.12,461,3/23/19
63,WATTERS WORLD,FOX NEWS CHANNEL,8:00 PM,60,0.12,"1,786",3/23/19
64,TOP RANK BOXING        L: RUBRAT PULEV/BOGDAN DINU,ESPN,10:11 PM,122,0.12,469,3/23/19
65,COMEDY CENTRAL MOVIE: BABY MAMA,COMEDY CENTRAL,4:45 PM,125,0.11,231,3/23/19
66,TNT NCAA BK CHP-PRE-SA,TURNER NETWORK TELEVISION,5:00 PM,60,0.11,397,3/23/19
67,AM JOY: N/A,MSNBC,10:00 AM,120,0.11,"1,203",3/23/19
68,SITUATION ROOM,CNN,11:00 AM,60,0.11,826,3/23/19
69,CNN NEWSROOM,CNN,3:00 PM,60,0.11,599,3/23/19
70,FOX REPORT WITH JON SCOTT,FOX NEWS CHANNEL,6:00 PM,60,0.11,"1,077",3/23/19
71,SKYSCRAPER,HBO PRIME,6:15 PM,102,0.11,365,3/23/19
72,THOMAS & FRIENDS,NICK JR,11:30 AM,30,0.11,496,3/23/19
73,BLAZE,NICK JR,11:00 AM,30,0.11,565,3/23/19
74,DESPICABLE ME,HBO PRIME,9:55 AM,95,0.11,259,3/23/19
75,SITUATION ROOM,CNN,10:00 AM,60,0.1,781,3/23/19
76,INCREDIBLE DR POL,NAT GEO WILD,9:00 PM,60,0.1,917,3/23/19
77,CNN NEWSROOM,CNN,9:00 PM,60,0.1,648,3/23/19
78,AAF FOOTBALL: APOLLOS/LEGENDS,TURNER NETWORK TELEVISION,2:00 PM,150,0.1,340,3/23/19
79,LIAR LIAR,HBO PRIME,11:30 AM,86,0.1,230,3/23/19
80,CNN NEWSROOM,CNN,5:00 PM,60,0.1,626,3/23/19
81,NEW DAY SATURDAY,CNN,8:00 AM,60,0.1,570,3/23/19
82,SMERCONISH,CNN,9:00 AM,60,0.1,711,3/23/19
83,PITCH PERFECT 3,HBO PRIME,12:56 PM,93,0.1,228,3/23/19
84,WEEKENDS WITH ALEX WITT: N/A,MSNBC,12:00 PM,120,0.09,887,3/23/19
85,FOX REPORT WITH JON SCOTT,FOX NEWS CHANNEL,7:00 PM,60,0.09,"1,147",3/23/19
86,"MOVIE- ACQUIRED PREM: DAUGHTERS DECEPTION, A",LIFETIME TELEVISION,12:01 AM,121,0.09,351,3/23/19
87,CNN NEWSROOM,CNN,4:00 PM,60,0.09,573,3/23/19
88,AMERICAS NEWS HQ,FOX NEWS CHANNEL,2:00 PM,60,0.09,922,3/23/19
89,COLD JUSTICE,OXYGEN MEDIA,6:00 PM,60,0.09,501,3/23/19
90,NEW DAY SATURDAY,CNN,7:00 AM,60,0.09,477,3/23/19
91,FOX & FRIENDS SATURDAY,FOX NEWS CHANNEL,6:00 AM,60,0.09,"1,017",3/23/19
92,AMERICAS NEWS HQ,FOX NEWS CHANNEL,5:00 PM,60,0.08,933,3/23/19
93,SPORTSCENTER 12AM  L,ESPN,12:13 AM,47,0.08,245,3/23/19
94,UEFA EUR QLF DT SAT: ESPANA / NORUEGA,UNIVISION DEPORTES,3:30 PM,135,0.08,209,3/23/19
95,DR POL COMPILATION,NAT GEO WILD,8:00 PM,60,0.08,745,3/23/19
96,CNN NEWSROOM,CNN,8:00 PM,60,0.08,657,3/23/19
97,SUPERCROSS: SEATTLE,NBC SPORTS NETWORK,10:00 PM,190,0.08,217,3/23/19
98,PARTIDO AMISTOSO L: AMERICA / ATLAS,UNIVISION DEPORTES,9:30 PM,124,0.08,170,3/23/19
99,NIT TOURNAMENT  L: LIPSCOMB/UNC GREENSBORO,ESPN,2:04 PM,124,0.08,274,3/23/19
100,SITUATION ROOM,CNN,6:00 PM,60,0.08,522,3/23/19
101,"ACCIDENT, SUICIDE, MURDER",OXYGEN MEDIA,7:00 PM,60,0.08,437,3/23/19
102,OUT FOR BLOOD IN SILICON,HBO PRIME,2:30 PM,119,0.08,226,3/23/19
103,WEEKEND RECHARGE,THE WEATHER CHANNEL,9:00 AM,60,0.08,286,3/23/19
104,UP WITH DAVID GURA: N/A,MSNBC,8:00 AM,120,0.07,747,3/23/19
105,SITUATION ROOM,CNN,7:00 PM,60,0.07,574,3/23/19
106,AMERICAS NEWS HQ,FOX NEWS CHANNEL,4:00 PM,60,0.07,792,3/23/19
107,FUTBOL CENTRAL (DT) SAT,UNIVISION DEPORTES,3:00 PM,30,0.07,168,3/23/19
108,JOURNAL EDITORIAL REPORT,FOX NEWS CHANNEL,3:00 PM,60,0.07,870,3/23/19
109,NEW DAY SATURDAY,CNN,6:00 AM,60,0.07,475,3/23/19
110,MILO MURPHYS LAW,DISNEY CHANNEL,7:00 AM,30,0.07,325,3/23/19
111,ALIEN NEWS DESK,SYFY,11:00 PM,30,0.07,177,3/23/19
112,AAF REGULAR SEASON: 2019 WK 7: SL VS. SA,NFL NETWORK,8:00 PM,164,0.07,237,3/23/19
113,WOLFMAN THE,HBO PRIME,4:30 PM,102,0.07,193,3/23/19
114,DR. POL: DEJA MOO!,NAT GEO WILD,10:00 PM,60,0.06,612,3/23/19
115,WEEKEND EXPRESS,HLN,7:00 AM,60,0.06,210,3/23/19
116,TECH GARAGE,MOTOR TREND,9:30 AM,30,0.06,256,3/23/19
117,MSNBC LIVE W/ K. GIBSON,MSNBC,2:00 PM,60,0.06,705,3/23/19
118,SPORTSCENTER EARLY      L,ESPN,5:56 PM,64,0.06,166,3/23/19
119,PAID PROGRAM,USA NETWORK,7:00 AM,30,0.06,205,3/23/19
120,NASCAR M.E. CUP QUALIFY L,FOX SPORTS 1,5:00 PM,60,0.06,415,3/23/19
121,WEEKENDS WITH ALEX WITT,MSNBC,7:00 AM,60,0.06,502,3/23/19
122,CNN NEWSROOM LIVE,CNN,5:00 AM,60,0.06,341,3/23/19
123,COLL SOFTBALL REG SSN   L,ESPN,4:08 PM,108,0.06,243,3/23/19
124,SESAME STREET,HBO PRIME,9:00 AM,26,0.06,146,3/23/19
125,AMHQ WEEKEND,THE WEATHER CHANNEL,8:00 AM,60,0.05,250,3/23/19
126,NBA REGULAR SEASON   L: DETROIT/PORTLAND,NBA-TV,10:04 PM,151,0.05,176,3/23/19
127,MSNBC LIVE WKND EDITION,MSNBC,7:00 PM,60,0.05,680,3/23/19
128,JUPITER ASCENDING: JUPITER ASCENDING,HBO PRIME,3:15 AM,128,0.05,180,3/23/19
129,KIDS CHOICE AWARDS 2019,NICK JR,8:00 PM,95,0.05,260,3/23/19
130,MSNBC LIVE WKND EDITION,MSNBC,6:00 PM,60,0.05,595,3/23/19
