team_id,team_name,url
136,Chicago State,https://www.gocsucougars.com/sports/womens-basketball
272,Hartford,https://hartfordhawks.com/sports/womens-basketball
287,Houston Christian,https://hcuhuskies.com/sports/womens-basketball
665,Southern,https://gojagsports.com/sports/womens-basketball
599,St. Francis College Brooklyn,https://sfcathletics.com/sports/womens-basketball
2678,Arkansas-Pine Bluff,https://uapblionsroar.com/sports/womens-basketball
756,Washington,https://gohuskies.com/sports/womens-basketball
100,Cal State LA,https://lagoldeneagles.com/sports/womens-basketball
1012,Chadron St.,https://chadroneagles.com/sports/womens-basketball
1015,Christian Brothers,https://cbubucs.com/sports/womens-basketball
1028,Concord,https://cumountainlions.com/sports/womens-basketball
1064,Eastern Nazarene,https://athletics.enc.edu/sports/wbkb
1066,Edgewood,https://edgewoodcollegeeagles.com/sports/womens-basketball
1094,George Fox,https://athletics.georgefox.edu/sports/womens-basketball
10972,Chatham,https://gochathamcougars.com/sports/womens-basketball
1098,Glenville St.,https://gscpioneers.com/sports/womens-basketball
11036,Sage Colleges,https://www.sagegators.com/sports/wbkb
1111,Greenville,https://greenvillepanthers.com/sports/womens-basketball
1112,Guilford,https://guilfordquakers.com/sports/womens-basketball
1115,Hanover,https://athletics.hanover.edu/sports/wbball
1126,Holy Family,https://athletics.holyfamily.edu/sports/womens-basketball
113,UC Santa Cruz,https://goslugs.com/sports/womens-basketball
114,Calvin,https://calvinknights.com/sports/womens-basketball
1159,Keuka,https://keukaathletics.com/sports/womens-basketball
1162,LaGrange,https://lagrangepanthers.com/sports/womens-basketball
117,Capital,https://athletics.capital.edu/sports/womens-basketball
1174,Limestone,https://golimestonesaints.com/sports/womens-basketball
1179,Linfield,https://golinfieldwildcats.com/sports/womens-basketball
11839,Pitt.-Greensburg,https://pittgreensburgathletics.com/sports/womens-basketball
1203,Mary Hardin-Baylor,https://cruathletics.com/sports/womens-basketball
88,Cabrini,https://cabriniathletics.com/sports/womens-basketball
122,CWRU,https://athletics.case.edu/sports/womens-basketball
15,Albion,https://gobrits.com/sports/womens-basketball
19,Allegheny,https://alleghenygators.com/sports/womens-basketball
1254,Neumann,https://www.neumannathletics.com/sports/womens-basketball
1267,Northland,https://northlandcollegesports.com/sports/womens-basketball
1305,Cairn,https://www.cairnhighlanders.com/sports/womens-basketball
132,Centre,https://centrecolonels.com/sports/womens-basketball
1340,St. Joseph's (L.I.),https://sjliathletics.com/sports/womens-basketball
1348,St. Thomas Aquinas,https://www.stacathletics.com/sports/wbkb
1395,Tarleton St.,https://tarletonsports.com/sports/womens-basketball
78,Brockport,https://gobrockport.com/sports/womens-basketball
1454,Whitworth,https://whitworthpirates.com/sports/womens-basketball
1439,West Virginia St.,https://wvsuyellowjackets.com/sports/womens-basketball
144,Clark Atlanta,https://clarkatlantasports.com/sports/womens-basketball
121,Carthage,https://athletics.carthage.edu/sports/womens-basketball
123,Castleton,https://castletonsports.com/sports/womens-basketball
146,Clarkson,https://clarksonathletics.com/sports/womens-basketball
14795,Cedar Crest,https://cedarcrestathletics.com/sports/womens-basketball
151,Colby,https://colbyathletics.com/sports/womens-basketball
15882,Rosemont,https://rosemont-ravens.com/sports/womens-basketball
16142,Misericordia,https://athletics.misericordia.edu/sports/womens-basketball
163,Connecticut Col.,https://camelathletics.com/sports/womens-basketball
17094,William Peace,https://gopeacepacers.com/sports/womens-basketball
174,Davis & Elkins,https://senatornation.com/sports/womens-basketball
142,Claremont-M-S,https://cmsathletics.org/sports/womens-basketball
179,Delaware Valley,https://athletics.delval.edu/sports/womens-basketball
18,Alfred,https://gosaxons.com/sports/womens-basketball
177,DePauw,https://depauwtigers.com/sports/womens-basketball/
185,Dickinson,https://dickinsonathletics.com/sports/womens-basketball
186,Dist. Columbia,https://www.udcfirebirds.com/sports/wbkb
190,Drew,https://drewrangers.com/sports/womens-basketball
20,DeSales,https://athletics.desales.edu/sports/womens-basketball
200,Eastern Conn. St.,https://gowarriorathletics.com/sports/womens-basketball
211,Elizabethtown,https://etownbluejays.com/sports/womens-basketball
212,Elmhurst,https://elmhurstbluejays.com/sports/womens-basketball
21323,Chestnut Hill,https://griffinathletics.com/sports/womens-basketball
214,Emerson,https://emersonlions.com/sports/womens-basketball
215,Emmanuel (MA),https://goecsaints.com/sports/womens-basketball
217,Emory,https://emoryathletics.com/sports/womens-basketball
218,Eureka,http://www.eurekareddevils.com/sports/wbkb
21830,Piedmont,https://piedmontlions.com/sports/womens-basketball
21852,Stevenson,https://gomustangsports.com/sports/womens-basketball
22,American International,https://aicyellowjackets.com/sports/womens-basketball
225,Ferrum,https://ferrumpanthers.com/sports/womens-basketball
228,Florida A&M,https://famuathletics.com/sports/womens-basketball
241,Franklin Pierce,https://fpuravens.com/sports/womens-basketball
24400,Concordia (TX),https://athletics.concordia.edu/sports/womens-basketball
246,Gannon,https://gannonsports.com/sports/womens-basketball
247,SUNY Geneseo,https://geneseoknights.com/sports/wbball
258,Gettysburg,https://gettysburgsports.com/sports/womens-basketball
259,Rowan,https://www.rowanathletics.com/sports/womens-basketball
26107,Becker,https://beckerhawks.com/sports/wbkb
265,Grove City,https://athletics.gcc.edu/sports/womens-basketball
266,Gust. Adolphus,https://gogusties.com/sports/womens-basketball
30084,Geneva,https://athletics.geneva.edu/sports/womens-basketball
