team_id,team_name,url
513,Notre Dame,https://fightingirish.com/sports/wbball
702,Texas-Arlington,https://utamavs.com/sports/womens-basketball
127,Central Connecticut,https://ccsubluedevils.com/sports/wbkb
149,Coastal Carolina,https://goccusports.com/sports/womens-basketball
393,Maryland-Eastern Shore,https://umeshawksports.com/sports/womens-basketball
369,Loyola-Maryland,https://loyolagreyhounds.com/sports/womens-basketball
599,St. Francis College Brooklyn,https://sfcathletics.com/sports/womens-basketball
692,Tennessee Tech,https://www.ttusports.com/sports/wbkb
1004,Central Arkansas,https://ucasports.com/sports/womens-basketball
627,San Diego,https://usdtoreros.com/sports/womens-basketball
792,Winthrop,https://winthropeagles.com/sports/womens-basketball
