season,play_id,game_id,period_number,x_coord,y_coord,play_successful,home_score,visitor_score,play_time,player_name,player_team,player_team_id,play_action_type,play_action_sub_type,play_qualifiers
2022-23,2431965478,2320105,2,0,0,True,30,10,05:20:00,Sirviva Legions,Southern U.,665,foulon,,,LEFT
2022-23,2431965479,2320105,2,0,0,True,30,10,05:20:00,Gabbie Marshall,Iowa,312,substitution,out,,RIGHT
2022-23,2431965480,2320105,2,0,0,True,30,10,05:20:00,Molly Davis,Iowa,312,substitution,in,,RIGHT
2022-23,2431965481,2320105,2,0,0,True,30,11,05:20:00,Sirviva Legions,Southern U.,665,freethrow,1of2,,LEFT
2022-23,2431965482,2320105,2,0,0,True,30,12,05:20:00,Sirviva Legions,Southern U.,665,freethrow,2of2,,LEFT
2022-23,2431965483,2320105,2,93,48,True,32,12,05:13:00,Caitlin Clark,Iowa,312,2pt,layup,pointsinthepaint;,RIGHT
2022-23,2431965484,2320105,2,24,60,False,32,12,04:57:00,Tyneisha Metcalf,Southern U.,665,2pt,jumpshot,,LEFT
2022-23,2431965485,2320105,2,0,0,True,32,12,04:54:00,McKenna Warnock,Iowa,312,rebound,defensive,,RIGHT
2022-23,2431965486,2320105,2,72,77,False,32,12,04:41:00,McKenna Warnock,Iowa,312,3pt,jumpshot,,RIGHT
2022-23,2431965487,2320105,2,0,0,True,32,12,04:37:00,Addison O'Grady,Iowa,312,rebound,offensive,,RIGHT
2022-23,2431965488,2320105,2,69,69,True,32,12,04:32:00,Tyneisha Metcalf,Southern U.,665,foul,personal,,LEFT
2022-23,2431965489,2320105,2,0,0,True,32,12,04:32:00,Caitlin Clark,Iowa,312,foulon,,,RIGHT
2022-23,2431965490,2320105,2,0,0,True,32,12,04:32:00,McKenna Warnock,Iowa,312,substitution,out,,RIGHT
2022-23,2431965491,2320105,2,0,0,True,32,12,04:32:00,Shateah Wetering,Iowa,312,substitution,in,,RIGHT
2022-23,2431965492,2320105,2,93,48,True,34,12,04:12:00,Molly Davis,Iowa,312,2pt,layup,2ndchance;pointsinthepaint;,RIGHT
2022-23,2431965493,2320105,2,0,0,True,34,12,04:12:00,Addison O'Grady,Iowa,312,assist,,,RIGHT
2022-23,2431965494,2320105,2,9,47,False,34,12,03:49:00,Kyanna Morgan,Southern U.,665,2pt,jumpshot,pointsinthepaint;,LEFT
2022-23,2431965495,2320105,2,0,0,True,34,12,03:47:00,Addison O'Grady,Iowa,312,rebound,defensive,,RIGHT
2022-23,2431965496,2320105,2,89,31,True,34,12,03:44:00,Molly Davis,Iowa,312,turnover,lostball,,RIGHT
2022-23,2431965497,2320105,2,0,0,True,34,12,03:44:00,Sky Castro,Southern U.,665,steal,,,LEFT
2022-23,2431965498,2320105,2,53,83,True,34,12,03:39:00,Tyneisha Metcalf,Southern U.,665,turnover,lostball,,LEFT
2022-23,2431965499,2320105,2,0,0,True,34,12,03:39:00,Shateah Wetering,Iowa,312,steal,,,RIGHT
2022-23,2431965500,2320105,2,68,55,False,34,12,03:31:00,Molly Davis,Iowa,312,3pt,jumpshot,fromturnover;,RIGHT
2022-23,2431965501,2320105,2,0,0,True,34,12,03:31:00,Amani McWain,Southern U.,665,rebound,defensive,,LEFT
2022-23,2431965502,2320105,2,87,59,True,34,12,03:31:00,Kate Martin,Iowa,312,foul,personal,,RIGHT
2022-23,2431965503,2320105,2,0,0,True,34,12,03:31:00,Amani McWain,Southern U.,665,foulon,,,LEFT
2022-23,2431965504,2320105,2,0,0,True,34,12,03:31:00,Kate Martin,Iowa,312,substitution,out,,RIGHT
2022-23,2431965505,2320105,2,0,0,True,34,12,03:31:00,Caitlin Clark,Iowa,312,substitution,out,,RIGHT
2022-23,2431965506,2320105,2,0,0,True,34,12,03:31:00,Taylor McCabe,Iowa,312,substitution,in,,RIGHT
2022-23,2431965507,2320105,2,0,0,True,34,12,03:31:00,McKenna Warnock,Iowa,312,substitution,in,,RIGHT
2022-23,2431965508,2320105,2,25,22,False,34,12,03:16:00,Amani McWain,Southern U.,665,3pt,jumpshot,,LEFT
2022-23,2431965509,2320105,2,0,0,True,34,12,03:12:00,Shateah Wetering,Iowa,312,rebound,defensive,,RIGHT
2022-23,2431965510,2320105,2,69,49,True,37,12,03:07:00,Addison O'Grady,Iowa,312,3pt,jumpshot,,RIGHT
2022-23,2431965511,2320105,2,0,0,True,37,12,03:07:00,Shateah Wetering,Iowa,312,assist,,,RIGHT
2022-23,2431965512,2320105,2,16,70,True,37,12,02:42:00,Taylor McCabe,Iowa,312,foul,personal,shooting;2freethrow;,RIGHT
2022-23,2431965513,2320105,2,0,0,True,37,12,02:42:00,Sirviva Legions,Southern U.,665,foulon,,,LEFT
2022-23,2431965514,2320105,2,0,0,True,37,12,02:42:00,Amani McWain,Southern U.,665,substitution,out,,LEFT
2022-23,2431965515,2320105,2,0,0,True,37,12,02:42:00,Soniyah Reed,Southern U.,665,substitution,in,,LEFT
2022-23,2431965516,2320105,2,0,0,True,37,12,02:42:00,Sirviva Legions,Southern U.,665,freethrow,1of2,,LEFT
2022-23,2431965518,2320105,2,0,0,True,37,13,02:42:00,Sirviva Legions,Southern U.,665,freethrow,2of2,,LEFT
2022-23,2431965519,2320105,2,0,0,True,37,13,02:42:00,Kyanna Morgan,Southern U.,665,substitution,out,,LEFT
2022-23,2431965520,2320105,2,0,0,True,37,13,02:42:00,Aleighyah Fontenot,Southern U.,665,substitution,in,,LEFT
2022-23,2431965521,2320105,2,91,97,False,37,13,02:31:00,Shateah Wetering,Iowa,312,3pt,jumpshot,,RIGHT
2022-23,2431965523,2320105,2,0,0,True,37,13,02:30:00,Addison O'Grady,Iowa,312,substitution,out,,RIGHT
2022-23,2431965524,2320105,2,0,0,True,37,13,02:30:00,Sharon Goodman,Iowa,312,substitution,in,,RIGHT
2022-23,2431965525,2320105,2,9,95,False,37,13,02:16:00,Aleighyah Fontenot,Southern U.,665,3pt,jumpshot,,LEFT
2022-23,2431965526,2320105,2,0,0,True,37,13,02:13:00,Molly Davis,Iowa,312,rebound,defensive,,RIGHT
2022-23,2431965528,2320105,2,0,0,True,37,13,02:05:00,Sharon Goodman,Iowa,312,turnover,lostball,,RIGHT
2022-23,2431965529,2320105,2,0,0,True,37,13,02:05:00,Sky Castro,Southern U.,665,steal,,,LEFT
2022-23,2431965530,2320105,2,20,46,False,37,13,01:36:00,Aleighyah Fontenot,Southern U.,665,2pt,layup,fromturnover;pointsinthepaint;blocked;,LEFT
2022-23,2431965531,2320105,2,0,0,True,37,13,01:36:00,Shateah Wetering,Iowa,312,block,,,RIGHT
2022-23,2431965534,2320105,2,90,96,False,37,13,01:17:00,Taylor McCabe,Iowa,312,3pt,jumpshot,fromturnover;,RIGHT
2022-23,2431965535,2320105,2,0,0,True,37,13,01:13:00,Shateah Wetering,Iowa,312,rebound,offensive,,RIGHT
2022-23,2431965536,2320105,2,93,48,True,39,13,01:10:00,Sharon Goodman,Iowa,312,2pt,layup,2ndchance;fromturnover;pointsinthepaint;,RIGHT
2022-23,2431965537,2320105,2,0,0,True,39,13,01:10:00,Shateah Wetering,Iowa,312,assist,,,RIGHT
2022-23,2431965538,2320105,2,93,48,True,39,13,01:10:00,Sky Castro,Southern U.,665,foul,personal,shooting;1freethrow;,LEFT
2022-23,2431965539,2320105,2,0,0,True,39,13,01:10:00,Sharon Goodman,Iowa,312,foulon,,,RIGHT
2022-23,2431965540,2320105,2,0,0,True,40,13,01:10:00,Sharon Goodman,Iowa,312,freethrow,1of1,2ndchance;fromturnover;,RIGHT
2022-23,2431965541,2320105,2,25,72,True,40,15,00:54:50,Sirviva Legions,Southern U.,665,2pt,jumpshot,,LEFT
2022-23,2431965542,2320105,2,0,0,True,40,15,00:54:50,Aleighyah Fontenot,Southern U.,665,assist,,,LEFT
2022-23,2431965543,2320105,2,82,94,True,43,15,00:48:50,Shateah Wetering,Iowa,312,3pt,jumpshot,fastbreak;,RIGHT
2022-23,2431965544,2320105,2,0,0,True,43,15,00:48:50,Molly Davis,Iowa,312,assist,,,RIGHT
2022-23,2431965545,2320105,2,14,43,True,43,15,00:33:20,Tyneisha Metcalf,Southern U.,665,turnover,travel,,LEFT
2022-23,2431965546,2320105,2,61,46,True,43,15,00:08:90,Molly Davis,Iowa,312,turnover,badpass,,RIGHT
2022-23,2431965547,2320105,2,0,0,True,43,15,00:08:90,Aleighyah Fontenot,Southern U.,665,steal,,,LEFT
2022-23,2431965548,2320105,2,18,55,False,43,15,00:03:00,Aleighyah Fontenot,Southern U.,665,2pt,jumpshot,fromturnover;pointsinthepaint;,LEFT
2022-23,2431965549,2320105,2,0,0,True,43,15,00:00:40,Shateah Wetering,Iowa,312,rebound,defensive,,RIGHT
2022-23,2431965551,2320105,3,0,0,True,43,15,10:00:00,Molly Davis,Iowa,312,substitution,out,,LEFT
2022-23,2431965552,2320105,3,0,0,True,43,15,10:00:00,Taylor McCabe,Iowa,312,substitution,out,,LEFT
2022-23,2431965553,2320105,3,0,0,True,43,15,10:00:00,Shateah Wetering,Iowa,312,substitution,out,,LEFT
2022-23,2431965554,2320105,3,0,0,True,43,15,10:00:00,Sharon Goodman,Iowa,312,substitution,out,,LEFT
2022-23,2431965555,2320105,3,0,0,True,43,15,10:00:00,Kate Martin,Iowa,312,substitution,in,,LEFT
2022-23,2431965556,2320105,3,0,0,True,43,15,10:00:00,Caitlin Clark,Iowa,312,substitution,in,,LEFT
2022-23,2431965557,2320105,3,0,0,True,43,15,10:00:00,Gabbie Marshall,Iowa,312,substitution,in,,LEFT
2022-23,2431965558,2320105,3,0,0,True,43,15,10:00:00,Monika Czinano,Iowa,312,substitution,in,,LEFT
2022-23,2431965559,2320105,3,0,0,True,43,15,10:00:00,Tyneisha Metcalf,Southern U.,665,substitution,out,,RIGHT
2022-23,2431965560,2320105,3,0,0,True,43,15,10:00:00,Soniyah Reed,Southern U.,665,substitution,out,,RIGHT
2022-23,2431965561,2320105,3,0,0,True,43,15,10:00:00,Sky Castro,Southern U.,665,substitution,out,,RIGHT
2022-23,2431965562,2320105,3,0,0,True,43,15,10:00:00,Sirviva Legions,Southern U.,665,substitution,out,,RIGHT
2022-23,2431965563,2320105,3,0,0,True,43,15,10:00:00,Taylor Williams	,Southern U.,665,substitution,in,,RIGHT
2022-23,2431965564,2320105,3,0,0,True,43,15,10:00:00,Chloe Fleming,Southern U.,665,substitution,in,,RIGHT
2022-23,2431965565,2320105,3,0,0,True,43,15,10:00:00,Amani McWain,Southern U.,665,substitution,in,,RIGHT
2022-23,2431965566,2320105,3,0,0,True,43,15,10:00:00,Raven White,Southern U.,665,substitution,in,,RIGHT
2022-23,2431965568,2320105,3,6,48,True,45,15,09:48:00,Caitlin Clark,Iowa,312,2pt,layup,pointsinthepaint;,LEFT
2022-23,2431965569,2320105,3,0,0,True,45,15,09:48:00,Monika Czinano,Iowa,312,assist,,,LEFT
2022-23,2431965570,2320105,3,76,48,False,45,15,09:32:00,Taylor Williams	,Southern U.,665,2pt,jumpshot,,RIGHT
2022-23,2431965571,2320105,3,0,0,True,45,15,09:28:00,Monika Czinano,Iowa,312,rebound,defensive,,LEFT
2022-23,2431965572,2320105,3,22,56,False,45,15,09:23:00,Monika Czinano,Iowa,312,2pt,jumpshot,,LEFT
2022-23,2431965573,2320105,3,0,0,True,45,15,09:19:00,Aleighyah Fontenot,Southern U.,665,rebound,defensive,,RIGHT
2022-23,2431965574,2320105,3,76,47,False,45,15,09:06:00,Chloe Fleming,Southern U.,665,2pt,jumpshot,,RIGHT
2022-23,2431965575,2320105,3,0,0,True,45,15,09:04:00,McKenna Warnock,Iowa,312,rebound,defensive,,LEFT
2022-23,2431965576,2320105,3,18,56,True,45,15,08:59:00,Chloe Fleming,Southern U.,665,foul,personal,,RIGHT
2022-23,2431965577,2320105,3,0,0,True,45,15,08:59:00,Caitlin Clark,Iowa,312,foulon,,,LEFT
2022-23,2431965578,2320105,3,6,66,True,45,15,08:57:00,Caitlin Clark,Iowa,312,turnover,badpass,,LEFT
2022-23,2431965579,2320105,3,0,0,True,45,15,08:57:00,Raven White,Southern U.,665,steal,,,RIGHT
2022-23,2431965580,2320105,3,61,67,True,45,15,08:53:00,Chloe Fleming,Southern U.,665,turnover,badpass,,RIGHT
2022-23,2431965581,2320105,3,17,70,True,45,15,08:43:00,Taylor Williams	,Southern U.,665,foul,personal,,RIGHT
2022-23,2431965582,2320105,3,0,0,True,45,15,08:43:00,Monika Czinano,Iowa,312,foulon,,,LEFT
2022-23,2431965583,2320105,3,7,48,True,45,15,08:40:00,Taylor Williams	,Southern U.,665,foul,personal,shooting;2freethrow;,RIGHT
2022-23,2431965584,2320105,3,0,0,True,45,15,08:40:00,Caitlin Clark,Iowa,312,foulon,,,LEFT
2022-23,2431965585,2320105,3,0,0,True,45,15,08:40:00,Taylor Williams	,Southern U.,665,substitution,out,,RIGHT
2022-23,2431965586,2320105,3,0,0,True,45,15,08:40:00,Sirviva Legions,Southern U.,665,substitution,in,,RIGHT
2022-23,2431965587,2320105,3,0,0,True,45,15,08:40:00,Caitlin Clark,Iowa,312,freethrow,1of2,fromturnover;,LEFT
2022-23,2431965589,2320105,3,0,0,True,46,15,08:40:00,Caitlin Clark,Iowa,312,freethrow,2of2,fromturnover;,LEFT
2022-23,2431965590,2320105,3,92,54,False,46,15,08:31:00,Raven White,Southern U.,665,2pt,layup,pointsinthepaint;,RIGHT
2022-23,2431965591,2320105,3,0,0,True,46,15,08:28:00,Caitlin Clark,Iowa,312,rebound,defensive,,LEFT
2022-23,2431965592,2320105,3,11,55,False,46,15,08:24:00,Caitlin Clark,Iowa,312,2pt,layup,pointsinthepaint;,LEFT
2022-23,2431965593,2320105,3,0,0,True,46,15,08:20:00,Sirviva Legions,Southern U.,665,rebound,defensive,,RIGHT
2022-23,2431965594,2320105,3,93,51,False,46,15,08:18:00,Sirviva Legions,Southern U.,665,2pt,layup,pointsinthepaint;,RIGHT
2022-23,2431965595,2320105,3,0,0,True,46,15,08:15:00,Kate Martin,Iowa,312,rebound,defensive,,LEFT
2022-23,2431965596,2320105,3,6,35,True,48,15,07:59:00,Gabbie Marshall,Iowa,312,2pt,jumpshot,,LEFT
2022-23,2431965597,2320105,3,59,63,True,48,15,07:42:00,Chloe Fleming,Southern U.,665,turnover,lostball,,RIGHT
2022-23,2431965598,2320105,3,0,0,True,48,15,07:42:00,Caitlin Clark,Iowa,312,steal,,,LEFT
2022-23,2431965599,2320105,3,54,78,True,48,15,07:39:00,Caitlin Clark,Iowa,312,turnover,dribbling,,LEFT
2022-23,2431965600,2320105,3,0,0,True,48,15,07:39:00,Chloe Fleming,Southern U.,665,substitution,out,,RIGHT
2022-23,2431965601,2320105,3,0,0,True,48,15,07:39:00,Tyneisha Metcalf,Southern U.,665,substitution,in,,RIGHT
2022-23,2431965602,2320105,3,77,54,False,48,15,07:32:00,Tyneisha Metcalf,Southern U.,665,2pt,jumpshot,fromturnover;,RIGHT
2022-23,2431965603,2320105,3,0,0,True,48,15,07:29:00,Caitlin Clark,Iowa,312,rebound,defensive,,LEFT
2022-23,2431965604,2320105,3,8,68,True,50,15,07:18:00,Monika Czinano,Iowa,312,2pt,jumpshot,,LEFT
2022-23,2431965605,2320105,3,0,0,True,50,15,07:18:00,Kate Martin,Iowa,312,assist,,,LEFT
2022-23,2431965606,2320105,3,67,68,True,50,15,06:58:00,Caitlin Clark,Iowa,312,foul,personal,,LEFT
2022-23,2431965607,2320105,3,0,0,True,50,15,06:58:00,Sirviva Legions,Southern U.,665,foulon,,,RIGHT
2022-23,2431965608,2320105,3,0,0,True,50,15,06:58:00,McKenna Warnock,Iowa,312,substitution,out,,LEFT
2022-23,2431965609,2320105,3,0,0,True,50,15,06:58:00,Hannah Stuelke,Iowa,312,substitution,in,,LEFT
2022-23,2431965610,2320105,3,84,74,False,50,15,06:56:00,Amani McWain,Southern U.,665,2pt,jumpshot,,RIGHT
2022-23,2431965611,2320105,3,0,0,True,50,15,06:53:00,Gabbie Marshall,Iowa,312,rebound,defensive,,LEFT
2022-23,2431965612,2320105,3,28,80,True,53,15,06:33:00,Caitlin Clark,Iowa,312,3pt,jumpshot,,LEFT
2022-23,2431965613,2320105,3,78,36,False,53,15,06:15:00,Raven White,Southern U.,665,2pt,jumpshot,,RIGHT
2022-23,2431965614,2320105,3,0,0,True,53,15,06:12:00,Caitlin Clark,Iowa,312,rebound,defensive,,LEFT
2022-23,2431965615,2320105,3,31,45,False,53,15,06:07:00,Hannah Stuelke,Iowa,312,3pt,jumpshot,,LEFT
2022-23,2431965616,2320105,3,0,0,True,53,15,06:01:00,Sirviva Legions,Southern U.,665,rebound,defensive,,RIGHT
2022-23,2431965618,2320105,3,0,0,True,53,15,05:57:00,Amani McWain,Southern U.,665,substitution,out,,RIGHT
2022-23,2431965619,2320105,3,0,0,True,53,15,05:57:00,Raven White,Southern U.,665,substitution,out,,RIGHT
2022-23,2431965620,2320105,3,0,0,True,53,15,05:57:00,Soniyah Reed,Southern U.,665,substitution,in,,RIGHT
2022-23,2431965621,2320105,3,0,0,True,53,15,05:57:00,Sky Castro,Southern U.,665,substitution,in,,RIGHT
2022-23,2431965622,2320105,3,0,0,True,53,15,05:57:00,Caitlin Clark,Iowa,312,substitution,out,,LEFT
2022-23,2431965623,2320105,3,0,0,True,53,15,05:57:00,Molly Davis,Iowa,312,substitution,in,,LEFT
2022-23,2431965624,2320105,3,71,76,True,53,15,05:37:00,Aleighyah Fontenot,Southern U.,665,turnover,badpass,,RIGHT
2022-23,2431965625,2320105,3,0,0,True,53,15,05:37:00,Kate Martin,Iowa,312,steal,,,LEFT
2022-23,2431965626,2320105,3,7,54,True,55,15,05:28:00,Kate Martin,Iowa,312,2pt,layup,fromturnover;pointsinthepaint;,LEFT
2022-23,2431965627,2320105,3,0,0,True,55,15,05:28:00,Monika Czinano,Iowa,312,assist,,,LEFT
2022-23,2431965628,2320105,3,87,96,True,55,18,05:04:00,Aleighyah Fontenot,Southern U.,665,3pt,jumpshot,,RIGHT
2022-23,2431965629,2320105,3,0,0,True,55,18,05:04:00,Sirviva Legions,Southern U.,665,assist,,,RIGHT
2022-23,2431965630,2320105,3,11,48,True,57,18,04:29:00,Gabbie Marshall,Iowa,312,2pt,jumpshot,pointsinthepaint;,LEFT
2022-23,2431965631,2320105,3,83,48,False,57,18,04:07:00,Aleighyah Fontenot,Southern U.,665,2pt,jumpshot,pointsinthepaint;,RIGHT
2022-23,2431965632,2320105,3,0,0,True,57,18,04:05:00,Gabbie Marshall,Iowa,312,rebound,defensive,,LEFT
2022-23,2431965633,2320105,3,8,3,False,57,18,03:55:00,Molly Davis,Iowa,312,3pt,jumpshot,,LEFT
2022-23,2431965634,2320105,3,0,0,True,57,18,03:50:00,Monika Czinano,Iowa,312,rebound,offensive,,LEFT
2022-23,2431965635,2320105,3,6,73,True,57,18,03:49:00,Monika Czinano,Iowa,312,turnover,lostball,,LEFT
2022-23,2431965636,2320105,3,0,0,True,57,18,03:49:00,Sky Castro,Southern U.,665,steal,,,RIGHT
2022-23,2431965637,2320105,3,0,0,True,57,18,03:47:00,Kate Martin,Iowa,312,substitution,out,,LEFT
2022-23,2431965638,2320105,3,0,0,True,57,18,03:47:00,Gabbie Marshall,Iowa,312,substitution,out,,LEFT
2022-23,2431965639,2320105,3,0,0,True,57,18,03:47:00,Monika Czinano,Iowa,312,substitution,out,,LEFT
2022-23,2431965640,2320105,3,0,0,True,57,18,03:47:00,Taylor McCabe,Iowa,312,substitution,in,,LEFT
2022-23,2431965641,2320105,3,0,0,True,57,18,03:47:00,Sydney Affolter,Iowa,312,substitution,in,,LEFT
2022-23,2431965642,2320105,3,0,0,True,57,18,03:47:00,Addison O'Grady,Iowa,312,substitution,in,,LEFT
2022-23,2431965643,2320105,3,0,0,True,57,18,03:47:00,Aleighyah Fontenot,Southern U.,665,substitution,out,,RIGHT
2022-23,2431965644,2320105,3,0,0,True,57,18,03:47:00,Sirviva Legions,Southern U.,665,substitution,out,,RIGHT
2022-23,2431965645,2320105,3,0,0,True,57,18,03:47:00,Amani McWain,Southern U.,665,substitution,in,,RIGHT
2022-23,2431965646,2320105,3,0,0,True,57,18,03:47:00,Kyanna Morgan,Southern U.,665,substitution,in,,RIGHT
2022-23,2431965648,2320105,3,92,7,False,57,18,03:37:00,Amani McWain,Southern U.,665,3pt,jumpshot,fromturnover;,RIGHT
2022-23,2431965650,2320105,3,19,48,True,57,18,03:24:00,Sky Castro,Southern U.,665,foul,personal,,RIGHT
2022-23,2431965651,2320105,3,0,0,True,57,18,03:24:00,Addison O'Grady,Iowa,312,foulon,,,LEFT
2022-23,2431965652,2320105,3,0,0,True,57,18,03:24:00,Sky Castro,Southern U.,665,substitution,out,,RIGHT
2022-23,2431965653,2320105,3,0,0,True,57,18,03:24:00,Raven White,Southern U.,665,substitution,in,,RIGHT
2022-23,2431965654,2320105,3,32,60,True,57,18,03:20:00,Taylor McCabe,Iowa,312,turnover,badpass,,LEFT
2022-23,2431965655,2320105,3,0,0,True,57,18,03:20:00,Soniyah Reed,Southern U.,665,steal,,,RIGHT
2022-23,2431965656,2320105,3,93,78,True,57,18,03:11:00,Sydney Affolter,Iowa,312,foul,personal,,LEFT
2022-23,2431965657,2320105,3,0,0,True,57,18,03:11:00,Kyanna Morgan,Southern U.,665,foulon,,,RIGHT
2022-23,2431965658,2320105,3,92,72,False,57,18,03:06:00,Kyanna Morgan,Southern U.,665,2pt,jumpshot,fromturnover;,RIGHT
2022-23,2431965659,2320105,3,0,0,True,57,18,03:03:00,Hannah Stuelke,Iowa,312,rebound,defensive,,LEFT
2022-23,2431965660,2320105,3,10,49,True,57,18,02:57:00,Tyneisha Metcalf,Southern U.,665,foul,personal,shooting;2freethrow;,RIGHT
2022-23,2431965661,2320105,3,0,0,True,57,18,02:57:00,Sydney Affolter,Iowa,312,foulon,,,LEFT
2022-23,2431965662,2320105,3,0,0,True,58,18,02:57:00,Sydney Affolter,Iowa,312,freethrow,1of2,,LEFT
2022-23,2431965663,2320105,3,0,0,True,59,18,02:57:00,Sydney Affolter,Iowa,312,freethrow,2of2,,LEFT
2022-23,2431965664,2320105,3,0,0,True,59,18,02:57:00,Tyneisha Metcalf,Southern U.,665,substitution,out,,RIGHT
2022-23,2431965665,2320105,3,0,0,True,59,18,02:57:00,Chloe Fleming,Southern U.,665,substitution,in,,RIGHT
2022-23,2431965666,2320105,3,76,88,False,59,18,02:39:00,Soniyah Reed,Southern U.,665,3pt,jumpshot,,RIGHT
2022-23,2431965667,2320105,3,0,0,True,59,18,02:37:00,Addison O'Grady,Iowa,312,rebound,defensive,,LEFT
2022-23,2431965668,2320105,3,6,53,True,61,18,02:33:00,Hannah Stuelke,Iowa,312,2pt,layup,pointsinthepaint;fastbreak;,LEFT
2022-23,2431965669,2320105,3,0,0,True,61,18,02:33:00,Molly Davis,Iowa,312,assist,,,LEFT
2022-23,2431965670,2320105,3,76,20,True,61,21,02:16:00,Amani McWain,Southern U.,665,3pt,jumpshot,,RIGHT
2022-23,2431965671,2320105,3,0,0,True,61,21,02:16:00,Kyanna Morgan,Southern U.,665,assist,,,RIGHT
2022-23,2431965672,2320105,3,6,50,True,63,21,01:55:00,Hannah Stuelke,Iowa,312,2pt,layup,pointsinthepaint;2ndchance;,LEFT
2022-23,2431965673,2320105,3,94,19,False,63,21,01:28:00,Amani McWain,Southern U.,665,2pt,jumpshot,,RIGHT
2022-23,2431965674,2320105,3,0,0,True,63,21,01:26:00,Hannah Stuelke,Iowa,312,rebound,defensive,,LEFT
2022-23,2431965675,2320105,3,11,54,True,65,21,01:14:00,Molly Davis,Iowa,312,2pt,layup,pointsinthepaint;,LEFT
2022-23,2431965676,2320105,3,90,59,True,65,21,00:58:90,Chloe Fleming,Southern U.,665,turnover,lostball,,RIGHT
2022-23,2431965677,2320105,3,0,0,True,65,21,00:58:90,Hannah Stuelke,Iowa,312,steal,,,LEFT
2022-23,2431965678,2320105,3,8,52,True,67,21,00:47:20,Hannah Stuelke,Iowa,312,2pt,layup,fromturnover;pointsinthepaint;,LEFT
2022-23,2431965679,2320105,3,0,0,True,67,21,00:47:20,Taylor McCabe,Iowa,312,assist,,,LEFT
2022-23,2431965681,2320105,3,31,57,False,61,21,01:59:00,Taylor McCabe,Iowa,312,3pt,jumpshot,,LEFT
2022-23,2431965682,2320105,3,0,0,True,61,21,01:57:00,Hannah Stuelke,Iowa,312,rebound,offensive,,LEFT
2022-23,2431965683,2320105,3,0,0,True,67,21,00:39:40,Addison O'Grady,Iowa,312,substitution,out,,LEFT
2022-23,2431965684,2320105,3,0,0,True,67,21,00:39:40,Sharon Goodman,Iowa,312,substitution,in,,LEFT
2022-23,2431965685,2320105,3,0,0,True,67,21,00:39:40,Amani McWain,Southern U.,665,substitution,out,,RIGHT
2022-23,2431965686,2320105,3,0,0,True,67,21,00:39:40,Raven White,Southern U.,665,substitution,out,,RIGHT
2022-23,2431965687,2320105,3,0,0,True,67,21,00:39:40,Ravon Robertson,Southern U.,665,substitution,in,,RIGHT
2022-23,2431965688,2320105,3,0,0,True,67,21,00:39:40,Xyllize Harrison,Southern U.,665,substitution,in,,RIGHT
2022-23,2431965689,2320105,3,90,58,True,67,23,00:22:30,Chloe Fleming,Southern U.,665,2pt,layup,pointsinthepaint;,RIGHT
2022-23,2431965690,2320105,3,8,30,True,67,23,00:02:30,Hannah Stuelke,Iowa,312,turnover,lostball,,LEFT
2022-23,2431965692,2320105,4,0,0,True,67,23,10:00:00,Molly Davis,Iowa,312,substitution,out,,LEFT
2022-23,2431965693,2320105,4,0,0,True,67,23,10:00:00,Taylor McCabe,Iowa,312,substitution,out,,LEFT
2022-23,2431965694,2320105,4,0,0,True,67,23,10:00:00,Sydney Affolter,Iowa,312,substitution,out,,LEFT
2022-23,2431965695,2320105,4,0,0,True,67,23,10:00:00,Sharon Goodman,Iowa,312,substitution,out,,LEFT
2022-23,2431965696,2320105,4,0,0,True,67,23,10:00:00,Hannah Stuelke,Iowa,312,substitution,out,,LEFT
2022-23,2431965697,2320105,4,0,0,True,67,23,10:00:00,McKenna Warnock,Iowa,312,substitution,in,,LEFT
2022-23,2431965698,2320105,4,0,0,True,67,23,10:00:00,Kate Martin,Iowa,312,substitution,in,,LEFT
2022-23,2431965699,2320105,4,0,0,True,67,23,10:00:00,Caitlin Clark,Iowa,312,substitution,in,,LEFT
2022-23,2431965700,2320105,4,0,0,True,67,23,10:00:00,Gabbie Marshall,Iowa,312,substitution,in,,LEFT
2022-23,2431965701,2320105,4,0,0,True,67,23,10:00:00,Monika Czinano,Iowa,312,substitution,in,,LEFT
2022-23,2431965702,2320105,4,0,0,True,67,23,10:00:00,Soniyah Reed,Southern U.,665,substitution,out,,RIGHT
2022-23,2431965703,2320105,4,0,0,True,67,23,10:00:00,Taylor Williams	,Southern U.,665,substitution,in,,RIGHT
2022-23,2431965705,2320105,4,81,72,False,67,23,09:38:00,Taylor Williams	,Southern U.,665,2pt,jumpshot,,RIGHT
2022-23,2431965706,2320105,4,0,0,True,67,23,09:34:00,Kate Martin,Iowa,312,rebound,defensive,,LEFT
2022-23,2431965707,2320105,4,11,43,True,67,23,09:30:00,Xyllize Harrison,Southern U.,665,foul,personal,,RIGHT
2022-23,2431965708,2320105,4,0,0,True,67,23,09:30:00,McKenna Warnock,Iowa,312,foulon,,,LEFT
2022-23,2431965709,2320105,4,17,60,True,67,23,09:22:00,Xyllize Harrison,Southern U.,665,foul,personal,,RIGHT
2022-23,2431965710,2320105,4,0,0,True,67,23,09:22:00,Monika Czinano,Iowa,312,foulon,,,LEFT
2022-23,2431965711,2320105,4,0,0,True,67,23,09:22:00,Xyllize Harrison,Southern U.,665,substitution,out,,RIGHT
