season,play_id,game_id,period_number,x_coord,y_coord,play_successful,home_score,visitor_score,play_time,player_name,player_team,player_team_id,play_action_type,play_action_sub_type,play_qualifiers
2023-24,2566300548,3953890,1,0,0,False,8,4,06:17:00,Hannah Stuelke,Iowa,312,freethrow,1of2,,LEFT
2023-24,2566300550,3953890,1,0,0,True,8,5,06:17:00,Hannah Stuelke,Iowa,312,freethrow,2of2,,LEFT
2023-24,2566300551,3953890,1,68,65,True,11,5,05:59:00,Brooke Schramek,Wisconsin,796,3pt,jumpshot,,RIGHT
2023-24,2566300552,3953890,1,0,0,True,11,5,05:59:00,Sania Copeland,Wisconsin,796,assist,,,RIGHT
2023-24,2566300553,3953890,1,34,56,True,11,5,05:48:00,Halle Douglass,Wisconsin,796,foul,personal,,RIGHT
2023-24,2566300554,3953890,1,0,0,True,11,5,05:48:00,Caitlin Clark,Iowa,312,foulon,,,LEFT
2023-24,2566300555,3953890,1,0,0,True,11,5,05:48:00,Brooke Schramek,Wisconsin,796,substitution,out,,RIGHT
2023-24,2566300556,3953890,1,0,0,True,11,5,05:48:00,Natalie Leuzinger,Wisconsin,796,substitution,out,,RIGHT
2023-24,2566300557,3953890,1,0,0,True,11,5,05:48:00,D'Yanis Jimenez,Wisconsin,796,substitution,in,,RIGHT
2023-24,2566300558,3953890,1,0,0,True,11,5,05:48:00,Serah Williams,Wisconsin,796,substitution,in,,RIGHT
2023-24,2566300559,3953890,1,9,57,True,11,7,05:37:00,Caitlin Clark,Iowa,312,2pt,drivinglayup,pointsinthepaint;,LEFT
2023-24,2566300560,3953890,1,9,57,True,11,7,05:37:00,Ronnie Porter,Wisconsin,796,foul,personal,shooting;1freethrow;,RIGHT
2023-24,2566300561,3953890,1,0,0,True,11,7,05:37:00,Caitlin Clark,Iowa,312,foulon,,,LEFT
2023-24,2566300562,3953890,1,0,0,True,11,8,05:37:00,Caitlin Clark,Iowa,312,freethrow,1of1,,LEFT
2023-24,2566300563,3953890,1,87,48,True,11,8,05:16:00,Ronnie Porter,Wisconsin,796,turnover,badpass,,RIGHT
2023-24,2566300564,3953890,1,0,0,True,11,8,05:16:00,Hannah Stuelke,Iowa,312,steal,,,LEFT
2023-24,2566300565,3953890,1,8,45,True,11,10,05:10:00,Hannah Stuelke,Iowa,312,2pt,layup,fromturnover;pointsinthepaint;fastbreak;,LEFT
2023-24,2566300566,3953890,1,0,0,True,11,10,05:10:00,Caitlin Clark,Iowa,312,assist,,,LEFT
2023-24,2566300567,3953890,1,90,54,False,11,10,04:47:00,D'Yanis Jimenez,Wisconsin,796,2pt,layup,pointsinthepaint;,RIGHT
2023-24,2566300568,3953890,1,0,0,True,11,10,04:44:00,Caitlin Clark,Iowa,312,rebound,defensive,,LEFT
2023-24,2566300569,3953890,1,26,21,False,11,10,04:41:00,Caitlin Clark,Iowa,312,3pt,jumpshot,,LEFT
2023-24,2566300570,3953890,1,0,0,True,11,10,04:38:00,Halle Douglass,Wisconsin,796,rebound,defensive,,RIGHT
2023-24,2566300571,3953890,1,90,54,False,11,10,04:35:00,D'Yanis Jimenez,Wisconsin,796,2pt,layup,pointsinthepaint;,RIGHT
2023-24,2566300572,3953890,1,0,0,True,11,10,04:32:00,D'Yanis Jimenez,Wisconsin,796,rebound,offensive,,RIGHT
2023-24,2566300573,3953890,1,69,72,False,11,10,04:30:00,Sania Copeland,Wisconsin,796,3pt,jumpshot,2ndchance;,RIGHT
2023-24,2566300574,3953890,1,0,0,True,11,10,04:26:00,Gabbie Marshall,Iowa,312,rebound,defensive,,LEFT
2023-24,2566300575,3953890,1,8,44,False,11,10,04:17:00,Hannah Stuelke,Iowa,312,2pt,layup,pointsinthepaint;,LEFT
2023-24,2566300576,3953890,1,0,0,True,11,10,04:17:00,Hannah Stuelke,Iowa,312,rebound,offensive,,LEFT
2023-24,2566300577,3953890,1,8,44,True,11,12,04:17:00,Hannah Stuelke,Iowa,312,2pt,layup,2ndchance;pointsinthepaint;,LEFT
2023-24,2566300578,3953890,1,8,44,True,11,12,04:17:00,Serah Williams,Wisconsin,796,foul,personal,shooting;1freethrow;,RIGHT
2023-24,2566300579,3953890,1,0,0,True,11,12,04:17:00,Hannah Stuelke,Iowa,312,foulon,,,LEFT
2023-24,2566300581,3953890,1,0,0,True,11,12,04:17:00,Halle Douglass,Wisconsin,796,substitution,out,,RIGHT
2023-24,2566300582,3953890,1,0,0,True,11,12,04:17:00,Sania Copeland,Wisconsin,796,substitution,out,,RIGHT
2023-24,2566300583,3953890,1,0,0,True,11,12,04:17:00,Brooke Schramek,Wisconsin,796,substitution,in,,RIGHT
2023-24,2566300584,3953890,1,0,0,True,11,12,04:17:00,Natalie Leuzinger,Wisconsin,796,substitution,in,,RIGHT
2023-24,2566300585,3953890,1,0,0,True,11,12,04:17:00,Kate Martin,Iowa,312,substitution,out,,LEFT
2023-24,2566300586,3953890,1,0,0,True,11,12,04:17:00,Gabbie Marshall,Iowa,312,substitution,out,,LEFT
2023-24,2566300587,3953890,1,0,0,True,11,12,04:17:00,Taylor McCabe,Iowa,312,substitution,in,,LEFT
2023-24,2566300588,3953890,1,0,0,True,11,12,04:17:00,Kylie Feuerbach,Iowa,312,substitution,in,,LEFT
2023-24,2566300589,3953890,1,0,0,False,11,12,04:16:00,Hannah Stuelke,Iowa,312,freethrow,1of1,2ndchance;,LEFT
2023-24,2566300590,3953890,1,0,0,True,11,12,04:16:00,Serah Williams,Wisconsin,796,rebound,defensive,,RIGHT
2023-24,2566300591,3953890,1,90,41,True,11,12,04:00:00,Sydney Affolter,Iowa,312,foul,personal,shooting;2freethrow;,LEFT
2023-24,2566300592,3953890,1,0,0,True,11,12,04:00:00,D'Yanis Jimenez,Wisconsin,796,foulon,,,RIGHT
2023-24,2566300593,3953890,1,0,0,True,12,12,04:00:00,D'Yanis Jimenez,Wisconsin,796,freethrow,1of2,,RIGHT
2023-24,2566300594,3953890,1,0,0,True,13,12,04:00:00,D'Yanis Jimenez,Wisconsin,796,freethrow,2of2,,RIGHT
2023-24,2566300595,3953890,1,50,18,True,13,12,03:50:00,Caitlin Clark,Iowa,312,turnover,lostball,,LEFT
2023-24,2566300596,3953890,1,90,55,True,13,12,03:39:00,Kylie Feuerbach,Iowa,312,foul,personal,shooting;2freethrow;,LEFT
2023-24,2566300597,3953890,1,0,0,True,13,12,03:39:00,D'Yanis Jimenez,Wisconsin,796,foulon,,,RIGHT
2023-24,2566300598,3953890,1,0,0,False,13,12,03:39:00,D'Yanis Jimenez,Wisconsin,796,freethrow,1of2,fromturnover;,RIGHT
2023-24,2566300600,3953890,1,0,0,False,13,12,03:39:00,D'Yanis Jimenez,Wisconsin,796,freethrow,2of2,fromturnover;,RIGHT
2023-24,2566300601,3953890,1,0,0,True,13,12,03:38:00,Serah Williams,Wisconsin,796,rebound,offensive,,RIGHT
2023-24,2566300602,3953890,1,92,45,True,15,12,03:36:00,Serah Williams,Wisconsin,796,2pt,layup,2ndchance;fromturnover;pointsinthepaint;,RIGHT
2023-24,2566300603,3953890,1,10,56,True,15,14,03:20:00,Hannah Stuelke,Iowa,312,2pt,layup,pointsinthepaint;,LEFT
2023-24,2566300604,3953890,1,0,0,True,15,14,03:20:00,Sydney Affolter,Iowa,312,assist,,,LEFT
2023-24,2566300605,3953890,1,10,56,True,15,14,03:20:00,Serah Williams,Wisconsin,796,foul,personal,shooting;1freethrow;,RIGHT
2023-24,2566300606,3953890,1,0,0,True,15,14,03:20:00,Hannah Stuelke,Iowa,312,foulon,,,LEFT
2023-24,2566300607,3953890,1,0,0,True,15,14,03:20:00,Ronnie Porter,Wisconsin,796,substitution,out,,RIGHT
2023-24,2566300608,3953890,1,0,0,True,15,14,03:20:00,Serah Williams,Wisconsin,796,substitution,out,,RIGHT
2023-24,2566300609,3953890,1,0,0,True,15,14,03:20:00,Halle Douglass,Wisconsin,796,substitution,in,,RIGHT
2023-24,2566300610,3953890,1,0,0,True,15,14,03:20:00,Sania Copeland,Wisconsin,796,substitution,in,,RIGHT
2023-24,2566300611,3953890,1,0,0,False,15,14,03:19:00,Hannah Stuelke,Iowa,312,freethrow,1of1,,LEFT
2023-24,2566300612,3953890,1,0,0,True,15,14,03:18:00,Brooke Schramek,Wisconsin,796,rebound,defensive,,RIGHT
2023-24,2566300613,3953890,1,90,55,False,15,14,02:53:00,Brooke Schramek,Wisconsin,796,2pt,drivinglayup,pointsinthepaint;,RIGHT
2023-24,2566300614,3953890,1,0,0,True,15,14,02:51:00,Sydney Affolter,Iowa,312,rebound,defensive,,LEFT
2023-24,2566300615,3953890,1,82,34,True,15,14,02:51:00,Sydney Affolter,Iowa,312,turnover,lostball,,LEFT
2023-24,2566300616,3953890,1,0,0,True,15,14,02:51:00,Taylor McCabe,Iowa,312,substitution,out,,LEFT
2023-24,2566300617,3953890,1,0,0,True,15,14,02:51:00,Gabbie Marshall,Iowa,312,substitution,in,,LEFT
2023-24,2566300618,3953890,1,0,0,True,15,14,02:48:00,Sydney Affolter,Iowa,312,substitution,out,,LEFT
2023-24,2566300619,3953890,1,0,0,True,15,14,02:48:00,Kylie Feuerbach,Iowa,312,substitution,out,,LEFT
2023-24,2566300620,3953890,1,0,0,True,15,14,02:48:00,Molly Davis,Iowa,312,substitution,in,,LEFT
2023-24,2566300621,3953890,1,0,0,True,15,14,02:48:00,Kate Martin,Iowa,312,substitution,in,,LEFT
2023-24,2566300622,3953890,1,75,83,True,18,14,02:43:00,Sania Copeland,Wisconsin,796,3pt,jumpshot,fromturnover;,RIGHT
2023-24,2566300623,3953890,1,0,0,True,18,14,02:43:00,Halle Douglass,Wisconsin,796,assist,,,RIGHT
2023-24,2566300624,3953890,1,9,56,True,18,16,02:30:00,Caitlin Clark,Iowa,312,2pt,drivinglayup,pointsinthepaint;,LEFT
2023-24,2566300625,3953890,1,0,0,True,18,16,02:30:00,Molly Davis,Iowa,312,assist,,,LEFT
2023-24,2566300626,3953890,1,9,56,True,18,16,02:30:00,Natalie Leuzinger,Wisconsin,796,foul,personal,shooting;1freethrow;,RIGHT
2023-24,2566300627,3953890,1,0,0,True,18,16,02:30:00,Caitlin Clark,Iowa,312,foulon,,,LEFT
2023-24,2566300628,3953890,1,0,0,True,18,16,02:30:00,Natalie Leuzinger,Wisconsin,796,substitution,out,,RIGHT
2023-24,2566300629,3953890,1,0,0,True,18,16,02:30:00,Ronnie Porter,Wisconsin,796,substitution,in,,RIGHT
2023-24,2566300630,3953890,1,0,0,True,18,17,02:30:00,Caitlin Clark,Iowa,312,freethrow,1of1,,LEFT
2023-24,2566300631,3953890,1,91,45,True,18,17,02:18:00,Gabbie Marshall,Iowa,312,foul,personal,shooting;2freethrow;,LEFT
2023-24,2566300632,3953890,1,0,0,True,18,17,02:18:00,Ronnie Porter,Wisconsin,796,foulon,,,RIGHT
2023-24,2566300633,3953890,1,0,0,True,19,17,02:18:00,Ronnie Porter,Wisconsin,796,freethrow,1of2,,RIGHT
2023-24,2566300634,3953890,1,0,0,True,20,17,02:18:00,Ronnie Porter,Wisconsin,796,freethrow,2of2,,RIGHT
2023-24,2566300635,3953890,1,9,55,False,20,17,02:02:00,Hannah Stuelke,Iowa,312,2pt,layup,pointsinthepaint;,LEFT
2023-24,2566300636,3953890,1,0,0,True,20,17,02:00:00,Halle Douglass,Wisconsin,796,rebound,defensive,,RIGHT
2023-24,2566300637,3953890,1,86,65,True,20,17,01:46:00,Ronnie Porter,Wisconsin,796,turnover,lostball,,RIGHT
2023-24,2566300638,3953890,1,0,0,True,20,17,01:46:00,Gabbie Marshall,Iowa,312,steal,,,LEFT
2023-24,2566300639,3953890,1,8,43,False,20,17,01:30:00,Hannah Stuelke,Iowa,312,2pt,layup,fromturnover;pointsinthepaint;blocked;,LEFT
2023-24,2566300640,3953890,1,0,0,True,20,17,01:30:00,Halle Douglass,Wisconsin,796,block,,,RIGHT
2023-24,2566300641,3953890,1,0,0,True,20,17,01:27:00,Halle Douglass,Wisconsin,796,rebound,defensive,,RIGHT
2023-24,2566300642,3953890,1,84,68,False,20,17,01:07:00,Brooke Schramek,Wisconsin,796,2pt,jumpshot,,RIGHT
2023-24,2566300643,3953890,1,0,0,True,20,17,01:07:00,Halle Douglass,Wisconsin,796,rebound,offensive,,RIGHT
2023-24,2566300644,3953890,1,82,69,True,20,17,01:07:00,Kate Martin,Iowa,312,foul,personal,shooting;2freethrow;,LEFT
2023-24,2566300645,3953890,1,0,0,True,20,17,01:07:00,Halle Douglass,Wisconsin,796,foulon,,,RIGHT
2023-24,2566300646,3953890,1,0,0,True,20,17,01:07:00,Hannah Stuelke,Iowa,312,substitution,out,,LEFT
2023-24,2566300647,3953890,1,0,0,True,20,17,01:07:00,Sharon Goodman,Iowa,312,substitution,in,,LEFT
2023-24,2566300648,3953890,1,0,0,True,21,17,01:07:00,Halle Douglass,Wisconsin,796,freethrow,1of2,2ndchance;,RIGHT
2023-24,2566300649,3953890,1,0,0,False,21,17,01:07:00,Halle Douglass,Wisconsin,796,freethrow,2of2,2ndchance;,RIGHT
2023-24,2566300651,3953890,1,13,65,True,21,19,00:55:20,Caitlin Clark,Iowa,312,2pt,floatingjumpshot,,LEFT
2023-24,2566300652,3953890,1,91,45,False,21,19,00:30:80,D'Yanis Jimenez,Wisconsin,796,2pt,layup,pointsinthepaint;,RIGHT
2023-24,2566300653,3953890,1,0,0,True,21,19,00:27:60,Molly Davis,Iowa,312,rebound,defensive,,LEFT
2023-24,2566300654,3953890,1,29,27,False,21,19,00:05:90,Kate Martin,Iowa,312,3pt,jumpshot,,LEFT
2023-24,2566300655,3953890,1,0,0,True,21,19,00:01:30,Sharon Goodman,Iowa,312,rebound,offensive,,LEFT
2023-24,2566300656,3953890,1,11,50,False,21,19,00:00:80,Sharon Goodman,Iowa,312,2pt,layup,2ndchance;pointsinthepaint;,LEFT
2023-24,2566300657,3953890,1,0,0,True,21,19,00:00:80,Molly Davis,Iowa,312,rebound,offensive,,LEFT
2023-24,2566300658,3953890,1,11,50,True,21,19,00:00:80,Halle Douglass,Wisconsin,796,foul,personal,shooting;2freethrow;,RIGHT
2023-24,2566300659,3953890,1,0,0,True,21,19,00:00:80,Molly Davis,Iowa,312,foulon,,,LEFT
2023-24,2566300660,3953890,1,0,0,True,21,19,00:00:80,Halle Douglass,Wisconsin,796,substitution,out,,RIGHT
2023-24,2566300661,3953890,1,0,0,True,21,19,00:00:80,Leena Patibandla,Wisconsin,796,substitution,in,,RIGHT
2023-24,2566300662,3953890,1,0,0,True,21,19,00:00:80,Caitlin Clark,Iowa,312,substitution,out,,LEFT
2023-24,2566300663,3953890,1,0,0,True,21,19,00:00:80,Kylie Feuerbach,Iowa,312,substitution,in,,LEFT
2023-24,2566300664,3953890,1,0,0,True,21,20,00:00:80,Molly Davis,Iowa,312,freethrow,1of2,2ndchance;,LEFT
2023-24,2566300665,3953890,1,0,0,True,21,21,00:00:80,Molly Davis,Iowa,312,freethrow,2of2,2ndchance;,LEFT
2023-24,2566300667,3953890,2,0,0,True,21,21,10:00:00,Leena Patibandla,Wisconsin,796,substitution,out,,RIGHT
2023-24,2566300668,3953890,2,0,0,True,21,21,10:00:00,Serah Williams,Wisconsin,796,substitution,in,,RIGHT
2023-24,2566300670,3953890,2,68,56,False,21,21,09:47:00,Brooke Schramek,Wisconsin,796,3pt,jumpshot,,RIGHT
2023-24,2566300671,3953890,2,0,0,True,21,21,09:45:00,Ronnie Porter,Wisconsin,796,rebound,offensive,,RIGHT
2023-24,2566300672,3953890,2,90,56,False,21,21,09:36:00,Sania Copeland,Wisconsin,796,2pt,drivinglayup,2ndchance;pointsinthepaint;,RIGHT
2023-24,2566300673,3953890,2,0,0,True,21,21,09:34:00,Sharon Goodman,Iowa,312,rebound,defensive,,LEFT
2023-24,2566300674,3953890,2,6,70,True,21,21,09:29:00,Kylie Feuerbach,Iowa,312,turnover,badpass,,LEFT
2023-24,2566300675,3953890,2,0,0,True,21,21,09:29:00,Brooke Schramek,Wisconsin,796,steal,,,RIGHT
2023-24,2566300676,3953890,2,85,37,True,21,21,09:15:00,D'Yanis Jimenez,Wisconsin,796,turnover,badpass,,RIGHT
2023-24,2566300677,3953890,2,0,0,True,21,21,09:15:00,Gabbie Marshall,Iowa,312,steal,,,LEFT
2023-24,2566300678,3953890,2,9,55,True,21,23,09:08:00,Kylie Feuerbach,Iowa,312,2pt,drivinglayup,fromturnover;pointsinthepaint;fastbreak;,LEFT
2023-24,2566300679,3953890,2,0,0,True,21,23,09:08:00,Kate Martin,Iowa,312,assist,,,LEFT
2023-24,2566300680,3953890,2,90,45,True,23,23,08:43:00,Serah Williams,Wisconsin,796,2pt,drivinglayup,pointsinthepaint;,RIGHT
2023-24,2566300681,3953890,2,90,45,True,23,23,08:43:00,Sharon Goodman,Iowa,312,foul,personal,shooting;1freethrow;,LEFT
2023-24,2566300682,3953890,2,0,0,True,23,23,08:43:00,Serah Williams,Wisconsin,796,foulon,,,RIGHT
2023-24,2566300683,3953890,2,0,0,True,23,23,08:43:00,Gabbie Marshall,Iowa,312,substitution,out,,LEFT
2023-24,2566300684,3953890,2,0,0,True,23,23,08:43:00,Caitlin Clark,Iowa,312,substitution,in,,LEFT
2023-24,2566300685,3953890,2,0,0,True,24,23,08:43:00,Serah Williams,Wisconsin,796,freethrow,1of1,,RIGHT
2023-24,2566300686,3953890,2,23,67,True,24,23,08:32:00,Caitlin Clark,Iowa,312,turnover,badpass,,LEFT
2023-24,2566300687,3953890,2,0,0,True,24,23,08:32:00,Serah Williams,Wisconsin,796,steal,,,RIGHT
2023-24,2566300688,3953890,2,89,45,True,24,23,08:24:00,Sharon Goodman,Iowa,312,foul,personal,,LEFT
2023-24,2566300689,3953890,2,0,0,True,24,23,08:24:00,D'Yanis Jimenez,Wisconsin,796,foulon,,,RIGHT
2023-24,2566300690,3953890,2,0,0,True,24,23,08:24:00,Sharon Goodman,Iowa,312,substitution,out,,LEFT
2023-24,2566300691,3953890,2,0,0,True,24,23,08:24:00,Hannah Stuelke,Iowa,312,substitution,in,,LEFT
2023-24,2566300692,3953890,2,89,55,False,24,23,08:21:00,Ronnie Porter,Wisconsin,796,2pt,layup,fromturnover;pointsinthepaint;,RIGHT
2023-24,2566300693,3953890,2,0,0,True,24,23,08:17:00,Serah Williams,Wisconsin,796,rebound,offensive,,RIGHT
2023-24,2566300694,3953890,2,94,50,True,26,23,08:17:00,Serah Williams,Wisconsin,796,2pt,layup,2ndchance;fromturnover;pointsinthepaint;,RIGHT
2023-24,2566300695,3953890,2,24,15,False,26,23,07:59:00,Kate Martin,Iowa,312,3pt,jumpshot,,LEFT
2023-24,2566300696,3953890,2,0,0,True,26,23,07:55:00,Brooke Schramek,Wisconsin,796,rebound,defensive,,RIGHT
2023-24,2566300697,3953890,2,84,49,True,26,23,07:48:00,Serah Williams,Wisconsin,796,turnover,3sec,,RIGHT
2023-24,2566300698,3953890,2,0,0,True,26,23,07:48:00,Molly Davis,Iowa,312,substitution,out,,LEFT
2023-24,2566300699,3953890,2,0,0,True,26,23,07:48:00,Sydney Affolter,Iowa,312,substitution,in,,LEFT
2023-24,2566300700,3953890,2,9,45,True,26,23,07:36:00,Serah Williams,Wisconsin,796,foul,personal,shooting;2freethrow;,RIGHT
2023-24,2566300701,3953890,2,0,0,True,26,23,07:36:00,Hannah Stuelke,Iowa,312,foulon,,,LEFT
2023-24,2566300702,3953890,2,0,0,True,26,23,07:36:00,Serah Williams,Wisconsin,796,substitution,out,,RIGHT
2023-24,2566300703,3953890,2,0,0,True,26,23,07:36:00,Ana Guillen,Wisconsin,796,substitution,in,,RIGHT
2023-24,2566300704,3953890,2,0,0,True,26,24,07:36:00,Hannah Stuelke,Iowa,312,freethrow,1of2,fromturnover;,LEFT
2023-24,2566300705,3953890,2,0,0,True,26,25,07:36:00,Hannah Stuelke,Iowa,312,freethrow,2of2,fromturnover;,LEFT
2023-24,2566300706,3953890,2,68,40,False,26,25,07:17:00,Ronnie Porter,Wisconsin,796,3pt,jumpshot,,RIGHT
2023-24,2566300707,3953890,2,0,0,True,26,25,07:13:00,Sydney Affolter,Iowa,312,rebound,defensive,,LEFT
2023-24,2566300708,3953890,2,27,22,False,26,25,07:04:00,Kylie Feuerbach,Iowa,312,3pt,jumpshot,,LEFT
2023-24,2566300709,3953890,2,0,0,True,26,25,07:01:00,Sydney Affolter,Iowa,312,rebound,offensive,,LEFT
2023-24,2566300710,3953890,2,9,44,False,26,25,07:00:00,Sydney Affolter,Iowa,312,2pt,layup,2ndchance;pointsinthepaint;blocked;,LEFT
2023-24,2566300711,3953890,2,0,0,True,26,25,07:00:00,Ana Guillen,Wisconsin,796,block,,,RIGHT
2023-24,2566300712,3953890,2,0,0,True,26,25,06:56:00,Ana Guillen,Wisconsin,796,rebound,defensive,,RIGHT
2023-24,2566300713,3953890,2,74,65,True,26,25,06:34:00,Ana Guillen,Wisconsin,796,foul,offensive,,RIGHT
2023-24,2566300714,3953890,2,0,0,True,26,25,06:34:00,Ana Guillen,Wisconsin,796,turnover,offensive,,RIGHT
2023-24,2566300715,3953890,2,0,0,True,26,25,06:34:00,Sydney Affolter,Iowa,312,foulon,,,LEFT
2023-24,2566300716,3953890,2,0,0,True,26,25,06:34:00,Kylie Feuerbach,Iowa,312,substitution,out,,LEFT
2023-24,2566300717,3953890,2,0,0,True,26,25,06:34:00,Taylor McCabe,Iowa,312,substitution,in,,LEFT
2023-24,2566300718,3953890,2,9,56,True,26,27,06:17:00,Caitlin Clark,Iowa,312,2pt,drivinglayup,fromturnover;pointsinthepaint;,LEFT
2023-24,2566300719,3953890,2,0,0,True,26,27,06:17:00,Sydney Affolter,Iowa,312,assist,,,LEFT
2023-24,2566300720,3953890,2,90,55,False,26,27,06:03:00,Ronnie Porter,Wisconsin,796,2pt,drivinglayup,pointsinthepaint;,RIGHT
2023-24,2566300721,3953890,2,0,0,True,26,27,06:01:00,Caitlin Clark,Iowa,312,rebound,defensive,,LEFT
2023-24,2566300722,3953890,2,25,18,False,26,27,05:58:00,Kate Martin,Iowa,312,3pt,jumpshot,,LEFT
2023-24,2566300723,3953890,2,0,0,True,26,27,05:56:00,Sydney Affolter,Iowa,312,rebound,offensive,,LEFT
2023-24,2566300724,3953890,2,10,55,True,26,27,05:56:00,D'Yanis Jimenez,Wisconsin,796,foul,personal,shooting;2freethrow;,RIGHT
