ncaa_id,team_name,2001-02,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,2024-25
220,Fairfield,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,30,31,30,16,32,30,33,33
674,Stanford,0,0,0,0,0,0,39,38,38,36,37,36,37,36,35,38,35,36,33,33,35,35,36,0
678,Stetson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,32,30,25,32,33,32,31
683,Stony Brook,0,0,0,0,0,0,0,0,0,0,0,0,33,31,32,30,30,31,31,21,29,31,33,30
1356,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,29,25,30,30,29,30
698,Texas Christian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,35,29,25,28,30,33,36
68,Boston,0,0,0,0,0,0,0,0,31,31,32,30,33,30,30,30,29,29,30,15,31,33,32,31
711,Towson,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,30,29,33,29,22,32,33,31,32
692,Tennessee Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,Texas State,0,0,0,0,0,0,0,0,0,0,30,28,31,32,31,31,33,31,30,22,29,33,32,30
9,UAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,31,23,31,31,32,32
2678,Arkansas-Pine Bluff,0,0,0,0,0,0,0,0,0,0,0,31,27,29,25,30,29,24,29,21,29,31,33,28
1004,Central Arkansas,0,0,0,0,0,0,0,0,0,0,31,30,30,31,32,31,35,30,29,27,28,26,33,33
108,UC Davis,0,0,0,0,0,0,31,29,32,33,30,30,31,31,32,33,35,32,29,16,28,30,34,33
109,UC Irvine,0,0,0,0,0,0,0,0,0,0,0,18,32,32,31,0,32,31,31,24,32,32,32,31
111,UC Riverside,0,0,0,0,0,0,0,0,0,32,29,29,29,31,32,31,33,33,30,19,25,32,32,32
104,UC Santa Barbara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31
219,Evansville,0,0,0,0,0,0,0,0,0,0,0,0,31,32,31,31,30,30,29,23,30,30,32,32
257,Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,33,29,31,28,31,34,30,32
288,Houston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,25,34,31,30,30
302,Illinois-Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,30,29,29,19,27,36,34,33
2743,Incarnate Word,0,0,0,0,0,0,0,0,0,0,0,27,27,29,29,29,29,29,29,15,30,29,30,32
498,Louisiana Monroe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,29,23,29,30,35,30
400,Massachusetts,0,0,0,0,0,0,0,0,0,30,29,29,31,30,30,28,29,32,31,24,33,16,32,30
391,UMBC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,29,29,29
392,Maryland,0,0,0,0,0,0,0,0,0,0,0,0,0,37,35,35,34,34,32,29,32,35,29,32
502,Northern Colorado,0,0,0,0,0,0,0,0,0,0,0,0,0,35,29,30,32,32,31,26,31,31,31,31
456,UNC Asheville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,32,30,25,32,31,31,31
459,UNC Greensboro,0,0,0,0,30,30,31,31,30,29,29,31,30,30,30,35,31,30,32,24,28,30,33,32
457,North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,33,30,24,32,33,42,34
469,New Hampshire,0,0,0,0,0,0,0,0,30,29,30,30,31,29,30,32,31,30,29,20,28,28,29,30
504,Northern Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,33,33,33,29,30,34,33,32,33
473,New Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,Southern Cal,0,0,0,0,0,0,0,0,0,37,30,31,35,30,32,30,31,30,31,23,28,31,35,31
627,San Diego,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,19,32,33,31,31
704,Texas-El Paso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,30,25,29,32,31,30
695,UT Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,34,32,32,28,30,30,33,32
536,UT-Rio Grande Valley,0,0,0,0,0,0,0,0,0,0,0,1,30,34,32,32,30,33,30,20,33,30,29,32
706,UT-San Antonio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,28,29,20,30,32,0,0
738,Vermont,0,0,0,0,0,0,0,0,0,0,30,31,30,29,30,29,30,29,30,6,31,32,37,34
30024,Utah Valley,0,0,0,0,27,28,28,27,32,29,30,30,30,30,31,31,30,30,28,20,31,30,29,32
756,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,32,30,21,23,34,31,33
735,Valparaiso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
736,Vanderbilt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,Weber State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,31,30,22,31,31,33,29
792,Winthrop,0,0,0,0,0,0,0,0,31,31,31,33,33,30,29,31,30,30,30,24,30,30,30,31
786,William & Mary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,30,31,29,13,30,31,29,35
774,Western Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,32,33,30,31,21,30,29,30,30
2915,Wofford,0,0,0,0,28,29,31,29,29,30,31,29,29,30,29,29,30,31,30,24,31,32,30,29
768,West Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,38,35,35,37,33,29,29,30,31,33,33
260,Gonzaga,0,0,0,0,30,34,34,34,34,36,34,33,34,34,33,33,33,34,31,27,34,33,36,34
5,Akron,0,0,0,0,0,0,0,0,0,0,32,32,33,31,33,30,30,31,30,21,29,30,29,31
100,Cal State LA,0,0,0,0,0,0,0,0,0,0,0,32,28,26,27,29,29,26,28,0,27,30,30,28
1000,Carson-Newman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,Catawba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,Central Okla.,0,0,0,0,0,0,0,0,0,0,0,3,27,30,30,33,29,31,28,23,30,28,28,28
101,CSUN,0,0,0,0,0,0,26,31,28,29,31,32,33,33,31,32,35,31,31,0,28,31,30,29
1010,Central Wash.,0,0,0,0,0,0,0,0,0,0,26,0,26,27,29,30,29,29,30,2,32,30,31,31
1012,Chadron St.,0,0,0,0,0,0,0,0,0,0,26,26,26,26,26,25,28,28,31,13,26,28,25,26
1013,Charleston (WV),0,0,0,0,0,0,0,0,0,0,23,29,30,29,30,31,30,32,30,21,32,33,30,30
1015,Christian Brothers,0,0,0,0,0,0,0,27,27,25,27,27,28,28,27,27,26,25,24,14,26,28,28,27
1023,Coker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,Concord,0,0,0,0,0,0,0,0,0,0,0,29,27,29,28,28,28,30,30,0,35,31,30,29
1036,Concordia Wisconsin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10411,USC Upstate,0,0,0,0,0,0,0,0,2,30,30,30,32,30,34,30,30,30,30,23,30,31,32,30
1050,Defiance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,Drury,0,0,0,0,0,0,0,0,0,0,0,27,31,30,31,34,34,36,32,26,38,33,34,29
1059,D'Youville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26
106,Cal U (PA),0,0,0,0,0,0,0,0,0,0,27,31,27,36,31,34,31,32,30,0,31,32,32,28
1062,East Tex. Baptist,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,22,32,27,27,26,27,27,27,28
1064,Eastern Nazarene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,Edgewood,0,0,0,0,0,0,0,0,0,0,25,25,27,26,25,25,25,25,28,16,26,27,27,26
1068,Elon,0,0,0,0,0,0,0,0,0,33,30,33,31,32,31,34,33,30,30,15,29,30,32,30
1071,Emporia St.,0,0,0,0,0,0,0,0,0,0,0,29,34,34,34,34,28,31,31,25,29,29,30,29
1072,Erskine,0,0,0,0,0,0,0,0,0,0,22,28,27,30,30,29,28,28,27,16,26,26,26,26
1076,Fairmont St.,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,31,30,29,29,17,28,32,33,32
1079,Findlay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30
1083,Fort Lewis,0,0,0,0,0,0,0,0,0,0,0,0,27,27,30,28,29,28,27,14,27,28,28,28
1085,Francis Marion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,28,30
10870,Shepherd,0,0,0,0,0,0,0,0,0,0,0,0,27,32,29,32,30,29,30,2,33,27,27,28
1092,Gardner-Webb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,31,29,24,31,34,30,29
1094,George Fox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,23,27
1096,Georgia College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30
10972,Chatham,0,0,0,0,0,0,0,0,0,0,0,25,25,25,27,26,25,26,26,9,25,27,28,27
1098,Glenville St.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,33,33,31,16,36,36,29,31
11,Alas. Anchorage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,33,3,27,28,28,33
11036,Sage Colleges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,Greenville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,Guilford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,26
1115,Hanover,0,0,0,0,0,0,0,0,0,27,26,29,27,0,25,26,27,27,26,13,23,25,26,27
1116,Harding,0,0,0,0,27,29,28,30,29,27,29,28,32,30,27,35,33,30,29,10,29,32,32,32
112,UC San Diego,0,0,0,0,0,0,0,0,0,31,33,33,27,28,31,30,33,31,30,15,27,30,31,36
1123,Henderson St.,0,0,0,0,0,0,0,0,0,0,0,27,27,27,29,28,30,29,30,10,30,29,32,28
1124,Hendrix,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,29,27,26,26,12,24,25,26,26
1126,Holy Family,0,0,0,0,0,0,0,0,0,29,34,31,28,32,31,27,28,27,29,0,27,30,30,33
11276,S.C. Aiken,0,0,0,0,28,29,28,34,28,33,31,30,29,30,28,29,28,29,29,7,26,30,28,28
113,UC Santa Cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,25,25
1130,Huntingdon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,Husson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27
114,Calvin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29
11403,Colo. Christian,0,0,0,0,0,0,0,0,0,0,0,29,28,33,33,27,27,28,28,18,27,28,29,28
11416,Colorado Mesa,0,0,0,0,0,0,0,0,0,0,27,33,32,29,27,28,29,31,31,22,30,29,32,31
11504,Queens (NC),0,0,0,0,0,0,0,0,0,0,26,27,26,27,27,28,26,26,28,20,25,29,29,29
11538,Fontbonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,Neb.-Kearney,0,0,0,0,0,0,0,0,0,0,27,25,27,29,30,28,28,29,32,27,32,33,30,29
1159,Keuka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25
1162,LaGrange,0,0,0,0,0,0,0,0,0,25,28,26,27,27,27,27,26,26,26,12,25,26,25,27
1164,Lakeland,0,0,0,0,0,0,0,0,0,0,0,0,25,26,26,28,27,26,25,11,26,26,25,26
1167,Lander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,30,27
117,Capital,0,0,0,0,0,0,0,0,0,0,0,25,28,28,27,27,27,26,26,11,25,25,27,27
1170,Lenoir-Rhyne,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,29,29,30,29,20,26,32,31,28
1174,Limestone,0,0,0,0,0,0,0,28,28,28,32,31,33,36,31,32,29,28,31,16,28,29,28,29
11740,West Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,31
1179,Linfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,25,12,24,25,25,26
118,Carleton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,27,24,0,25
11839,Pitt.-Greensburg,0,0,0,0,0,0,0,0,0,0,26,26,26,28,26,25,25,25,27,2,26,27,26,25
119,Carnegie Mellon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,Marian (WI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35
1199,Mars Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Alas. Fairbanks,0,0,0,0,0,0,0,0,0,25,28,26,26,28,30,27,26,26,27,0,23,25,27,26
120,Carroll (WI),0,0,0,0,0,0,0,0,0,0,25,22,24,24,23,24,25,24,25,13,26,26,28,27
1203,Mary Hardin-Baylor,0,0,0,0,0,0,0,0,0,0,0,25,28,26,26,27,28,31,30,21,29,27,28,26
88,Cabrini,0,0,0,0,0,0,0,0,0,0,0,28,29,28,29,29,29,30,30,1,27,28,0,0
122,CWRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
15,Albion,0,0,0,0,0,0,0,0,0,0,25,25,23,0,0,0,0,0,0,0,26,27,27,27
1238,Montevallo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,27,28
19,Allegheny,0,0,0,0,0,0,0,0,0,0,1,27,26,0,0,0,0,0,0,0,25,26,26,29
1240,MSU Moorhead,0,0,0,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0,23,27,29,30
1245,Mount Olive,0,0,0,0,0,0,0,0,0,0,0,30,29,0,0,0,0,0,0,0,22,30,27,25
125,Centenary (LA),0,0,0,0,0,0,0,0,26,25,0,25,25,0,0,0,0,0,0,0,23,25,0,0
1254,Neumann,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,26,27,28,26
1257,Newberry,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,28,28,28,28
1266,Northern St.,0,0,0,0,0,0,0,0,0,0,28,28,31,0,0,0,0,0,0,0,28,30,29,30
1267,Northland,0,0,0,0,0,0,0,0,0,0,0,4,4,24,22,24,25,22,23,3,21,22,22,21
1274,Northwest Nazarene,0,0,0,0,0,0,0,0,0,0,0,9,28,0,0,0,0,0,0,0,28,26,24,28
12799,Wheeling,0,0,0,0,0,0,0,0,0,0,27,27,28,28,33,32,29,28,30,18,28,29,29,29
12810,Northeastern St.,0,0,0,0,0,0,0,0,0,0,0,27,28,28,29,25,27,28,26,22,28,26,29,28
12830,Tusculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12884,Centenary (NJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26
1289,Ouachita Baptist,0,0,0,0,0,0,0,0,0,0,28,27,27,27,28,28,28,28,28,9,26,28,27,26
130,Central Mo.,0,0,0,0,0,0,0,0,0,29,29,30,31,30,29,31,33,32,31,28,30,30,29,32
13028,Anderson (SC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
1305,Cairn,0,0,0,0,0,0,0,0,0,0,0,0,23,22,25,25,25,27,25,6,26,24,27,22
1314,Pittsburg St.,0,0,0,0,0,0,0,0,0,0,0,27,31,34,35,31,30,30,28,23,29,31,32,36
296,Benedictine (IL),0,0,0,0,0,0,0,0,0,0,26,22,26,28,26,26,27,25,28,7,27,25,26,27
1318,Post,0,0,0,0,0,0,0,0,0,0,26,27,26,29,28,27,25,28,28,0,27,31,27,29
132,Centre,0,0,0,0,0,0,0,0,0,3,30,25,28,24,26,26,25,27,27,11,26,28,28,29
1328,Rockhurst,0,0,0,0,0,0,0,0,0,0,26,26,27,26,28,28,26,26,28,20,28,28,27,26
13302,Lees-McRae,0,0,0,0,0,0,0,0,0,0,0,25,28,28,28,28,27,29,30,17,27,25,23,25
1334,St. Edward's,0,0,0,0,0,0,0,0,0,0,0,27,28,27,29,29,28,30,29,15,28,31,28,31
1340,St. Joseph's (L.I.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,27,26
1343,Saint Martin's,0,0,0,0,0,0,0,0,0,0,0,28,29,26,27,28,28,28,27,13,27,26,25,29
1346,St. Mary's (TX),0,0,0,0,0,0,0,0,0,0,0,29,30,27,28,28,29,28,28,15,28,28,28,28
1348,St. Thomas Aquinas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,Schreiner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Blackburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,Southeastern Okla.,0,0,0,0,0,0,0,0,0,0,0,27,27,30,29,27,28,27,29,21,29,27,28,31
1376,Southern Ark.,0,0,0,0,0,0,0,0,0,0,0,25,27,27,28,26,28,21,28,8,28,29,28,29
139,Chris. Newport,0,0,0,0,0,0,0,0,0,0,28,32,30,26,29,32,30,31,29,0,27,32,29,28
1390,Sul Ross St.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,25,25
1395,Tarleton St.,0,0,0,0,0,0,0,0,0,0,0,29,31,0,0,0,0,0,0,0,29,29,31,34
78,Brockport,0,0,0,0,0,0,0,0,0,0,25,25,25,25,26,27,26,27,26,0,24,26,26,29
1403,Tiffin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
1454,Whitworth,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,25,25,25,25,8,25,25,25,25
1433,Wayne St. (NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,30,30,29,12,24,27,25,27
1434,Waynesburg,0,0,0,0,0,0,0,0,0,0,0,26,27,27,29,31,27,26,20,8,26,25,25,25
1438,West Liberty,0,0,0,0,0,0,0,0,0,0,29,29,31,33,33,29,29,31,29,11,30,29,29,29
1439,West Virginia St.,0,0,0,0,0,0,0,0,0,0,0,27,30,28,29,28,30,30,30,16,29,29,32,31
144,Clark Atlanta,0,0,0,0,0,0,0,0,0,0,0,25,0,25,27,27,28,26,26,0,25,27,27,32
1445,Western N.M.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26
1446,Western Ore.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,23,26
1448,Western Wash.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,31,6,31,28,31,29
145,Clark (MA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25
121,Carthage,0,0,0,0,0,0,0,0,0,0,31,29,30,26,25,25,26,27,25,14,25,26,25,26
123,Castleton,0,26,26,27,27,26,27,28,28,27,28,31,30,27,27,26,26,24,27,9,25,27,25,25
146,Clarkson,0,0,0,0,0,0,0,0,0,0,0,0,24,26,28,27,25,25,24,11,24,23,25,25
1461,Wilmington (OH),0,0,0,0,0,0,0,0,0,0,0,24,27,27,27,28,26,26,26,14,26,26,24,25
1462,Wingate,0,0,0,0,0,0,0,0,0,0,0,28,29,32,30,31,32,31,30,20,30,31,32,30
1467,Goucher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14795,Cedar Crest,0,0,0,0,0,0,0,0,0,0,25,25,25,25,24,23,24,25,25,0,21,19,22,20
124,Catholic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29
150,Coe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,26,26,27,27
151,Colby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,24,22,6,22,22,24,26
154,Colorado Col.,0,0,0,0,0,0,0,0,0,0,24,26,26,25,25,25,27,26,26,10,28,27,28,27
155,Colo. Sch. of Mines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,29,29,29,20,31,31,30,28
156,Colorado St.,0,0,0,0,0,0,0,0,0,0,0,0,22,31,33,34,33,30,30,21,33,32,31,32
15882,Rosemont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,25,25
159,Columbus St.,0,0,0,0,0,0,0,0,0,0,0,1,0,33,31,33,29,29,28,8,29,27,29,30
16,Albright,0,0,0,0,0,0,0,0,0,0,0,0,25,29,30,29,28,25,28,11,24,26,25,25
160,Concordia Chicago,0,0,0,0,0,0,0,0,0,0,11,0,5,26,25,26,26,25,25,11,23,25,25,25
16142,Misericordia,0,0,0,0,0,0,0,0,0,0,0,25,24,25,25,28,29,29,27,9,27,26,25,25
163,Connecticut Col.,0,0,0,0,0,0,0,0,0,0,0,23,25,25,24,25,24,24,24,5,21,23,23,24
166,Cornell College,0,0,0,0,0,0,0,0,0,23,25,27,24,25,25,25,26,23,25,4,21,24,25,25
17094,William Peace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,23,27,28,12,24,14,25,25
174,Davis & Elkins,0,0,0,0,0,0,0,0,0,0,0,0,29,27,27,29,28,28,29,15,28,27,26,27
142,Claremont-M-S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
179,Delaware Valley,0,0,0,0,0,0,0,0,0,0,0,11,27,27,27,25,25,25,25,9,22,26,25,25
18,Alfred,0,0,0,0,0,0,0,24,25,25,0,25,25,25,25,25,25,25,25,9,25,25,24,26
181,Delta St.,0,0,0,0,0,0,0,0,0,0,29,31,30,29,29,28,27,28,30,18,27,29,29,28
177,DePauw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,27
183,Denver,29,30,29,28,28,31,30,31,31,31,31,31,32,31,30,30,30,32,30,23,30,30,30,30
185,Dickinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27
186,Dist. Columbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Denison,0,0,0,0,0,0,0,0,0,29,28,26,28,27,28,28,26,27,28,8,23,26,27,26
190,Drew,0,0,0,0,0,0,0,0,0,0,25,25,26,25,25,25,25,25,28,9,24,25,26,27
19117,Salem (WV),0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,26,26,26,26,5,18,30,31,28
192,Dubuque,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,26,27,26
195,Earlham,0,0,0,0,0,0,0,0,10,25,25,25,25,25,25,25,26,25,26,7,21,23,23,24
196,East Carolina,0,0,0,0,0,0,0,0,0,0,31,32,31,33,32,30,31,31,30,22,29,33,33,32
197,East Stroudsburg,0,0,0,0,0,0,0,0,0,0,0,27,28,27,28,28,27,28,30,0,25,29,28,28
199,Tex. A&M-Commerce,0,0,0,0,0,0,0,0,0,0,26,27,27,28,29,29,30,31,31,18,32,33,31,29
20,DeSales,0,0,0,30,28,26,30,28,29,28,26,26,27,26,27,28,27,30,28,9,26,29,29,27
200,Eastern Conn. St.,0,0,0,0,0,0,0,0,0,0,24,26,27,30,29,29,26,28,28,0,27,28,27,26
20220,MSOE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27
203,East. Mennonite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25
205,Mont. St. Billings,0,0,0,0,0,0,0,27,27,28,30,27,33,28,32,28,37,26,30,8,29,33,35,33
206,Eastern N.M.,0,0,0,0,0,0,0,0,0,0,17,29,26,27,27,29,27,30,31,0,24,27,28,31
208,Eckerd,0,0,0,0,0,0,0,0,0,28,26,26,27,31,26,32,30,32,29,0,26,32,32,28
209,Edinboro,0,0,0,0,0,0,0,0,0,0,31,29,33,28,30,30,31,29,28,0,26,29,29,32
21,Alma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26
211,Elizabethtown,0,0,0,0,0,0,0,0,0,0,25,26,25,25,23,25,25,26,25,0,26,28,27,28
212,Elmhurst,0,0,0,0,0,0,0,0,0,0,25,25,26,26,26,26,26,26,25,13,25,24,26,25
213,Elmira,0,0,0,0,0,0,0,0,0,0,0,25,26,25,25,25,25,25,25,6,25,26,24,26
21323,Chestnut Hill,0,0,0,0,0,0,0,0,0,0,26,26,26,26,27,27,29,27,29,0,31,29,29,29
214,Emerson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26
215,Emmanuel (MA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
216,Emory & Henry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Emory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
218,Eureka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21830,Piedmont,0,0,0,0,0,0,0,0,0,0,0,24,26,26,28,27,29,29,28,19,27,28,25,28
21852,Stevenson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
22,American International,0,0,0,0,0,0,29,34,29,29,28,27,27,32,32,29,28,30,29,9,26,0,0,0
221,FDU-Florham,0,0,0,0,0,0,0,0,0,0,26,28,33,31,28,29,29,25,25,9,22,20,24,25
224,Ferris St.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Ferrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,27
22626,JWU (Providence),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26
227,Fitchburg St.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Florida A&M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,28,29,30,29
23,American,0,0,0,0,0,0,0,0,31,31,31,29,32,33,31,31,33,33,30,11,32,31,30,30
230,Florida Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,29,27,28,29,9,25,24,31,26
231,FIU,0,0,0,0,0,0,0,0,0,32,34,32,33,29,31,29,29,29,29,28,31,33,33,30
