Conference,Team,Season,Away,Home,Neutral,Diff
MAAC WBB,Rider,2023-2024,16.6,14.8,NA,-1.8000000000000007
MAAC WBB,Saint Peter's,2017-2018,18.470588235294116,18,NA,-0.470588235294116
MAAC WBB,Saint Peter's,2018-2019,16.125,17.214285714285715,NA,1.0892857142857153
MAAC WBB,Saint Peter's,2019-2020,19.941176470588236,16.53846153846154,NA,-3.4027149321266954
MAAC WBB,Saint Peter's,2020-2021,18.705882352941178,18.90909090909091,NA,0.20320855614973254
MAAC WBB,Saint Peter's,2021-2022,19.4375,17.066666666666666,NA,-2.3708333333333336
MAAC WBB,Saint Peter's,2022-2023,15.411764705882353,17.416666666666668,18,2.0049019607843146
MAAC WBB,Saint Peter's,2023-2024,17.846153846153847,15.714285714285714,NA,-2.131868131868133
MAAC WBB,Siena,2017-2018,18.066666666666666,17.25,NA,-0.8166666666666664
MAAC WBB,Siena,2018-2019,18.615384615384617,17,NA,-1.6153846153846168
MAAC WBB,Siena,2019-2020,18.88235294117647,16.714285714285715,NA,-2.1680672268907557
MAAC WBB,Siena,2020-2021,16.285714285714285,14.833333333333334,NA,-1.4523809523809508
MAAC WBB,Siena,2021-2022,20.1875,17.153846153846153,NA,-3.0336538461538467
MAAC WBB,Siena,2022-2023,17.307692307692307,18.5625,19.333333333333332,1.2548076923076934
MAAC WBB,Siena,2023-2024,18.6,17.333333333333332,NA,-1.2666666666666693
MAC WBB,Akron,2017-2018,18.53846153846154,16.647058823529413,NA,-1.891402714932127
MAC WBB,Akron,2018-2019,16.692307692307693,16.555555555555557,NA,-0.13675213675213627
MAC WBB,Akron,2019-2020,20.428571428571427,16.3125,NA,-4.116071428571427
MAC WBB,Akron,2020-2021,18.818181818181817,16.9,NA,-1.918181818181818
MAC WBB,Akron,2021-2022,15.875,14.846153846153847,NA,-1.0288461538461533
MAC WBB,Akron,2022-2023,13.833333333333334,12.5625,13.5,-1.270833333333334
MAC WBB,Akron,2023-2024,13.8,18,22,4.199999999999999
MAC WBB,Ball State,2017-2018,18.153846153846153,16.210526315789473,NA,-1.9433198380566807
MAC WBB,Ball State,2018-2019,17,16,NA,-1
MAC WBB,Ball State,2019-2020,17.0625,17.733333333333334,NA,0.6708333333333343
MAC WBB,Ball State,2020-2021,17.5,16.818181818181817,NA,-0.6818181818181834
MAC WBB,Ball State,2021-2022,16.5,15.941176470588236,NA,-0.5588235294117645
MAC WBB,Ball State,2022-2023,19.066666666666666,16.125,17,-2.9416666666666664
MAC WBB,Ball State,2023-2024,16,16.6,19.5,0.6000000000000014
MAC WBB,Bowling Green State,2017-2018,19.466666666666665,19.266666666666666,NA,-0.1999999999999993
MAC WBB,Bowling Green State,2018-2019,19,18,NA,-1
MAC WBB,Bowling Green State,2019-2020,16.25,17.933333333333334,NA,1.6833333333333336
MAC WBB,Bowling Green State,2020-2021,19.083333333333332,17.529411764705884,NA,-1.5539215686274481
MAC WBB,Bowling Green State,2021-2022,18.5,15.421052631578947,NA,-3.078947368421053
MAC WBB,Bowling Green State,2022-2023,17.352941176470587,17.235294117647058,17,-0.117647058823529
MAC WBB,Bowling Green State,2023-2024,19.3,15.625,17.5,-3.6750000000000007
MAC WBB,Buffalo,2017-2018,20.294117647058822,19.6875,16,-0.6066176470588225
MAC WBB,Buffalo,2018-2019,19.65,18.071428571428573,NA,-1.5785714285714256
MAC WBB,Buffalo,2019-2020,18.333333333333332,18,NA,-0.33333333333333215
MAC WBB,Buffalo,2020-2021,17.666666666666668,18.666666666666668,NA,1
MAC WBB,Buffalo,2021-2022,15.875,12.833333333333334,NA,-3.041666666666666
MAC WBB,Buffalo,2022-2023,14.285714285714286,12.923076923076923,9,-1.3626373626373631
MAC WBB,Buffalo,2023-2024,21.25,18.75,NA,-2.5
MAC WBB,Central Michigan,2017-2018,14.928571428571429,14.31578947368421,11.5,-0.6127819548872182
MAC WBB,Central Michigan,2018-2019,15.571428571428571,13.947368421052632,NA,-1.6240601503759393
MAC WBB,Central Michigan,2019-2020,17.866666666666667,15.933333333333334,NA,-1.9333333333333336
MAC WBB,Central Michigan,2020-2021,17.384615384615383,17,17,-0.38461538461538325
MAC WBB,Central Michigan,2021-2022,18.466666666666665,15.428571428571429,NA,-3.038095238095236
MAC WBB,Central Michigan,2022-2023,20.153846153846153,18.285714285714285,19,-1.8681318681318686
MAC WBB,Central Michigan,2023-2024,17.833333333333332,19.142857142857142,NA,1.3095238095238102
MAC WBB,Eastern Michigan,2017-2018,22.05263157894737,18.75,NA,-3.30263157894737
MAC WBB,Eastern Michigan,2018-2019,19.333333333333332,19.875,NA,0.5416666666666679
MAC WBB,Eastern Michigan,2019-2020,21.6875,18.066666666666666,NA,-3.6208333333333336
MAC WBB,Eastern Michigan,2020-2021,20.9,20.5,NA,-0.3999999999999986
MAC WBB,Eastern Michigan,2021-2022,17.071428571428573,16.76923076923077,NA,-0.3021978021978029
MAC WBB,Eastern Michigan,2022-2023,16.454545454545453,16.0625,11.666666666666666,-0.39204545454545325
MAC WBB,Eastern Michigan,2023-2024,21,15.5,NA,-5.5
MAC WBB,Kent State,2017-2018,16.45,16.5,NA,0.05000000000000071
MAC WBB,Kent State,2018-2019,18.166666666666668,16.4,NA,-1.7666666666666693
MAC WBB,Kent State,2019-2020,18.23076923076923,16.235294117647058,NA,-1.995475113122172
MAC WBB,Kent State,2020-2021,18.583333333333332,16.25,NA,-2.333333333333332
MAC WBB,Kent State,2021-2022,16.0625,14.666666666666666,NA,-1.395833333333334
MAC WBB,Kent State,2022-2023,18.076923076923077,16.4,14.25,-1.676923076923078
MAC WBB,Kent State,2023-2024,17.1,14.142857142857142,15,-2.957142857142859
MAC WBB,Miami (OH),2017-2018,16.533333333333335,14.764705882352942,NA,-1.768627450980393
MAC WBB,Miami (OH),2018-2019,16.11764705882353,14.533333333333333,NA,-1.5843137254901958
MAC WBB,Miami (OH),2019-2020,20.61111111111111,18.307692307692307,NA,-2.303418803418804
MAC WBB,Miami (OH),2020-2021,20.923076923076923,21.363636363636363,NA,0.44055944055943996
MAC WBB,Miami (OH),2021-2022,19.6,22.214285714285715,NA,2.614285714285714
MAC WBB,Miami (OH),2022-2023,18.23076923076923,17.6875,19,-0.54326923076923
MAC WBB,Miami (OH),2023-2024,17.76923076923077,17.714285714285715,NA,-0.05494505494505475
MAC WBB,Northern Illinois,2017-2018,15.8,15.333333333333334,NA,-0.4666666666666668
MAC WBB,Northern Illinois,2018-2019,14.933333333333334,14.941176470588236,NA,0.007843137254901933
MAC WBB,Northern Illinois,2019-2020,18.0625,15.5,NA,-2.5625
MAC WBB,Northern Illinois,2020-2021,17.545454545454547,16.23076923076923,NA,-1.3146853146853168
MAC WBB,Northern Illinois,2021-2022,11.714285714285714,14.333333333333334,NA,2.6190476190476204
MAC WBB,Northern Illinois,2022-2023,14.266666666666667,14.692307692307692,18.6,0.42564102564102413
MAC WBB,Northern Illinois,2023-2024,15.555555555555555,15.555555555555555,16,0
MAC WBB,Ohio,2017-2018,19.733333333333334,19.625,NA,-0.10833333333333428
MAC WBB,Ohio,2018-2019,19.285714285714285,15.954545454545455,NA,-3.3311688311688297
MAC WBB,Ohio,2019-2020,18.6,15.466666666666667,NA,-3.1333333333333346
MAC WBB,Ohio,2020-2021,17.153846153846153,18.583333333333332,NA,1.4294871794871788
MAC WBB,Ohio,2021-2022,16.6875,15.714285714285714,NA,-0.9732142857142865
MAC WBB,Ohio,2022-2023,18.875,17.692307692307693,NA,-1.1826923076923066
MAC WBB,Ohio,2023-2024,19.8,17,NA,-2.8000000000000007
MAC WBB,Toledo,2017-2018,20,17.941176470588236,NA,-2.0588235294117645
MAC WBB,Toledo,2018-2019,17.125,15.941176470588236,NA,-1.1838235294117645
MAC WBB,Toledo,2019-2020,18.125,17.6,NA,-0.5249999999999986
MAC WBB,Toledo,2020-2021,18.1,18.5,NA,0.3999999999999986
MAC WBB,Toledo,2021-2022,17.3125,14.368421052631579,NA,-2.9440789473684212
MAC WBB,Toledo,2022-2023,17.23076923076923,13.6,13.5,-3.6307692307692303
MAC WBB,Toledo,2023-2024,15.88888888888889,16.11111111111111,19,0.22222222222222143
MAC WBB,Western Michigan,2017-2018,18.41176470588235,16.4375,NA,-1.9742647058823515
MAC WBB,Western Michigan,2018-2019,17.928571428571427,15.9375,NA,-1.991071428571427
MAC WBB,Western Michigan,2019-2020,16.2,16.6875,NA,0.4875000000000007
MAC WBB,Western Michigan,2020-2021,16.2,17.545454545454547,NA,1.3454545454545475
MAC WBB,Western Michigan,2021-2022,17.5,14.857142857142858,NA,-2.6428571428571423
MAC WBB,Western Michigan,2022-2023,15.5,16.53846153846154,NA,1.03846153846154
MAC WBB,Western Michigan,2023-2024,18.444444444444443,17.5,20.5,-0.9444444444444429
MEAC WBB,Bethune-Cookman,2017-2018,16.5,16.05263157894737,NA,-0.4473684210526301
MEAC WBB,Bethune-Cookman,2018-2019,17,18.4,NA,1.3999999999999986
MEAC WBB,Bethune-Cookman,2019-2020,16.357142857142858,16.133333333333333,NA,-0.2238095238095248
MEAC WBB,Coppin State,2017-2018,17.63157894736842,15.4,NA,-2.231578947368421
MEAC WBB,Coppin State,2018-2019,17,15.88888888888889,NA,-1.1111111111111107
MEAC WBB,Coppin State,2019-2020,16.263157894736842,18.4,NA,2.136842105263156
MEAC WBB,Coppin State,2020-2021,17.5,18.571428571428573,NA,1.071428571428573
MEAC WBB,Coppin State,2021-2022,16.1875,15.833333333333334,NA,-0.3541666666666661
MEAC WBB,Coppin State,2022-2023,16.42105263157895,14.8,20,-1.621052631578948
MEAC WBB,Coppin State,2023-2024,13.333333333333334,14.625,NA,1.291666666666666
MEAC WBB,Delaware State,2017-2018,19.0625,18.071428571428573,NA,-0.991071428571427
MEAC WBB,Delaware State,2018-2019,17.266666666666666,17.76923076923077,NA,0.5025641025641043
MEAC WBB,Delaware State,2019-2020,18.53846153846154,16.88235294117647,NA,-1.656108597285069
MEAC WBB,Delaware State,2020-2021,18,18.666666666666668,NA,0.6666666666666679
MEAC WBB,Delaware State,2021-2022,12,13.5,NA,1.5
MEAC WBB,Delaware State,2022-2023,11.857142857142858,11,16,-0.8571428571428577
MEAC WBB,Delaware State,2023-2024,15.8,11.555555555555555,NA,-4.244444444444445
MEAC WBB,Florida A&M,2017-2018,17.4,17.083333333333332,NA,-0.31666666666666643
MEAC WBB,Florida A&M,2018-2019,19.823529411764707,20.166666666666668,NA,0.34313725490196134
MEAC WBB,Florida A&M,2019-2020,22,20.818181818181817,NA,-1.1818181818181834
MEAC WBB,Hampton,2017-2018,18.77777777777778,17,NA,-1.7777777777777786
MEAC WBB,Howard,2017-2018,20.4,22.466666666666665,NA,2.0666666666666664
MEAC WBB,Howard,2018-2019,21.11111111111111,21.53846153846154,NA,0.4273504273504294
MEAC WBB,Howard,2019-2020,21.941176470588236,20.142857142857142,NA,-1.7983193277310932
MEAC WBB,Howard,2020-2021,19.666666666666668,20.2,NA,0.5333333333333314
MEAC WBB,Howard,2021-2022,18.4375,17.933333333333334,NA,-0.5041666666666664
MEAC WBB,Howard,2022-2023,19.357142857142858,17.416666666666668,17.75,-1.9404761904761898
MEAC WBB,Howard,2023-2024,18.7,16.857142857142858,18.333333333333332,-1.8428571428571416
MEAC WBB,Maryland-Eastern Shore,2017-2018,23.3125,15.928571428571429,NA,-7.383928571428571
MEAC WBB,Maryland-Eastern Shore,2018-2019,19.72222222222222,16.615384615384617,NA,-3.1068376068376047
MEAC WBB,Maryland-Eastern Shore,2019-2020,19.9375,17.333333333333332,NA,-2.604166666666668
MEAC WBB,Maryland-Eastern Shore,2021-2022,22.142857142857142,18.071428571428573,NA,-4.071428571428569
MEAC WBB,Maryland-Eastern Shore,2022-2023,20.133333333333333,16.846153846153847,14.5,-3.287179487179486
MEAC WBB,Maryland-Eastern Shore,2023-2024,18.454545454545453,15.4,NA,-3.054545454545453
MEAC WBB,Morgan State,2017-2018,20.625,19.6,NA,-1.0249999999999986
MEAC WBB,Morgan State,2018-2019,19.266666666666666,20.4375,NA,1.1708333333333343
MEAC WBB,Morgan State,2019-2020,19.294117647058822,17.692307692307693,NA,-1.601809954751129
MEAC WBB,Morgan State,2020-2021,18.5,19.625,NA,1.125
MEAC WBB,Morgan State,2021-2022,20.466666666666665,17.181818181818183,NA,-3.2848484848484816
MEAC WBB,Morgan State,2022-2023,19,16.153846153846153,18.666666666666668,-2.8461538461538467
MEAC WBB,Morgan State,2023-2024,16.4,17.5,16,1.1000000000000014
MEAC WBB,Norfolk State,2017-2018,18.3125,16.384615384615383,NA,-1.9278846153846168
MEAC WBB,Norfolk State,2018-2019,17.3125,17.5,NA,0.1875
MEAC WBB,Norfolk State,2019-2020,16.866666666666667,16.733333333333334,NA,-0.13333333333333286
MEAC WBB,Norfolk State,2020-2021,21,17.857142857142858,NA,-3.1428571428571423
MEAC WBB,Norfolk State,2021-2022,20.0625,18.307692307692307,NA,-1.7548076923076934
MEAC WBB,Norfolk State,2022-2023,19.142857142857142,16.76923076923077,17,-2.3736263736263723
MEAC WBB,Norfolk State,2023-2024,19.076923076923077,16.666666666666668,13.5,-2.410256410256409
MEAC WBB,North Carolina A&T,2017-2018,20.615384615384617,20.263157894736842,NA,-0.35222672064777427
MEAC WBB,North Carolina A&T,2018-2019,18.666666666666668,17.88235294117647,NA,-0.7843137254901968
MEAC WBB,North Carolina A&T,2019-2020,20.3125,19.923076923076923,NA,-0.38942307692307665
MEAC WBB,North Carolina A&T,2020-2021,17.25,15.375,20,-1.875
MEAC WBB,North Carolina Central,2017-2018,23.176470588235293,22,NA,-1.1764705882352935
MEAC WBB,North Carolina Central,2018-2019,21.333333333333332,20.875,NA,-0.45833333333333215
MEAC WBB,North Carolina Central,2019-2020,19.6,19.666666666666668,NA,0.06666666666666643
MEAC WBB,North Carolina Central,2020-2021,22.1,19.833333333333332,NA,-2.2666666666666693
MEAC WBB,North Carolina Central,2021-2022,21.625,19.555555555555557,NA,-2.069444444444443
MEAC WBB,North Carolina Central,2022-2023,22.533333333333335,19.142857142857142,21.5,-3.3904761904761926
MEAC WBB,North Carolina Central,2023-2024,18.642857142857142,18.285714285714285,NA,-0.35714285714285765
MEAC WBB,Savannah State,2017-2018,NA,19,NA,NA
MEAC WBB,Savannah State,2018-2019,NA,19,NA,NA
MEAC WBB,South Carolina State,2017-2018,15.6,18,NA,2.4000000000000004
MEAC WBB,South Carolina State,2018-2019,15.941176470588236,15.466666666666667,NA,-0.4745098039215687
MEAC WBB,South Carolina State,2019-2020,17.294117647058822,16.846153846153847,NA,-0.4479638009049758
MEAC WBB,South Carolina State,2020-2021,14,17.6,NA,3.6000000000000014
MEAC WBB,South Carolina State,2021-2022,16.4,19.714285714285715,NA,3.3142857142857167
MEAC WBB,South Carolina State,2022-2023,14.944444444444445,14.3,15,-0.6444444444444439
MEAC WBB,South Carolina State,2023-2024,15.923076923076923,16.833333333333332,12,0.9102564102564088
MVC WBB,Belmont,2022-2023,15.933333333333334,17.142857142857142,18,1.2095238095238088
MVC WBB,Belmont,2023-2024,15.625,15.909090909090908,13,0.2840909090909083
MVC WBB,Bradley,2017-2018,17.733333333333334,17.9375,NA,0.20416666666666572
MVC WBB,Bradley,2018-2019,19.428571428571427,17.6875,NA,-1.741071428571427
MVC WBB,Bradley,2019-2020,15.533333333333333,16.357142857142858,NA,0.8238095238095244
MVC WBB,Bradley,2020-2021,16.846153846153847,17.6,20,0.7538461538461547
MVC WBB,Bradley,2021-2022,16.8,17.23076923076923,NA,0.43076923076922924
MVC WBB,Bradley,2022-2023,15.3125,16.642857142857142,13,1.3303571428571423
MVC WBB,Bradley,2023-2024,17.9,15.666666666666666,10.5,-2.2333333333333325
MVC WBB,Drake,2017-2018,14.461538461538462,14.904761904761905,NA,0.4432234432234434
MVC WBB,Drake,2018-2019,17.58823529411765,16.470588235294116,NA,-1.1176470588235325
MVC WBB,Drake,2019-2020,18.733333333333334,15.8,NA,-2.9333333333333336
MVC WBB,Drake,2020-2021,17,15.6,NA,-1.4000000000000004
MVC WBB,Drake,2021-2022,15.533333333333333,14.789473684210526,NA,-0.7438596491228076
MVC WBB,Drake,2022-2023,15.166666666666666,13.928571428571429,17.333333333333332,-1.2380952380952372
MVC WBB,Drake,2023-2024,14.5,13.818181818181818,NA,-0.6818181818181817
MVC WBB,Evansville,2017-2018,16.58823529411765,16.076923076923077,NA,-0.5113122171945719
MVC WBB,Evansville,2018-2019,18.1875,18.071428571428573,NA,-0.11607142857142705
MVC WBB,Evansville,2019-2020,19.533333333333335,17.142857142857142,NA,-2.3904761904761926
MVC WBB,Evansville,2020-2021,14.5,14.384615384615385,NA,-0.11538461538461497
MVC WBB,Evansville,2021-2022,19.25,19.357142857142858,NA,0.10714285714285765
MVC WBB,Evansville,2022-2023,17.2,18.571428571428573,13,1.3714285714285737
MVC WBB,Evansville,2023-2024,18.8,19.181818181818183,NA,0.3818181818181827
MVC WBB,Illinois State,2017-2018,15.785714285714286,14.8125,NA,-0.9732142857142865
MVC WBB,Illinois State,2018-2019,19.875,16.266666666666666,NA,-3.6083333333333343
MVC WBB,Illinois State,2019-2020,15.571428571428571,17,NA,1.4285714285714288
MVC WBB,Illinois State,2020-2021,14.909090909090908,14.692307692307692,NA,-0.21678321678321666
MVC WBB,Illinois State,2021-2022,16.61111111111111,14.266666666666667,NA,-2.344444444444443
MVC WBB,Illinois State,2022-2023,16.8,15.928571428571429,18,-0.8714285714285719
MVC WBB,Illinois State,2023-2024,18.75,15,24,-3.75
MVC WBB,Illinois-Chicago,2022-2023,16.714285714285715,17.142857142857142,19.625,0.42857142857142705
MVC WBB,Illinois-Chicago,2023-2024,19.272727272727273,19.428571428571427,18,0.15584415584415368
MVC WBB,Indiana State,2017-2018,16.714285714285715,17.625,NA,0.9107142857142847
MVC WBB,Indiana State,2018-2019,22.1875,20.071428571428573,NA,-2.116071428571427
MVC WBB,Indiana State,2019-2020,23.41176470588235,18.923076923076923,NA,-4.488687782805428
MVC WBB,Indiana State,2020-2021,19.272727272727273,17.77777777777778,NA,-1.4949494949494948
MVC WBB,Indiana State,2021-2022,19.1875,20.533333333333335,NA,1.345833333333335
MVC WBB,Indiana State,2022-2023,19.416666666666668,19.352941176470587,14,-0.06372549019608087
MVC WBB,Indiana State,2023-2024,21.5,19.714285714285715,16.5,-1.7857142857142847
MVC WBB,Loyola (IL),2017-2018,16.235294117647058,12.615384615384615,NA,-3.619909502262443
MVC WBB,Loyola (IL),2018-2019,15.533333333333333,14.5,NA,-1.0333333333333332
MVC WBB,Loyola (IL),2019-2020,18.466666666666665,15.785714285714286,NA,-2.6809523809523785
MVC WBB,Loyola (IL),2020-2021,17,14.083333333333334,17,-2.916666666666666
MVC WBB,Loyola (IL),2021-2022,15.75,15,NA,-0.75
MVC WBB,Missouri State,2017-2018,16.529411764705884,14.125,NA,-2.404411764705884
MVC WBB,Missouri State,2018-2019,17,16.58823529411765,NA,-0.4117647058823515
MVC WBB,Missouri State,2019-2020,18.333333333333332,16.4,NA,-1.9333333333333336
MVC WBB,Missouri State,2020-2021,17.166666666666668,16.272727272727273,12,-0.8939393939393945
MVC WBB,Missouri State,2021-2022,18.866666666666667,17.38888888888889,NA,-1.4777777777777779
MVC WBB,Missouri State,2022-2023,19.153846153846153,15.933333333333334,18,-3.2205128205128197
MVC WBB,Missouri State,2023-2024,19.11111111111111,17.2,NA,-1.9111111111111114
MVC WBB,Murray State,2022-2023,15.266666666666667,11.428571428571429,14.5,-3.8380952380952387
MVC WBB,Murray State,2023-2024,19.1,17.88888888888889,NA,-1.2111111111111121
MVC WBB,Northern Iowa,2017-2018,18.764705882352942,15.0625,NA,-3.702205882352942
MVC WBB,Northern Iowa,2018-2019,17.235294117647058,15.125,NA,-2.110294117647058
MVC WBB,Northern Iowa,2019-2020,17.8,16.285714285714285,NA,-1.514285714285716
MVC WBB,Northern Iowa,2020-2021,16.1875,15.714285714285714,NA,-0.4732142857142865
MVC WBB,Northern Iowa,2021-2022,15.294117647058824,13.529411764705882,NA,-1.764705882352942
MVC WBB,Northern Iowa,2022-2023,17.846153846153847,16.4375,15.75,-1.4086538461538467
MVC WBB,Northern Iowa,2023-2024,17.11111111111111,18.5,15.5,1.3888888888888893
MVC WBB,Southern Illinois,2017-2018,18.125,15.333333333333334,NA,-2.791666666666666
MVC WBB,Southern Illinois,2018-2019,20.733333333333334,17.066666666666666,NA,-3.666666666666668
MVC WBB,Southern Illinois,2019-2020,20.285714285714285,18.2,NA,-2.0857142857142854
MVC WBB,Southern Illinois,2020-2021,15.636363636363637,16.5,NA,0.8636363636363633
MVC WBB,Southern Illinois,2021-2022,15.823529411764707,13,NA,-2.8235294117647065
MVC WBB,Southern Illinois,2022-2023,21.846153846153847,20.4,20,-1.4461538461538481
MVC WBB,Southern Illinois,2023-2024,16.8,22.083333333333332,16.666666666666668,5.283333333333331
MVC WBB,Valparaiso,2017-2018,20.6875,17.866666666666667,NA,-2.820833333333333
MVC WBB,Valparaiso,2018-2019,21.764705882352942,19.866666666666667,NA,-1.8980392156862749
MVC WBB,Valparaiso,2019-2020,19.3125,22.46153846153846,NA,3.14903846153846
MVC WBB,Valparaiso,2020-2021,17.923076923076923,19.083333333333332,NA,1.1602564102564088
MVC WBB,Valparaiso,2021-2022,17.470588235294116,15.846153846153847,NA,-1.6244343891402693
MVC WBB,Valparaiso,2022-2023,19.214285714285715,20.4,25,1.1857142857142833
MVC WBB,Valparaiso,2023-2024,22.454545454545453,21.5,14,-0.9545454545454533
MWC WBB,Air Force,2017-2018,18.8,16.875,NA,-1.9250000000000007
MWC WBB,Air Force,2018-2019,20.25,17.285714285714285,NA,-2.9642857142857153
MWC WBB,Air Force,2019-2020,17.5625,14.933333333333334,NA,-2.6291666666666664
MWC WBB,Air Force,2020-2021,16.583333333333332,16.714285714285715,NA,0.13095238095238315
MWC WBB,Air Force,2021-2022,19.944444444444443,15.266666666666667,NA,-4.677777777777775
MWC WBB,Air Force,2022-2023,17.846153846153847,15.928571428571429,18.5,-1.9175824175824179
MWC WBB,Air Force,2023-2024,19.444444444444443,18.5,19.5,-0.9444444444444429
MWC WBB,Boise State,2017-2018,17.53846153846154,16.210526315789473,18,-1.3279352226720675
MWC WBB,Boise State,2018-2019,18.615384615384617,16.05,NA,-2.565384615384616
MWC WBB,Boise State,2019-2020,17.714285714285715,14.631578947368421,NA,-3.082706766917294
MWC WBB,Boise State,2020-2021,16.88888888888889,14.785714285714286,NA,-2.103174603174603
MWC WBB,Boise State,2021-2022,18.214285714285715,15.133333333333333,NA,-3.0809523809523824
MWC WBB,Boise State,2022-2023,18.818181818181817,16.235294117647058,17.4,-2.5828877005347586
MWC WBB,Boise State,2023-2024,15.88888888888889,13.909090909090908,16.5,-1.979797979797981
MWC WBB,Colorado State,2017-2018,14.357142857142858,14.894736842105264,NA,0.5375939849624061
MWC WBB,Colorado State,2018-2019,13.076923076923077,12.294117647058824,NA,-0.7828054298642524
MWC WBB,Colorado State,2019-2020,14.714285714285714,12.8125,NA,-1.9017857142857135
MWC WBB,Colorado State,2020-2021,13.909090909090908,13.6,NA,-0.30909090909090864
MWC WBB,Colorado State,2021-2022,12.2,11.277777777777779,NA,-0.9222222222222207
MWC WBB,Colorado State,2022-2023,16.916666666666668,14.0625,15.5,-2.854166666666668
MWC WBB,Colorado State,2023-2024,13.88888888888889,12,15,-1.8888888888888893
MWC WBB,Fresno State,2017-2018,18.733333333333334,15.764705882352942,NA,-2.9686274509803923
MWC WBB,Fresno State,2018-2019,16.933333333333334,15.882352941176471,NA,-1.0509803921568626
MWC WBB,Fresno State,2019-2020,13.307692307692308,13.052631578947368,NA,-0.25506072874494023
MWC WBB,Fresno State,2020-2021,13.25,12.5,NA,-0.75
MWC WBB,Fresno State,2021-2022,15.142857142857142,13.8,NA,-1.3428571428571416
MWC WBB,Fresno State,2022-2023,17.166666666666668,12.823529411764707,19.333333333333332,-4.343137254901961
MWC WBB,Fresno State,2023-2024,15.875,14.461538461538462,12.5,-1.4134615384615383
MWC WBB,Nevada,2017-2018,15.470588235294118,15.31578947368421,NA,-0.15479876160990713
MWC WBB,Nevada,2018-2019,18,16.57894736842105,NA,-1.4210526315789487
MWC WBB,Nevada,2019-2020,16.5,16.352941176470587,NA,-0.14705882352941302
MWC WBB,Nevada,2020-2021,18.083333333333332,13.8,NA,-4.283333333333331
MWC WBB,Nevada,2021-2022,17,16.529411764705884,NA,-0.470588235294116
MWC WBB,Nevada,2022-2023,17.416666666666668,17,19.5,-0.41666666666666785
MWC WBB,Nevada,2023-2024,18.875,18.181818181818183,19.25,-0.6931818181818166
MWC WBB,Nevada-Las Vegas,2017-2018,17.142857142857142,18.823529411764707,NA,1.6806722689075642
MWC WBB,Nevada-Las Vegas,2018-2019,18.285714285714285,16.9375,NA,-1.3482142857142847
MWC WBB,Nevada-Las Vegas,2019-2020,19.153846153846153,17.823529411764707,NA,-1.3303167420814468
MWC WBB,Nevada-Las Vegas,2020-2021,14,13.933333333333334,NA,-0.06666666666666643
MWC WBB,Nevada-Las Vegas,2021-2022,14.666666666666666,13.555555555555555,NA,-1.1111111111111107
MWC WBB,Nevada-Las Vegas,2022-2023,16.076923076923077,13.9,14,-2.1769230769230763
MWC WBB,Nevada-Las Vegas,2023-2024,14.818181818181818,13.333333333333334,21,-1.4848484848484844
MWC WBB,New Mexico,2017-2018,16.615384615384617,14.391304347826088,NA,-2.224080267558529
MWC WBB,New Mexico,2018-2019,16.5,14.368421052631579,NA,-2.1315789473684212
MWC WBB,New Mexico,2019-2020,17.642857142857142,15.61111111111111,NA,-2.0317460317460316
MWC WBB,New Mexico,2020-2021,17,14.142857142857142,NA,-2.8571428571428577
MWC WBB,New Mexico,2021-2022,13.357142857142858,13.318181818181818,NA,-0.03896103896103931
MWC WBB,New Mexico,2022-2023,14.357142857142858,12.529411764705882,12.666666666666666,-1.8277310924369754
MWC WBB,New Mexico,2023-2024,13.142857142857142,12.5,14.5,-0.6428571428571423
MWC WBB,San Diego State,2017-2018,17.384615384615383,16.11764705882353,NA,-1.2669683257918543
MWC WBB,San Diego State,2018-2019,17.9375,15.875,NA,-2.0625
MWC WBB,San Diego State,2019-2020,14.692307692307692,14.166666666666666,NA,-0.52564102564102555
MWC WBB,San Diego State,2020-2021,14,15.714285714285714,NA,1.7142857142857135
MWC WBB,San Diego State,2021-2022,18.933333333333334,14.9375,NA,-3.9958333333333336
MWC WBB,San Diego State,2022-2023,18.615384615384617,16.27777777777778,14.666666666666666,-2.337606837606838
MWC WBB,San Diego State,2023-2024,14.777777777777779,13.833333333333334,15.5,-0.9444444444444446
MWC WBB,San Jose State,2017-2018,17.2,18.8,NA,1.6000000000000014
MWC WBB,San Jose State,2018-2019,17.75,19.142857142857142,NA,1.3928571428571423
MWC WBB,San Jose State,2019-2020,17.705882352941178,15.642857142857142,NA,-2.063025210084035
MWC WBB,San Jose State,2020-2021,17,13,NA,-4
MWC WBB,San Jose State,2021-2022,15.8125,15,NA,-0.8125
MWC WBB,San Jose State,2022-2023,20.357142857142858,21.857142857142858,24.333333333333332,1.5
MWC WBB,San Jose State,2023-2024,18,19.333333333333332,22,1.3333333333333321
MWC WBB,Utah State,2017-2018,18.3125,15.785714285714286,NA,-2.5267857142857135
MWC WBB,Utah State,2018-2019,18.27777777777778,16.2,NA,-2.0777777777777793
MWC WBB,Utah State,2019-2020,15.882352941176471,14.357142857142858,NA,-1.5252100840336134
MWC WBB,Utah State,2020-2021,15.727272727272727,17.923076923076923,NA,2.1958041958041967
MWC WBB,Utah State,2021-2022,14.9375,15.642857142857142,NA,0.7053571428571423
MWC WBB,Utah State,2022-2023,19.066666666666666,18.571428571428573,11,-0.4952380952380935
MWC WBB,Utah State,2023-2024,19.6,14.727272727272727,NA,-4.872727272727275
