"season","url","text"
"2024-25","https://goairforcefalcons.com/sports/womens-basketball/roster/sydney-roundtree/20036",""
"2024-25","https://goairforcefalcons.com/sports/womens-basketball/roster/tanah-gorman/20035",""
"2024-25","https://goairforcefalcons.com/sports/womens-basketball/roster/emma-lytle/20034",""
"2024-25","https://miamihurricanes.com/sports/wbball/roster/season/2024-25/player/aurora-almon/",""
"2024-25","https://miamihurricanes.com/sports/wbball/roster/season/2024-25/player/ahnay-adams/",""
"2024-25","https://miamihurricanes.com/sports/wbball/roster/season/2024-25/player/darrione-rogers/",""
"2024-25","https://miamihurricanes.com/sports/wbball/roster/season/2024-25/player/hanna-cavinder/",""
"2024-25","https://miamihurricanes.com/sports/wbball/roster/season/2024-25/player/daniela-abies/",""
"2024-25","https://miamihurricanes.com/sports/wbball/roster/season/2024-25/player/natalija-marshall/",""
"2024-25","https://miamihurricanes.com/sports/wbball/roster/season/2024-25/player/simone-pelish/",""
"2024-25","https://miamihurricanes.com/sports/wbball/roster/season/2024-25/player/leah-harmon/",""
"2024-25","https://miamihurricanes.com/sports/wbball/roster/season/2024-25/player/sophia-zulich/",""
"2024-25","https://www.clemsontigers.com/sports/w-basketball/roster/season/2024/jordy-griggs/",""
"2024-25","https://www.clemsontigers.com/sports/w-basketball/roster/season/2024/hannah-kohn/",""
"2024-25","https://www.clemsontigers.com/sports/w-basketball/roster/season/2024/summah-evans/",""
"2024-25","https://www.clemsontigers.com/sports/w-basketball/roster/season/2024/mia-moore-2/",""
"2024-25","https://www.clemsontigers.com/sports/w-basketball/roster/season/2024/addie-porter/",""
"2024-25","https://www.clemsontigers.com/sports/w-basketball/roster/season/2024/morgan-miller/",""
"2024-25","https://www.clemsontigers.com/sports/w-basketball/roster/season/2024/raven-thompson/",""
"2024-25","https://www.goduke.com/sports/womens-basketball/roster/vanessa-de-jesus/20722",""
"2024-25","https://www.goduke.com/sports/womens-basketball/roster/ashlon-jackson/20724",""
"2024-25","https://www.goduke.com/sports/womens-basketball/roster/jadyn-donovan/20723",""
"2024-25","https://www.goduke.com/sports/womens-basketball/roster/oluchi-okananwa/20728",""
"2024-25","https://www.goduke.com/sports/womens-basketball/roster/louann-battiston/20721",""
"2024-25","https://www.goduke.com/sports/womens-basketball/roster/riley-nelson/20734",""
"2024-25","https://www.goduke.com/sports/womens-basketball/roster/delaney-thomas/20730",""
"2024-25","https://www.goduke.com/sports/womens-basketball/roster/jordan-wood/20731",""
"2024-25","https://www.goduke.com/sports/womens-basketball/roster/emma-koabel/20725",""
"2024-25","https://www.goduke.com/sports/womens-basketball/roster/arianna-roberson/20735",""
"2024-25","https://www.goduke.com/sports/womens-basketball/roster/taina-mair/20726",""
"2024-25","https://www.goduke.com/sports/womens-basketball/roster/reigan-richardson/20729",""
"2024-25","https://www.goduke.com/sports/womens-basketball/roster/toby-fournier/20733",""
"2024-25","https://www.goduke.com/sports/womens-basketball/roster/jenessa-cotton/20732",""
"2024-25","https://www.goduke.com/sports/womens-basketball/roster/ella-moore/21695",""
"2024-25","https://www.goduke.com/sports/womens-basketball/roster/olivia-martin/20727",""
"2024-25","https://hawkeyesports.com/sports/wbball/roster/season/2024-25/player/taylor-mccabe/",""
"2024-25","https://hawkeyesports.com/sports/wbball/roster/season/2024-25/player/sydney-affolter/",""
"2024-25","https://hawkeyesports.com/sports/wbball/roster/season/2024-25/player/kennise-johnson/",""
"2024-25","https://hawkeyesports.com/sports/wbball/roster/season/2024-25/player/jada-gyamfi/",""
"2024-25","https://hawkeyesports.com/sports/wbball/roster/season/2024-25/player/aj-ediger/",""
"2024-25","https://hawkeyesports.com/sports/wbball/roster/season/2024-25/player/addison-ogrady/",""
"2024-25","https://hawkeyesports.com/sports/wbball/roster/season/2024-25/player/hannah-stuelke/",""
"2024-25","https://fightingirish.com/sports/wbball/roster/season/2024-25/player/emma-risch/",""
"2024-25","https://fightingirish.com/sports/wbball/roster/season/2024-25/player/hannah-hidalgo/",""
"2024-25","https://fightingirish.com/sports/wbball/roster/season/2024-25/player/olivia-miles/",""
"2024-25","https://fightingirish.com/sports/wbball/roster/season/2024-25/player/cassandre-prosper/",""
"2024-25","https://fightingirish.com/sports/wbball/roster/season/2024-25/player/sonia-citron/",""
"2024-25","https://fightingirish.com/sports/wbball/roster/season/2024-25/player/kate-koval/",""
"2024-25","https://fightingirish.com/sports/wbball/roster/season/2024-25/player/liatu-king/",""
"2024-25","https://fightingirish.com/sports/wbball/roster/season/2024-25/player/maddy-westbeld/",""
"2024-25","https://fightingirish.com/sports/wbball/roster/season/2024-25/player/kylee-watson/",""
"2024-25","https://fightingirish.com/sports/wbball/roster/season/2024-25/player/sarah-cernugel/",""
"2024-25","https://fightingirish.com/sports/wbball/roster/season/2024-25/player/liza-karlen/",""
"2024-25","https://owlsports.com/sports/womens-basketball/roster/adena-webster/17594",""
"2024-25","https://owlsports.com/sports/womens-basketball/roster/tiarra-east/17278",""
"2024-25","https://gocards.com/sports/womens-basketball/roster/imari-berry/14726",""
"2024-25","https://gocards.com/sports/womens-basketball/roster/nyla-harris/14719",""
"2024-25","https://gocards.com/sports/womens-basketball/roster/rebekah-graves/15797",""
"2024-25","https://gocards.com/sports/womens-basketball/roster/anaya-hardy/14727",""
"2024-25","https://gocards.com/sports/womens-basketball/roster/merissah-russell/14722",""
"2024-25","https://gocards.com/sports/womens-basketball/roster/olivia-cochran/14717",""
"2024-25","https://bgsufalcons.com/sports/womens-basketball/roster/amy-velasco/18844",""
"2024-25","https://bgsufalcons.com/sports/womens-basketball/roster/emily-siesel/18843",""
"2024-25","https://bgsufalcons.com/sports/womens-basketball/roster/johnea-donahue/18854",""
"2024-25","https://bgsufalcons.com/sports/womens-basketball/roster/kristiana-kulackovska/18857",""
"2024-25","https://bgsufalcons.com/sports/womens-basketball/roster/paige-kohler/18840",""
"2024-25","https://bgsufalcons.com/sports/womens-basketball/roster/keiryn-mcguff/18841",""
"2024-25","https://bgsufalcons.com/sports/womens-basketball/roster/jasmine-fearne/18838",""
"2024-25","https://bgsufalcons.com/sports/womens-basketball/roster/brook-simpson/18859",""
"2024-25","https://bgsufalcons.com/sports/womens-basketball/roster/lexi-fleming/18839",""
"2024-25","https://bgsufalcons.com/sports/womens-basketball/roster/erika-porter/18842",""
"2024-25","https://byucougars.com/sports/womens-basketball/roster/player/naia-tanuvasa",""
"2024-25","https://byucougars.com/sports/womens-basketball/roster/player/amari-whiting",""
"2024-25","https://byucougars.com/sports/womens-basketball/roster/player/arielle-mackey-williams",""
"2024-25","https://byucougars.com/sports/womens-basketball/roster/player/delaney-gibb",""
"2024-25","https://byucougars.com/sports/womens-basketball/roster/player/kambree-barber",""
"2024-25","https://byucougars.com/sports/womens-basketball/roster/player/kemery-martin",""
"2024-25","https://byucougars.com/sports/womens-basketball/roster/player/heather-hamson",""
"2024-25","https://byucougars.com/sports/womens-basketball/roster/player/marya-hudgins",""
"2024-25","https://byucougars.com/sports/womens-basketball/roster/player/brinley-cannon",""
"2024-25","https://byucougars.com/sports/womens-basketball/roster/player/emma-calvert",""
"2024-25","https://byucougars.com/sports/womens-basketball/roster/player/lauren-davenport",""
"2024-25","https://byucougars.com/sports/womens-basketball/roster/player/hattie-ogden",""
"2024-25","https://byucougars.com/sports/womens-basketball/roster/player/kendra-gillispie",""
"2024-25","https://byucougars.com/sports/womens-basketball/roster/player/sarah-bartholomew",""
"2024-25","https://www.richmondspiders.com/sports/womens-basketball/roster/alicia-newell/6812",""
"2024-25","https://www.richmondspiders.com/sports/womens-basketball/roster/jada-green/6624",""
"2024-25","https://www.richmondspiders.com/sports/womens-basketball/roster/anna-camden/6622",""
"2024-25","https://www.richmondspiders.com/sports/womens-basketball/roster/faith-alston/6813",""
"2024-25","https://www.richmondspiders.com/sports/womens-basketball/roster/sam-dewey/6814",""
"2024-25","https://www.richmondspiders.com/sports/womens-basketball/roster/ally-sweeney/6626",""
