ncaa_id,game_id,date,start_time,location,home,home_fouls,home_technicals,visitor,visitor_fouls,visitor_technicals,officials
29,29671,11/6/2023,6:00 PM,"Pan American Center, Las Cruces, NM",New Mexico St.,15,0,Arizona,20,0,"Jennifer White,  Andey Heo,  Nadi Carey"
29,29871,12/17/2023,5:00 PM,"Desert Financial Arena, Tempe, AZ",Arizona St.,13,0,Arizona,17,0,"Nicole  Leon,  Kim Hobbs,  Melissa Barlow"
29,29670,12/31/2023,2:00 PM,"McKale Center, Tucson, AZ",Arizona,17,0,Seattle U,27,0,"Teresa Turner,  Richard Waters,  Robert Scofield"
29,29884,2/23/2024,7:00 PM,"Maples Pavilion, Stanford, CA",Stanford,19,0,Arizona,18,0,"Kim Hobbs,  Alecia Murray,  Robert Scofield"
29,29887,3/2/2024,6:00 PM,"McKale Center, Tucson, AZ",Arizona,16,0,Ucla,12,0,"Ashley Ellis,  Teresa Turner,  Lisa Jones"
29,29891,2/16/2024,6:00 PM,"McKale Center, Tucson, AZ",Arizona,15,0,Washington St.,10,0,"Teresa Turner,  In'Fini Robinson,  Michol Murray"
29,29872,1/5/2024,6:00 PM,"McKale Center, Tucson, AZ",Arizona,15,0,Colorado,15,0,"Sean Martin,  Anita Ortega,  Michol Murray"
29,29673,11/12/2023,2:00 PM,"McKale Center, Tucson, AZ",Arizona,24,0,Lmu (Ca),18,0,"Kaili Kimura,  Brian Woods,  Michael Price"
29,29672,11/10/2023,6:30 PM,"McKale Center, Tucson, AZ",Arizona,18,0,Northern Ariz.,20,0,"Kelly Broomfield,  Kenneth Nash,  Michol Murray"
29,29873,1/7/2024,12:00 PM,"McKale Center, Tucson, AZ",Arizona,20,0,Utah,18,0,"Rochelle Bennett,  Kim Hobbs,  Michael Price"
29,29886,2/29/2024,6:00 PM,"McKale Center, Tucson, AZ",Arizona,24,0,Southern California,21,0,"Lorena Ahumada,  Tyler Trimble,  Charles Gonzalez"
29,29874,1/12/2024,7:00 PM,"Gill Coliseum, Corvallis, OR",Oregon St.,15,0,Arizona,25,1,"Kaili Kimura,  Kenneth Nash,  Lisa Jones"
29,29675,11/18/2023,2:30 PM,"Atlantis Resort, Paradise Island, Bahamas",Arizona,23,0,Memphis,18,0,"Jules Gallien,  Ashlee Goode,  Dee Kantner"
29,29881,2/9/2024,8:00 PM,"Pauley Pavilion, Los Angeles, CA",Ucla,21,0,Arizona,19,0,"Nicole Leon,  Darren Krzesnik,  Tyler Trimble"
29,29878,1/26/2024,7:00 PM,"McKale Center, Tucson, AZ",Arizona,17,0,California,23,0,"Karen Lasuik,  Kyle Bacon,  Lisa Jones"
29,29679,12/7/2023,6:30 PM,"McKale Center, Tucson, AZ",Arizona,19,0,UC San Diego,11,0,"Demoya Pugh,  Anita Ortega,  Charles Gonzalez"
29,29680,12/13/2023,7:00 PM,"McKale Center, Tucson, AZ",Arizona,23,0,Texas,22,0,"In'Fini Robinson,  Tiffany Bird,  Lisa Jones"
29,29681,12/20/2023,2:30 PM,"Footprint Center, Phoenix, AZ",Arizona,17,1,Gonzaga,18,0,"Simona Petronyte-Sandoval,  Ken Nash,  In'fini Robinson"
29,29678,12/2/2023,5:00 PM,"Thomas & Mack Center, Las Vegas, NV",Unlv,13,0,Arizona,13,0,"Nicole Leon,  Michael Price,  Melissa Barlow"
29,29879,1/28/2024,12:00 PM,"McKale Center, Tucson, AZ",Arizona,21,0,Stanford,17,0,"Nicole Leon,  Kenneth Nash,  Anita Ortega"
29,29880,2/4/2024,12:00 PM,"McKale Center, Tucson, AZ",Arizona,14,1,Arizona St.,17,1,"Teresa Turner,  Anita Ortega,  Michol Murray"
29,29674,11/14/2023,6:30 PM,"McKale Center, Tucson, AZ",Arizona,25,0,San Diego,23,0,"Esther Hsu,  Corey Long,  Benny Luna"
29,29875,1/14/2024,12:00 PM,"Matthew Knight Arena, Eugene, OR",Oregon,12,0,Arizona,24,0,"Ashley Ellis,  Corey Long,  Melissa Barlow"
725,14754,1/20/2024,11:00 AM,"Alumni Hall, Annapolis, MD",Navy,20,0,Army West Point,17,0,"Cori Chambers,  Scott Yarbrough,  Rod Creech"
725,14703,11/28/2023,5:00 PM,"Christl Arena, West Point, NY",Army West Point,17,0,Hofstra,12,0,"Josh Howell,  Lauren Niemiera,  Michael McConnell"
725,14702,11/22/2023,1:00 PM,"Christl Arena, West Point, NY",Army West Point,15,0,Connecticut Col.,10,0,"Brock Matlock,  Suzanne Tiranno,  Josh Hall"
725,14695,11/6/2023,5:00 PM,"Christl Arena, West Point, NY",Army West Point,23,0,Njit,19,0,"Christine  Vuong,  Melissa Famme,  Cori Chambers"
725,14752,1/14/2024,2:00 PM,"Christl Arena, West Point, NY",Army West Point,24,0,American,17,0,"Katlyn Tortorice,  Keith Miller,  Elizabeth Kuzmeski"
725,14699,11/12/2023,1:00 PM,"Christl Arena, West Point, NY",Army West Point,16,0,Fdu,19,0,"Brock Matlock,  Ronnie Stephenson,  Kaz Beverley"
725,14748,1/3/2024,6:00 PM,"Christl Arena, West Point, NY",Army West Point,14,0,Lafayette,10,0,"Kenya Kirkland,  Kara Hunter,  Ryan Durham"
725,14698,11/9/2023,7:00 PM,"McCann Arena, Poughkeepsie, NY",Marist,17,0,Army West Point,27,0,"Montrell  Cade,  Zoe  Young,  Scoitt Berkins"
725,14704,12/6/2023,5:00 PM,"Christl Arena, West Point, NY",Army West Point,12,0,Vermont,10,0,"Cori Chambers,  Rod Creech,  Bryan Brunette"
725,14753,1/17/2024,11:00 AM,"Cotterell Court, Hamilton, NY",Colgate,10,0,Army West Point,17,0,"Matt Palumb,  Scott Berkins,  Tasha Smith"
725,14750,1/6/2024,2:00 PM,"Hart Center, Worcester, MA",Holy Cross,11,0,Army West Point,21,0,"Ivy Lin,  Rob Fessler,  Deon Lewis"
725,14746,12/30/2023,5:00 PM,"Christl Arena, West Point, NY",Army West Point,21,0,Five Towns,16,0,"Alyssa Hann,  Jorge Martinez,  Cear Tejeda"
725,14751,1/10/2024,7:00 PM,"Reitz Arena, Baltimore, MD",Loyola Maryland,12,0,Army West Point,17,0,"eric Pethtel,  Josh Hall,  Kenya Kirkland"
725,14701,11/19/2023,1:00 PM,"Ed and Rae Schollmaier Arena, Fort Worth, TX",Tcu,13,0,Army West Point,20,0,"Xiomara Cruz-Johnson,  Chaney Muench,  Kelly Broomfield"
725,14700,11/17/2023,7:00 PM,"Clune Arena, U.S. Air Force Academy, CO",Air Force,23,1,Army West Point,18,0,"Kenneth Fortner,  Brian Woods,  Charles Gonzalez"
37,21343,2/29/2024,7:00 PM,"Neville Arena, Auburn, AL",Auburn,19,0,Mississippi St.,15,0,"Roy Gulbeyan,  Nykesha Thompson,  Gina Cross"
37,21338,2/11/2024,1:00 PM,"Mizzou Arena, Columbia, MO",Missouri,20,0,Auburn,15,0,"Brian Garland,  Saif Esho,  Tiffany Bird"
37,21318,11/12/2023,5:00 PM,"Jersey Mike's Arena, Piscataway, NJ",Rutgers,26,1,Auburn,16,0,"Natosha Harris,  Gina Cross,  Felicia Grinter"
37,21322,11/30/2023,8:00 PM,"Neville Arena, Auburn, AL",Auburn,25,0,Clemson,27,0,"Nykesha Thompson,  Kristen Bell,  Felicia Grinter"
37,21334,1/21/2024,2:00 PM,"Neville Arena, Auburn, AL",Auburn,18,0,Alabama,21,1,"Eric Koch,  Nykesha Thompson,  Brian Hall"
37,21335,1/29/2024,6:00 PM,"Neville Arena, Auburn, AL",Auburn,15,0,Georgia,17,0,"Eric Brewton,  Katie Lukanich,  Brian Hall"
37,21323,12/3/2023,2:30 PM,"Bartow Arena, Birmingham, AL",Uab,18,0,Auburn,22,0,"Courtney Robinson,  Bryan Brunette,  Carla Fountain"
37,21319,11/17/2023,7:00 PM,"Neville Arena, Auburn, AL",Auburn,19,0,California,14,0,"Carla Fountain,  Saif Esho,  Pualani Spurlock-Welsh"
37,21339,2/15/2024,6:00 PM,"Neville Arena, Auburn, AL",Auburn,17,0,Kentucky,20,1,"Fatou Cissoko-Stephens,  Brenda Pantoja,  Gina Cross"
37,21342,2/25/2024,2:00 PM,"Neville Arena, Auburn, AL",Auburn,18,0,Texas A&M,20,0,"Kristen Bell,  Brian Garland,  Dee Kantner"
37,21631,3/8/2024,6:00 PM,"Bon Secours Wellness Arena, Greenville, SC",Lsu,12,0,Auburn,23,1,"Eric  Koch,  Felicia Grinter,  Kevin Pethtel"
37,21324,12/10/2023,2:00 PM,"Jack Stephens Center, Little Rock, AR",Little Rock,20,1,Auburn,18,0,"Dawn Marsh,  Tommi Paris,  Angel Kent"
37,21332,1/14/2024,2:00 PM,"Neville Arena, Auburn, AL",Auburn,17,0,Lsu,19,0,"Brian Garland,  Katie Lukanich,  Dee Kantner"
37,21345,3/7/2024,6:00 PM,"Bon Secours Wellness Arena, Greenville, SC",Auburn,13,0,Arkansas,11,0,"Timothy Greene,  Angelica Suffren,  Gina  Cross"
37,21328,12/31/2023,2:00 PM,"Neville Arena, Auburn, AL",Auburn,9,0,North Ala.,15,0,"Tasha Smith,  Meadow Overstreet,  Maggie Tieman"
37,21329,1/4/2024,7:00 PM,"Neville Arena, Auburn, AL",Auburn,20,0,Tennessee,17,0,"Felicia Grinter,  Brian Garland,  Kevin Pethtel"
37,21344,3/3/2024,12:00 PM,"Exactech Arena at Stephen C. O'Connell Center, Gainesville, FL",Florida,22,1,Auburn,25,1,"Kylie Galloway,  Timothy  Greene,  Joseph  Vaszily"
37,21333,1/18/2024,2:00 PM,"Memorial Gymnasium, Nashville, TN",Vanderbilt,14,0,Auburn,18,0,"Fatou Cissoko-Stephens,  Maggie Tieman,  Michael McConnell"
37,21325,12/13/2023,7:00 PM,"Neville Arena, Auburn, AL",Auburn,14,0,Alabama St.,22,0,"Sarah Williams,  Jeffrey Smith,  Michael McConnell"
37,21330,1/7/2024,3:00 PM,"Reed Arena, Bryan-College Station, TX",Texas A&M,21,0,Auburn,20,0,"Saif Esho,  Fatou Cissoko-Stephens,  Talisa Green"
37,21326,12/16/2023,2:00 PM,"Neville Arena, Auburn, AL",Auburn,14,0,Norfolk St.,21,1,"Demoya Pugh,  Teresa Stuck,  Dee Kantner"
37,21327,12/20/2023,2:00 PM,"Neville Arena, Auburn, AL",Auburn,13,0,Washington St.,18,0,"Royce Blevins,  Eric Brewton,  Tiffany Bird"
37,21331,1/11/2024,6:30 PM,"The Sandy and John Black Pavilion at Ole Miss, Oxford, MS",Ole Miss,21,0,Auburn,18,0,"Toni Patillo,  Cameron Inouye,  Roy Gulbeyan"
37,21316,11/6/2023,7:00 PM,"Neville Arena, Auburn, AL",Auburn,15,0,Jacksonville St.,20,0,"Billy Smith,  Felicia Grinter,  Joseph Vaszily"
37,21341,2/22/2024,8:00 PM,"Maravich Assembly Center, Baton Rouge, LA",Lsu,18,0,Auburn,25,0,"Cameron Inouye,  Felicia Grinter,  Roy Gulbeyan"
37,21336,2/1/2024,7:00 PM,"Neville Arena, Auburn, AL",Auburn,17,0,South Carolina,14,0,"Ify Seales,  Bill Larance,  Dee Kantner"
37,21320,11/20/2023,7:00 PM,"Addition Financial Arena, Orlando, FL",Ucf,17,1,Auburn,17,0,"Brian Garland,  Roy Gulbeyan,  Maj Forberg"
37,21321,11/26/2023,2:00 PM,"Neville Arena, Auburn, AL",Auburn,17,1,Alabama A&M,18,0,"Kaz Beverley,  Ashlee Goode,  Pualani Spurlock-Welsh"
37,21337,2/4/2024,5:00 PM,"Bud Walton Arena, Fayetteville, AR",Arkansas,18,0,Auburn,28,0,"Frank Steratore,  Felicia Grinter,  Pualani Spurlock-Welsh"
37,21340,2/18/2024,2:00 PM,"Coleman Coliseum, Tuscaloosa, AL",Alabama,14,0,Auburn,19,1,"Meadow Overstreet,  Eric Brewton,  Joseph Vaszily"
37,21317,11/9/2023,7:00 PM,"Neville Arena, Auburn, AL",Auburn,22,0,Louisiana,21,0,"Roy Gulbeyan,  Teresa Stuck,  Talisa Green"
37,21638,3/21/2024,7:00 PM,"Harry A. Gampel Pavilion, Storrs, CT",Auburn,27,0,Arizona,21,0,"Benny Luna,  Katie Lukanich,  Joseph Vaszily"
796,15535,3/7/2024,5:30 PM,"Target Center, Minneapolis, MN",Penn St.,19,0,Wisconsin,10,0,"Bryan Enterline,  Frank Steratore,  Nykesha Thompson"
796,15276,2/1/2024,6:00 PM,"Value City Arena, Columbus, OH",Ohio St.,14,0,Wisconsin,13,0,"Jamie Broderick,  Lisa Jones,  Michael McConnell"
796,15082,11/19/2023,4:00 PM,"Bramlage Coliseum, Manhattan, KS",Kansas St.,15,0,Wisconsin,8,0,"Nick Marshall,  Natasha Camy,  Maj Forsberg"
796,15283,2/29/2024,6:00 PM,"XFINITY Center, College Park, MD",Maryland,14,0,Wisconsin,22,0,"Natasha Camy,  Kevin Pethtel,  Julie Krommenhoek"
796,15282,2/25/2024,3:00 PM,"Kohl Center, Madison, WI",Wisconsin,12,0,Purdue,16,0,"Kalei Enterline,  Nykesha Thompson,  Michael McConnell"
796,15555,3/25/2024,7:00 PM,"Screaming Eagles Arena, Evansville, IN",Southern Ind.,22,0,Wisconsin,23,1,"Troy Winders,  Jamie Broderick,  Brian Garland"
796,15083,11/24/2023,2:00 PM,"Suncoast Credit Union Arena, Fort Myers, FL",Arkansas,14,0,Wisconsin,18,0,"Ashlee Goode,  Eric Baker,  Talisa Green"
796,15277,2/4/2024,2:00 PM,"Welsh-Ryan Arena, Evanston, IL",Northwestern,12,0,Wisconsin,17,0,"Doug Knight,  Tiara Cruse,  Julie Krommenkoek"
796,15084,11/25/2023,7:30 PM,"Suncoast Credit Union Arena, Fort Myers, FL",Wisconsin,22,0,Boston College,17,0,"Christopher Sauceda,  Chastity Taylor,  Eric Baker"
796,15088,12/21/2023,6:30 PM,"Kohl Center, Madison, WI",Wisconsin,11,0,Eastern Ill.,13,0,"Erika Herriman,  Brad Maxey,  Bruce Morris"
796,15270,1/7/2024,2:00 PM,"State Farm Center, Champaign, IL",Illinois,21,0,Wisconsin,9,0,"Jamie Broderick,  Maggie Tieman,  Julie Krommenhoek"
796,15267,12/10/2023,1:30 PM,"Kohl Center, Madison, WI",Wisconsin,20,0,Iowa,15,0,"Jamie Broderick,  Natasha Camy,  Jesse Dickerson"
796,15271,1/10/2024,6:30 PM,"Kohl Center, Madison, WI",Wisconsin,12,0,Northwestern,10,0,"Brad Maxey,  Kim Hobbs,  Bruce Morris"
796,15284,3/3/2024,1:00 PM,"Kohl Center, Madison, WI",Wisconsin,19,1,Michigan St.,10,1,"Adrienne Gilmore-Nichols,  Brad Maxey,  Tim Daley"
796,15085,11/29/2023,6:30 PM,"Kohl Center, Madison, WI",Wisconsin,10,0,Niu,14,0,"Natasha Brown,  Tom Hallead,  Kevin Pethel"
796,15268,12/30/2023,6:00 PM,"Mackey Arena, West Lafayette, IN",Purdue,17,0,Wisconsin,13,0,"Tiara Cruse,  Maggie Tieman,  Tim Daley"
796,15086,12/3/2023,12:00 PM,"Kohl Center, Madison, WI",Wisconsin,13,0,Butler,18,0,"Jeff Cross,  Brian Garland,  Cameron Inouye"
796,15272,1/13/2024,2:00 PM,"Crisler Center, Ann Arbor, MI",Michigan,16,0,Wisconsin,21,0,"Ify Seales,  Mark Berger,  Jesse Dickerson"
796,15273,1/16/2024,8:00 PM,"Carver-Hawkeye Arena , Iowa City, IA",Iowa,13,0,Wisconsin,25,0,"Bryan Enterline,  Angie Enlund,  Angelica Suffren"
796,15087,12/13/2023,7:00 PM,"Schoenecker Arena, Saint Paul, MN",St. Thomas (MN),22,0,Wisconsin,13,0,"Kayla Maxey,  Lauren Niemiera,  Tim Daley"
796,15269,1/4/2024,8:00 PM,"Kohl Center, Madison, WI",Wisconsin,16,1,Nebraska,13,0,"Ashlee  Goode,  Ify Seales,  Mark  Resch"
796,15274,1/23/2024,8:00 PM,"Kohl Center, Madison, WI",Wisconsin,12,0,Minnesota,14,0,"Brian Hall,  Dee Kantner,  Felicia Gardner"
796,15281,2/20/2024,6:00 PM,"Williams Arena, Minneapolis, MN",Minnesota,25,0,Wisconsin,16,0,"Xiomara Cruz-Johnson,  Frank Steratore,  Angelica Suffren"
796,15278,2/11/2024,2:00 PM,"Kohl Center, Madison, WI",Wisconsin,16,0,Penn St.,19,0,"Mark Berger,  Cameron Inouye,  Felicia Grinter"
796,15556,3/28/2024,7:00 PM,"Kohl Center, Madison, WI",Wisconsin,17,0,Illinois St.,14,0,"Kayla Maxey,  Kalei Enterline,  Mark Berger"
796,15080,11/9/2023,7:00 PM,"Kohl Center, Madison, WI",Wisconsin,21,0,Western Ill.,22,0,"Courtney Robinson,  Jeff Cross,  Bill Larance"
796,15079,11/7/2023,6:30 PM,"Kohl Center, Madison, WI",Wisconsin,18,0,Milwaukee,25,0,"Jamie  Broderick,  Nykesha Thompson,  Michael McConnell"
796,15081,11/14/2023,6:30 PM,"Kohl Center, Madison, WI",Wisconsin,18,0,South Dakota St.,16,0,"Doug Knight,  Felicia Grinter,  Gina Cross"
796,15557,4/1/2024,7:00 PM,"Kohl Center, Madison, WI",Wisconsin,19,0,Saint Louis,17,0,"Kelsey Reynolds,  Ify Seales,  Tim Daley"
796,15279,2/14/2024,7:00 PM,"Kohl Center, Madison, WI",Wisconsin,15,0,Indiana,21,0,"Ashlee Goode,  Angie Enlund,  Nykesha Thompson"
796,15280,2/17/2024,2:00 PM,"Jersey Mike's Arena, Piscataway, NJ",Rutgers,18,0,Wisconsin,12,0,"Ify Seales,  Kevin Pethtel,  Dee Kantner"
796,15275,1/27/2024,2:00 PM,"Kohl Center, Madison, WI",Wisconsin,20,0,Rutgers,19,0,"Frank Steratore,  Nykesha Thompson,  Matt Alexander"
51,28420,2/4/2024,2:00 PM,"Fertitta Center, Houston, TX",Houston,15,0,Baylor,13,0,"In'Fini Robinson,  Brian Garland,  Scott Yarbrough"
51,28416,1/20/2024,2:00 PM,"Foster Pavilion, Waco, TX",Baylor,17,0,Ucf,25,0,"Doug Knight,  Nykesha Thompson,  Eric Brewton"
51,28396,11/24/2023,2:00 PM,"Ferrell Center, Waco, TX",Baylor,17,0,McNeese,15,0,"Tiffany Bird,  Julia Krommenhoek,  Eric Brewton"
51,28397,11/26/2023,2:00 PM,"Ferrell Center, Waco, TX",Baylor,13,0,Alcorn,20,0,"Erica Parker,  Bill Larance,  Roy Gulbeyan"
51,28417,1/22/2024,7:30 PM,"Ferrell Center, Waco, TX",Baylor,15,0,Kansas St.,15,0,"Angelica Suffren,  Julie Krommenhoek,  Dee Kantner"
51,28246,12/14/2023,11:00 AM,"Ferrell Center, Waco, TX",Baylor,14,0,Delaware St.,17,0,"Jamie Broderick,  Michael McConnell,  Felicia Grinter"
51,28708,3/9/2024,11:00 AM,"T-Mobile Center, Kansas City, MO",Iowa St.,9,0,Baylor,15,0,"Cameron Inouye,  Roy Gulbeyan,  Maj Forsberg"
51,28421,2/7/2024,7:00 PM,"Marriott Center, Provo, UT",Byu,16,0,Baylor,19,0,"Brian Woods,  Teresa Turner,  Kevin  Pethel"
51,28715,3/30/2024,2:30 PM,"Moda Center, Portland, OR",Southern California,11,0,Baylor,20,0,"Cameron Inouye,  Kevin Pethtel,  Melissa Barlow"
51,28426,2/24/2024,2:00 PM,"WVU Coliseum, Morgantown, WV",West Virginia,20,0,Baylor,18,0,"Brian Garland,  Jesse Dickerson,  Gina Cross"
51,28427,2/27/2024,6:00 PM,"Fifth Third Arena, Cincinnati, OH",Cincinnati,11,0,Baylor,20,1,"Jamie Broderick,  Felicia Grinter,  MIchael McConnell"
51,28411,12/30/2023,1:00 PM,"Moody Center, Austin, TX",Texas,16,0,Baylor,19,0,"Jesse Dickerson,  Maj Forsberg,  Dee  Kanter"
51,28714,3/24/2024,8:00 PM,"Cassell Coliseum, Blacksburg, VA",Virginia Tech,22,0,Baylor,18,0,"Bill Larance,  Tiara Cruse,  Pualani Spurlock-Welsh"
51,28240,12/16/2023,4:00 PM,,Baylor,15,0,Miami (FL),18,0,"Bruce Morris,  Eric Brewton,  Julie Krommenhoek"
51,28412,1/3/2024,7:00 PM,"Foster Pavilion, Waco, TX",Baylor,13,0,Tcu,14,0,"Nykesha Thompson,  Scott Yarbrough,  Gina Cross"
51,28428,3/3/2024,11:00 AM,"Foster Pavilion, Waco, TX",Baylor,13,0,Oklahoma St.,17,0,"Doug Knight,  Scott Yarbrough,  Lisa Jones"
51,28243,11/19/2023,1:00 PM,"Ferrell Center, Waco, TX",Baylor,20,1,Harvard,26,0,"Tiffany Bridges,  Metta Christensen,  Scott Yarbrough"
51,28424,2/18/2024,3:00 PM,"Foster Pavilion, Waco, TX",Baylor,15,0,Texas Tech,14,0,"Kim Hobbs,  Roy Guleyan,  Maj Forsberg"
51,28425,2/21/2024,7:00 PM,"Foster Pavilion, Waco, TX",Baylor,16,0,Kansas,14,0,"Doug Knight,  Cameron Inouye,  Dee Kantner"
