ncaa_id,game_id,date,home,home_fouls,home_technicals,visitor,visitor_fouls,visitor_technicals,officials
123,4820,12/14/2003,Castleton State College,19,0,Thomas College,22,0,"Marty Kmetz,  Andrew Rogers"
123,4836,2/14/2004,Castleton State College,9,0,Becker College,12,0,"Ricky Wilcox,  Tim O'Brien"
123,4817,11/25/2003,Plymouth St.,18,0,Castleton St.,17,0,"Pamela Wine,  Richard Sliwoski,  Dan Rist"
123,4840,2/24/2004,Castleton State College,12,0,Becker College,13,0,"Jeff Van Dyke,  Andrew Rogers"
123,4837,2/15/2004,Castleton State College,7,0,Elms College,12,1,"Lee French,  Randy M"
123,4821,1/6/2004,Castleton State College,7,0,Southern Vermont College,12,0,"John Earhart,  Craig Revilla"
123,4826,1/18/2004,Castleton State College,6,0,Bay Path College,9,0,"Larry Ruffin,  Michelle Boutin"
123,4830,1/29/2004,Castleton State College,10,0,Johnson State College,12,0,"Rosie Chaloux,  Craig Revilla"
123,4831,1/31/2004,Castleton State College,18,0,Lesley University,9,1,"Chris Cloutier,  Timothy O'Leary"
123,4832,2/3/2004,Castleton State College,10,0,Green Mountain College,13,0,"Michelle Boutin,  Michael Verge"
123,4824,1/14/2004,Castleton State College,12,0,Norwich University,9,0,"Betsy Manware,  Jeff Van Dyk"
123,4825,1/17/2004,Castleton State College,6,0,Wheelock College,9,0,"Ricky Wilcox,  Tim O'Brien"
123,4833,2/7/2004,Bay Path College,11,0,Castleton State College,10,0,"Tom Maggiacomo,  Robert Franklin"
123,4829,1/27/2004,Castleton State College,12,0,Mount Ida College,14,0,"Jeff Van Dyk,  Tim O'Brien"
123,4834,2/8/2004,Wheelock College,6,0,Castleton State College,11,0,"Walt Pryor,  Michael McGrath"
123,4815,11/21/2003,Castleton State College,16,0,Westfield State,11,0,"Ed Pedruczny,  Ron Young"
123,4839,2/21/2004,Becker College,10,0,Castleton State College,12,0,"Anthony Bagnoli,  John Antolini"
123,4819,12/13/2003,Castleton State College,17,0,U. of Maine-Farmington,9,0,"Jeff Van Dyk,  Rosie Chaloux"
123,4823,1/11/2004,Maine Maritime Academy Women,18,0,Castleton State College,20,0,Reggie Grant
123,4835,2/11/2004,Johnson State College,7,0,Castleton State College,9,0,"Larry Ruffin,  Craig Lovella"
183,3234,3/8/2004,Middle Tennessee,9,0,Denver,17,0,"Jeff Stromgren,  Leslie Claybrook,  Doug Williams"
183,3222,1/24/2004,Denver,16,0,Arkansas Little Rock,20,0,"Randy Campbell,  Michaela Fox,  Craig Erdman"
183,3214,12/28/2003,Cal State Northridge,20,0,Denver,14,0,"Connie Perkins,  Cindy Leong,  Michol Murry"
183,3215,12/30/2003,Fresno State,13,0,Denver,16,0,"Carla Fujimota,  Lisa Baptista,  Alex Moreno"
183,3219,1/15/2004,Denver,12,0,North Texas,13,0,"Michele Eglinger,  Brenda Pantoja,  Jeffrey  Stromgren"
183,3223,1/29/2004,South Alabama,10,0,Denver,19,0,"Erica Bradley,  Barry Roberts,  Ecitrym Lamarr"
183,3228,2/15/2004,Denver,16,0,Middle Tennessee,14,0,"Artrail Tillman,  Debbie Adams,  Paula Ross"
183,3204,11/22/2003,Denver,15,0,Wyoming,19,0,"Lorenzo Alvarez,  Michele Eglinger,  Fred Lerma"
183,3212,12/21/2003,Denver,12,0,Kansas,18,0,"Kelly Copeland,  Ernie Solis,  Erica Bradley"
183,3232,2/28/2004,Denver,12,0,New Orleans,16,0,"Kelly Copeland,  Drake Marques,  Jimmy Casass"
183,3224,1/31/2004,New Orleans,23,1,Denver,17,0,"Kelly Johnson,  Curtis McMinn,  Paul Hively"
183,3208,12/11/2003,Denver,17,0,Colorado State,23,0,"Gator Parrish,  Brenda Pantoja,  Chaney Muench"
183,3209,12/16/2003,Washington,22,1,Denver,32,0,"Randy Campbell,  Jeneane Pence,  Michele T. Duncan"
183,3225,2/5/2004,Denver,12,0,New Mexico State,17,0,"Chaney Muench,  Stan Evans,  Ernie Plutt"
183,3233,3/6/2004,South Alabama,9,0,Denver,13,0,"Kelly Johnson,  Eric Koch,  Tony Brown"
183,3205,11/28/2003,Denver,16,0,Western Carolina,10,0,"Van Nest,  Roberts,  Hively"
183,3229,2/19/2004,North Texas,16,0,Denver,12,0,"Doug Williams,  Melanie Davis,  Laurea Granzow"
183,3206,11/29/2003,Texas-San Antonio,19,1,Denver,20,0,"Van Nest,  Roberts,  Johnson"
