ncaa_id,game_id,date,home,home_fouls,home_technicals,visitor,visitor_fouls,visitor_technicals,officials
123,4791,12/3/2002,Castleton State,15,0,Middlebury College,10,0,"Kathy Anderson,  Hal Getty"
123,4801,1/25/2003,Castleton State,12,0,Lasell College,8,0,"Larry Ruffing,  Hal Getty"
123,4790,11/26/2002,Castleton State,18,0,Plymouth State College,15,0,"Larry Ruffing,  John Errington"
123,4810,2/19/2003,Bay Path College,10,0,Castleton State,9,0,"Fred Deck,  Jerry Burgess"
123,4806,2/8/2003,Castleton State,14,0,Elms College,15,0,"Jerry Burgess,  John Earhart"
123,4807,2/9/2003,Castleton State,10,0,Becker College,15,0,"Jeff VanDyk,  Lee French"
123,4811,2/22/2003,Castleton State,15,0,Mount Ida College,12,0,"Timothy Leary,  Chris Cloutier"
123,4796,1/9/2003,Lyndon State College,20,0,Castleton State,18,0,"John Erhert,  Randy Miller"
123,4804,2/2/2003,Castleton State,6,0,Bay Path College,9,0,"Mark Buda,  Walt Pryor"
123,4812,2/25/2003,Castleton State,15,0,Becker College,16,0,"Larry Ruffing,  Lee French"
123,4795,1/7/2003,Southern Vermont College,10,0,Castleton State,12,0,"Floyd Douglas,  Mora Wager"
123,4799,1/18/2003,Becker College,16,0,Castleton State,11,0,Dennis Bradley
123,4813,2/28/2003,Castleton State,15,0,Elms College,17,0,"Lisa Ruggs,  Jennifer Gray"
123,4802,1/29/2003,Johnson State,11,0,Castleton State,14,0,"Al Lacroix,  Bruce James"
123,4814,3/1/2003,Castleton State,15,0,Maine Maritime Academy,18,0,"Lou Colabello,  Jeff VanDyk"
123,4803,2/1/2003,Castleton State,12,0,St. Joseph's College (ME),15,0,"Rosie Chaloux,  Karen Wisniowski"
183,3170,11/22/2002,Denver,17,0,Texas-El Paso,16,0,"Kelly Copeland,  Chaney Muench,  Rick Ruybild"
183,3189,1/18/2003,Arkansas-Little Rock,13,0,Denver,13,0,"Harold Bredemeier,  Lincoln Webber,  Paula Ross"
183,3193,2/1/2003,Louisiana-Lafayette,15,1,Denver,14,0,"Julie May,  Eddie Hopkins,  Rafik Sandford"
183,3185,1/4/2003,BRIGHAM YOUNG Cougars,19,0,University of Denver,21,0,"RICK MORRIS,  ROB BRYSON,  MICHELLE RUSSI"
183,3184,1/2/2003,Denver,13,0,Idaho State,19,0,"Doug Williams,  Darla Foutz,  Paul Hively"
183,3192,1/30/2003,New Mexico State,13,0,University of Denver,11,0,"Michele Eglinger,  Steve Lawrence,  Arthur Washington"
183,3171,11/26/2002,San Diego,22,0,Denver,18,0,"Wanda Szeremeta,  Jennifor Tentor,  Lucy Banuelos"
183,3195,2/8/2003,Middle Tennessee,9,0,Denver,11,0,"Robyn Ensminger,  Park Van Nest,  Leslie Claybrook"
183,3183,12/28/2002,Utep,23,0,Denver,24,0,"Robyn Ensminger,  Laurie Porter,  Cin Ben Garcia"
183,3199,2/27/2003,Denver,18,0,New Mexico State,19,0,"Lorenzo Alvarez,  Doug Knight,  Joe Rodriguez"
