ncaa_id,game_id,date,start_time,location,home,home_fouls,home_technicals,visitor,visitor_fouls,visitor_technicals,officials
721,14898,11/19/2022,2:00 PM,"CU Events Center, Boulder, CO",Colorado,13,0,Air Force,21,0,"Kaili Kimura,  Kyle Bacon,  Charles Gonzalez"
721,14899,11/25/2022,5:00 PM,"Hertz Arena, Estero, FL",Michigan,19,0,Air Force,20,0,"Kylie Galloway,  Dawn Marsh,  Angie Enlund"
721,14895,11/7/2022,7:30 PM,"Hamilton Gymnasium, Denver, CO",Denver,17,0,Air Force,24,1,"Genesis Perrymond,  Amy Krommenhoek,  Charles Stein"
721,14896,11/11/2022,11:00 AM,"Clune Arena, U.S. Air Force Academy, CO",Air Force,16,0,Navy,19,0,"Tyler Trimble,  Michol Murray,  Lisa Jones"
721,14897,11/16/2022,6:30 PM,"Clune Arena, U.S. Air Force Academy, CO",Air Force,19,0,Adams St.,17,0,"Teresa Turner,  Katie Bossenmaier,  Melissa Barlow"
721,14900,11/26/2022,1:30 PM,"Hertz Arena, Estero, FL",Air Force,14,0,Georgia Tech,16,0,"Tiffany Bridges,  Dawn Marsh,  Kylie Galloway"
721,14901,11/27/2022,11:00 AM,"Hertz Arena, Estero, FL",Saint Louis,23,0,Air Force,21,0,"Keisha Brown,  Xiomara Cruz,  Kylie Galloway"
697,18917,11/10/2022,7:00 PM,"Reed Arena, Bryan-College Station, TX",Texas A&M,22,0,A&M-Corpus Christi,18,0,"Cara Seggie,  Kaz Beverley,  Karen Preato"
697,18921,11/23/2022,4:00 PM,"Reed Arena, Bryan-College Station, TX",Texas A&M,13,0,Texas St.,15,0,"Ify Seales,  Maggie Tieman,  Gina Cross"
697,19371,1/12/2023,8:00 PM,"Reed Arena, Bryan-College Station, TX",Texas A&M,18,0,Tennessee,16,0,"Eric Brewton,  Katie Lukanich,  Dee Kantner"
697,19367,12/29/2022,7:00 PM,"Colonial Life Arena, Columbia, SC",South Carolina,12,0,Texas A&M,23,0,"Maggie Tieman,  Kevin Pethtel,  Angelica Suffren"
697,19370,1/8/2023,2:00 PM,"Reed Arena, Bryan-College Station, TX",Texas A&M,14,0,Ole Miss,12,0,"Natasha Camy,  Joseph Vaszily,  Gina Cross"
697,18920,11/20/2022,2:00 PM,"Reed Arena, Bryan-College Station, TX",Texas A&M,16,1,Texas Southern,20,0,"Timothy Greene,  Meadow Overstreet,  Eric Brewton"
697,18927,12/21/2022,1:00 PM,"Reed Arena, Bryan-College Station, TX",Texas A&M,17,0,Purdue,15,0,"Eric Baker,  Dawn Marsh,  Michael McConnell"
697,19377,2/5/2023,1:00 PM,"Reed Arena, Bryan-College Station, TX",Texas A&M,23,0,Lsu,22,1,"Demoya Pugh,  Douglas Knight,  Roy Gulbeyan"
697,21236,3/3/2023,2:30 PM,"Bon Secours Wellness Arena, Greenville, SC",Ole Miss,23,0,Texas A&M,13,0,"Frank Steratore,  Natahsa  Camy,  Roy Gulbeyan"
697,19382,2/26/2023,11:00 AM,"Bud Walton Arena, Fayetteville, AR",Arkansas,23,0,Texas A&M,18,0,"Ify Seales,  Tiffany Bird,  Roy Gulbeyan"
697,19383,3/1/2023,11:00 AM,"Bon Secours Wellness Arena, Greenville, SC",Vanderbilt,18,0,Texas A&M,18,0,"Brian Hall,  Felicia Grinter,  Joe Vaszily"
