official,games_worked,avg_fouls_per_game,min_fouls,max_fouls,std_fouls,avg_home_fouls,avg_visitor_fouls,home_visitor_diff,avg_technicals,z_score,percentile
Corey Pothier,16,36.1875,27,52,6.920681565664854,19.1875,17.0,2.1875,0.5,0.7610766259172559,79.93762993762994
Kathleen Cassidy,11,36.18181818181818,31,41,3.2807981290588972,18.09090909090909,18.09090909090909,0.0,0.18181818181818182,0.7592903481809958,79.83367983367984
Barry Vaughn,6,36.166666666666664,30,50,7.13909424693824,17.666666666666668,18.5,-0.8333333333333321,0.16666666666666666,0.7545269408843036,79.67775467775468
Mark Ickert,6,36.166666666666664,28,45,6.911343333004567,17.5,18.666666666666668,-1.1666666666666679,0.5,0.7545269408843036,79.67775467775468
Lorena Ahumada,21,36.142857142857146,21,51,8.80503102939288,17.571428571428573,18.571428571428573,-1.0,0.2857142857142857,0.7470415865609321,79.31392931392931
Tristan Hardt,7,36.142857142857146,30,41,3.6253078686998625,16.857142857142858,19.285714285714285,-2.428571428571427,0.0,0.7470415865609321,79.31392931392931
Jeremy Kuns,14,36.142857142857146,24,44,6.125070082577302,17.428571428571427,18.714285714285715,-1.2857142857142883,0.07142857142857142,0.7470415865609321,79.31392931392931
Lakesia Brownlee,7,36.142857142857146,24,50,10.04039460427347,18.285714285714285,17.857142857142858,0.42857142857142705,0.0,0.7470415865609321,79.31392931392931
Morgan Taylor,14,36.142857142857146,26,46,5.432907464377017,17.857142857142858,18.285714285714285,-0.42857142857142705,0.14285714285714285,0.7470415865609321,79.31392931392931
Nina Norman,16,36.125,21,55,9.135097153287424,18.25,17.875,0.375,0.125,0.7414275708184013,79.002079002079
Deanna Key,9,36.111111111111114,23,51,8.038103701191663,19.11111111111111,17.0,2.1111111111111107,0.3333333333333333,0.7370611141297679,78.84615384615384
Brandon Appel,18,36.111111111111114,19,57,9.590981602764922,17.61111111111111,18.5,-0.8888888888888893,0.05555555555555555,0.7370611141297679,78.84615384615384
John Fletcher,10,36.1,19,51,10.429125882194857,17.2,18.9,-1.6999999999999993,0.3,0.7335679487788599,78.63825363825364
Jocelyn Price,10,36.1,28,44,5.321862664727663,17.2,18.9,-1.6999999999999993,0.3,0.7335679487788599,78.63825363825364
Brad Maxey,27,36.074074074074076,19,52,7.980389068623766,16.40740740740741,19.666666666666668,-3.2592592592592595,0.0,0.7254172296267427,78.48232848232848
Traci Drake,15,36.06666666666667,23,50,8.404647240550625,17.266666666666666,18.8,-1.533333333333335,0.0,0.7230884527261381,78.37837837837837
Brian Hall,31,36.064516129032256,21,50,7.183014612593461,16.419354838709676,19.64516129032258,-3.225806451612904,0.12903225806451613,0.7224123562066059,78.27442827442827
Matt Balster,17,36.05882352941177,28,55,6.896290563006446,18.529411764705884,17.529411764705884,1.0,0.058823529411764705,0.7206226889490269,78.11850311850311
Michelle Kramer,17,36.05882352941177,26,53,7.453779144126272,17.41176470588235,18.647058823529413,-1.2352941176470615,0.17647058823529413,0.7206226889490269,78.11850311850311
Trey Miles,22,36.04545454545455,25,48,6.50624076031381,17.90909090909091,18.136363636363637,-0.22727272727272663,0.13636363636363635,0.7164196825107686,77.96257796257797
Jessica Omer,6,36.0,31,43,4.47213595499958,18.166666666666668,17.833333333333332,0.3333333333333357,0.16666666666666666,0.7021294606206921,77.33887733887734
Neonta Williams,9,36.0,22,49,7.88986691902975,16.555555555555557,19.444444444444443,-2.8888888888888857,0.1111111111111111,0.7021294606206921,77.33887733887734
Brian Mccollum,7,36.0,24,46,8.0,17.428571428571427,18.571428571428573,-1.142857142857146,0.2857142857142857,0.7021294606206921,77.33887733887734
Scott Brown,7,36.0,24,53,9.71253485622231,18.857142857142858,17.142857142857142,1.7142857142857153,0.0,0.7021294606206921,77.33887733887734
Gena Restiano,15,36.0,24,42,5.056820005836531,17.466666666666665,18.533333333333335,-1.06666666666667,0.13333333333333333,0.7021294606206921,77.33887733887734
Nicholas Pack,10,36.0,27,56,8.894442709417556,18.5,17.5,1.0,0.1,0.7021294606206921,77.33887733887734
Jerry Withinton,7,36.0,22,46,8.86942313043338,18.142857142857142,17.857142857142858,0.2857142857142847,0.0,0.7021294606206921,77.33887733887734
Troy Winders,17,36.0,27,44,5.4198708471697,17.470588235294116,18.529411764705884,-1.058823529411768,0.29411764705882354,0.7021294606206921,77.33887733887734
Carla Smith,9,36.0,21,58,12.409673645990857,15.333333333333334,20.666666666666668,-5.333333333333334,0.6666666666666666,0.7021294606206921,77.33887733887734
Raesean Jones,6,36.0,28,39,4.1952353926806065,18.166666666666668,17.833333333333332,0.3333333333333357,0.0,0.7021294606206921,77.33887733887734
Chad Titus,7,36.0,23,49,8.793937305515279,17.571428571428573,18.428571428571427,-0.8571428571428541,0.0,0.7021294606206921,77.33887733887734
Josh Beutell,18,35.94444444444444,20,50,8.612386580639486,16.88888888888889,19.055555555555557,-2.166666666666668,0.0,0.6846636338661541,76.71517671517671
Tammy Holman,15,35.93333333333333,19,51,7.52582854163548,18.266666666666666,17.666666666666668,0.5999999999999979,0.0,0.6811704685152461,76.61122661122661
Brad Rauber,14,35.92857142857143,17,47,9.941863977175474,17.5,18.428571428571427,-0.928571428571427,0.2857142857142857,0.6796733976505732,76.50727650727652
Kristie Watkins-Day,13,35.92307692307692,24,63,10.185459721759727,18.692307692307693,17.23076923076923,1.4615384615384635,0.23076923076923078,0.6779460081913316,76.4033264033264
Jeremy Mchugh,12,35.916666666666664,20,49,9.317220940849587,18.083333333333332,17.833333333333332,0.25,0.08333333333333333,0.6759307204888853,76.29937629937629
Kristin Quinn,11,35.90909090909091,25,52,7.9051191699372305,19.181818181818183,16.727272727272727,2.454545454545457,0.36363636363636365,0.6735490168405391,76.0914760914761
Marissa Cannon,11,35.90909090909091,21,54,9.481081641400896,17.90909090909091,18.0,-0.09090909090908994,0.09090909090909091,0.6735490168405391,76.0914760914761
Charles Watson,11,35.90909090909091,23,52,7.542606253206453,15.090909090909092,20.818181818181817,-5.727272727272725,0.2727272727272727,0.6735490168405391,76.0914760914761
Dara Loftion,9,35.888888888888886,21,45,7.490735018081411,17.77777777777778,18.11111111111111,-0.33333333333333215,0.3333333333333333,0.6671978071116162,75.83160083160084
Roger Saraiva,9,35.888888888888886,25,45,6.091888960832355,17.77777777777778,18.11111111111111,-0.33333333333333215,0.1111111111111111,0.6671978071116162,75.83160083160084
Ashley Birch,17,35.88235294117647,22,61,9.013062416162835,16.41176470588235,19.470588235294116,-3.0588235294117645,0.11764705882352941,0.6651430039640247,75.67567567567568
Talisa Green,24,35.875,24,50,7.066839278723151,17.291666666666668,18.583333333333332,-1.2916666666666643,0.3333333333333333,0.6628313504229829,75.51975051975052
Rackell Goldson,8,35.875,27,46,6.916594950861711,18.125,17.75,0.375,0.375,0.6628313504229829,75.51975051975052
Tim Buckner,15,35.86666666666667,26,60,9.038541812440661,16.533333333333335,19.333333333333332,-2.799999999999997,0.0,0.6602114764098024,75.36382536382537
Frank Steratore,14,35.857142857142854,25,44,6.137615959827534,17.428571428571427,18.428571428571427,-1.0,0.0,0.6572173346804521,75.1039501039501
Angel Kent,28,35.857142857142854,21,55,8.34316879899152,16.607142857142858,19.25,-2.6428571428571423,0.25,0.6572173346804521,75.1039501039501
Mariel Alitagtag,7,35.857142857142854,26,53,8.591246929842246,17.714285714285715,18.142857142857142,-0.42857142857142705,0.2857142857142857,0.6572173346804521,75.1039501039501
Reza Pourrabi,7,35.857142857142854,25,43,6.491753010001008,17.142857142857142,18.714285714285715,-1.571428571428573,0.14285714285714285,0.6572173346804521,75.1039501039501
Taacha Brown-Drummond,13,35.84615384615385,19,47,7.55916831675454,17.076923076923077,18.76923076923077,-1.6923076923076934,0.6153846153846154,0.6537625557619733,74.7920997920998
Stephanie Barksdale,13,35.84615384615385,28,43,5.225676253624243,17.615384615384617,18.23076923076923,-0.6153846153846132,0.15384615384615385,0.6537625557619733,74.7920997920998
Eric Brewton,25,35.84,15,56,10.204900783447137,16.84,19.0,-2.16,0.2,0.6518278795676253,74.63617463617463
Deanna Butler,12,35.833333333333336,20,55,10.944764903271281,18.5,17.333333333333332,1.1666666666666679,0.25,0.6497319803570806,74.53222453222453
Angie Leite,16,35.8125,25,46,6.431368439142637,18.6875,17.125,1.5625,0.0625,0.6431822953241283,74.42827442827443
Gabe Heres,5,35.8,28,42,5.761944116355173,18.8,17.0,1.8000000000000007,0.2,0.6392524843043564,74.27234927234927
Fatou Cissoko-Stephens,25,35.8,17,51,8.582928793055823,16.72,19.08,-2.3599999999999994,0.12,0.6392524843043564,74.27234927234927
Lezley Smith,14,35.785714285714285,27,48,6.166641916592249,18.071428571428573,17.714285714285715,0.35714285714285765,0.0,0.6347612717103331,74.11642411642411
Eric Koch,22,35.77272727272727,23,55,8.211094806545466,17.227272727272727,18.545454545454547,-1.3181818181818201,0.2727272727272727,0.6306783511703119,74.01247401247402
Stacey Lee,13,35.76923076923077,20,55,8.964316725717268,18.23076923076923,17.53846153846154,0.6923076923076898,0.23076923076923078,0.6295791033326127,73.9085239085239
Mark Berger,37,35.75675675675676,24,51,6.242352678835678,17.027027027027028,18.72972972972973,-1.7027027027027017,0.13513513513513514,0.6256574623981231,73.8045738045738
Israel Luna,12,35.75,30,42,3.792936017963345,18.0,17.75,0.25,0.16666666666666666,0.6235332402252737,73.49272349272348
Lynda Kashouh,12,35.75,22,53,9.205976319760984,17.0,18.75,-1.75,0.16666666666666666,0.6235332402252737,73.49272349272348
Kathy Allen,8,35.75,26,41,4.949747468305833,17.125,18.625,-1.5,0.0,0.6235332402252737,73.49272349272348
Ceferino Torres,8,35.75,27,49,7.106335201775948,16.75,19.0,-2.25,0.25,0.6235332402252737,73.49272349272348
Tanesha Wappes,12,35.75,23,46,7.287910287842213,18.916666666666668,16.833333333333332,2.0833333333333357,0.25,0.6235332402252737,73.49272349272348
Lauren Niemiera,27,35.74074074074074,25,51,7.251485750109806,17.555555555555557,18.185185185185187,-0.6296296296296298,0.18518518518518517,0.6206222690995173,73.18087318087319
Heather Herr,7,35.714285714285715,26,48,7.631388814501279,18.571428571428573,17.142857142857142,1.4285714285714306,0.14285714285714285,0.6123052087402142,72.92099792099792
Eric Schwab,7,35.714285714285715,23,44,7.087883692477978,18.714285714285715,17.0,1.7142857142857153,0.0,0.6123052087402142,72.92099792099792
Charles Carroll,7,35.714285714285715,27,45,5.936168397046637,17.428571428571427,18.285714285714285,-0.8571428571428577,0.14285714285714285,0.6123052087402142,72.92099792099792
John Adams,7,35.714285714285715,24,49,8.673989580239029,18.142857142857142,17.571428571428573,0.5714285714285694,0.2857142857142857,0.6123052087402142,72.92099792099792
Eric Harris,6,35.666666666666664,27,41,5.8878405775518985,18.333333333333332,17.333333333333332,1.0,0.3333333333333333,0.5973345000934668,72.55717255717255
Narissa Williams,9,35.666666666666664,26,45,6.244997998398398,17.555555555555557,18.11111111111111,-0.5555555555555536,0.1111111111111111,0.5973345000934668,72.55717255717255
Nichole Fisher,6,35.666666666666664,25,44,6.742897497861484,19.833333333333332,15.833333333333334,3.9999999999999982,0.0,0.5973345000934668,72.55717255717255
Kara Crossett,13,35.61538461538461,30,44,3.841407327583246,17.384615384615383,18.23076923076923,-0.8461538461538467,0.15384615384615385,0.5812121984738938,72.34927234927235
Jamie Broderick,38,35.60526315789474,17,54,7.5428128443275,14.868421052631579,20.736842105263158,-5.868421052631579,0.23684210526315788,0.578030165259506,72.24532224532224
Kayla Barker,10,35.6,24,46,6.899275324264136,18.6,17.0,1.6000000000000014,0.2,0.5763755079880231,72.03742203742203
Rick Thorne,5,35.6,24,50,9.939818911831342,17.6,18.0,-0.3999999999999986,0.0,0.5763755079880231,72.03742203742203
Kat Reine,5,35.6,28,52,9.633275663033837,17.2,18.4,-1.1999999999999993,0.0,0.5763755079880231,72.03742203742203
Brady Solum,7,35.57142857142857,24,43,6.604471789556499,16.142857142857142,19.428571428571427,-3.2857142857142847,0.0,0.5673930827999741,71.82952182952182
Breana Fields,9,35.55555555555556,26,46,7.195677714974301,16.88888888888889,18.666666666666668,-1.7777777777777786,0.4444444444444444,0.5624028465843932,71.62162162162163
Donna Mobley,9,35.55555555555556,26,53,8.398081791562747,18.444444444444443,17.11111111111111,1.3333333333333321,0.0,0.5624028465843932,71.62162162162163
Jeff Klaus,9,35.55555555555556,30,43,3.972125095937662,17.666666666666668,17.88888888888889,-0.22222222222222143,0.0,0.5624028465843932,71.62162162162163
Kenneth Nash,19,35.526315789473685,28,52,5.94762717441569,16.68421052631579,18.842105263157894,-2.1578947368421026,0.10526315789473684,0.553210306187268,71.4137214137214
Elizabeth Briggs,6,35.5,29,41,5.75325994545701,19.166666666666668,16.333333333333332,2.8333333333333357,0.16666666666666666,0.5449370198298553,71.04989604989605
Mike Ognosky,6,35.5,22,45,10.425929215182693,18.666666666666668,16.833333333333332,1.8333333333333357,0.0,0.5449370198298553,71.04989604989605
Dominique Hunter,14,35.5,22,47,7.978336051699387,18.071428571428573,17.428571428571427,0.6428571428571459,0.21428571428571427,0.5449370198298553,71.04989604989605
Nicole Brannon,24,35.5,23,55,7.401527456927535,16.75,18.75,-2.0,0.20833333333333334,0.5449370198298553,71.04989604989605
Lashonda Kidd,8,35.5,26,47,6.740072064048828,16.375,19.125,-2.75,0.125,0.5449370198298553,71.04989604989605
Danny Weigel,8,35.5,27,43,6.164414002968976,15.875,19.625,-3.75,0.125,0.5449370198298553,71.04989604989605
Kristen Csontos,24,35.458333333333336,20,55,8.03784075843575,17.916666666666668,17.541666666666668,0.375,0.041666666666666664,0.531837649763953,70.68607068607069
Jim Harding,11,35.45454545454545,29,45,4.412791324403101,16.181818181818183,19.272727272727273,-3.09090909090909,0.09090909090909091,0.5306467979397788,70.58212058212058
Eric Laffey,7,35.42857142857143,22,45,6.972736021035618,19.142857142857142,16.285714285714285,2.8571428571428577,0.14285714285714285,0.5224809568597364,70.32224532224532
Phillip Woodland,7,35.42857142857143,21,45,8.343802947040853,15.571428571428571,19.857142857142858,-4.2857142857142865,0.14285714285714285,0.5224809568597364,70.32224532224532
Annmarie Keller,7,35.42857142857143,28,40,4.894116973712515,17.428571428571427,18.0,-0.571428571428573,0.0,0.5224809568597364,70.32224532224532
Shane Bennett,7,35.42857142857143,25,56,11.4288690437439,16.714285714285715,18.714285714285715,-2.0,0.2857142857142857,0.5224809568597364,70.32224532224532
Charles Smith,12,35.416666666666664,29,40,4.166060561977059,16.75,18.666666666666668,-1.9166666666666679,0.0,0.5187382796980484,70.06237006237006
Richard Waters,17,35.411764705882355,22,45,5.958804657074812,18.11764705882353,17.294117647058822,0.8235294117647065,0.11764705882352941,0.5171971773373553,69.95841995841997
Tyler Brown,5,35.4,21,47,10.597169433391164,17.4,18.0,-0.6000000000000014,0.8,0.5134985316716875,69.8024948024948
Xavier Bell,5,35.4,26,46,7.127411872482185,17.8,17.6,0.1999999999999993,0.4,0.5134985316716875,69.8024948024948
Nykesha Thompson,28,35.357142857142854,22,52,7.8325734180540145,15.607142857142858,19.75,-4.142857142857142,0.03571428571428571,0.5000248938896152,69.64656964656965
Isaiah Doty,6,35.333333333333336,29,48,6.918574034197124,18.666666666666668,16.666666666666668,2.0,0.3333333333333333,0.49253953956624374,69.33471933471932
Anthony Davis,6,35.333333333333336,29,41,5.609515724790035,18.0,17.333333333333332,0.6666666666666679,0.0,0.49253953956624374,69.33471933471932
Simone Redd,6,35.333333333333336,33,38,2.250925735484551,16.0,19.333333333333332,-3.333333333333332,0.3333333333333333,0.49253953956624374,69.33471933471932
Melissa Famme,6,35.333333333333336,28,42,4.844240566555987,20.166666666666668,15.166666666666666,5.000000000000002,0.0,0.49253953956624374,69.33471933471932
Cheyenne Jennings,9,35.333333333333336,27,50,8.845903006477066,18.666666666666668,16.666666666666668,2.0,0.1111111111111111,0.49253953956624374,69.33471933471932
Dave Mirel,10,35.3,25,49,8.069834088890689,16.3,19.0,-2.6999999999999993,0.0,0.4820600435135196,69.02286902286903
Conner Hazelrigg,7,35.285714285714285,24,49,9.446591726019244,17.285714285714285,18.0,-0.7142857142857153,0.14285714285714285,0.4775688309194963,68.86694386694387
Justin Ehrman,7,35.285714285714285,21,43,7.782764841072135,16.571428571428573,18.714285714285715,-2.1428571428571423,0.7142857142857143,0.4775688309194963,68.86694386694387
David Rafalski,11,35.27272727272727,22,50,9.768223063494293,17.90909090909091,17.363636363636363,0.5454545454545467,0.09090909090909091,0.4734859103794751,68.71101871101871
Tunita Dumas,8,35.25,21,49,10.333717350775292,18.375,16.875,1.5,0.125,0.46634079943443685,68.55509355509356
Vince Kristosik,8,35.25,26,47,6.408699444616557,17.375,17.875,-0.5,0.0,0.46634079943443685,68.55509355509356
Utahya Drye,13,35.23076923076923,28,54,7.573570779954087,15.846153846153847,19.384615384615383,-3.5384615384615365,0.15384615384615385,0.46029493632709784,68.3991683991684
Jessica Wilkinson,9,35.22222222222222,29,40,3.270236145058097,19.77777777777778,15.444444444444445,4.333333333333334,0.0,0.4576078860571679,68.24324324324324
Jodi Duffe,9,35.22222222222222,24,48,7.886345442880653,17.444444444444443,17.77777777777778,-0.3333333333333357,0.0,0.4576078860571679,68.24324324324324
Lizaveta Famina,5,35.2,31,41,4.024922359499621,15.6,19.6,-4.000000000000002,0.0,0.45062155535535403,67.98336798336798
D'Juan Chapman,5,35.2,24,47,8.757853618324527,17.2,18.0,-0.8000000000000007,0.4,0.45062155535535403,67.98336798336798
Meghan Palubicki,5,35.2,27,43,6.870225614927067,17.4,17.8,-0.40000000000000213,0.0,0.45062155535535403,67.98336798336798
David Arden,16,35.1875,23,43,5.036119537898202,17.4375,17.75,-0.3125,0.125,0.44669174433558223,67.77546777546777
Brian Wilson,11,35.18181818181818,24,50,6.368958813152772,16.818181818181817,18.363636363636363,-1.5454545454545467,0.09090909090909091,0.4449054665993221,67.67151767151766
Marc Gibson,6,35.166666666666664,16,45,10.833589740555373,20.333333333333332,14.833333333333334,5.499999999999998,0.3333333333333333,0.44014205930262995,67.35966735966737
James Mento,12,35.166666666666664,26,48,5.7656243584215785,17.666666666666668,17.5,0.16666666666666785,0.08333333333333333,0.44014205930262995,67.35966735966737
Carmelo De La Rosa,6,35.166666666666664,32,40,2.926886855802026,17.333333333333332,17.833333333333332,-0.5,0.3333333333333333,0.44014205930262995,67.35966735966737
Sam Crawford,12,35.166666666666664,25,47,7.234178138070236,16.5,18.666666666666668,-2.166666666666668,0.4166666666666667,0.44014205930262995,67.35966735966737
Aaron Rush,6,35.166666666666664,31,45,5.269408568963566,16.666666666666668,18.5,-1.8333333333333321,0.5,0.44014205930262995,67.35966735966737
Chris Oakes,13,35.15384615384615,26,50,8.060667402539258,15.0,20.153846153846153,-5.153846153846153,0.15384615384615385,0.4361114838977373,67.04781704781705
Julie Krommenhoek,27,35.148148148148145,18,53,8.291347221437464,16.40740740740741,18.74074074074074,-2.333333333333332,0.1111111111111111,0.43432011705111734,66.94386694386695
Kurtise Wilkes,7,35.142857142857146,26,48,8.687703406320365,18.142857142857142,17.0,1.1428571428571423,0.8571428571428571,0.43265670497925846,66.68399168399168
Katie Bossenmaier,7,35.142857142857146,23,40,6.388233230676837,17.714285714285715,17.428571428571427,0.28571428571428825,0.0,0.43265670497925846,66.68399168399168
Robin Starks,7,35.142857142857146,28,50,7.798046153333783,16.571428571428573,18.571428571428573,-2.0,0.0,0.43265670497925846,66.68399168399168
Kirby Burkholder,7,35.142857142857146,26,50,8.27503416767511,16.857142857142858,18.285714285714285,-1.428571428571427,0.0,0.43265670497925846,66.68399168399168
Brandon Long,8,35.125,28,49,6.62112420320641,17.625,17.5,0.125,0.125,0.4270426892367276,66.37214137214137
Victor Myers,8,35.125,25,44,7.3569694847810805,18.75,16.375,2.375,0.125,0.4270426892367276,66.37214137214137
Jennifer Washo,9,35.111111111111114,23,50,8.491826135237998,16.77777777777778,18.333333333333332,-1.5555555555555536,0.0,0.4226762325480943,66.21621621621621
Nate Acosta,19,35.10526315789474,23,45,5.915091215997202,16.842105263157894,18.263157894736842,-1.4210526315789487,0.10526315789473684,0.42083772446866924,66.11226611226611
Adam Candee,14,35.07142857142857,24,47,6.533514612122115,17.5,17.571428571428573,-0.07142857142857295,0.2857142857142857,0.41020064200913736,66.008316008316
David Jenkins,17,35.05882352941177,28,46,4.90497946269011,16.941176470588236,18.11764705882353,-1.1764705882352935,0.058823529411764705,0.4062378073673532,65.85239085239085
Lasonia Baker,17,35.05882352941177,26,46,6.859943405700354,16.294117647058822,18.764705882352942,-2.4705882352941195,0.0,0.4062378073673532,65.85239085239085
Megan Ross,7,35.0,23,45,8.445906306213285,18.142857142857142,16.857142857142858,1.2857142857142847,0.14285714285714285,0.38774457903901843,65.38461538461539
Gretchen Fowell,6,35.0,20,54,13.914021704740868,16.166666666666668,18.833333333333332,-2.6666666666666643,0.0,0.38774457903901843,65.38461538461539
Vincent Shipman,5,35.0,23,45,9.797958971132712,14.6,20.4,-5.799999999999999,0.2,0.38774457903901843,65.38461538461539
Ethan Kahoano,5,35.0,22,46,9.0,18.6,16.4,2.200000000000003,0.4,0.38774457903901843,65.38461538461539
Chad Barger,5,35.0,30,48,7.54983443527075,17.2,17.8,-0.6000000000000014,0.6,0.38774457903901843,65.38461538461539
Devaughn Brazier,10,35.0,21,59,10.801234497346433,17.0,18.0,-1.0,0.0,0.38774457903901843,65.38461538461539
Felecity Willis,7,35.0,23,59,12.288205727444508,17.714285714285715,17.285714285714285,0.4285714285714306,0.14285714285714285,0.38774457903901843,65.38461538461539
Aaron Brooks,14,34.92857142857143,21,43,6.486249191283709,17.642857142857142,17.285714285714285,0.35714285714285765,0.14285714285714285,0.3652885160688995,64.96881496881497
Kevin Dillard,12,34.916666666666664,19,46,8.9489291724392,17.333333333333332,17.583333333333332,-0.25,0.16666666666666666,0.36154583890721154,64.86486486486487
Brianna Robinson,11,34.90909090909091,17,44,8.52589638049332,18.272727272727273,16.636363636363637,1.6363636363636367,0.2727272727272727,0.3591641352588655,64.76091476091476
Katrina Cutler,8,34.875,23,45,7.3569694847810805,17.5,17.375,0.125,0.125,0.3484464688413092,64.6049896049896
Reatha Cruz-Johnson,8,34.875,19,44,8.903249807955358,17.375,17.5,-0.125,0.0,0.3484464688413092,64.6049896049896
Rochelle Bennett,15,34.86666666666667,23,43,6.289068369192765,17.066666666666666,17.8,-0.7333333333333343,0.13333333333333333,0.3458265948281288,64.44906444906445
Hillary Harwell,7,34.857142857142854,30,45,5.209880722517277,16.142857142857142,18.714285714285715,-2.571428571428573,0.42857142857142855,0.34283245309877836,64.29313929313929
Josh Mara,7,34.857142857142854,27,49,7.33549751615552,16.571428571428573,18.285714285714285,-1.7142857142857117,0.2857142857142857,0.34283245309877836,64.29313929313929
Chris Collins,6,34.833333333333336,25,44,7.909909396868378,17.833333333333332,17.0,0.8333333333333321,0.0,0.33534709877540686,64.08523908523908
Nate Weems,6,34.833333333333336,20,44,9.239408350466315,16.666666666666668,18.166666666666668,-1.5,0.0,0.33534709877540686,64.08523908523908
Taylor Mink,11,34.81818181818182,28,45,5.92989345297505,17.818181818181817,17.0,0.8181818181818166,0.0,0.33058369147871475,63.87733887733887
Nic Cappel,22,34.81818181818182,20,46,6.898145807709168,16.272727272727273,18.545454545454547,-2.2727272727272734,0.0,0.33058369147871475,63.87733887733887
Andrew Bills,10,34.8,25,44,5.940445175985458,15.0,19.8,-4.800000000000001,0.1,0.3248676027226828,63.66943866943867
Greg Taylor,5,34.8,27,43,6.870225614927067,16.0,18.8,-2.8000000000000007,0.0,0.3248676027226828,63.66943866943867
Kevin Cui,19,34.78947368421053,18,60,9.806907697969388,15.947368421052632,18.842105263157894,-2.894736842105262,0.15789473684210525,0.32155828817971904,63.51351351351351
Jeff Cross,22,34.77272727272727,24,42,4.869064818606567,17.09090909090909,17.681818181818183,-0.5909090909090935,0.2727272727272727,0.31629346958863824,63.409563409563404
Tasha Smith,25,34.76,19,42,5.93913573959489,16.52,18.24,-1.7199999999999989,0.16,0.3122922074594161,63.305613305613306
Noah Williams,8,34.75,27,41,5.548487567410986,19.125,15.625,3.5,0.25,0.3091483586436,63.20166320166321
Joi Jefferson,7,34.714285714285715,23,57,13.840933081675836,17.142857142857142,17.571428571428573,-0.4285714285714306,0.2857142857142857,0.29792032715854055,62.99376299376299
Andy Heo,7,34.714285714285715,28,40,4.347960660443227,16.285714285714285,18.428571428571427,-2.1428571428571423,0.14285714285714285,0.29792032715854055,62.99376299376299
Craig Thompson,7,34.714285714285715,27,54,9.638711630957838,16.857142857142858,17.857142857142858,-1.0,0.2857142857142857,0.29792032715854055,62.99376299376299
Kevin Pethtel,25,34.68,17,45,7.369531871157082,16.48,18.2,-1.7199999999999989,0.28,0.28714141693288275,62.78586278586279
Natasha Camy,36,34.666666666666664,18,54,8.318653737234168,16.055555555555557,18.61111111111111,-2.5555555555555536,0.3333333333333333,0.2829496185117931,62.68191268191268
Metta Christensen,17,34.64705882352941,15,48,9.393755748305548,16.529411764705884,18.11764705882353,-1.588235294117645,0.11764705882352941,0.2767852090690163,62.525987525987524
Reshea Bristol,17,34.64705882352941,15,50,8.447937444064292,15.882352941176471,18.764705882352942,-2.882352941176471,0.0,0.2767852090690163,62.525987525987524
Mario Price,8,34.625,26,41,4.50198368975912,16.875,17.75,-0.875,0.375,0.2698502484458908,62.31808731808732
Brandon Marion,8,34.625,27,43,5.755432216610669,17.875,16.75,1.125,0.0,0.2698502484458908,62.31808731808732
Dawn Marsh,21,34.61904761904762,22,43,5.142724866023755,15.714285714285714,18.904761904761905,-3.1904761904761916,0.047619047619047616,0.2679789098650479,62.16216216216216
Roy Gulbeyan,22,34.59090909090909,21,49,8.027684781038861,16.772727272727273,17.818181818181817,-1.0454545454545432,0.045454545454545456,0.25913258202833456,62.05821205821206
Paul Novak,7,34.57142857142857,23,50,9.641181512261916,15.857142857142858,18.714285714285715,-2.8571428571428577,0.0,0.2530082012183005,61.90228690228691
Colleen Dorosh,7,34.57142857142857,26,45,6.373307431706682,16.714285714285715,17.857142857142858,-1.1428571428571423,0.42857142857142855,0.2530082012183005,61.90228690228691
Ivan Fulton,13,34.53846153846154,19,48,7.567643673510981,16.46153846153846,18.076923076923077,-1.6153846153846168,0.46153846153846156,0.24264386446286185,61.74636174636174
Alganese Carr,17,34.529411764705884,21,53,8.201506317887766,16.529411764705884,18.0,-1.470588235294116,0.29411764705882354,0.239798752412349,61.642411642411645
Ashley Rivera,19,34.526315789473685,25,44,5.2638011302842065,16.105263157894736,18.42105263157895,-2.3157894736842124,0.2631578947368421,0.23882542460559428,61.48648648648649
Scott Osborne,19,34.526315789473685,22,49,7.777234734592949,17.05263157894737,17.473684210526315,-0.4210526315789451,0.3157894736842105,0.23882542460559428,61.48648648648649
Kareem Smith,14,34.5,20,47,7.480744512516014,18.5,16.0,2.5,0.21428571428571427,0.23055213824818158,61.018711018711016
Juchell Wardlow,12,34.5,19,43,7.267611837335688,17.333333333333332,17.166666666666668,0.1666666666666643,0.3333333333333333,0.23055213824818158,61.018711018711016
Walter Connor,6,34.5,28,45,7.231873892705818,17.166666666666668,17.333333333333332,-0.1666666666666643,0.0,0.23055213824818158,61.018711018711016
Kevin Pethel,6,34.5,22,52,10.94988584415381,17.0,17.5,-0.5,0.0,0.23055213824818158,61.018711018711016
Todd Moistner,8,34.5,19,43,8.246211251235321,17.125,17.375,-0.25,0.0,0.23055213824818158,61.018711018711016
Paige Parliament,6,34.5,29,42,4.5934736311423405,15.5,19.0,-3.5,0.0,0.23055213824818158,61.018711018711016
Benjamin Leech,6,34.5,25,44,7.713624310270756,16.166666666666668,18.333333333333332,-2.1666666666666643,0.16666666666666666,0.23055213824818158,61.018711018711016
