ncaa_id,game_id,date,home,home_fouls,home_technicals,visitor,visitor_fouls,visitor_technicals,officials
697,5227,1/22/2015,Georgia,8,0,Texas A&M,15,0,"Lisa Mattingly,  Bryan Enterline,  Laura Morris"
697,5231,2/8/2015,Mississippi State,25,0,Texas A&M,31,0,"Beverly Roberts,  Brian Hall,  Luis Gonzalez"
697,5211,11/30/2014,Texas A&M,16,0,Duke,22,0,"Beverly Roberts,  Michael McMconnell,  Bruce Morris"
697,5207,11/24/2014,Texas A&M,16,1,Prairie View A&M,16,0,"Cameron Inouye,  Luis Gonzalez,  Jules Gallien"
697,5230,2/5/2015,Missouri,19,0,Texas A&M,14,0,"Dee Kantner,  Scott Yarbrough,  Eric Brewton"
697,5226,1/18/2015,Texas A&M,15,0,Ole Miss,21,1,"Tina Napier,  Carla Fountain,  Troy Winders"
697,5240,3/21/2015,Texas A&M,20,0,Ualr,14,1,"Maj Forsberg,  Michelle Russi,  Jody Cantrell"
697,5217,12/9/2014,Smu,19,0,Texas A&M,21,0,"Scott Yarbrough,  Denise Brooks,  Carla Fountain"
697,5201,11/15/2014,Texas A&M,19,0,New Mexico,22,0,"Tim Daley,  Brian Hall,  Bonnie Pettus"
697,5221,12/31/2014,Texas A&M,16,0,North Texas,16,2,"Amy Bonner,  Bill Larance,  Troy Winders"
697,5237,3/1/2015,Lsu,18,0,Texas A&M,19,0,"Beverly Roberts,  Brian Hall,  Frank Steratore"
697,5236,2/26/2015,Texas A&M,17,0,Missouri,23,0,"Roy Gulbeyan,  Kelly Johnson,  Luis Gonzalez"
697,5220,12/29/2014,Washington,17,0,Texas A&M,17,0,"Lisa Jones,  Michol Murray,  Michelle Russi"
697,5200,11/14/2014,DePaul,22,0,Texas A&M,26,0,"Dennis DeMayo,  Tom Danaher,  Shannon Feck"
697,5203,11/16/2014,Texas-Pan American,23,0,Texas A&M,14,0,"Ron Ledington,  Travis Jones,  K. Jeaneane Pence"
697,5215,12/7/2014,Tcu,25,0,Texas A&M,20,1,"Jesse Dickerson,  Billy Smith,  Metta Roberts"
697,5235,2/22/2015,Texas A&M,14,0,Florida,18,0,"Lisa Mattingly,  Beverly Roberts,  Eric Brewton"
697,5223,1/4/2015,Arkansas,17,0,Texas A&M,16,0,"Bryan Enterline,  Kelly Johnson,  Charlie Hust"
697,5219,12/21/2014,Texas A&M,20,0,Texas,19,0,"Beverly Roberts,  Michael Price,  Gina Cross"
697,5218,12/13/2014,Texas A&M,16,0,Houston,19,0,"Tina Napier,  Eric Brewton,  Missy Brooks"
697,5222,1/2/2015,Texas A&M,14,1,Vanderbilt,20,0,"Sue Blauch,  Laura Morris,  Michael McConnell"
697,5234,2/19/2015,Kentucky,21,0,Texas A&M,23,0,"Bob Trammell,  Jesse Dickerson,  Roy Gulbeyan"
697,5238,3/5/2015,Texas A&M,9,0,Auburn,16,0,"Brian Hall,  Roy Gulbeyan,  Metta Roberts"
697,5233,2/16/2015,Texas A&M,17,0,Alabama,8,0,"Dee Kantner,  Mark Zentz,  Michael McConnell"
697,5225,1/11/2015,Texas A&M,15,0,Lsu,18,0,"Felicia Grinter,  Eric Koch,  Doug Knight"
697,5209,11/26/2014,Texas A&M,14,0,McNeese State,19,0,"Brian Hall,  Bill Larance,  Eric Koch"
697,5229,2/1/2015,Texas A&M,10,0,Auburn,17,0,"Denise Brooks,  Laura Morris,  Roy Gulbeyan"
697,5205,11/19/2014,Texas A&M,14,0,Rice,19,0,"Scott Yarbrough,  Gina Cross,  Metta Roberts"
697,5213,12/3/2014,Texas A&M,9,0,Northwestern State,13,0,"Bob Trammell,  Angelica Suffren,  Nick Marshall"
697,5228,1/26/2015,South Carolina,20,0,Texas A&M,22,1,"Dee Kantner,  Mark Zentz,  Jesse Dickerson"
697,5224,1/8/2015,Tennessee,15,0,Texas A&M,14,0,"Scott Yarbrough,  Mary Day,  Brian Garland"
697,5232,2/12/2015,Texas A&M,12,0,Arkansas,22,0,"Felicia Grinter,  Bill Larance,  Nick Marshall"
29,5319,1/18/2015,California,23,0,Arizona,20,0,"Anita Ortega,  Marianne Karp,  Teresa Turner"
29,5323,1/25/2015,Arizona,11,0,Oregon,21,0,"Melissa Barlow,  Marianne Karp,  Ifeyinwa Seals"
29,5315,1/10/2015,Arizona State,14,0,Arizona,14,0,"Penny Davis,  Wanda Szeremeta,  Lorenza Ahumada"
29,5293,11/21/2014,Texas Tech,23,0,Arizona,25,0,"Melissa Barlow,  Mark Zentz,  Greg Small"
29,5338,2/8/2015,Arizona,13,0,Stanford,19,0,"Anita Ortega,  Cathi Cornell,  Clarke Stevens"
29,5343,2/13/2015,Oregon,17,0,Arizona,15,0,"Michael Price,  Wanda Szeremete,  Brian Woods"
29,5355,3/5/2015,Ucla,20,0,Arizona,17,0,"Melissa Barlow,  Clarke Stevens,  Michelle Russi"
29,5302,12/7/2014,Wake Forest,25,1,Arizona,24,0,"Kathleen Lynch,  Angelica Suffren,  Norma Jones"
29,5305,12/14/2014,Arizona,9,0,Uab,19,0,"Anita Ortega,  Cathi Cornell,  Shelley Nakasone"
29,5352,2/27/2015,Arizona,15,0,Colorado,19,0,"Lisa Jones,  Cathi Cornell,  Benito Luna"
29,5313,1/8/2015,Arizona,12,0,Arizona State,12,0,"Melissa Barlow,  Michol Murray,  Alejandro Moreno"
29,5295,11/25/2014,Arizona,20,0,UC Santa Barbara,22,0,"Charles Gonzalez,  Darren Krzesnik,  Tiffany Bird"
29,5329,2/1/2015,Colorado,16,0,Arizona,17,0,"Robert Scofield,  Kyle Bacon,  In'Fini Robinson"
29,5333,2/6/2015,Arizona,14,0,California,14,0,"Michol Murray,  Darren Krzesnik,  Kenneth Nash"
29,5325,1/30/2015,Utah,20,0,Arizona,19,0,"Charles Gonzalez,  Roy Gulbeyan,  Tiffany Bird"
29,5298,11/30/2014,Arizona,23,0,Toledo,19,0,"Will Schreiber,  Tombi Bell,  Michael Boman"
29,5349,2/22/2015,Ucla,16,0,Arizona,14,0,"Penny Davis,  Clarke Stevens,  Lorena Ahumada"
29,5308,1/3/2015,Arizona,14,0,Washington State,14,0,"Charles Gonzalez,  Bart Baldwin,  In'Fini Robinson"
29,5345,2/15/2015,Oregon State,14,0,Arizona,12,0,"Charles Gonzalez,  Bart Baldwin,  Shelley Nakasone"
29,5353,3/1/2015,Arizona,12,0,Utah,12,0,"Melissa Barlow,  Kyle Bacon,  Brian Woods"
29,5304,12/11/2014,Arizona,13,0,Southern,19,0,"Lisa Jones,  Brian Woods,  Alejandro Moreno"
29,5311,1/5/2015,Arizona,21,0,Washington,17,0,"Robert Scofield,  Roy Gulbeyan,  Cheryl Flores"
29,5307,12/29/2014,Arizona,16,0,UT Martin,11,0,"Marianne Karp,  Benito Luna,  Wanda Szeremeta"
29,5306,12/20/2014,Stephen F. Austin,21,0,Arizona,22,1,"Scotty Herman,  Bryan Morrow,  Kurt Overton"
29,5347,2/20/2015,Usc,15,0,Arizona,12,0,"Michol Murray,  Roy Gulbeyan,  Paul Patterson"
29,5296,11/28/2014,Fiu,9,0,Arizona,9,0,"Eric Baker,  Randy Robertson,  Jelisse Oliver"
29,5321,1/23/2015,Arizona,9,0,Oregon State,15,0,"Penny Davis,  Clarke Stevens,  Janetta Graham"
29,5291,11/17/2014,Arizona,17,0,Bakersfield,19,1,"Bart Baldwin,  Penny Davis,  Alejandro Moreno"
29,5317,1/16/2015,Stanford,9,0,Arizona,14,0,"Michael Price,  Karen Lasuik,  Kenneth Nash"
29,5301,12/3/2014,Arizona,15,0,Grambling State,17,0,"Melissa Barlow,  Michol Murray,  Kent Johnson"
725,6149,1/21/2015,Colgate,22,0,Army,21,0,"Robert S. McDow,  Katelyn Adams,  Reginald Houston"
725,6145,1/7/2015,Lehigh,17,0,Army,22,0,"Gary Schimel,  Luis Torres,  Andre Smith"
725,6153,2/4/2015,Army,21,0,Lehigh,18,0,"F. Cissoko-Stephens(R), Scott Osborne(U1), Nykesha Thompson"
725,6152,1/31/2015,Loyola,20,0,Army,14,0,"Tony Lippa,  LaSonia Baker,  RaeAnna Casady"
725,6144,1/3/2015,Army,17,0,Loyola,16,0,"Kevin Farlow(R), Fatou Stephens-Cissoko(U1), Fidel Gonzalez"
725,6148,1/18/2015,Army,18,0,Bucknell,18,0,"Pastor Torres(R), Natasha Camy(U1), Hillary Harwell(U2)"
725,6133,11/15/2014,Quinnipiac,25,0,Army,22,0,"Theresa Funk,  Kevin George,  Kenneth Kelly"
725,6138,11/30/2014,Pepperdine,25,0,Army,14,0,"Penny Davis,  Wanda Szeremeta,  Deon Lewis"
725,6143,12/31/2014,Lafayette,14,0,Army,24,1,"Nykesha Thompson,  Daniel Martin and Desiree Peterkin"
725,6155,2/11/2015,Holy Cross,13,0,Army,11,0,"Carlos Alvarez,  Fidel Gonzalez,  Scott Berkins"
