team_name,url,season,ncaa_id
A&M-Corpus Christi,https://stats.ncaa.org/teams/591979,2025,591979
A&M-Corpus Christi,https://stats.ncaa.org/teams/591979,2025,591979
Abilene Christian,https://stats.ncaa.org/teams/591665,2025,591665
Air Force,https://stats.ncaa.org/teams/591934,2025,591934
Akron,https://stats.ncaa.org/teams/591666,2025,591666
Alabama,https://stats.ncaa.org/teams/591669,2025,591669
Alabama A&M,https://stats.ncaa.org/teams/591667,2025,591667
Alabama St.,https://stats.ncaa.org/teams/591668,2025,591668
Alcorn,https://stats.ncaa.org/teams/591672,2025,591672
American,https://stats.ncaa.org/teams/591673,2025,591673
App State,https://stats.ncaa.org/teams/591674,2025,591674
Arizona,https://stats.ncaa.org/teams/591676,2025,591676
Arizona St.,https://stats.ncaa.org/teams/591675,2025,591675
Ark.-Pine Bluff,https://stats.ncaa.org/teams/591973,2025,591973
Arkansas,https://stats.ncaa.org/teams/591678,2025,591678
Arkansas St.,https://stats.ncaa.org/teams/591677,2025,591677
Army West Point,https://stats.ncaa.org/teams/591935,2025,591935
Auburn,https://stats.ncaa.org/teams/591680,2025,591680
Austin Peay,https://stats.ncaa.org/teams/591681,2025,591681
Ball St.,https://stats.ncaa.org/teams/591682,2025,591682
Baylor,https://stats.ncaa.org/teams/591684,2025,591684
Bellarmine,https://stats.ncaa.org/teams/591932,2025,591932
Belmont,https://stats.ncaa.org/teams/591657,2025,591657
Bethune-Cookman,https://stats.ncaa.org/teams/591685,2025,591685
Binghamton,https://stats.ncaa.org/teams/591686,2025,591686
Boise St.,https://stats.ncaa.org/teams/591687,2025,591687
Boston College,https://stats.ncaa.org/teams/591688,2025,591688
Boston U.,https://stats.ncaa.org/teams/591689,2025,591689
Bowling Green,https://stats.ncaa.org/teams/591690,2025,591690
Bradley,https://stats.ncaa.org/teams/591691,2025,591691
Brown,https://stats.ncaa.org/teams/591693,2025,591693
Bryant,https://stats.ncaa.org/teams/591694,2025,591694
Bucknell,https://stats.ncaa.org/teams/591695,2025,591695
Buffalo,https://stats.ncaa.org/teams/591696,2025,591696
Butler,https://stats.ncaa.org/teams/591697,2025,591697
BYU,https://stats.ncaa.org/teams/591692,2025,591692
Cal Poly,https://stats.ncaa.org/teams/591698,2025,591698
Cal St. Fullerton,https://stats.ncaa.org/teams/591701,2025,591701
California,https://stats.ncaa.org/teams/591706,2025,591706
California Baptist,https://stats.ncaa.org/teams/591981,2025,591981
Campbell,https://stats.ncaa.org/teams/591710,2025,591710
Canisius,https://stats.ncaa.org/teams/591711,2025,591711
Central Ark.,https://stats.ncaa.org/teams/591966,2025,591966
Central Conn. St.,https://stats.ncaa.org/teams/591712,2025,591712
Central Mich.,https://stats.ncaa.org/teams/591714,2025,591714
Charleston So.,https://stats.ncaa.org/teams/591683,2025,591683
Charlotte,https://stats.ncaa.org/teams/591826,2025,591826
Chattanooga,https://stats.ncaa.org/teams/592006,2025,592006
Chicago St.,https://stats.ncaa.org/teams/591715,2025,591715
Cincinnati,https://stats.ncaa.org/teams/591716,2025,591716
Clemson,https://stats.ncaa.org/teams/591717,2025,591717
Cleveland St.,https://stats.ncaa.org/teams/591718,2025,591718
Coastal Carolina,https://stats.ncaa.org/teams/591719,2025,591719
Col. of Charleston,https://stats.ncaa.org/teams/591967,2025,591967
Colgate,https://stats.ncaa.org/teams/591720,2025,591720
Colorado,https://stats.ncaa.org/teams/591722,2025,591722
Colorado St.,https://stats.ncaa.org/teams/591721,2025,591721
Columbia,https://stats.ncaa.org/teams/591723,2025,591723
Coppin St.,https://stats.ncaa.org/teams/591724,2025,591724
Cornell,https://stats.ncaa.org/teams/591725,2025,591725
Creighton,https://stats.ncaa.org/teams/591726,2025,591726
CSU Bakersfield,https://stats.ncaa.org/teams/591699,2025,591699
CSUN,https://stats.ncaa.org/teams/591703,2025,591703
Dartmouth,https://stats.ncaa.org/teams/591727,2025,591727
Davidson,https://stats.ncaa.org/teams/591728,2025,591728
