season,division,team_id,team,url
2025,1,591710,Campbell,https://stats.ncaa.org/teams/591710
2025,1,591711,Canisius,https://stats.ncaa.org/teams/591711
2025,1,591966,Central Ark.,https://stats.ncaa.org/teams/591966
2025,1,591712,Central Conn. St.,https://stats.ncaa.org/teams/591712
2025,1,591714,Central Mich.,https://stats.ncaa.org/teams/591714
2025,1,591683,Charleston So.,https://stats.ncaa.org/teams/591683
2025,1,591826,Charlotte,https://stats.ncaa.org/teams/591826
2025,1,592006,Chattanooga,https://stats.ncaa.org/teams/592006
2025,1,591715,Chicago St.,https://stats.ncaa.org/teams/591715
2025,1,591716,Cincinnati,https://stats.ncaa.org/teams/591716
2025,1,591717,Clemson,https://stats.ncaa.org/teams/591717
2025,1,591718,Cleveland St.,https://stats.ncaa.org/teams/591718
2025,1,591719,Coastal Carolina,https://stats.ncaa.org/teams/591719
2025,1,591967,Col. of Charleston,https://stats.ncaa.org/teams/591967
2025,1,591720,Colgate,https://stats.ncaa.org/teams/591720
2025,1,591722,Colorado,https://stats.ncaa.org/teams/591722
2025,1,591721,Colorado St.,https://stats.ncaa.org/teams/591721
2025,1,591723,Columbia,https://stats.ncaa.org/teams/591723
2025,1,591724,Coppin St.,https://stats.ncaa.org/teams/591724
2025,1,591725,Cornell,https://stats.ncaa.org/teams/591725
2025,1,591726,Creighton,https://stats.ncaa.org/teams/591726
2025,1,591727,Dartmouth,https://stats.ncaa.org/teams/591727
2025,1,591728,Davidson,https://stats.ncaa.org/teams/591728
2025,1,591729,Dayton,https://stats.ncaa.org/teams/591729
2025,1,591730,DePaul,https://stats.ncaa.org/teams/591730
2025,1,591732,Delaware,https://stats.ncaa.org/teams/591732
2025,1,591731,Delaware St.,https://stats.ncaa.org/teams/591731
2025,1,591733,Denver,https://stats.ncaa.org/teams/591733
2025,1,591734,Detroit Mercy,https://stats.ncaa.org/teams/591734
2025,1,591984,Drake,https://stats.ncaa.org/teams/591984
2025,1,591985,Drexel,https://stats.ncaa.org/teams/591985
2025,1,591735,Duke,https://stats.ncaa.org/teams/591735
2025,1,591736,Duquesne,https://stats.ncaa.org/teams/591736
2025,1,591738,ETSU,https://stats.ncaa.org/teams/591738
2025,1,591737,East Carolina,https://stats.ncaa.org/teams/591737
2025,1,591978,East Texas A&M,https://stats.ncaa.org/teams/591978
2025,1,591739,Eastern Ill.,https://stats.ncaa.org/teams/591739
2025,1,591741,Eastern Ky.,https://stats.ncaa.org/teams/591741
2025,1,591742,Eastern Mich.,https://stats.ncaa.org/teams/591742
2025,1,591986,Eastern Wash.,https://stats.ncaa.org/teams/591986
2025,1,591968,Elon,https://stats.ncaa.org/teams/591968
2025,1,591743,Evansville,https://stats.ncaa.org/teams/591743
2025,1,591744,FDU,https://stats.ncaa.org/teams/591744
2025,1,591980,FGCU,https://stats.ncaa.org/teams/591980
2025,1,591747,FIU,https://stats.ncaa.org/teams/591747
2025,1,591987,Fairfield,https://stats.ncaa.org/teams/591987
2025,1,591746,Fla. Atlantic,https://stats.ncaa.org/teams/591746
2025,1,591749,Florida,https://stats.ncaa.org/teams/591749
2025,1,591745,Florida A&M,https://stats.ncaa.org/teams/591745
2025,1,591748,Florida St.,https://stats.ncaa.org/teams/591748
2025,1,591750,Fordham,https://stats.ncaa.org/teams/591750
2025,1,591700,Fresno St.,https://stats.ncaa.org/teams/591700
2025,1,591751,Furman,https://stats.ncaa.org/teams/591751
2025,1,591755,Ga. Southern,https://stats.ncaa.org/teams/591755
2025,1,591969,Gardner-Webb,https://stats.ncaa.org/teams/591969
2025,1,591752,George Mason,https://stats.ncaa.org/teams/591752
2025,1,591753,George Washington,https://stats.ncaa.org/teams/591753
2025,1,591754,Georgetown,https://stats.ncaa.org/teams/591754
2025,1,591758,Georgia,https://stats.ncaa.org/teams/591758
2025,1,591756,Georgia St.,https://stats.ncaa.org/teams/591756
2025,1,591757,Georgia Tech,https://stats.ncaa.org/teams/591757
2025,1,591759,Gonzaga,https://stats.ncaa.org/teams/591759
2025,1,591760,Grambling,https://stats.ncaa.org/teams/591760
2025,1,591970,Grand Canyon,https://stats.ncaa.org/teams/591970
2025,1,592008,Green Bay,https://stats.ncaa.org/teams/592008
2025,1,591761,Hampton,https://stats.ncaa.org/teams/591761
2025,1,591762,Harvard,https://stats.ncaa.org/teams/591762
2025,1,591763,Hawaii,https://stats.ncaa.org/teams/591763
2025,1,591658,High Point,https://stats.ncaa.org/teams/591658
2025,1,591764,Hofstra,https://stats.ncaa.org/teams/591764
2025,1,591988,Holy Cross,https://stats.ncaa.org/teams/591988
2025,1,591766,Houston,https://stats.ncaa.org/teams/591766
2025,1,591765,Houston Christian,https://stats.ncaa.org/teams/591765
2025,1,591767,Howard,https://stats.ncaa.org/teams/591767
2025,1,591974,IU Indy,https://stats.ncaa.org/teams/591974
2025,1,591769,Idaho,https://stats.ncaa.org/teams/591769
2025,1,591768,Idaho St.,https://stats.ncaa.org/teams/591768
2025,1,591771,Illinois,https://stats.ncaa.org/teams/591771
2025,1,591770,Illinois St.,https://stats.ncaa.org/teams/591770
2025,1,591774,Indiana,https://stats.ncaa.org/teams/591774
2025,1,591773,Indiana St.,https://stats.ncaa.org/teams/591773
2025,1,591776,Iona,https://stats.ncaa.org/teams/591776
2025,1,591989,Iowa,https://stats.ncaa.org/teams/591989
2025,1,591777,Iowa St.,https://stats.ncaa.org/teams/591777
2025,1,591990,Jackson St.,https://stats.ncaa.org/teams/591990
2025,1,591779,Jacksonville,https://stats.ncaa.org/teams/591779
2025,1,591778,Jacksonville St.,https://stats.ncaa.org/teams/591778
2025,1,591780,James Madison,https://stats.ncaa.org/teams/591780
2025,1,591782,Kansas,https://stats.ncaa.org/teams/591782
2025,1,591652,Kansas City,https://stats.ncaa.org/teams/591652
2025,1,591781,Kansas St.,https://stats.ncaa.org/teams/591781
2025,1,591971,Kennesaw St.,https://stats.ncaa.org/teams/591971
2025,1,591991,Kent St.,https://stats.ncaa.org/teams/591991
2025,1,591783,Kentucky,https://stats.ncaa.org/teams/591783
2025,1,591789,LIU,https://stats.ncaa.org/teams/591789
2025,1,591796,LMU (CA),https://stats.ncaa.org/teams/591796
2025,1,591791,LSU,https://stats.ncaa.org/teams/591791
2025,1,591784,La Salle,https://stats.ncaa.org/teams/591784
2025,1,591785,Lafayette,https://stats.ncaa.org/teams/591785
2025,1,591786,Lamar University,https://stats.ncaa.org/teams/591786
2025,1,591651,Le Moyne,https://stats.ncaa.org/teams/591651
2025,1,591787,Lehigh,https://stats.ncaa.org/teams/591787
2025,1,591788,Liberty,https://stats.ncaa.org/teams/591788
2025,1,591976,Lindenwood,https://stats.ncaa.org/teams/591976
2025,1,591659,Lipscomb,https://stats.ncaa.org/teams/591659
2025,1,591679,Little Rock,https://stats.ncaa.org/teams/591679
2025,1,591702,Long Beach St.,https://stats.ncaa.org/teams/591702
2025,1,591790,Longwood,https://stats.ncaa.org/teams/591790
2025,1,591909,Louisiana,https://stats.ncaa.org/teams/591909
2025,1,591792,Louisiana Tech,https://stats.ncaa.org/teams/591792
2025,1,591793,Louisville,https://stats.ncaa.org/teams/591793
2025,1,591797,Loyola Chicago,https://stats.ncaa.org/teams/591797
2025,1,591795,Loyola Maryland,https://stats.ncaa.org/teams/591795
2025,1,591992,Maine,https://stats.ncaa.org/teams/591992
2025,1,591798,Manhattan,https://stats.ncaa.org/teams/591798
2025,1,591799,Marist,https://stats.ncaa.org/teams/591799
2025,1,591800,Marquette,https://stats.ncaa.org/teams/591800
2025,1,591993,Marshall,https://stats.ncaa.org/teams/591993
2025,1,591802,Maryland,https://stats.ncaa.org/teams/591802
2025,1,591804,Massachusetts,https://stats.ncaa.org/teams/591804
2025,1,591805,McNeese,https://stats.ncaa.org/teams/591805
2025,1,591806,Memphis,https://stats.ncaa.org/teams/591806
2025,1,591807,Mercer,https://stats.ncaa.org/teams/591807
2025,1,592223,Mercyhurst,https://stats.ncaa.org/teams/592223
2025,1,591661,Merrimack,https://stats.ncaa.org/teams/591661
2025,1,591809,Miami (FL),https://stats.ncaa.org/teams/591809
2025,1,591808,Miami (OH),https://stats.ncaa.org/teams/591808
2025,1,591811,Michigan,https://stats.ncaa.org/teams/591811
2025,1,591810,Michigan St.,https://stats.ncaa.org/teams/591810
2025,1,591994,Middle Tenn.,https://stats.ncaa.org/teams/591994
2025,1,591960,Milwaukee,https://stats.ncaa.org/teams/591960
2025,1,591812,Minnesota,https://stats.ncaa.org/teams/591812
2025,1,591813,Mississippi St.,https://stats.ncaa.org/teams/591813
2025,1,591814,Mississippi Val.,https://stats.ncaa.org/teams/591814
2025,1,591816,Missouri,https://stats.ncaa.org/teams/591816
2025,1,591907,Missouri St.,https://stats.ncaa.org/teams/591907
2025,1,591817,Monmouth,https://stats.ncaa.org/teams/591817
2025,1,591819,Montana,https://stats.ncaa.org/teams/591819
2025,1,591818,Montana St.,https://stats.ncaa.org/teams/591818
2025,1,591820,Morehead St.,https://stats.ncaa.org/teams/591820
2025,1,591821,Morgan St.,https://stats.ncaa.org/teams/591821
2025,1,591822,Mount St. Mary's,https://stats.ncaa.org/teams/591822
2025,1,591823,Murray St.,https://stats.ncaa.org/teams/591823
2025,1,591839,N.C. A&T,https://stats.ncaa.org/teams/591839
2025,1,591840,N.C. Central,https://stats.ncaa.org/teams/591840
2025,1,591841,NC State,https://stats.ncaa.org/teams/591841
2025,1,591849,NIU,https://stats.ncaa.org/teams/591849
2025,1,591833,NJIT,https://stats.ncaa.org/teams/591833
2025,1,591936,Navy,https://stats.ncaa.org/teams/591936
2025,1,591829,Nebraska,https://stats.ncaa.org/teams/591829
2025,1,591831,Nevada,https://stats.ncaa.org/teams/591831
2025,1,591832,New Hampshire,https://stats.ncaa.org/teams/591832
2025,1,591835,New Mexico,https://stats.ncaa.org/teams/591835
2025,1,591834,New Mexico St.,https://stats.ncaa.org/teams/591834
2025,1,591836,New Orleans,https://stats.ncaa.org/teams/591836
2025,1,591837,Niagara,https://stats.ncaa.org/teams/591837
2025,1,591838,Nicholls,https://stats.ncaa.org/teams/591838
2025,1,591996,Norfolk St.,https://stats.ncaa.org/teams/591996
2025,1,591664,North Ala.,https://stats.ncaa.org/teams/591664
2025,1,591825,North Carolina,https://stats.ncaa.org/teams/591825
2025,1,591843,North Dakota,https://stats.ncaa.org/teams/591843
2025,1,591842,North Dakota St.,https://stats.ncaa.org/teams/591842
2025,1,591653,North Florida,https://stats.ncaa.org/teams/591653
2025,1,591844,North Texas,https://stats.ncaa.org/teams/591844
2025,1,591846,Northeastern,https://stats.ncaa.org/teams/591846
2025,1,591847,Northern Ariz.,https://stats.ncaa.org/teams/591847
2025,1,591848,Northern Colo.,https://stats.ncaa.org/teams/591848
2025,1,591851,Northern Ky.,https://stats.ncaa.org/teams/591851
2025,1,591853,Northwestern,https://stats.ncaa.org/teams/591853
2025,1,591852,Northwestern St.,https://stats.ncaa.org/teams/591852
2025,1,591997,Notre Dame,https://stats.ncaa.org/teams/591997
2025,1,591854,Oakland,https://stats.ncaa.org/teams/591854
2025,1,591856,Ohio,https://stats.ncaa.org/teams/591856
2025,1,591855,Ohio St.,https://stats.ncaa.org/teams/591855
2025,1,591858,Oklahoma,https://stats.ncaa.org/teams/591858
2025,1,591857,Oklahoma St.,https://stats.ncaa.org/teams/591857
2025,1,591859,Old Dominion,https://stats.ncaa.org/teams/591859
2025,1,591815,Ole Miss,https://stats.ncaa.org/teams/591815
2025,1,591830,Omaha,https://stats.ncaa.org/teams/591830
2025,1,591860,Oral Roberts,https://stats.ncaa.org/teams/591860
2025,1,591862,Oregon,https://stats.ncaa.org/teams/591862
2025,1,591861,Oregon St.,https://stats.ncaa.org/teams/591861
2025,1,591863,Pacific,https://stats.ncaa.org/teams/591863
2025,1,591866,Penn,https://stats.ncaa.org/teams/591866
2025,1,591865,Penn St.,https://stats.ncaa.org/teams/591865
2025,1,591867,Pepperdine,https://stats.ncaa.org/teams/591867
2025,1,591868,Pittsburgh,https://stats.ncaa.org/teams/591868
2025,1,591998,Portland,https://stats.ncaa.org/teams/591998
2025,1,591869,Portland St.,https://stats.ncaa.org/teams/591869
2025,1,591870,Prairie View,https://stats.ncaa.org/teams/591870
2025,1,592009,Presbyterian,https://stats.ncaa.org/teams/592009
2025,1,591999,Princeton,https://stats.ncaa.org/teams/591999
2025,1,591871,Providence,https://stats.ncaa.org/teams/591871
2025,1,591872,Purdue,https://stats.ncaa.org/teams/591872
2025,1,591775,Purdue Fort Wayne,https://stats.ncaa.org/teams/591775
2025,1,591975,Queens (NC),https://stats.ncaa.org/teams/591975
2025,1,591873,Quinnipiac,https://stats.ncaa.org/teams/591873
2025,1,591874,Radford,https://stats.ncaa.org/teams/591874
2025,1,591875,Rhode Island,https://stats.ncaa.org/teams/591875
2025,1,592000,Rice,https://stats.ncaa.org/teams/592000
2025,1,592001,Richmond,https://stats.ncaa.org/teams/592001
2025,1,591876,Rider,https://stats.ncaa.org/teams/591876
2025,1,591877,Robert Morris,https://stats.ncaa.org/teams/591877
2025,1,591878,Rutgers,https://stats.ncaa.org/teams/591878
2025,1,591911,SFA,https://stats.ncaa.org/teams/591911
2025,1,591902,SIUE,https://stats.ncaa.org/teams/591902
2025,1,591903,SMU,https://stats.ncaa.org/teams/591903
2025,1,591704,Sacramento St.,https://stats.ncaa.org/teams/591704
2025,1,592002,Sacred Heart,https://stats.ncaa.org/teams/592002
2025,1,591880,Saint Francis,https://stats.ncaa.org/teams/591880
2025,1,591882,Saint Joseph's,https://stats.ncaa.org/teams/591882
2025,1,591883,Saint Louis,https://stats.ncaa.org/teams/591883
2025,1,591884,Saint Mary's (CA),https://stats.ncaa.org/teams/591884
2025,1,591885,Saint Peter's,https://stats.ncaa.org/teams/591885
2025,1,591886,Sam Houston,https://stats.ncaa.org/teams/591886
2025,1,591887,Samford,https://stats.ncaa.org/teams/591887
2025,1,591889,San Diego,https://stats.ncaa.org/teams/591889
2025,1,591888,San Diego St.,https://stats.ncaa.org/teams/591888
2025,1,591890,San Francisco,https://stats.ncaa.org/teams/591890
2025,1,591891,San Jose St.,https://stats.ncaa.org/teams/591891
2025,1,591892,Santa Clara,https://stats.ncaa.org/teams/591892
2025,1,591972,Seattle U,https://stats.ncaa.org/teams/591972
2025,1,591893,Seton Hall,https://stats.ncaa.org/teams/591893
2025,1,591894,Siena,https://stats.ncaa.org/teams/591894
2025,1,591895,South Alabama,https://stats.ncaa.org/teams/591895
2025,1,592003,South Carolina,https://stats.ncaa.org/teams/592003
2025,1,591896,South Carolina St.,https://stats.ncaa.org/teams/591896
2025,1,591897,South Dakota,https://stats.ncaa.org/teams/591897
2025,1,592004,South Dakota St.,https://stats.ncaa.org/teams/592004
2025,1,591898,South Fla.,https://stats.ncaa.org/teams/591898
2025,1,591899,Southeast Mo. St.,https://stats.ncaa.org/teams/591899
2025,1,591900,Southeastern La.,https://stats.ncaa.org/teams/591900
2025,1,592005,Southern California,https://stats.ncaa.org/teams/592005
2025,1,591901,Southern Ill.,https://stats.ncaa.org/teams/591901
2025,1,592010,Southern Ind.,https://stats.ncaa.org/teams/592010
2025,1,591904,Southern Miss.,https://stats.ncaa.org/teams/591904
2025,1,591905,Southern U.,https://stats.ncaa.org/teams/591905
2025,1,591906,Southern Utah,https://stats.ncaa.org/teams/591906
2025,1,591879,St. Bonaventure,https://stats.ncaa.org/teams/591879
2025,1,591881,St. John's (NY),https://stats.ncaa.org/teams/591881
2025,1,591740,St. Thomas (MN),https://stats.ncaa.org/teams/591740
2025,1,591910,Stanford,https://stats.ncaa.org/teams/591910
2025,1,591912,Stetson,https://stats.ncaa.org/teams/591912
2025,1,591977,Stonehill,https://stats.ncaa.org/teams/591977
2025,1,591913,Stony Brook,https://stats.ncaa.org/teams/591913
2025,1,591914,Syracuse,https://stats.ncaa.org/teams/591914
2025,1,591921,TCU,https://stats.ncaa.org/teams/591921
2025,1,591663,Tarleton St.,https://stats.ncaa.org/teams/591663
2025,1,591915,Temple,https://stats.ncaa.org/teams/591915
2025,1,591918,Tennessee,https://stats.ncaa.org/teams/591918
2025,1,591916,Tennessee St.,https://stats.ncaa.org/teams/591916
2025,1,591917,Tennessee Tech,https://stats.ncaa.org/teams/591917
2025,1,592007,Texas,https://stats.ncaa.org/teams/592007
2025,1,591920,Texas A&M,https://stats.ncaa.org/teams/591920
2025,1,591922,Texas Southern,https://stats.ncaa.org/teams/591922
2025,1,591908,Texas St.,https://stats.ncaa.org/teams/591908
2025,1,591923,Texas Tech,https://stats.ncaa.org/teams/591923
2025,1,591927,Toledo,https://stats.ncaa.org/teams/591927
2025,1,591928,Towson,https://stats.ncaa.org/teams/591928
2025,1,591929,Troy,https://stats.ncaa.org/teams/591929
2025,1,591930,Tulane,https://stats.ncaa.org/teams/591930
2025,1,591933,Tulsa,https://stats.ncaa.org/teams/591933
2025,1,591670,UAB,https://stats.ncaa.org/teams/591670
2025,1,591671,UAlbany,https://stats.ncaa.org/teams/591671
2025,1,591707,UC Davis,https://stats.ncaa.org/teams/591707
2025,1,591982,UC Irvine,https://stats.ncaa.org/teams/591982
2025,1,591709,UC Riverside,https://stats.ncaa.org/teams/591709
2025,1,591662,UC San Diego,https://stats.ncaa.org/teams/591662
2025,1,591705,UC Santa Barbara,https://stats.ncaa.org/teams/591705
2025,1,591713,UCF,https://stats.ncaa.org/teams/591713
2025,1,591708,UCLA,https://stats.ncaa.org/teams/591708
2025,1,591983,UConn,https://stats.ncaa.org/teams/591983
2025,1,591772,UIC,https://stats.ncaa.org/teams/591772
2025,1,591654,UIW,https://stats.ncaa.org/teams/591654
2025,1,591845,ULM,https://stats.ncaa.org/teams/591845
2025,1,591801,UMBC,https://stats.ncaa.org/teams/591801
2025,1,591803,UMES,https://stats.ncaa.org/teams/591803
2025,1,591794,UMass Lowell,https://stats.ncaa.org/teams/591794
2025,1,591824,UNC Asheville,https://stats.ncaa.org/teams/591824
2025,1,591827,UNC Greensboro,https://stats.ncaa.org/teams/591827
2025,1,591828,UNCW,https://stats.ncaa.org/teams/591828
2025,1,591850,UNI,https://stats.ncaa.org/teams/591850
2025,1,591995,UNLV,https://stats.ncaa.org/teams/591995
2025,1,591656,USC Upstate,https://stats.ncaa.org/teams/591656
2025,1,591924,UT Arlington,https://stats.ncaa.org/teams/591924
2025,1,591919,UT Martin,https://stats.ncaa.org/teams/591919
2025,1,591925,UTEP,https://stats.ncaa.org/teams/591925
2025,1,591864,UTRGV,https://stats.ncaa.org/teams/591864
2025,1,591926,UTSA,https://stats.ncaa.org/teams/591926
2025,1,591938,Utah,https://stats.ncaa.org/teams/591938
2025,1,591937,Utah St.,https://stats.ncaa.org/teams/591937
2025,1,591931,Utah Tech,https://stats.ncaa.org/teams/591931
2025,1,591660,Utah Valley,https://stats.ncaa.org/teams/591660
2025,1,591943,VCU,https://stats.ncaa.org/teams/591943
2025,1,591939,Valparaiso,https://stats.ncaa.org/teams/591939
2025,1,591940,Vanderbilt,https://stats.ncaa.org/teams/591940
2025,1,591941,Vermont,https://stats.ncaa.org/teams/591941
2025,1,591942,Villanova,https://stats.ncaa.org/teams/591942
2025,1,591945,Virginia,https://stats.ncaa.org/teams/591945
2025,1,591944,Virginia Tech,https://stats.ncaa.org/teams/591944
2025,1,591946,Wagner,https://stats.ncaa.org/teams/591946
2025,1,591947,Wake Forest,https://stats.ncaa.org/teams/591947
2025,1,591949,Washington,https://stats.ncaa.org/teams/591949
2025,1,591948,Washington St.,https://stats.ncaa.org/teams/591948
2025,1,591950,Weber St.,https://stats.ncaa.org/teams/591950
2025,1,592172,West Ga.,https://stats.ncaa.org/teams/592172
2025,1,591951,West Virginia,https://stats.ncaa.org/teams/591951
2025,1,591952,Western Caro.,https://stats.ncaa.org/teams/591952
2025,1,591953,Western Ill.,https://stats.ncaa.org/teams/591953
2025,1,591954,Western Ky.,https://stats.ncaa.org/teams/591954
2025,1,591955,Western Mich.,https://stats.ncaa.org/teams/591955
2025,1,591956,Wichita St.,https://stats.ncaa.org/teams/591956
2025,1,591957,William & Mary,https://stats.ncaa.org/teams/591957
2025,1,591958,Winthrop,https://stats.ncaa.org/teams/591958
2025,1,591959,Wisconsin,https://stats.ncaa.org/teams/591959
2025,1,591655,Wofford,https://stats.ncaa.org/teams/591655
2025,1,591961,Wright St.,https://stats.ncaa.org/teams/591961
2025,1,591962,Wyoming,https://stats.ncaa.org/teams/591962
2025,1,591963,Xavier,https://stats.ncaa.org/teams/591963
2025,1,591964,Yale,https://stats.ncaa.org/teams/591964
2025,1,591965,Youngstown St.,https://stats.ncaa.org/teams/591965
2025,2,592088,AUM,https://stats.ncaa.org/teams/592088
2025,2,592093,Academy of Art,https://stats.ncaa.org/teams/592093
2025,2,592178,Adams St.,https://stats.ncaa.org/teams/592178
2025,2,592125,Adelphi,https://stats.ncaa.org/teams/592125
2025,2,592126,Alabama Huntsville,https://stats.ncaa.org/teams/592126
2025,2,592127,Alas. Anchorage,https://stats.ncaa.org/teams/592127
2025,2,592128,Alas. Fairbanks,https://stats.ncaa.org/teams/592128
2025,2,592129,Albany St. (GA),https://stats.ncaa.org/teams/592129
2025,2,592241,Allen,https://stats.ncaa.org/teams/592241
2025,2,592130,American Int'l,https://stats.ncaa.org/teams/592130
2025,2,592061,Anderson (SC),https://stats.ncaa.org/teams/592061
2025,2,592131,Angelo St.,https://stats.ncaa.org/teams/592131
2025,2,592089,Ark.-Fort Smith,https://stats.ncaa.org/teams/592089
2025,2,592033,Ark.-Monticello,https://stats.ncaa.org/teams/592033
2025,2,592179,Arkansas Tech,https://stats.ncaa.org/teams/592179
2025,2,592293,Ashland,https://stats.ncaa.org/teams/592293
2025,2,592132,Assumption,https://stats.ncaa.org/teams/592132
2025,2,592133,Augusta,https://stats.ncaa.org/teams/592133
2025,2,592134,Augustana (SD),https://stats.ncaa.org/teams/592134
2025,2,592290,Azusa Pacific,https://stats.ncaa.org/teams/592290
2025,2,592135,Barry,https://stats.ncaa.org/teams/592135
2025,2,592064,Barton,https://stats.ncaa.org/teams/592064
2025,2,592023,Belmont Abbey,https://stats.ncaa.org/teams/592023
2025,2,592136,Bemidji St.,https://stats.ncaa.org/teams/592136
2025,2,592137,Benedict,https://stats.ncaa.org/teams/592137
2025,2,592294,Bentley,https://stats.ncaa.org/teams/592294
2025,2,592123,Biola,https://stats.ncaa.org/teams/592123
2025,2,592099,Black Hills St.,https://stats.ncaa.org/teams/592099
2025,2,592180,Bloomfield,https://stats.ncaa.org/teams/592180
2025,2,592138,Bloomsburg,https://stats.ncaa.org/teams/592138
2025,2,592182,Bluefield St.,https://stats.ncaa.org/teams/592182
2025,2,592139,Bowie St.,https://stats.ncaa.org/teams/592139
2025,2,592140,Bridgeport,https://stats.ncaa.org/teams/592140
2025,2,592027,CSU Pueblo,https://stats.ncaa.org/teams/592027
2025,2,592143,CSUSB,https://stats.ncaa.org/teams/592143
2025,2,592120,CUI,https://stats.ncaa.org/teams/592120
2025,2,592205,Cal Poly Humboldt,https://stats.ncaa.org/teams/592205
2025,2,592141,Cal Poly Pomona,https://stats.ncaa.org/teams/592141
2025,2,592142,Cal St. Dom. Hills,https://stats.ncaa.org/teams/592142
2025,2,592145,Cal St. East Bay,https://stats.ncaa.org/teams/592145
2025,2,592081,Cal St. Monterey Bay,https://stats.ncaa.org/teams/592081
2025,2,592292,Cal St. San Marcos,https://stats.ncaa.org/teams/592292
2025,2,592146,Cal State LA,https://stats.ncaa.org/teams/592146
2025,2,592181,Caldwell,https://stats.ncaa.org/teams/592181
2025,2,592184,California (PA),https://stats.ncaa.org/teams/592184
2025,2,592246,Cameron,https://stats.ncaa.org/teams/592246
2025,2,592247,Carson-Newman,https://stats.ncaa.org/teams/592247
2025,2,592248,Catawba,https://stats.ncaa.org/teams/592248
2025,2,592094,Cedarville,https://stats.ncaa.org/teams/592094
2025,2,592185,Central Mo.,https://stats.ncaa.org/teams/592185
2025,2,592249,Central Okla.,https://stats.ncaa.org/teams/592249
2025,2,592076,Central St. (OH),https://stats.ncaa.org/teams/592076
2025,2,592250,Central Wash.,https://stats.ncaa.org/teams/592250
2025,2,592251,Chadron St.,https://stats.ncaa.org/teams/592251
2025,2,592186,Chaminade,https://stats.ncaa.org/teams/592186
2025,2,592252,Charleston (WV),https://stats.ncaa.org/teams/592252
2025,2,592068,Chestnut Hill,https://stats.ncaa.org/teams/592068
2025,2,592144,Chico St.,https://stats.ncaa.org/teams/592144
2025,2,592037,Chowan,https://stats.ncaa.org/teams/592037
2025,2,592253,Christian Brothers,https://stats.ncaa.org/teams/592253
2025,2,592082,Claflin,https://stats.ncaa.org/teams/592082
2025,2,592187,Clarion,https://stats.ncaa.org/teams/592187
2025,2,592188,Clark Atlanta,https://stats.ncaa.org/teams/592188
2025,2,592066,Clayton St.,https://stats.ncaa.org/teams/592066
2025,2,592254,Coker,https://stats.ncaa.org/teams/592254
2025,2,592055,Colo. Christian,https://stats.ncaa.org/teams/592055
2025,2,592189,Colo. Sch. of Mines,https://stats.ncaa.org/teams/592189
2025,2,592056,Colorado Mesa,https://stats.ncaa.org/teams/592056
2025,2,592190,Columbus St.,https://stats.ncaa.org/teams/592190
