rank,program,network,time,duration,rating,viewers,date
40,DEAD FILES POPUPS,TRAVEL CHANNEL,9:00 PM,60,0.15,488,2019-04-04
41,"FIVE, THE",FOX NEWS CHANNEL,5:00 PM,60,0.15,"2,279",2019-04-04
42,ALL IN W/ CHRIS HAYES,MSNBC,8:00 PM,60,0.15,"1,737",2019-04-04
43,MARVELS CLOAK & DAGGER,FREEFORM,8:00 PM,61,0.15,477,2019-04-04
44,GHOST BAIT,TRAVEL CHANNEL,10:30 PM,30,0.14,444,2019-04-04
45,NIT TOURNAMENT  L: LIPSCOMB/TEXAS,ESPN,7:00 PM,123,0.14,805,2019-04-04
46,SPORTSCENTER 1AM        L,ESPN,1:00 AM,60,0.14,293,2019-04-04
47,HOLLYWD MEDIUM,E!,8:00 PM,60,0.14,584,2019-04-04
48,AROUND THE HORN,ESPN,5:00 PM,30,0.14,406,2019-04-04
49,HIGHLY QUESTIONABLE,ESPN,4:30 PM,30,0.14,387,2019-04-04
50,FIRST TAKE   L: N/A,ESPN,10:00 AM,120,0.14,361,2019-04-04
51,AMERICAS NEWSROOM,FOX NEWS CHANNEL,9:00 AM,60,0.14,"1,629",2019-04-04
52,GHOST BAIT,TRAVEL CHANNEL,10:00 PM,30,0.13,472,2019-04-04
53,LITTLE WOMEN LA,LIFETIME TELEVISION,10:03 PM,60,0.13,580,2019-04-04
54,AMERICAS NEWSROOM,FOX NEWS CHANNEL,10:00 AM,60,0.13,"1,503",2019-04-04
55,SPECIAL RPT W/BRET BAIER,FOX NEWS CHANNEL,6:00 PM,30,0.13,"1,998",2019-04-04
56,WIFE SWAP,PARAMOUNT,9:00 PM,60,0.13,308,2019-04-04
57,ANDERSON COOPER 360,CNN,8:00 PM,60,0.13,855,2019-04-04
58,CORN AND PEG,NICKELODEON,9:00 AM,30,0.13,467,2019-04-04
59,CONCACAF LC – L: SF: MONTERREY / SPORTING KANSAS CITY,UNIVISION DEPORTES,10:00 PM,122,0.13,296,2019-04-04
60,CUOMO PRIME TIME,CNN,9:00 PM,60,0.13,957,2019-04-04
61,GAME OF CLONES,MTV,10:02 PM,61,0.13,242,2019-04-04
62,CNN TONIGHT,CNN,10:00 PM,60,0.13,794,2019-04-04
63,SPORTSCENTER EARLY      L,ESPN,6:00 PM,60,0.13,347,2019-04-04
64,HARDBALL WITH C. MATTHEWS,MSNBC,7:00 PM,60,0.12,"1,487",2019-04-04
65,FOX AND FRIENDS,FOX NEWS CHANNEL,8:00 AM,60,0.12,"1,735",2019-04-04
66,SPORTSCENTER AM      L,ESPN,12:00 PM,60,0.12,271,2019-04-04
67,FOX AND FRIENDS,FOX NEWS CHANNEL,7:00 AM,60,0.12,"1,533",2019-04-04
68,SPORTSCENTER MORNING    L,ESPN,2:00 AM,60,0.12,248,2019-04-04
69,LW ATL: A LITTLE EXTRA,LIFETIME TELEVISION,8:00 PM,58,0.12,398,2019-04-04
70,HIGH NOON (9AM PACIFIC),ESPN,4:00 PM,30,0.12,276,2019-04-04
71,AMERICAS NEWSROOM,FOX NEWS CHANNEL,11:00 AM,60,0.12,"1,322",2019-04-04
72,SPORTSCENTER AM      L,ESPN,7:00 AM,60,0.12,303,2019-04-04
73,MYSTERIES OF ABANDONED: N/A,SCIENCE,9:00 PM,120,0.12,493,2019-04-04
74,CORN AND PEG,NICK JR,8:00 PM,30,0.12,446,2019-04-04
75,ERIN BURNETT OUTFRONT,CNN,7:00 PM,60,0.12,680,2019-04-04
76,MARVELS CLOAK & DAGGER,FREEFORM,9:01 PM,61,0.11,399,2019-04-04
77,NBA: THE JUMP L,ESPN,3:00 PM,60,0.11,267,2019-04-04
78,GET UP   L: N/A,ESPN,8:00 AM,120,0.11,297,2019-04-04
79,FOX AND FRIENDS,FOX NEWS CHANNEL,6:00 AM,60,0.11,"1,149",2019-04-04
80,IJ: AFTER PARTY,TRUTV,11:00 PM,30,0.11,254,2019-04-04
81,HUSTLE & SOUL,WETV,10:00 PM,60,0.11,434,2019-04-04
82,MICKEYS GREAT CLUBHOUSE H,DISNEY JUNIOR,11:00 AM,50,0.10,417,2019-04-04
83,SITUATION ROOM,CNN,5:00 PM,60,0.10,720,2019-04-04
84,CNN TONIGHT,CNN,11:00 PM,60,0.10,585,2019-04-04
85,OUTNUMBERED,FOX NEWS CHANNEL,12:00 PM,60,0.10,"1,367",2019-04-04
86,YOUR WORLD W/NEIL CAVUTO,FOX NEWS CHANNEL,4:00 PM,60,0.10,"1,283",2019-04-04
87,DEADLINE:WHITE HOUSE,MSNBC,4:00 PM,60,0.10,"1,424",2019-04-04
88,NFL LIVE                L,ESPN,1:30 PM,90,0.10,239,2019-04-04
89,LEAD WITH JAKE TAPPER,CNN,4:00 PM,60,0.10,643,2019-04-04
90,SITUATION ROOM,CNN,6:00 PM,60,0.09,645,2019-04-04
91,MTP DAILY,MSNBC,5:00 PM,60,0.09,"1,291",2019-04-04
92,OUTNUMBERED OVERTIME,FOX NEWS CHANNEL,1:00 PM,60,0.09,"1,204",2019-04-04
93,CNN NEWSROOM,CNN,10:00 AM,60,0.09,580,2019-04-04
94,NEW DAY,CNN,8:00 AM,60,0.09,535,2019-04-04
95,BEAT W/ARI MELBER,MSNBC,6:00 PM,60,0.09,"1,373",2019-04-04
96,CNN NEWSROOM,CNN,9:00 AM,60,0.09,493,2019-04-04
97,NEW DAY,CNN,7:00 AM,60,0.09,476,2019-04-04
98,SHEPARD SMITH REPORTING,FOX NEWS CHANNEL,3:00 PM,60,0.09,"1,269",2019-04-04
99,OTL – FIRST REPORT   L,ESPN,1:00 PM,30,0.09,244,2019-04-04
100,MORNING JOE: N/A,MSNBC,6:00 AM,180,0.09,"1,094",2019-04-04
101,DAILY BRIEFING W/D.PERINO,FOX NEWS CHANNEL,2:00 PM,60,0.09,"1,213",2019-04-04
102,E! NEWS,E!,7:00 PM,60,0.09,315,2019-04-04
103,AT THIS HOUR,CNN,11:00 AM,60,0.08,534,2019-04-04
104,CNN NEWSROOM,CNN,3:00 PM,60,0.08,613,2019-04-04
105,MORNING EXPRESS W/ MEADE,HLN,7:00 AM,60,0.08,294,2019-04-04
106,30 MINUTE MEALS,FOOD NETWORK,12:00 PM,30,0.08,323,2019-04-04
107,INSIDE POLITICS,CNN,12:00 PM,60,0.08,531,2019-04-04
108,MSNBC LIVE W/ A.VELSHI,MSNBC,3:00 PM,60,0.08,913,2019-04-04
109,LWATL FIRST LOOK,LIFETIME TELEVISION,11:03 PM,11,0.07,388,2019-04-04
110,PRIME BASEBALL GAME: CHC AT ATL/CIN AT PIT,MLB NETWORK,7:20 PM,210,0.07,312,2019-04-04
111,VICE NEWS TONIGHT,HBO PRIME,7:30 PM,24,0.07,273,2019-04-04
112,JONAH HEX,HBO PRIME,6:05 PM,81,0.07,200,2019-04-04
113,E! NEWS: DAILY POP I,E!,12:00 PM,60,0.07,147,2019-04-04
114,MSNBC LIVE W/ H.JACKSON,MSNBC,10:00 AM,60,0.07,973,2019-04-04
115,ANDREA MITCHELL REPORTS,MSNBC,12:00 PM,60,0.07,784,2019-04-04
116,CNN NEWSROOM,CNN,2:00 PM,60,0.07,575,2019-04-04
117,WOMENS INTL FRIENDLY L: USA/AUSTRALIA,FOX SPORTS 1,9:13 PM,142,0.07,205,2019-04-04
118,MSNBC LIVE W/ S.RUHLE,MSNBC,9:00 AM,60,0.07,"1,079",2019-04-04
119,MSNBC LIVE W/ C.MELVIN,MSNBC,11:00 AM,60,0.06,812,2019-04-04
120,NEW DAY,CNN,6:00 AM,60,0.06,396,2019-04-04
121,MSNBC LIVE W/K.TUR,MSNBC,2:00 PM,60,0.06,787,2019-04-04
122,MORNING EXPRESS W/ MEADE,HLN,6:00 AM,60,0.06,279,2019-04-04
123,MSNBC LIVE W/VELSHI&RUHLE,MSNBC,1:00 PM,60,0.06,816,2019-04-04
124,BRINGING UP BATES,UP,9:00 PM,30,0.06,280,2019-04-04
125,NHL REGULAR SEASON  L: MONTREAL/WASHINGTON,NBC SPORTS NETWORK,7:02 PM,157,0.06,161,2019-04-04
126,MORNING EXPRESS W/ MEADE,HLN,8:00 AM,60,0.06,246,2019-04-04
127,CNN RIGHT NOW,CNN,1:00 PM,60,0.06,538,2019-04-04
128,AMERICA SAYS,GSN,9:00 PM,30,0.05,517,2019-04-04
129,MORNING EXPRESS W/ MEADE,HLN,9:00 AM,60,0.05,235,2019-04-04
130,PARDON THE INTERRUPTION,ESPN2,6:30 PM,30,0.05,178,2019-04-04
131,WATCH WHAT HAPPENS LIVE,BRAVO,11:00 PM,30,0.05,214,2019-04-04
132,BUSY TONIGHT,E!,11:00 PM,30,0.05,193,2019-04-04
133,AMHQ,THE WEATHER CHANNEL,7:00 AM,60,0.05,215,2019-04-04
134,FUTBOL CENTRAL L,UNIVISION DEPORTES,9:30 PM,30,0.05,88,2019-04-04
135,SHANGHAI KNIGHTS,HBO PRIME,4:10 PM,114,0.05,149,2019-04-04
136,AMHQ,THE WEATHER CHANNEL,6:00 AM,60,0.04,169,2019-04-04
137,LAW & ORDER,SUNDANCE TV,9:00 PM,60,0.04,298,2019-04-04
138,LAW & ORDER,SUNDANCE TV,10:00 PM,60,0.04,254,2019-04-04
139,LW ATL: A LITTLE EXTRA,LIFETIME TELEVISION,12:01 AM,58,0.04,188,2019-04-04
140,WEATHER CHANNEL LIVE,THE WEATHER CHANNEL,9:00 AM,60,0.04,289,2019-04-04
141,FIRST TAKE: N/A,ESPN2,12:00 PM,120,0.04,98,2019-04-04
142,INCEPTION: INCEPTION,HBO PRIME,11:30 PM,148,0.04,105,2019-04-04
143,AMHQ,THE WEATHER CHANNEL,8:00 AM,60,0.04,288,2019-04-04
144,CASHED OUT,REELZCHANNEL,9:00 PM,60,0.04,216,2019-04-04
145,LAW & ORDER,SUNDANCE TV,8:00 PM,60,0.04,302,2019-04-04
146,AFTERNOON BASEBALL/JIP: NYY AT BAL/BOS AT OAK,MLB NETWORK,4:31 PM,125,0.04,190,2019-04-04
147,LAW & ORDER,SUNDANCE TV,11:00 PM,60,0.04,209,2019-04-04
148,UNDISPUTED L: 643,FOX SPORTS 1,9:30 AM,150,0.04,103,2019-04-04
149,MAMMA MIA:HERE WE GO AGAI,HBO PRIME,8:00 PM,114,0.04,157,2019-04-04
150,PHILADELPHIA F VS NEW YRK,DISNEY XD,7:00 PM,105,0.04,111,2019-04-04
