rank,program,network,time,duration,rating,viewers,date
53,ANDERSON COOPER 360,CNN,8:00 PM,60,0.14,865,2019-03-27
54,FOX AND FRIENDS,FOX NEWS CHANNEL,6:00 AM,60,0.14,"1,173",2019-03-27
55,IF LOVING YOU IS WRONG,OPRAH WINFREY NETWORK,10:00 PM,60,0.14,811,2019-03-27
56,PROJECT RUNWAY ALL STARS,LIFETIME TELEVISION,8:30 PM,90,0.14,756,2019-03-27
57,HIGHLY QUESTIONABLE,ESPN,4:30 PM,30,0.14,386,2019-03-27
58,NHL REGULAR SEASON  L: LAS VEGAS/COLORADO,NBC SPORTS NETWORK,10:16 PM,161,0.13,332,2019-03-27
59,AMERICAS NEWSROOM,FOX NEWS CHANNEL,10:00 AM,60,0.13,"1,752",2019-03-27
60,50 FIRST DATES (2004),HBO PRIME,8:00 PM,99,0.13,389,2019-03-27
61,FIRST TAKE   L: N/A,ESPN,10:00 AM,120,0.13,341,2019-03-27
62,NBA: THE JUMP L,ESPN,3:00 PM,60,0.13,324,2019-03-27
63,CUOMO PRIME TIME,CNN,9:00 PM,60,0.13,900,2019-03-27
64,DROP THE MIC TNT,TURNER NETWORK TELEVISION,10:00 PM,30,0.13,326,2019-03-27
65,ALL IN W/ CHRIS HAYES,MSNBC,8:00 PM,60,0.13,"1,674",2019-03-27
66,HIGH NOON (9AM PACIFIC),ESPN,4:00 PM,30,0.12,329,2019-03-27
67,DEAL OR NO DEAL,CNBC,9:00 PM,60,0.12,491,2019-03-27
68,CUOMO PRIME TIME,CNN,11:17 PM,43,0.12,698,2019-03-27
69,BEYOND THE UNKNOWN REPACK,TRAVEL CHANNEL,9:00 PM,60,0.12,563,2019-03-27
70,WATCH WHAT HAPPENS LIVE,BRAVO,11:00 PM,30,0.12,412,2019-03-27
71,AMERICAS NEWSROOM,FOX NEWS CHANNEL,9:00 AM,60,0.12,"1,777",2019-03-27
72,SPORTSCENTER AM      L,ESPN,12:00 PM,60,0.12,266,2019-03-27
73,DAILY BRIEFING W/D.PERINO,FOX NEWS CHANNEL,2:00 PM,60,0.12,"1,488",2019-03-27
74,NFL LIVE                L,ESPN,1:30 PM,90,0.12,286,2019-03-27
75,OUTNUMBERED OVERTIME,FOX NEWS CHANNEL,1:00 PM,60,0.12,"1,455",2019-03-27
76,11TH HOUR W/B. WILLIAMS,MSNBC,11:00 PM,60,0.11,"1,496",2019-03-27
77,SHEPARD SMITH REPORTING,FOX NEWS CHANNEL,3:00 PM,60,0.11,"1,419",2019-03-27
78,ERIN BURNETT OUTFRONT,CNN,7:00 PM,60,0.11,612,2019-03-27
79,"MUMMY, THE (2017)",HBO PRIME,9:45 PM,110,0.11,247,2019-03-27
80,GET UP   L: N/A,ESPN,8:00 AM,120,0.11,320,2019-03-27
81,HIGH SCHOOL BASKETBALL  L,ESPN2,7:00 PM,117,0.11,279,2019-03-27
82,ZOMBIE HOUSE FLIPPING,A&E NETWORK,9:00 PM,61,0.11,358,2019-03-27
83,HARDBALL WITH C. MATTHEWS,MSNBC,7:00 PM,60,0.11,"1,465",2019-03-27
84,SPORTSCENTER AM      L,ESPN,7:00 AM,60,0.11,248,2019-03-27
85,HAPPY!,SYFY,10:00 PM,60,0.11,337,2019-03-27
86,YOUR WORLD W/NEIL CAVUTO,FOX NEWS CHANNEL,4:00 PM,60,0.10,"1,482",2019-03-27
87,MORNING JOE: N/A,MSNBC,6:00 AM,180,0.10,938,2019-03-27
88,IJ: INSIDE JOKES,TRUTV,10:00 PM,60,0.10,230,2019-03-27
89,MYSTERIES AT THE MUSEUM,TRAVEL CHANNEL,8:00 PM,60,0.10,505,2019-03-27
90,DESPICABLE ME,HBO PRIME,5:55 PM,95,0.10,249,2019-03-27
91,PLL: THE PERFECTIONISTS,FREEFORM,8:00 PM,61,0.09,235,2019-03-27
92,SITUATION ROOM,CNN,6:00 PM,60,0.09,535,2019-03-27
93,OTL – FIRST REPORT   L,ESPN,1:00 PM,30,0.09,249,2019-03-27
94,DEADLINE:WHITE HOUSE,MSNBC,4:00 PM,60,0.09,"1,273",2019-03-27
95,TINY HOUSE NATION,A&E NETWORK,10:01 PM,63,0.09,270,2019-03-27
96,BEAT W/ARI MELBER,MSNBC,6:00 PM,60,0.08,"1,191",2019-03-27
97,NEW DAY,CNN,8:00 AM,60,0.08,562,2019-03-27
98,SITUATION ROOM,CNN,5:00 PM,60,0.08,539,2019-03-27
99,CNN NEWSROOM,CNN,9:00 AM,60,0.08,517,2019-03-27
100,SNOOP DOGG JOKERS WLD TNT,TURNER NETWORK TELEVISION,10:30 PM,30,0.08,193,2019-03-27
101,E! NEWS,E!,7:00 PM,60,0.08,270,2019-03-27
102,SOUTHERN JUSTICE COMPILAT,NATIONAL GEOGRAPHIC,10:00 PM,60,0.08,297,2019-03-27
103,BUTTERBEANS CAFE,NICK JR,7:00 PM,30,0.08,394,2019-03-27
104,CNN NEWSROOM,CNN,10:00 AM,60,0.08,522,2019-03-27
105,CNN NEWSROOM,CNN,3:00 PM,60,0.08,544,2019-03-27
106,LEAD WITH JAKE TAPPER,CNN,4:00 PM,60,0.08,532,2019-03-27
107,MSNBC LIVE W/ C.MELVIN,MSNBC,11:00 AM,60,0.08,776,2019-03-27
108,NEW DAY,CNN,7:00 AM,60,0.08,443,2019-03-27
109,YOURE THE WORST,FXX,10:00 PM,41,0.07,168,2019-03-27
110,CNN NEWSROOM,CNN,2:00 PM,60,0.07,511,2019-03-27
111,NEW DAY,CNN,6:00 AM,60,0.07,383,2019-03-27
112,ZOMBIE HOUSE FLIPPING,A&E NETWORK,8:00 PM,58,0.07,247,2019-03-27
113,MSNBC LIVE W/ S.RUHLE,MSNBC,9:00 AM,60,0.07,902,2019-03-27
114,AT THIS HOUR,CNN,11:00 AM,60,0.07,507,2019-03-27
115,VICE NEWS TONIGHT,HBO PRIME,7:31 PM,22,0.07,309,2019-03-27
116,NHL LIVE POST,NBC SPORTS NETWORK,12:57 AM,33,0.07,133,2019-03-27
117,NIT TOURNAMENT  L: COLORADO/TEXAS,ESPN2,8:57 PM,124,0.07,362,2019-03-27
118,E! NEWS: DAILY POP I,E!,12:00 PM,60,0.07,151,2019-03-27
119,MSNBC LIVE W/ A.VELSHI,MSNBC,3:00 PM,60,0.07,793,2019-03-27
120,CNN NEWSROOM LIVE,CNN,2:47 AM,13,0.07,305,2019-03-27
121,UNDISPUTED L: 637,FOX SPORTS 1,9:30 AM,150,0.07,137,2019-03-27
122,MTP DAILY,MSNBC,5:00 PM,60,0.06,"1,076",2019-03-27
123,AMERICA SAYS,GSN,9:00 PM,30,0.06,481,2019-03-27
124,NIT TOURNAMENT  L: LIPSCOMB/NC STATE,ESPNU,9:07 PM,125,0.06,309,2019-03-27
125,SCHITTS CREEK,POP,10:00 PM,31,0.06,179,2019-03-27
126,"DRUGS, INC.: THE FIX",NATIONAL GEOGRAPHIC,9:00 PM,60,0.06,258,2019-03-27
127,MSNBC LIVE W/ H.JACKSON,MSNBC,10:00 AM,60,0.06,819,2019-03-27
128,PGA TOUR: 2019 WGC-DELL MATCH PLAY,GOLF CHANNEL,2:00 PM,353,0.06,442,2019-03-27
129,ANDREA MITCHELL REPORTS,MSNBC,12:00 PM,60,0.06,772,2019-03-27
130,MSNBC LIVE W/K.TUR,MSNBC,2:00 PM,60,0.06,684,2019-03-27
131,SPORTSCENTER 12AM  L,ESPN2,12:00 AM,60,0.06,142,2019-03-27
132,INSIDE POLITICS,CNN,12:00 PM,60,0.05,408,2019-03-27
133,GONE,WGN AMERICA,9:00 PM,60,0.05,275,2019-03-27
134,SPORTSCENTER LATE       L,ESPN2,11:01 PM,59,0.05,178,2019-03-27
135,MORNING EXPRESS W/ MEADE,HLN,6:00 AM,60,0.05,245,2019-03-27
136,CNN RIGHT NOW,CNN,1:00 PM,60,0.05,467,2019-03-27
137,ZOMBIE HOUSE FLIPPING,A&E NETWORK,12:03 AM,58,0.05,145,2019-03-27
138,LAST STOP GARAGE,MOTOR TREND,10:00 PM,30,0.05,237,2019-03-27
139,MSNBC LIVE W/VELSHI&RUHLE,MSNBC,1:00 PM,60,0.05,735,2019-03-27
140,AMERICAN BEAUTY STAR,LIFETIME TELEVISION,10:00 PM,60,0.05,239,2019-03-27
141,FRANKLIN AND FRIENDS,NICK JR,7:30 AM,30,0.05,166,2019-03-27
142,NOTICIAS CON D. MAERKER,GALAVISION,1:00 AM,30,0.05,78,2019-03-27
143,DEJA VU: DEJA VU,HBO PRIME,8:40 AM,126,0.05,114,2019-03-27
144,NFL TOTAL ACCESS,NFL NETWORK,7:00 PM,60,0.05,124,2019-03-27
145,CHASING CLASSIC CARS,MOTOR TREND,9:00 PM,60,0.04,309,2019-03-27
146,SINKHOLES,SCIENCE,10:00 PM,60,0.04,244,2019-03-27
147,FIRST TAKE,ESPN2,12:00 PM,60,0.04,90,2019-03-27
148,HERD L: 955,FOX SPORTS 1,12:00 PM,180,0.04,103,2019-03-27
149,DOCUMENTARY NOW!,IFC TV,11:00 PM,34,0.04,90,2019-03-27
150,PARDON THE INTERRUPTION,ESPN2,6:36 PM,24,0.04,131,2019-03-27
