rank,program,network,time,duration,rating,viewers,date
1,CHALLENGE: WAR OF WORLDS,MTV,9:00 PM,61,0.63,"1,077",2019-03-27
2,NBA REGULAR SEASON     L: INDIANA/OKLAHOMA CITY,ESPN,8:13 PM,145,0.48,"1,289",2019-03-27
3,BLACK INK CREW 7B,VH1,9:00 PM,61,0.47,974,2019-03-27
4,REAL HOUSEWIVES OF NYC,BRAVO,9:00 PM,60,0.44,"1,268",2019-03-27
5,HANNITY,FOX NEWS CHANNEL,9:00 PM,60,0.42,"4,303",2019-03-27
6,NBA REGULAR SEASON     L: LA LAKERS/UTAH,ESPN,10:38 PM,144,0.40,970,2019-03-27
7,GUYS GROCERY GAMES,FOOD NETWORK,9:00 PM,60,0.32,861,2019-03-27
8,MY 600-LB LIFE: N/A,TLC,8:00 PM,120,0.31,"1,186",2019-03-27
9,MOONSHINERS,DISCOVERY CHANNEL,9:00 PM,62,0.31,"1,299",2019-03-27
10,RIDICULOUSNESS SSN13,MTV,8:00 PM,30,0.30,654,2019-03-27
11,"INGRAHAM ANGLE, THE",FOX NEWS CHANNEL,10:00 PM,60,0.30,"3,268",2019-03-27
12,SEE NO EVIL,INVESTIGATION DISCOVERY,9:00 PM,60,0.30,"1,236",2019-03-27
13,PROP BROS BUY AND SELL,HOME AND GARDEN TV,9:00 PM,60,0.30,"1,525",2019-03-27
14,MOONSHINERS,DISCOVERY CHANNEL,8:00 PM,60,0.30,"1,178",2019-03-27
15,HOUSE HUNTERS,HOME AND GARDEN TV,10:00 PM,30,0.29,"1,461",2019-03-27
16,IN PURSUIT W/ JOHN WALSH,INVESTIGATION DISCOVERY,10:00 PM,60,0.29,"1,129",2019-03-27
17,TUCKER CARLSON TONIGHT,FOX NEWS CHANNEL,8:00 PM,60,0.29,"3,485",2019-03-27
18,FULL FRONTAL W/ SAM BEE,TBS NETWORK,10:30 PM,30,0.28,816,2019-03-27
19,RIDICULOUSNESS SSN13,MTV,8:30 PM,30,0.28,620,2019-03-27
20,NBA AFTER THE BUZZER  L,ESPN,1:02 AM,16,0.28,625,2019-03-27
21,HOUSE HUNTERS INTL,HOME AND GARDEN TV,10:30 PM,30,0.28,"1,339",2019-03-27
22,NBA COURTSIDE  L,ESPN,8:00 PM,13,0.26,764,2019-03-27
23,DAILY SHOW,COMEDY CENTRAL,11:00 PM,36,0.26,794,2019-03-27
24,MY 600-LB LIFE:WHERE ARE: N/A,TLC,10:00 PM,120,0.23,805,2019-03-27
25,SPORTSCENTER 1AM        L,ESPN,1:18 AM,42,0.23,515,2019-03-27
26,PARDON THE INTERRUPTION,ESPN,5:30 PM,30,0.23,768,2019-03-27
27,MOONSHINERS: WHISKEY,DISCOVERY CHANNEL,10:02 PM,61,0.22,881,2019-03-27
28,RACHEL MADDOW SHOW,MSNBC,9:00 PM,60,0.22,"2,678",2019-03-27
29,"FIVE, THE",FOX NEWS CHANNEL,5:00 PM,60,0.21,"2,640",2019-03-27
30,FORGED IN FIRE AC,HISTORY,10:03 PM,59,0.21,619,2019-03-27
31,WHAT WE DO IN THE SHADOWS,FX,10:00 PM,38,0.21,617,2019-03-27
32,SPORTSCENTER EARLY      L,ESPN,6:00 PM,60,0.21,538,2019-03-27
33,PARANORMAL CAUGHT ON CAM,TRAVEL CHANNEL,10:00 PM,60,0.20,741,2019-03-27
34,"OFFICE, THE",NICK-AT-NITE,10:00 PM,30,0.20,522,2019-03-27
35,SPORTSCENTER MORNING    L,ESPN,2:00 AM,60,0.20,398,2019-03-27
36,SPECIAL RPT W/BRET BAIER,FOX NEWS CHANNEL,6:00 PM,60,0.20,"2,179",2019-03-27
37,CHALLENGE: WOW AFTERSHOW,MTV,10:01 PM,31,0.19,372,2019-03-27
38,"STORY, THE",FOX NEWS CHANNEL,7:00 PM,60,0.19,"2,034",2019-03-27
39,"MAGICIANS, THE",SYFY,9:00 PM,60,0.19,515,2019-03-27
40,BOTCHED,E!,9:00 PM,60,0.19,636,2019-03-27
41,"OFFICE, THE",NICK-AT-NITE,10:30 PM,30,0.19,452,2019-03-27
42,FOX NEWS AT NIGHT,FOX NEWS CHANNEL,11:00 PM,60,0.19,"1,668",2019-03-27
43,CNN TOWN HALL,CNN,10:00 PM,77,0.18,927,2019-03-27
44,AROUND THE HORN,ESPN,5:00 PM,30,0.17,510,2019-03-27
45,FOX AND FRIENDS,FOX NEWS CHANNEL,7:00 AM,60,0.17,"1,656",2019-03-27
46,NBA PRE-GAME    L,ESPN,7:00 PM,60,0.16,477,2019-03-27
47,OUTNUMBERED,FOX NEWS CHANNEL,12:00 PM,60,0.16,"1,743",2019-03-27
48,NHL REGULAR SEASON  L: NY RANGERS/BOSTON,NBC SPORTS NETWORK,7:33 PM,163,0.16,457,2019-03-27
49,FOX AND FRIENDS,FOX NEWS CHANNEL,8:00 AM,60,0.16,"1,966",2019-03-27
50,AMERICAS NEWSROOM,FOX NEWS CHANNEL,11:00 AM,60,0.15,"1,730",2019-03-27
51,LAST WORD W/ L. ODONNELL,MSNBC,10:00 PM,60,0.15,"2,069",2019-03-27
52,BUTTERBEANS CAFE,NICKELODEON,10:00 AM,30,0.15,573,2019-03-27
