rank,program,network,time,duration,rating,viewers,date
1,TBS NCAA BSKBL CHMP-SA-4: AUBURN VS KANSAS,TBS NETWORK,9:50 PM,132,1.51,"4,622",2019-03-23
2,TNT NCAA BSKBL CHMP-SA-3: MURRAY ST VS FLORIDA ST,TURNER NETWORK TELEVISION,6:00 PM,136,0.75,"2,269",2019-03-23
3,TNT NCAA BSKBL CHMP-SA-4: VILLANOVA VS PURDUE,TURNER NETWORK TELEVISION,8:32 PM,130,0.71,"2,271",2019-03-23
4,TBS NCAA BSK CHP-BRG-PRSA,TBS NETWORK,9:33 PM,17,0.67,"2,481",2019-03-23
5,TBS NCAA BSK POST GAME-SA,TBS NETWORK,12:07 AM,54,0.64,"1,681",2019-03-23
6,TBS NCAA BSKBL CHMP-SA-3: BAYLOR VS GONZAGA,TBS NETWORK,7:00 PM,153,0.63,"2,509",2019-03-23
7,"MEG, THE",HBO PRIME,8:00 PM,113,0.46,"1,660",2019-03-23
8,TNT NCAA BSK CHP-BRG-PRSA,TURNER NETWORK TELEVISION,8:16 PM,16,0.44,"1,380",2019-03-23
9,DRAGON BALL SUPER,ADULT SWIM,11:00 PM,30,0.41,895,2019-03-23
10,ATLANTA CHILD MURDERS,INVESTIGATION DISCOVERY,10:00 PM,60,0.32,"1,230",2019-03-23
11,COLLEGE GAMEDAY-BKBL    L,ESPN,11:00 AM,60,0.32,874,2019-03-23
12,ATLANTA CHILD MURDERS,INVESTIGATION DISCOVERY,11:00 PM,60,0.30,"1,285",2019-03-23
13,KIDS CHOICE AWARDS 2019,NICK-AT-NITE,9:00 PM,35,0.30,"1,295",2019-03-23
14,SPORTSCENTER WEEKEND-AM L,ESPN,9:00 AM,60,0.29,727,2019-03-23
15,SPORTSCENTER WEEKEND-AM L,ESPN,10:00 AM,60,0.28,734,2019-03-23
16,BORUTO:NARUTO NEXT GEN,ADULT SWIM,11:30 PM,30,0.28,602,2019-03-23
17,SPORTSCENTER WEEKEND-AM L,ESPN,8:00 AM,60,0.27,626,2019-03-23
18,ATLANTA CHILD MURDERS,INVESTIGATION DISCOVERY,9:00 PM,60,0.27,"1,106",2019-03-23
19,GHOST ADVENTURES,TRAVEL CHANNEL,9:00 PM,60,0.26,838,2019-03-23
20,KIDS CHOICE AWARDS 2019,NICKELODEON,8:00 PM,60,0.26,"1,292",2019-03-23
21,HENRY DANGER,NICKELODEON,7:30 PM,30,0.23,"1,313",2019-03-23
22,KING OF QUEENS,NICK-AT-NITE,5:08 AM,26,0.23,517,2019-03-23
23,HALL ORIGINAL MOVIE: LOVE TO THE RESCUE,HALLMARK CHANNEL,8:00 PM,120,0.23,"2,261",2019-03-23
24,KING OF QUEENS,NICK-AT-NITE,5:34 AM,26,0.22,507,2019-03-23
25,SPORTSCENTER WEEKEND-AM L,ESPN,7:00 AM,60,0.22,513,2019-03-23
26,PIONEER WOMAN,FOOD NETWORK,10:00 AM,30,0.20,"1,206",2019-03-23
27,ELENA OF AVALOR,DISNEY JUNIOR,11:30 AM,25,0.20,712,2019-03-23
28,SWORD ART OL:ALICIZATION,ADULT SWIM,12:30 AM,30,0.19,406,2019-03-23
29,"KITCHEN AT FN, THE",FOOD NETWORK,11:00 AM,60,0.19,918,2019-03-23
30,NIT TOURNAMENT  L: ARKANSAS/INDIANA,ESPN,12:00 PM,124,0.19,760,2019-03-23
31,COLLEGE WRESTLING   L: NCAA WRSTLNG CHAMPIONSHIP,ESPN,7:00 PM,191,0.19,625,2019-03-23
32,TRADING SPACES,TLC,8:00 PM,62,0.18,783,2019-03-23
33,MEGALOBOX,ADULT SWIM,1:00 AM,30,0.18,378,2019-03-23
