rank,program,network,time,duration,rating,viewers,date
1,LIVE PD: 197 LIVE PD,A&E NETWORK,9:00 PM,180,0.63,"1,950",2019-04-06
2,DRAGON BALL SUPER,ADULT SWIM,11:00 PM,30,0.39,840,2019-04-06
3,BORUTO:NARUTO NEXT GEN,ADULT SWIM,11:30 PM,30,0.30,616,2019-04-06
4,SPORTSCENTER WEEKEND-AM L,ESPN,9:00 AM,60,0.22,485,2019-04-06
5,HALL ORIGINAL MOVIE: TRUE LOVE BLOOMS,HALLMARK CHANNEL,8:00 PM,120,0.22,"2,050",2019-04-06
6,SPORTSCENTER WEEKEND-AM L,ESPN,10:00 AM,60,0.22,505,2019-04-06
7,"DINERS, DRIVE INS & DIVES",FOOD NETWORK,6:00 PM,60,0.21,779,2019-04-06
8,"DINERS, DRIVE INS & DIVES",FOOD NETWORK,4:00 PM,60,0.21,931,2019-04-06
9,KING OF QUEENS,NICK-AT-NITE,3:39 AM,37,0.21,492,2019-04-06
10,SPORTSCENTER WEEKEND-AM L,ESPN,11:00 AM,90,0.21,527,2019-04-06
11,SWORD ART OL:ALICIZATION,ADULT SWIM,1:00 AM,30,0.20,439,2019-04-06
12,SPORTSCENTER 12AM  L,ESPN,12:00 AM,60,0.20,459,2019-04-06
13,KING OF QUEENS,NICK-AT-NITE,4:16 AM,26,0.20,465,2019-04-06
14,SPORTSCENTER MORNING    L,ESPN,1:00 AM,60,0.20,448,2019-04-06
15,"NUN, THE",HBO PRIME,8:15 PM,97,0.20,733,2019-04-06
16,SPORTSCENTER WEEKEND-AM L,ESPN,8:00 AM,60,0.20,501,2019-04-06
17,"DINERS, DRIVE INS & DIVES",FOOD NETWORK,5:00 PM,60,0.19,903,2019-04-06
18,"DINERS, DRIVE INS & DIVES",FOOD NETWORK,3:00 PM,60,0.19,808,2019-04-06
19,SWORD ART OL:ALICIZATION,ADULT SWIM,12:30 AM,30,0.19,442,2019-04-06
20,"DINERS, DRIVE INS & DIVES",FOOD NETWORK,7:30 PM,30,0.19,812,2019-04-06
21,"DINERS, DRIVE INS & DIVES",FOOD NETWORK,7:00 PM,30,0.19,771,2019-04-06
22,ALVINNN!!! AND THE CHIPMU,NICKELODEON,11:00 AM,30,0.18,771,2019-04-06
23,JOJOS ADV: DIAMOND UNBRK,ADULT SWIM,1:30 AM,30,0.18,374,2019-04-06
24,LIGA MX SAT,UNIVISION DEPORTES,9:02 PM,118,0.18,430,2019-04-06
25,"KITCHEN AT FN, THE",FOOD NETWORK,11:00 AM,60,0.18,"1,145",2019-04-06
26,LIGA MX: TIJUANA VS AMERICA,FOX DEPORTES,11:00 PM,141,0.18,331,2019-04-06
27,GAME SHAKERS,NICKELODEON,8:00 PM,30,0.17,735,2019-04-06
28,COUSINS FOR LIFE,NICKELODEON,8:30 PM,30,0.17,749,2019-04-06
29,MOM AND ME,HOME AND GARDEN TV,11:00 PM,30,0.17,864,2019-04-06
30,POWER RANGERS BM,NICKELODEON,8:00 AM,30,0.16,591,2019-04-06
31,MURDER DECODED,INVESTIGATION DISCOVERY,9:00 PM,60,0.16,846,2019-04-06
32,MICKEYS GREAT CLUBHOUSE H,DISNEY JUNIOR,8:30 AM,55,0.16,613,2019-04-06
33,MOM AND ME,HOME AND GARDEN TV,11:30 PM,30,0.16,893,2019-04-06
34,COLLEGE GAMEDAY-BKBL    L: N/A,ESPN,2:04 PM,236,0.16,423,2019-04-06
35,"OFFICE, THE",NICK-AT-NITE,10:30 PM,30,0.16,367,2019-04-06
36,TOTAL DRAMARAMA,THE CARTOON NETWORK,9:00 AM,30,0.15,531,2019-04-06
37,KNIGHT SQUAD,NICK-AT-NITE,9:00 PM,30,0.15,586,2019-04-06
38,RISE OF THE TMNT,NICKELODEON,9:30 AM,30,0.15,645,2019-04-06
39,TRADING SPACES,TLC,8:00 PM,61,0.15,788,2019-04-06
40,30 MINUTE MEALS,FOOD NETWORK,12:00 PM,30,0.15,911,2019-04-06
41,"MOVIE- ACQUIRED PREM: KILLER CLIENT, MY",LIFETIME TELEVISION,8:00 PM,123,0.15,672,2019-04-06
42,LIGA MX SAT 2: GUADALAJARA / LOBOS BUAP,UNIVISION DEPORTES,11:00 PM,129,0.15,354,2019-04-06
43,HIGH SCHOOL BASKETBALL  L,ESPN,12:30 PM,94,0.14,354,2019-04-06
44,JURASSIC WORLD:FALLEN KIN,HBO PRIME,6:00 PM,68,0.14,458,2019-04-06
45,BAKUGAN:BATTLE PLANET,THE CARTOON NETWORK,7:00 AM,30,0.14,278,2019-04-06
46,"OFFICE, THE",NICK-AT-NITE,10:00 PM,30,0.13,367,2019-04-06
47,"DINERS, DRIVE INS & DIVES",FOOD NETWORK,2:00 PM,60,0.13,598,2019-04-06
48,SPORTSCENTER WEEKEND-AM L,ESPN,7:00 AM,60,0.13,381,2019-04-06
49,GHOST ADV POP-UPS,TRAVEL CHANNEL,9:00 PM,60,0.13,474,2019-04-06
50,SPORTSCENTER LATE       L,ESPN,11:00 PM,60,0.13,335,2019-04-06
51,WHILE YOU WERE OUT,TLC,9:01 PM,60,0.12,611,2019-04-06
52,MILO MURPHYS LAW,DISNEY CHANNEL,7:00 AM,30,0.12,435,2019-04-06
53,VICTOR & VALENTINO,THE CARTOON NETWORK,9:30 AM,30,0.12,449,2019-04-06
54,MOVIE- ACQUIRED RPT,LIFETIME TELEVISION,10:03 PM,116,0.12,440,2019-04-06
55,LIGA MX L: CRUZ AZUL / QUERETARO,UNIVISION DEPORTES,7:00 PM,122,0.12,294,2019-04-06
56,PREMIER LEAGUE L: CRYSTAL PALACE/NEWCASTLE,NBC SPORTS NETWORK,9:54 AM,132,0.11,325,2019-04-06
57,FOX & FRIENDS SATURDAY,FOX NEWS CHANNEL,9:00 AM,60,0.11,"1,633",2019-04-06
58,FOX & FRIENDS SATURDAY,FOX NEWS CHANNEL,8:00 AM,60,0.11,"1,478",2019-04-06
59,"VET LIFE, THE",ANIMAL PLANET,9:00 PM,60,0.10,647,2019-04-06
60,COOP & CAMI ASK THE WORLD,DISNEY CHANNEL,10:30 AM,30,0.10,536,2019-04-06
61,COLD JUSTICE,OXYGEN MEDIA,6:00 PM,60,0.09,472,2019-04-06
62,WATTERS WORLD,FOX NEWS CHANNEL,8:00 PM,60,0.09,"1,573",2019-04-06
63,NASCAR XFINITY SERIES L: BRISTOL,FOX SPORTS 1,1:00 PM,126,0.09,850,2019-04-06
64,NEW DAY SATURDAY,CNN,7:00 AM,60,0.09,484,2019-04-06
65,PREMIER LEAGUE GOAL ZONE,NBC SPORTS NETWORK,12:06 PM,24,0.09,246,2019-04-06
