rank,program,network,time,duration,rating,viewers,date
1,TBS NCAA BSKBL CHP-PRSA1,TBS NETWORK,6:28 PM,107,0.95,"3,167",2021-03-20
2,TBS NCAA BK CHP-BRG-DYSA2,TBS NETWORK,6:14 PM,14,0.84,"2,802",2021-03-20
3,TBS NCAA BSKBL CHP-DYSA2: IONA VS ALABAMA,TBS NETWORK,3:52 PM,142,0.78,"2,963",2021-03-20
4,TBS NCAA BSKBL CHP-PRSA2: NORFOLK ST VS GONZAGA,TBS NETWORK,9:12 PM,132,0.61,"2,247",2021-03-20
5,TNT NCAA BSKBL CHP-PRSA1: MISSOURI VS OKLAHOMA,TURNER NETWORK TELEVISION,7:17 PM,141,0.59,"2,255",2021-03-20
6,TRU NCAA BSKBL CHP-PRSA2: ABL-CHRISTIAN VS TEXAS,TRUTV,10:05 PM,141,0.55,"1,753",2021-03-20
7,TBS NCAA BSKBL CHP-DYSA1: E WASHINGTON VS KANSAS,TBS NETWORK,1:00 PM,152,0.55,"2,114",2021-03-20
8,TRU NCAA BSKBL CHP-PRSA1: OHIO VS VIRGINIA,TRUTV,7:06 PM,137,0.51,"1,770",2021-03-20
9,TNT NCAA BSKBL CHP-DYSA2: DRAKE VS USC,TURNER NETWORK TELEVISION,4:27 PM,135,0.51,"1,705",2021-03-20
10,TRU NCAA BSKBL CHP-DYSA2: UCSB VS CREIGHTON,TRUTV,3:22 PM,133,0.48,"1,410",2021-03-20
11,TBS NCAA BSK CHP-BRG-DYSA,TBS NETWORK,3:32 PM,20,0.45,"1,669",2021-03-20
12,TNT NCAA BK CHP-PRE-PRSA,TURNER NETWORK TELEVISION,6:42 PM,17,0.44,"1,427",2021-03-20
13,TNT NCAA BSK CHP-BRG-PRSA,TURNER NETWORK TELEVISION,9:38 PM,27,0.37,"1,371",2021-03-20
14,TBS NCAA BSK CHP-BRG-PRSA,TBS NETWORK,8:47 PM,25,0.37,"1,145",2021-03-20
15,TRU NCAA BSKBL CHP-DYSA1: UNCG VS FLORIDA ST,TRUTV,12:30 PM,154,0.33,"1,081",2021-03-20
16,TNT NCAA BSKBL CHP-PRSA2: ABL-CHRISTIAN VS TEXAS,TURNER NETWORK TELEVISION,10:05 PM,141,0.31,"1,114",2021-03-20
17,TRU NCAA BSK POST GAME-SA,TRUTV,12:31 AM,34,0.30,901,2021-03-20
18,TNT NCAA BSKBL CHP-DYSA1: ST BONAVENTURE VS LSU,TURNER NETWORK TELEVISION,1:30 PM,147,0.30,971,2021-03-20
19,COLLEGE GAMEDAY-BKBL    L,ESPN,11:00 AM,60,0.24,717,2021-03-20
20,TNT NCAA BSK CHP-BRG-DYSA,TURNER NETWORK TELEVISION,3:57 PM,30,0.22,797,2021-03-20
21,TRU NCAA BSK CHP-BRG-PRSA,TRUTV,9:23 PM,42,0.21,920,2021-03-20
22,UFC FIGHT NIGHT  L: BRUNSON/HOLLAND,ESPN,10:25 PM,145,0.21,721,2021-03-20
23,SPORTSCENTER 1AM        L,ESPN,12:50 AM,70,0.20,480,2021-03-20
24,FINAL SPACE,ADULT SWIM,10:30 PM,30,0.19,368,2021-03-20
25,"KITCHEN AT FN, THE",FOOD NETWORK,11:00 AM,60,0.18,"1,189",2021-03-20
26,SPORTSCENTER WEEKEND-AM L,ESPN,10:00 AM,60,0.17,496,2021-03-20
27,"MISERY INDEX, THE",TBS NETWORK,11:30 PM,30,0.17,455,2021-03-20
28,NASCAR XFINITY SERIES L: ATLANTA,FOX SPORTS 1,5:00 PM,155,0.17,"1,140",2021-03-20
29,THE A&E MOVIE: AMERICAN SNIPER,A&E NETWORK,8:00 PM,182,0.17,577,2021-03-20
30,TRU NCAA BSK CHP-BRG-DYSA,TRUTV,3:04 PM,18,0.16,546,2021-03-20
31,PIONEER WOMAN,FOOD NETWORK,10:00 AM,30,0.16,"1,020",2021-03-20
32,UFC FIGHT NIGHT  L,ESPN2,10:05 PM,23,0.15,512,2021-03-20
33,ESCAPE TO THE CHATEAU,HOME AND GARDEN TV,8:00 PM,61,0.15,"1,192",2021-03-20
34,ATTACK ON TITAN,ADULT SWIM,12:30 AM,30,0.15,277,2021-03-20
35,SPORTSCENTER WEEKEND-AM L,ESPN,8:00 AM,60,0.14,416,2021-03-20
36,SPORTSCENTER MORNING    L,ESPN,2:00 AM,60,0.14,326,2021-03-20
37,COLLEGE WRESTLING   L: N/A,ESPN,7:16 PM,189,0.14,571,2021-03-20
38,HALL ORIGINAL MOVIE 2: CHASING WATERFALLS,HALLMARK CHANNEL,9:00 PM,120,0.13,"2,137",2021-03-20
39,UFC FIGHT NIGHT PRELIMS L: BRUNSON/HOLLAND,ESPN2,7:58 PM,127,0.12,438,2021-03-20
40,OTL – FIRST REPORT   L,ESPN,9:00 AM,60,0.12,351,2021-03-20
41,LOVE & MARRIAGE: HUNTSVIL,OPRAH WINFREY NETWORK,9:00 PM,60,0.12,496,2021-03-20
42,FOOD WARS,ADULT SWIM,1:00 AM,30,0.12,227,2021-03-20
43,SIDE HUSTLE,NICKELODEON,8:00 PM,30,0.12,469,2021-03-20
44,MOVIE- ORIGINAL PREM: VC ANDREWS RUBY,LIFETIME TELEVISION,8:00 PM,123,0.12,712,2021-03-20
45,FIRE FORCE,ADULT SWIM,1:30 AM,30,0.12,218,2021-03-20
46,FOX & FRIENDS SATURDAY,FOX NEWS CHANNEL,9:00 AM,60,0.12,"1,470",2021-03-20
47,DOUBLE CROSS,TRUTV,1:05 AM,30,0.12,345,2021-03-20
48,LIGA MX SAT 2: CRUZ AZUL VS ATLAS,TUDN,9:00 PM,125,0.11,298,2021-03-20
49,NIT TOURNAMENT  L: DAYTON/MEMPHIS,ESPN,12:00 PM,120,0.11,399,2021-03-20
50,NARUTO: SHIPPUDEN,ADULT SWIM,3:00 AM,30,0.10,212,2021-03-20
51,CNN NEWSROOM,CNN,11:00 AM,60,0.10,820,2021-03-20
52,DRAMA CLUB,NICKELODEON,8:30 PM,30,0.10,384,2021-03-20
53,CNN NEWSROOM,CNN,3:00 PM,60,0.10,633,2021-03-20
54,CRAIG OF THE CREEK,THE CARTOON NETWORK,10:00 AM,15,0.10,318,2021-03-20
55,FOX NEWS LIVE,FOX NEWS CHANNEL,12:00 PM,60,0.10,"1,087",2021-03-20
56,BLACK CLOVER,ADULT SWIM,2:00 AM,30,0.10,186,2021-03-20
57,TRU NCAA BK CHP-PRE-PRSA,TRUTV,6:30 PM,6,0.09,329,2021-03-20
58,NASCAR XFINITY POST L,FOX SPORTS 1,7:35 PM,25,0.09,568,2021-03-20
59,SSSS.GRIDMAN,ADULT SWIM,2:30 AM,30,0.09,171,2021-03-20
60,JUSTICE W/ JUDGE JEANINE,FOX NEWS CHANNEL,9:00 PM,60,0.09,"1,996",2021-03-20
61,CNN NEWSROOM,CNN,7:00 PM,60,0.09,741,2021-03-20
62,CNN NEWSROOM,CNN,4:00 PM,60,0.09,694,2021-03-20
63,NASCAR TRUCKS RACING L,FOX SPORTS 1,2:30 PM,114,0.09,654,2021-03-20
64,TOTAL DRAMARAMA,THE CARTOON NETWORK,9:30 AM,15,0.09,258,2021-03-20
65,CAVUTO LIVE,FOX NEWS CHANNEL,10:00 AM,60,0.09,"1,270",2021-03-20
66,WATTERS WORLD,FOX NEWS CHANNEL,8:00 PM,60,0.09,"1,901",2021-03-20
67,"HEARTLAND DOCS, DVM",NAT GEO WILD,10:03 PM,60,0.09,560,2021-03-20
68,TUCKER CARLSON SPECIAL,FOX NEWS CHANNEL,10:00 PM,60,0.09,"1,403",2021-03-20
69,BIG CITY GREENS,DISNEY CHANNEL,9:00 AM,30,0.09,396,2021-03-20
70,RETURN TO AMISH EXTRA CHA: N/A,TLC,10:00 PM,120,0.09,544,2021-03-20
