rank,program,network,time,duration,rating,viewers,date
1,CURSE OF OAK ISLAND,HISTORY,9:00 PM,63,0.79,"3,498",2019-03-26
2,WWE SMACKDOWN: WWE SMACKDOWN,USA NETWORK,8:00 PM,120,0.79,"2,393",2019-03-26
3,NBA BASKETBALL: ROCKETS/BUCKS,TURNER NETWORK TELEVISION,8:14 PM,133,0.55,"1,412",2019-03-26
4,REAL HOUSEWIVES BEV HILLS,BRAVO,9:00 PM,60,0.52,"1,650",2019-03-26
5,TEMPTATION ISLAND,USA NETWORK,10:00 PM,60,0.48,"1,179",2019-03-26
6,NBA BASKETBALL: WIZARDS/LAKERS,TURNER NETWORK TELEVISION,10:27 PM,157,0.46,"1,091",2019-03-26
7,LOST GOLD OF WORLD WAR II,HISTORY,10:03 PM,62,0.38,"1,771",2019-03-26
8,MARRIED AT FIRST ST (LIF),LIFETIME TELEVISION,9:00 PM,63,0.36,"1,121",2019-03-26
9,HOUSE HUNTERS,HOME AND GARDEN TV,10:30 PM,30,0.31,"1,413",2019-03-26
10,HOARDERS: PATRICIA 113,A&E NETWORK,8:00 PM,121,0.31,995,2019-03-26
11,SIESTA KEY SSN 2,MTV,9:00 PM,61,0.30,541,2019-03-26
12,TUCKER CARLSON TONIGHT,FOX NEWS CHANNEL,8:00 PM,60,0.29,"3,554",2019-03-26
13,HANNITY,FOX NEWS CHANNEL,9:00 PM,60,0.29,"3,571",2019-03-26
14,DEADLY RECALL,INVESTIGATION DISCOVERY,10:00 PM,60,0.29,"1,196",2019-03-26
15,MIRACLE WORKERS,TBS NETWORK,10:30 PM,30,0.28,902,2019-03-26
16,SELECCION MEXICO TUE: MEXICO VS PARAGUAY,UNIVISION DEPORTES,10:00 PM,127,0.28,757,2019-03-26
17,TOSH.O,COMEDY CENTRAL,10:00 PM,30,0.27,603,2019-03-26
18,HOUSE HUNTERS INTL,HOME AND GARDEN TV,11:00 PM,30,0.27,"1,204",2019-03-26
19,HOMETOWN HOMICIDE,INVESTIGATION DISCOVERY,9:00 PM,60,0.26,"1,186",2019-03-26
20,NBA TIP-OFF,TURNER NETWORK TELEVISION,8:00 PM,14,0.26,729,2019-03-26
