rank,program,network,time,duration,rating,viewers,date
44,GET UP   L: N/A,ESPN,8:00 AM,120,0.15,356,2019-04-05
45,"STORY, THE",FOX NEWS CHANNEL,7:00 PM,60,0.15,"1,528",2019-04-05
46,"OFFICE, THE",NICK-AT-NITE,10:00 PM,30,0.15,429,2019-04-05
47,SYDNEY TO THE MAX,DISNEY CHANNEL,8:30 PM,30,0.15,571,2019-04-05
48,FOX AND FRIENDS,FOX NEWS CHANNEL,8:00 AM,60,0.15,"1,848",2019-04-05
49,"OFFICE, THE",NICK-AT-NITE,10:30 PM,30,0.14,361,2019-04-05
50,FOX AND FRIENDS,FOX NEWS CHANNEL,7:00 AM,60,0.14,"1,542",2019-04-05
51,LOVE IT LIST IT TOO,HOME AND GARDEN TV,11:00 AM,60,0.14,560,2019-04-05
52,SPORTSCENTER AM      L,ESPN,12:00 PM,60,0.14,276,2019-04-05
53,AMERICAS NEWSROOM,FOX NEWS CHANNEL,10:00 AM,60,0.14,"1,571",2019-04-05
54,"MEG, THE",HBO PRIME,8:00 PM,113,0.14,411,2019-04-05
55,SHEPARD SMITH REPORTING,FOX NEWS CHANNEL,3:00 PM,60,0.13,"1,193",2019-04-05
56,NBA: THE JUMP L,ESPN,3:00 PM,60,0.13,287,2019-04-05
57,"INGRAHAM ANGLE, THE",FOX NEWS CHANNEL,10:00 PM,60,0.13,"1,776",2019-04-05
58,LAST WORD W/ L. ODONNELL,MSNBC,10:00 PM,60,0.13,"1,576",2019-04-05
59,LOVE IT LIST IT TOO,HOME AND GARDEN TV,10:00 AM,60,0.13,530,2019-04-05
60,ANDERSON COOPER 360,CNN,8:00 PM,60,0.13,816,2019-04-05
61,ANCIENT ALIENS,HISTORY,8:00 PM,119,0.12,766,2019-04-05
62,CUOMO PRIME TIME,CNN,9:00 PM,60,0.12,812,2019-04-05
63,ERIN BURNETT OUTFRONT,CNN,7:00 PM,60,0.12,643,2019-04-05
64,YOUR WORLD W/NEIL CAVUTO,FOX NEWS CHANNEL,4:00 PM,60,0.12,"1,247",2019-04-05
65,DAILY BRIEFING W/D.PERINO,FOX NEWS CHANNEL,2:00 PM,60,0.12,"1,115",2019-04-05
66,PUPPY DOG PALS,DISNEY CHANNEL,9:30 AM,25,0.12,543,2019-04-05
67,THIS IS NOT HAPPENING,COMEDY CENTRAL,11:00 PM,30,0.12,245,2019-04-05
68,AMERICAS NEWSROOM,FOX NEWS CHANNEL,9:00 AM,60,0.11,"1,641",2019-04-05
69,OUTNUMBERED OVERTIME,FOX NEWS CHANNEL,1:00 PM,60,0.11,"1,219",2019-04-05
70,AMERICAS NEWSROOM,FOX NEWS CHANNEL,11:00 AM,60,0.11,"1,398",2019-04-05
71,ANCIENT ALIENS,HISTORY,12:03 AM,119,0.11,572,2019-04-05
72,MOVIE- LMN ACQUIRED PREM: I ALMOST MARRIED SRL KLLR,LIFETIME MOVIE NETWORK,8:00 PM,120,0.11,500,2019-04-05
73,GIGANTOSAURUS,DISNEY CHANNEL,9:00 AM,25,0.11,456,2019-04-05
74,11TH HOUR W/B. WILLIAMS,MSNBC,11:00 PM,60,0.11,"1,031",2019-04-05
75,FOX NEWS AT NIGHT,FOX NEWS CHANNEL,11:00 PM,60,0.11,"1,134",2019-04-05
76,BRIDEZILLAS,WETV,10:00 PM,60,0.11,335,2019-04-05
77,LIGA MX L: PUEBLA / MONARCAS,UNIVISION DEPORTES,11:00 PM,130,0.11,295,2019-04-05
78,ALL IN W/ CHRIS HAYES,MSNBC,8:00 PM,60,0.11,"1,491",2019-04-05
79,SITUATION ROOM,CNN,6:00 PM,60,0.11,612,2019-04-05
80,NFL LIVE                L,ESPN,1:30 PM,90,0.10,263,2019-04-05
81,OUTNUMBERED,FOX NEWS CHANNEL,12:00 PM,60,0.10,"1,503",2019-04-05
82,CNN TONIGHT,CNN,10:00 PM,60,0.10,642,2019-04-05
83,CNN NEWSROOM,CNN,3:00 PM,60,0.10,625,2019-04-05
84,OTL – FIRST REPORT   L,ESPN,1:00 PM,30,0.09,223,2019-04-05
85,ANIMAL CRIBS,ANIMAL PLANET,9:00 PM,60,0.09,328,2019-04-05
86,MICKEY AND THE ROADSTER,DISNEY CHANNEL,10:00 AM,25,0.09,495,2019-04-05
87,LEAD WITH JAKE TAPPER,CNN,4:00 PM,60,0.09,641,2019-04-05
88,INSIDE POLITICS,CNN,12:00 PM,60,0.09,574,2019-04-05
89,DEADLINE:WHITE HOUSE,MSNBC,4:00 PM,60,0.09,"1,394",2019-04-05
90,CNN NEWSROOM,CNN,2:00 PM,60,0.09,606,2019-04-05
91,FOX AND FRIENDS,FOX NEWS CHANNEL,6:00 AM,60,0.09,"1,095",2019-04-05
92,HARDBALL WITH C. MATTHEWS,MSNBC,7:00 PM,60,0.09,"1,251",2019-04-05
93,SITUATION ROOM,CNN,5:00 PM,60,0.09,683,2019-04-05
94,AT THIS HOUR,CNN,11:00 AM,60,0.09,577,2019-04-05
95,MTP DAILY,MSNBC,5:00 PM,60,0.09,"1,192",2019-04-05
96,CNN RIGHT NOW,CNN,1:00 PM,60,0.08,604,2019-04-05
97,CNN NEWSROOM,CNN,9:00 AM,60,0.08,566,2019-04-05
98,30 MINUTE MEALS,FOOD NETWORK,12:00 PM,30,0.08,349,2019-04-05
99,CNN TONIGHT,CNN,11:00 PM,60,0.08,478,2019-04-05
100,GHOST ADV REPACK: TGA-13R1R01H,TRAVEL CHANNEL,12:00 AM,120,0.08,215,2019-04-05
101,MORNING JOE: N/A,MSNBC,6:00 AM,180,0.08,"1,003",2019-04-05
102,NEW DAY,CNN,8:00 AM,60,0.08,505,2019-04-05
103,NASCAR M.E. CUP QUALIFY L,FOX SPORTS 1,6:00 PM,60,0.08,395,2019-04-05
104,DATELINE: SECRETS UNCOVRD: 614 FAMILY BUSINESS,OXYGEN MEDIA,7:00 PM,120,0.08,334,2019-04-05
105,SPORTSCENTER 12AM  L,ESPN2,12:00 AM,60,0.08,284,2019-04-05
106,BEAT W/ARI MELBER,MSNBC,6:00 PM,60,0.08,"1,077",2019-04-05
107,CNN NEWSROOM,CNN,10:00 AM,60,0.08,587,2019-04-05
108,MSNBC LIVE W/ S.RUHLE,MSNBC,9:00 AM,60,0.08,974,2019-04-05
109,PREMIER LEAGUE L: LIVERPOOL/SOUTHAMPTON,NBC SPORTS NETWORK,2:54 PM,134,0.07,231,2019-04-05
110,HOT ROD GARAGE,MOTOR TREND,9:00 PM,30,0.07,257,2019-04-05
111,FANCY NANCY,DISNEY CHANNEL,10:30 AM,25,0.07,389,2019-04-05
112,LIGA MX L: VERACRUZ / ATLAS,UNIVISION DEPORTES,8:30 PM,150,0.07,189,2019-04-05
113,ANDREA MITCHELL REPORTS,MSNBC,12:00 PM,60,0.07,889,2019-04-05
114,MSNBC LIVE W/VELSHI&RUHLE,MSNBC,1:00 PM,60,0.07,805,2019-04-05
115,MSNBC LIVE W/ H.JACKSON,MSNBC,10:00 AM,60,0.07,887,2019-04-05
116,UNDISPUTED L: 644,FOX SPORTS 1,9:30 AM,150,0.07,158,2019-04-05
117,E! NEWS,E!,7:00 PM,60,0.07,273,2019-04-05
118,WYATT CENACS PROBLEM AREA,HBO PRIME,11:00 PM,31,0.07,299,2019-04-05
119,CAKE MASTERS,COOKING CHANNEL,8:00 PM,60,0.07,231,2019-04-05
120,LAW & ORDER,SUNDANCE TV,9:00 PM,60,0.06,312,2019-04-05
121,NCAA WBKBL CHAMP STUDIO L,ESPN2,6:38 PM,21,0.06,303,2019-04-05
122,MSNBC LIVE W/ C.MELVIN,MSNBC,11:00 AM,60,0.06,815,2019-04-05
123,LEGENDARY CATCH,NATIONAL GEOGRAPHIC,11:00 PM,60,0.06,246,2019-04-05
124,NEW DAY,CNN,7:00 AM,60,0.06,439,2019-04-05
125,MSNBC LIVE W/ A.VELSHI,MSNBC,3:00 PM,60,0.06,825,2019-04-05
126,NFL LIVE,ESPN2,1:00 AM,60,0.06,185,2019-04-05
127,MSNBC LIVE W/K.TUR,MSNBC,2:00 PM,60,0.06,766,2019-04-05
128,TEXAS FLIP AND MOVE,DIY NETWORK,9:00 PM,60,0.06,318,2019-04-05
129,LAW & ORDER,SUNDANCE TV,11:00 PM,60,0.05,305,2019-04-05
130,CAKE MASTERS,COOKING CHANNEL,9:00 PM,60,0.05,151,2019-04-05
131,MORNING EXPRESS W/ MEADE,HLN,6:00 AM,60,0.05,217,2019-04-05
132,NEW DAY,CNN,6:00 AM,60,0.05,376,2019-04-05
133,PGA TOUR: 2019 VALERO TEXAS OPEN,GOLF CHANNEL,4:00 PM,180,0.05,409,2019-04-05
134,LAW & ORDER,SUNDANCE TV,10:00 PM,60,0.05,302,2019-04-05
135,NASCAR XFINITY FIN PRAC L,FOX SPORTS 1,5:00 PM,60,0.05,191,2019-04-05
136,LAW & ORDER,SUNDANCE TV,7:00 PM,60,0.05,204,2019-04-05
137,CAKE MASTERS,COOKING CHANNEL,10:00 PM,60,0.05,136,2019-04-05
138,SHOBOX: NEW GEN 2019,SHOWTIME PRIME,11:01 PM,12,0.05,151,2019-04-05
139,PREMIER LEAGUE GOAL ZONE,NBC SPORTS NETWORK,5:08 PM,23,0.04,119,2019-04-05
140,LAW & ORDER,SUNDANCE TV,8:00 PM,60,0.04,263,2019-04-05
141,FIRST TAKE: N/A,ESPN2,12:00 PM,120,0.04,102,2019-04-05
142,MORNING EXPRESS W/ MEADE,HLN,8:00 AM,60,0.04,191,2019-04-05
143,UNCOVERED: BEN YAHWEH: 100 SPECIAL,OXYGEN MEDIA,11:00 PM,120,0.04,162,2019-04-05
144,SPORTSCENTER AM      L,ESPN2,9:00 AM,60,0.04,104,2019-04-05
145,PRIME BASEBALL GAME: OAK AT HOU/CHC AT MIL,MLB NETWORK,8:11 PM,183,0.04,186,2019-04-05
146,DAYTIME MOVIE: WEDDING CRASHERS,FREEFORM,11:00 AM,150,0.04,99,2019-04-05
147,VICE NEWS TONIGHT,HBO PRIME,7:30 PM,29,0.04,218,2019-04-05
148,JUSTICE LEAGUE: JUSTICE LEAGUE,MAXPRIME,7:55 PM,120,0.04,159,2019-04-05
149,READY PLAYER ONE: READY PLAYER ONE,HBO PRIME,2:10 PM,140,0.04,95,2019-04-05
150,"SHAWSHANK REDEMPTION, THE: SHAWSHANK REDEMPTION, THE",POP,7:00 PM,210,0.04,140,2019-04-05
