rank,program,network,time,duration,rating,viewers,date
95,NEW DAY,CNN,7:00 AM,60,0.08,409,2019-03-29
96,BIG SCREEN MOVIE: MAGIC MIKE,FREEFORM,7:30 PM,150,0.08,222,2019-03-29
97,DATELINE: SECRETS UNCOVRD: 613 MYSTERY ON LOCKHART ROAD,OXYGEN MEDIA,7:00 PM,120,0.08,362,2019-03-29
98,HOT ROD GARAGE,MOTOR TREND,9:30 PM,30,0.07,313,2019-03-29
99,NEW DAY,CNN,8:00 AM,60,0.07,429,2019-03-29
100,NEW DAY,CNN,6:00 AM,60,0.07,374,2019-03-29
101,INSIDE POLITICS,CNN,12:00 PM,60,0.07,526,2019-03-29
102,E! NEWS,E!,7:00 PM,60,0.07,265,2019-03-29
103,CNN RIGHT NOW,CNN,1:00 PM,60,0.07,566,2019-03-29
104,CNN NEWSROOM,CNN,10:00 AM,60,0.07,604,2019-03-29
105,MSNBC LIVE W/ A.VELSHI,MSNBC,3:00 PM,60,0.07,926,2019-03-29
106,NASCAR TRUCKS RACING L: TEXAS,FOX SPORTS 1,9:00 PM,163,0.06,455,2019-03-29
107,ANDREA MITCHELL REPORTS,MSNBC,12:00 PM,60,0.06,801,2019-03-29
108,MSNBC LIVE W/K.TUR,MSNBC,2:00 PM,60,0.06,761,2019-03-29
109,NASCAR RACEDAY:TRCKS L,FOX SPORTS 1,8:34 PM,26,0.06,404,2019-03-29
110,PGA TOUR: 2019 WGC-DELL MATCH PLAY,GOLF CHANNEL,2:00 PM,363,0.06,564,2019-03-29
111,AMERICA SAYS,GSN,9:00 PM,30,0.06,432,2019-03-29
112,LEGENDARY CATCH,NATIONAL GEOGRAPHIC,11:00 PM,60,0.06,250,2019-03-29
113,WMNS NCAA BKBL CHAMP L,ESPN2,11:39 PM,111,0.06,340,2019-03-29
114,SKYSCRAPER,HBO PRIME,8:13 PM,102,0.06,240,2019-03-29
115,E! NEWS: DAILY POP I,E!,12:00 PM,60,0.06,112,2019-03-29
116,NBA REGULAR SEASON   L: INDIANA/BOSTON,NBA-TV,7:00 PM,155,0.05,213,2019-03-29
117,PRIME BASEBALL GAME: STL AT MIL/COL AT MIA,MLB NETWORK,8:10 PM,222,0.05,202,2019-03-29
118,COMMON KNOWLEDGE,GSN,5:30 PM,30,0.05,404,2019-03-29
119,PACIFIC RIM: UPRISING,HBO PRIME,5:35 PM,111,0.05,128,2019-03-29
120,VICE NEWS TONIGHT,HBO PRIME,7:30 PM,26,0.05,174,2019-03-29
121,LAW & ORDER,SUNDANCE TV,9:00 PM,60,0.05,272,2019-03-29
122,LAW & ORDER,SUNDANCE TV,10:00 PM,60,0.05,264,2019-03-29
123,FIRST TAKE,ESPN2,12:00 PM,60,0.05,104,2019-03-29
124,UNDISPUTED L: 639,FOX SPORTS 1,9:30 AM,150,0.05,107,2019-03-29
125,NASCAR XFINITY FIN PRAC L,FOX SPORTS 1,6:30 PM,60,0.04,211,2019-03-29
126,MSNBC LIVE W/VELSHI&RUHLE,MSNBC,1:00 PM,60,0.04,763,2019-03-29
127,NBA POSTGAME SHOW,NBA-TV,9:35 PM,80,0.04,125,2019-03-29
128,MLB PREGAME,MLB NETWORK,8:00 PM,10,0.04,136,2019-03-29
129,NCAA STUDIO UPDATE  L,ESPN,9:01 PM,28,0.04,265,2019-03-29
130,LAW & ORDER,SUNDANCE TV,12:00 AM,60,0.04,243,2019-03-29
131,NCAA HOCKEY CHAMP L: HARVARD/MASSACHUSETTS,ESPN2,3:05 PM,158,0.04,107,2019-03-29
132,MORNING EXPRESS W/ MEADE,HLN,6:00 AM,60,0.04,204,2019-03-29
133,TEXAS FLIP AND MOVE,DIY NETWORK,9:00 PM,60,0.04,324,2019-03-29
134,WMNS NCAA BKBL CHAMP L: ARIZONA ST/MISSISSIPPI ST,ESPN2,9:00 PM,131,0.04,261,2019-03-29
135,SPRING BAKING CHAMPION,COOKING CHANNEL,10:00 PM,60,0.04,185,2019-03-29
136,SPRING BAKING CHAMPION,COOKING CHANNEL,9:00 PM,60,0.04,145,2019-03-29
137,SPORTSCENTER AM      L,ESPN2,9:00 AM,60,0.04,123,2019-03-29
138,TENNIS: ATP TOUR MASTER L: MIAMI OPEN,ESPN2,1:00 PM,125,0.04,176,2019-03-29
139,SPORTSCENTER AM      L,ESPN2,8:00 AM,60,0.04,112,2019-03-29
140,KIN,MAXPRIME,8:15 PM,103,0.04,116,2019-03-29
141,WMNS NCAA BKBL CHAMP L,ESPN,9:29 PM,108,0.04,264,2019-03-29
142,HOT ROD GARAGE,MOTOR TREND,9:00 PM,30,0.04,237,2019-03-29
143,CRAZY CAKES,COOKING CHANNEL,11:00 PM,30,0.04,132,2019-03-29
144,LAW & ORDER,SUNDANCE TV,11:00 PM,60,0.04,268,2019-03-29
145,NASCAR M.E. CUP PRAC L,FOX SPORTS 1,3:00 PM,60,0.04,155,2019-03-29
146,GET UP: N/A,ESPN2,10:00 AM,120,0.04,107,2019-03-29
147,SPRING BAKING CHAMPION,COOKING CHANNEL,8:00 PM,60,0.04,150,2019-03-29
148,NASCAR TRUCKS QUALIFY L,FOX SPORTS 1,5:00 PM,90,0.04,189,2019-03-29
149,NFL TOTAL ACCESS,NFL NETWORK,7:00 PM,60,0.03,78,2019-03-29
150,ALVINNN CHIPMUNKS,NICKTOONS,10:00 PM,30,0.03,112,2019-03-29
