rank,program,network,time,duration,rating,viewers,date
1,LOVE & HIP HOP ATLANTA 8,VH1,9:00 PM,60,0.95,"2,086",2019-03-25
2,WWE ENTERTAINMENT,USA NETWORK,8:00 PM,60,0.91,"2,700",2019-03-25
3,WWE ENTERTAINMENT,USA NETWORK,9:00 PM,60,0.90,"2,665",2019-03-25
4,LOVE & HIP HOP ATLANTA 8,VH1,8:00 PM,60,0.90,"1,987",2019-03-25
5,WWE ENTERTAINMENT,USA NETWORK,10:00 PM,63,0.85,"2,402",2019-03-25
6,LOVE & HIP HOP MIAMI 2,VH1,10:00 PM,60,0.72,"1,529",2019-03-25
7,TEEN MOM II SSN9,MTV,9:00 PM,62,0.56,988,2019-03-25
8,VANDERPUMP RULES,BRAVO,9:00 PM,60,0.51,"1,228",2019-03-25
9,AMERICAN DAD TBS,TBS NETWORK,10:00 PM,30,0.40,851,2019-03-25
10,TUCKER CARLSON TONIGHT,FOX NEWS CHANNEL,8:00 PM,60,0.36,"3,886",2019-03-25
11,HANNITY,FOX NEWS CHANNEL,9:00 PM,60,0.35,"4,005",2019-03-25
12,SPRING BAKING CHAMPION,FOOD NETWORK,9:00 PM,60,0.34,"1,328",2019-03-25
13,ONE OF A KIND,HOME AND GARDEN TV,10:00 PM,30,0.34,"1,465",2019-03-25
14,STREET OUTLAWS SPC: N/A,DISCOVERY CHANNEL,8:00 PM,122,0.33,980,2019-03-25
15,HOME TOWN,HOME AND GARDEN TV,9:00 PM,60,0.32,"1,518",2019-03-25
16,HOUSE HUNTERS INTL,HOME AND GARDEN TV,10:30 PM,30,0.30,"1,496",2019-03-25
17,PARDON THE INTERRUPTION,ESPN,5:30 PM,30,0.29,829,2019-03-25
18,JESUS: HIS LIFE,HISTORY,9:00 PM,60,0.29,"1,815",2019-03-25
19,"INGRAHAM ANGLE, THE",FOX NEWS CHANNEL,10:00 PM,60,0.28,"3,356",2019-03-25
20,JESUS: HIS LIFE,HISTORY,8:00 PM,60,0.28,"1,897",2019-03-25
21,"FIVE, THE",FOX NEWS CHANNEL,5:00 PM,60,0.25,"3,065",2019-03-25
22,HOUSE HUNTERS,HOME AND GARDEN TV,8:00 PM,30,0.25,"1,163",2019-03-25
23,BETRAYED,INVESTIGATION DISCOVERY,10:00 PM,60,0.24,970,2019-03-25
24,COUNTING ON: N/A,TLC,9:00 PM,121,0.24,"1,090",2019-03-25
25,AROUND THE HORN,ESPN,5:00 PM,30,0.23,576,2019-03-25
26,SPECIAL RPT W/BRET BAIER,FOX NEWS CHANNEL,6:00 PM,60,0.22,"2,671",2019-03-25
27,"STORY, THE",FOX NEWS CHANNEL,7:00 PM,60,0.22,"2,398",2019-03-25
28,SPORTSCENTER EARLY      L,ESPN,6:00 PM,60,0.22,536,2019-03-25
29,SPRING BAKING CHAMPION,FOOD NETWORK,8:00 PM,60,0.22,907,2019-03-25
30,RACHEL MADDOW SHOW,MSNBC,9:00 PM,60,0.21,"2,513",2019-03-25
31,LINDSAY LOHANS BEACH CLUB,MTV,10:02 PM,61,0.21,412,2019-03-25
32,SUMMER HOUSE,BRAVO,10:00 PM,60,0.21,563,2019-03-25
33,FAMILY FOOD SHOWDOWN,FOOD NETWORK,10:00 PM,60,0.21,830,2019-03-25
34,FOX NEWS AT NIGHT,FOX NEWS CHANNEL,11:00 PM,60,0.20,"1,956",2019-03-25
35,HIGH NOON (9AM PACIFIC),ESPN,4:00 PM,30,0.20,449,2019-03-25
36,DAILY SHOW,COMEDY CENTRAL,11:00 PM,36,0.20,768,2019-03-25
37,GRAVE MYSTERIES,INVESTIGATION DISCOVERY,9:00 PM,60,0.20,787,2019-03-25
38,SPORTSCENTER 1AM        L,ESPN,1:00 AM,60,0.20,392,2019-03-25
39,HIGHLY QUESTIONABLE,ESPN,4:30 PM,30,0.20,500,2019-03-25
40,WMNS NCAA BKBL CHAMP L: VARIOUS TEAMS,ESPN,7:00 PM,129,0.19,845,2019-03-25
41,THE FIRST 48,A&E NETWORK,10:01 PM,61,0.18,607,2019-03-25
42,GET UP   L: N/A,ESPN,8:00 AM,120,0.18,492,2019-03-25
43,SPORTSCENTER 12AM  L,ESPN,12:00 AM,60,0.18,414,2019-03-25
44,FIRST TAKE   L: N/A,ESPN,10:00 AM,120,0.18,472,2019-03-25
45,WMNS NCAA BKBL CHAMP L: VARIOUS TEAMS,ESPN,9:09 PM,126,0.18,904,2019-03-25
46,SPORTSCENTER LATE       L,ESPN,11:15 PM,45,0.17,485,2019-03-25
47,KNIGHTFALL,HISTORY,10:00 PM,62,0.17,928,2019-03-25
48,INTO THE BADLANDS,AMC,10:00 PM,61,0.17,591,2019-03-25
49,SPORTSCENTER AM      L,ESPN,7:00 AM,60,0.17,410,2019-03-25
50,FOX AND FRIENDS,FOX NEWS CHANNEL,8:00 AM,60,0.16,"1,950",2019-03-25
51,NBA: THE JUMP L,ESPN,3:00 PM,60,0.16,358,2019-03-25
52,FOX AND FRIENDS,FOX NEWS CHANNEL,7:00 AM,60,0.16,"1,555",2019-03-25
