rank,program,network,time,duration,rating,viewers,date
40,SPORTSCENTER WEEKEND-AM L,ESPN,8:00 AM,60,0.16,451,2019-04-07
41,THE A&E MOVIE: STEP BROTHERS,A&E NETWORK,10:01 PM,120,0.16,350,2019-04-07
42,SNAPPED,OXYGEN MEDIA,6:00 PM,60,0.16,538,2019-04-07
43,SISTER WIVES: MORE TO LOV,TLC,7:00 PM,60,0.16,672,2019-04-07
44,"OFFICE, THE",NICK-AT-NITE,10:00 PM,30,0.16,477,2019-04-07
45,RAINBOW BUTTERFLY UNICORN,NICKELODEON,11:00 AM,30,0.15,652,2019-04-07
46,KILLING EVE,AMC,8:00 PM,60,0.15,769,2019-04-07
47,SPORTSCENTER WEEKEND-AM L,ESPN,7:00 AM,60,0.15,397,2019-04-07
48,VEEP,HBO PRIME,10:32 PM,29,0.15,473,2019-04-07
49,BARRY,HBO PRIME,10:01 PM,30,0.15,424,2019-04-07
50,USA SOCCER WOMEN        L: USA/BELGIUM,ESPN2,9:00 PM,128,0.15,439,2019-04-07
51,REAL HOUSEWIVES ATLANTA,BRAVO,11:30 PM,61,0.15,456,2019-04-07
52,"ZOO, THE",ANIMAL PLANET,8:00 PM,60,0.14,710,2019-04-07
53,"OFFICE, THE",NICK-AT-NITE,10:30 PM,30,0.14,417,2019-04-07
54,"MEG, THE",HBO PRIME,4:30 PM,113,0.13,461,2019-04-07
55,"CHI, THE S2",SHOWTIME PRIME,10:01 PM,56,0.13,454,2019-04-07
56,DC SUPER HERO G (SERIES),THE CARTOON NETWORK,4:00 PM,30,0.13,451,2019-04-07
57,PREMIER LEAGUE L: ARSENAL/EVERTON,NBC SPORTS NETWORK,8:58 AM,135,0.13,381,2019-04-07
58,NCAA WBKBL CHAMP STUDIO L,ESPN,5:02 PM,58,0.12,600,2019-04-07
59,MICKEYS GREAT CLUBHOUSE H,DISNEY JUNIOR,2:10 PM,50,0.12,472,2019-04-07
60,SP FIXER UPPER,HOME AND GARDEN TV,8:00 AM,60,0.12,406,2019-04-07
61,PPG 2016,THE CARTOON NETWORK,4:30 PM,30,0.11,387,2019-04-07
62,BUSH YEARS,CNN,10:00 PM,60,0.11,541,2019-04-07
63,FOX & FRIENDS SUNDAY,FOX NEWS CHANNEL,8:00 AM,60,0.11,"1,437",2019-04-07
64,NASCAR RACEDAY L,FOX SPORTS 1,12:30 PM,76,0.11,782,2019-04-07
65,WICKED TUNA COMPILATION,NATIONAL GEOGRAPHIC,8:00 PM,60,0.11,490,2019-04-07
66,VERY SCARY PEOPLE,HLN,10:00 PM,60,0.11,523,2019-04-07
67,"LIFE, LIBERTY AND LEVIN",FOX NEWS CHANNEL,10:00 PM,60,0.10,"1,433",2019-04-07
68,SAVAGE KINGDOM,NATIONAL GEOGRAPHIC,10:00 PM,60,0.10,517,2019-04-07
69,FOX NEWS SUNDAY,FOX NEWS CHANNEL,2:00 PM,60,0.10,"1,031",2019-04-07
70,EXP UNKNOWN: EGYPT LIVE: TEUEL-101H,TRAVEL CHANNEL,8:00 PM,128,0.10,523,2019-04-07
71,NBA REGULAR SEASON   L: UTAH/LA LAKERS,NBA-TV,9:35 PM,146,0.10,291,2019-04-07
72,SUNDAY MOVIE: REAL STEEL,FREEFORM,8:45 PM,185,0.10,287,2019-04-07
73,TRICKY DICK,CNN,9:00 PM,60,0.10,680,2019-04-07
74,KILLING EVE,BBC-AMERICA,8:00 PM,60,0.10,403,2019-04-07
75,MISSION DECLASSIFIED,TRAVEL CHANNEL,10:08 PM,56,0.10,427,2019-04-07
76,NHRA D: LAS VEGAS,FOX SPORTS 1,5:30 PM,181,0.10,713,2019-04-07
77,MEGA MAN 2018,THE CARTOON NETWORK,6:30 AM,15,0.10,243,2019-04-07
78,FAREED ZAKARIA: GPS,CNN,10:00 AM,60,0.10,693,2019-04-07
79,SHIMMER AND SHINE,NICK JR,11:00 AM,30,0.10,382,2019-04-07
80,PREMIER LEAGUE GOAL ZONE,NBC SPORTS NETWORK,11:13 AM,47,0.10,282,2019-04-07
81,MURDER FOR HIRE,OXYGEN MEDIA,7:00 PM,60,0.10,431,2019-04-07
82,RELIABLE SOURCES,CNN,11:00 AM,60,0.10,696,2019-04-07
83,"NUN, THE",HBO PRIME,8:15 PM,97,0.10,283,2019-04-07
84,AMERICAS NEWS HQ,FOX NEWS CHANNEL,1:00 PM,60,0.10,975,2019-04-07
85,PAID PROGRAM,USA NETWORK,7:00 AM,30,0.09,261,2019-04-07
86,"NEXT REVOLUTION, THE",FOX NEWS CHANNEL,9:00 PM,60,0.09,"1,230",2019-04-07
87,FOX & FRIENDS SUNDAY,FOX NEWS CHANNEL,9:00 AM,60,0.09,"1,339",2019-04-07
88,BBCA MOVIE: MR AND MRS SMITH,BBC-AMERICA,5:30 PM,150,0.09,255,2019-04-07
89,KILLING EVE BONUS MARA,AMC,6:59 PM,60,0.09,478,2019-04-07
90,SPORTSCENTER WEEKEND-AM L,ESPN2,9:00 AM,60,0.09,248,2019-04-07
91,FOX & FRIENDS SUNDAY,FOX NEWS CHANNEL,7:00 AM,60,0.09,"1,152",2019-04-07
92,AMERICAS NEWS HQ,FOX NEWS CHANNEL,4:00 PM,60,0.09,775,2019-04-07
93,NBA GAMETIME LIVE,NBA-TV,9:09 PM,26,0.09,254,2019-04-07
94,CNN NEWSROOM,CNN,8:00 PM,60,0.09,592,2019-04-07
95,KILLING EVE BONUS MARA,AMC,12:47 PM,62,0.09,346,2019-04-07
96,KILLING EVE BONUS MARA,AMC,1:49 PM,62,0.09,374,2019-04-07
97,AM JOY: N/A,MSNBC,10:00 AM,120,0.09,789,2019-04-07
98,CNN NEWSROOM,CNN,6:00 PM,60,0.08,606,2019-04-07
99,MLS REGULAR SEASON      L: FC CINCINNATI/SPORTING KANSAS CITY,ESPN,2:56 PM,126,0.08,239,2019-04-07
100,CNN NEWSROOM,CNN,7:00 PM,60,0.08,567,2019-04-07
101,KILLING EVE BONUS MARA,AMC,4:55 PM,62,0.08,415,2019-04-07
102,KILLING EVE BONUS MARA,AMC,2:51 PM,62,0.08,368,2019-04-07
103,UNCENSORED,TV ONE,10:00 PM,60,0.08,266,2019-04-07
104,EVAN GOES WILD,ANIMAL PLANET,9:01 PM,60,0.08,403,2019-04-07
105,AMERICAN GODS 2,STARZ PRIMARY,8:01 PM,55,0.08,306,2019-04-07
106,E:60,ESPN2,10:00 AM,60,0.08,159,2019-04-07
107,AMERICAS NEWS HQ,FOX NEWS CHANNEL,12:00 PM,60,0.08,"1,105",2019-04-07
108,LADYGANG,E!,11:00 PM,30,0.08,202,2019-04-07
109,WICKED TUNA: HOOKED UP,NATIONAL GEOGRAPHIC,7:00 PM,60,0.08,359,2019-04-07
110,NBA POSTGAME SHOW,NBA-TV,12:01 AM,59,0.08,160,2019-04-07
111,VERY SCARY PEOPLE,HLN,9:00 PM,60,0.08,411,2019-04-07
112,FOX REPORT WITH JON SCOTT,FOX NEWS CHANNEL,6:00 PM,60,0.08,969,2019-04-07
113,NBA REGULAR SEASON   L: PHOENIX/HOUSTON,NBA-TV,7:03 PM,126,0.08,212,2019-04-07
114,TRNING PT W DR D JEREMIAH,USA NETWORK,7:30 AM,30,0.08,240,2019-04-07
115,REAL HOUSEWIVES ATLANTA,BRAVO,1:32 AM,60,0.08,264,2019-04-07
116,MEDIA BUZZ,FOX NEWS CHANNEL,11:00 AM,60,0.08,"1,353",2019-04-07
117,KILLING EVE BONUS MARA,AMC,3:53 PM,62,0.08,368,2019-04-07
118,EXP UNKNOWN: EGYPT LIVE: N/A,SCIENCE,8:00 PM,128,0.08,411,2019-04-07
119,PGA TOUR,GOLF CHANNEL,1:07 PM,74,0.08,645,2019-04-07
120,SCANDALOUS,FOX NEWS CHANNEL,8:00 PM,60,0.08,841,2019-04-07
121,STATE OF THE UNION,CNN,9:00 AM,60,0.07,598,2019-04-07
122,AFTERNOON BASEBALL/JIP,MLB NETWORK,5:15 PM,85,0.07,303,2019-04-07
123,MOVIE- ACQUIRED RPT,LIFETIME TELEVISION,10:03 PM,116,0.07,392,2019-04-07
124,LIGA MX L: SANTOS / PACHUCA,UNIVISION DEPORTES,7:00 PM,123,0.07,209,2019-04-07
125,STAR VS FORCES OF EVIL,DISNEY CHANNEL,8:30 AM,30,0.07,381,2019-04-07
126,IN TOUCH MINISTRIES W/C S,USA NETWORK,8:00 AM,30,0.07,202,2019-04-07
127,KILLING EVE BONUS MARA,AMC,5:57 PM,62,0.07,408,2019-04-07
128,AUTOPSY (ORIGINAL),REELZCHANNEL,8:00 PM,60,0.07,398,2019-04-07
129,CNN NEWSROOM,CNN,5:00 PM,60,0.07,528,2019-04-07
130,SUNDAY MORNING FUTURES,FOX NEWS CHANNEL,10:00 AM,60,0.07,"1,345",2019-04-07
131,NCAA STUDIO UPDATE  L,ESPN2,8:35 PM,25,0.07,230,2019-04-07
132,AMERICA UNEARTHED,TRAVEL CHANNEL,5:00 PM,60,0.07,390,2019-04-07
133,STAR VS FORCES OF EVIL,DISNEY CHANNEL,8:00 AM,30,0.07,363,2019-04-07
134,RAPUNZELS TANGLED ADV.,DISNEY CHANNEL,7:00 AM,30,0.07,347,2019-04-07
135,ALIEN PLANET: PROMETHEUS,IFC TV,7:00 PM,180,0.06,271,2019-04-07
136,MLB TONIGHT SUNDAY,MLB NETWORK,6:40 PM,80,0.06,231,2019-04-07
137,CNN NEWSROOM,CNN,2:00 PM,60,0.06,444,2019-04-07
138,AMC MOVIE,AMC,1:00 AM,96,0.06,226,2019-04-07
139,NATIVE SON,HBO PRIME,6:25 PM,69,0.06,200,2019-04-07
140,EGYPTS UNEXPLAINED FILES,SCIENCE,10:08 PM,58,0.06,392,2019-04-07
141,RAPUNZELS TANGLED ADV.,DISNEY CHANNEL,7:30 AM,30,0.06,348,2019-04-07
142,GO AWAY UNICORN,DISNEY CHANNEL,6:00 AM,30,0.06,346,2019-04-07
143,FOOD PARADISE,COOKING CHANNEL,10:00 PM,60,0.06,164,2019-04-07
144,AMC MOVIE,AMC,12:06 AM,54,0.06,260,2019-04-07
145,LEGENDARY LOCATIONS,TRAVEL CHANNEL,12:00 PM,60,0.06,298,2019-04-07
146,FINDING JUSTICE,BLACK ENTERTAINMENT TV,8:00 PM,60,0.06,229,2019-04-07
147,CNN NEWSROOM,CNN,3:00 PM,60,0.06,391,2019-04-07
148,LEGENDARY LOCATIONS,TRAVEL CHANNEL,2:00 PM,60,0.06,257,2019-04-07
149,DR. KS EXOTIC ANIMAL ER,NAT GEO WILD,8:00 PM,60,0.06,350,2019-04-07
150,UNSUNG,TV ONE,9:00 PM,60,0.06,276,2019-04-07
