rank,program,network,time,duration,rating,viewers,date
94,NEW DAY,CNN,8:00 AM,60,0.09,525,2019-04-03
95,HAPPY!,SYFY,10:00 PM,59,0.09,286,2019-04-03
96,"DRUGS, INC.: THE FIX",NATIONAL GEOGRAPHIC,9:00 PM,60,0.09,269,2019-04-03
97,CNN NEWSROOM,CNN,2:00 PM,60,0.09,614,2019-04-03
98,FORGED IN FIRE,HISTORY,12:03 AM,58,0.09,300,2019-04-03
99,BROCKMIRE,IFC TV,10:00 PM,31,0.09,221,2019-04-03
100,SCHITTS CREEK,POP,10:00 PM,31,0.08,241,2019-04-03
101,NEW DAY,CNN,7:00 AM,60,0.08,431,2019-04-03
102,MSNBC LIVE W/ S.RUHLE,MSNBC,9:00 AM,60,0.08,"1,015",2019-04-03
103,WATCH WHAT HAPPENS LIVE,BRAVO,11:30 PM,30,0.08,306,2019-04-03
104,CNN NEWSROOM,CNN,3:00 PM,60,0.08,620,2019-04-03
105,DEADLINE:WHITE HOUSE,MSNBC,4:00 PM,60,0.08,"1,312",2019-04-03
106,MSNBC LIVE W/VELSHI&RUHLE,MSNBC,1:00 PM,60,0.08,873,2019-04-03
107,ZOMBIE HOUSE FLIPPING,A&E NETWORK,9:00 PM,61,0.07,300,2019-04-03
108,CNN RIGHT NOW,CNN,1:00 PM,60,0.07,536,2019-04-03
109,YOURE THE WORST,FXX,10:00 PM,47,0.07,160,2019-04-03
110,CNN NEWSROOM,CNN,10:00 AM,60,0.07,555,2019-04-03
111,MSNBC LIVE W/ H.JACKSON,MSNBC,10:00 AM,60,0.07,"1,002",2019-04-03
112,AMERICA SAYS,GSN,9:00 PM,30,0.07,524,2019-04-03
113,NEW DAY,CNN,6:00 AM,60,0.07,364,2019-04-03
114,E! NEWS,E!,7:00 PM,60,0.07,283,2019-04-03
115,MSNBC LIVE W/K.TUR,MSNBC,2:00 PM,60,0.07,797,2019-04-03
116,MORNING EXPRESS W/ MEADE,HLN,6:00 AM,60,0.07,291,2019-04-03
117,E! NEWS: DAILY POP I,E!,12:00 PM,60,0.06,128,2019-04-03
118,30 MINUTE MEALS,FOOD NETWORK,12:00 PM,30,0.06,402,2019-04-03
119,NBA POSTGAME SHOW,NBA-TV,12:59 AM,61,0.06,144,2019-04-03
120,INSIDE POLITICS,CNN,12:00 PM,60,0.06,504,2019-04-03
121,GUERRILLA GOLD RUSH,NATIONAL GEOGRAPHIC,10:00 PM,60,0.06,227,2019-04-03
122,UNDISPUTED L: 642,FOX SPORTS 1,9:30 AM,150,0.06,145,2019-04-03
123,AT THIS HOUR,CNN,11:00 AM,60,0.06,534,2019-04-03
124,JURASSIC WORLD:FALLEN KIN: JURASSIC WORLD:FALLEN KIN,HBO PRIME,8:35 AM,128,0.06,134,2019-04-03
125,PREMIER LEAGUE L: CRYSTAL PALACE/TOTTENHAM,NBC SPORTS NETWORK,2:29 PM,147,0.06,181,2019-04-03
126,FUTBOL CENTRAL L,UNIVISION DEPORTES,9:30 PM,30,0.06,114,2019-04-03
127,REAL HOUSEWIVES OF NYC,BRAVO,3:59 PM,61,0.06,140,2019-04-03
128,TINY HOUSE NATION,A&E NETWORK,10:01 PM,63,0.06,244,2019-04-03
129,MSNBC LIVE W/ C.MELVIN,MSNBC,11:00 AM,60,0.06,844,2019-04-03
130,ANDREA MITCHELL REPORTS,MSNBC,12:00 PM,60,0.06,853,2019-04-03
131,SINKHOLES,SCIENCE,10:00 PM,60,0.06,268,2019-04-03
132,REAL HOUSEWIVES OF NYC,BRAVO,2:58 PM,61,0.06,124,2019-04-03
133,PARDON THE INTERRUPTION,ESPN2,6:30 PM,30,0.05,177,2019-04-03
134,PRIME BASEBALL GAME: SF AT LAD/HOU AT TEX,MLB NETWORK,10:10 PM,180,0.05,174,2019-04-03
135,BUSY TONIGHT,E!,11:00 PM,30,0.05,169,2019-04-03
136,COMMON KNOWLEDGE,GSN,5:30 PM,30,0.05,492,2019-04-03
137,MSNBC LIVE W/ A.VELSHI,MSNBC,3:00 PM,60,0.05,848,2019-04-03
138,MORNING EXPRESS W/ MEADE,HLN,7:00 AM,60,0.05,255,2019-04-03
139,CHASING CLASSIC CARS,MOTOR TREND,9:00 PM,60,0.05,384,2019-04-03
140,REAL HOUSEWIVES OF NYC,BRAVO,2:00 PM,58,0.05,117,2019-04-03
141,NOW OR NEVER,ESPN2,2:00 AM,30,0.05,105,2019-04-03
142,LAST STOP GARAGE,MOTOR TREND,10:00 PM,30,0.05,264,2019-04-03
143,AROUND THE HORN,ESPN2,6:00 PM,30,0.05,129,2019-04-03
144,COLL SOFTBALL REG SSN   L: FLORIDA STATE/FLORIDA,ESPN2,7:00 PM,122,0.04,192,2019-04-03
145,AMHQ,THE WEATHER CHANNEL,7:00 AM,60,0.04,180,2019-04-03
146,HIGH NOON (9AM PACIFIC),ESPN2,5:00 PM,30,0.04,108,2019-04-03
147,SP IWT CNSMR ELCT SH,HOME AND GARDEN TV,8:00 AM,60,0.04,144,2019-04-03
148,NHL LIVE PRE,NBC SPORTS NETWORK,7:00 PM,62,0.04,92,2019-04-03
149,OUR FAMILY WEDDING,HBO PRIME,10:45 AM,103,0.04,103,2019-04-03
150,UFC TOP 10,ESPN2,2:30 AM,30,0.04,109,2019-04-03
