rank,program,network,time,duration,rating,viewers,date
1,WALKING DEAD,AMC,9:00 PM,69,1.86,"5,019",2019-03-31
2,REAL HOUSEWIVES ATLANTA,BRAVO,8:00 PM,75,0.81,"2,141",2019-03-31
3,KEEPING UP KARDASHIANS,E!,9:00 PM,59,0.62,"1,296",2019-03-31
4,MLB SUNDAY NIGHT        L: ATLANTA/PHILADELPHIA,ESPN,7:56 PM,157,0.62,"1,866",2019-03-31
5,ALASKAN BUSH PEOPLE,DISCOVERY CHANNEL,10:02 PM,61,0.45,"2,205",2019-03-31
6,NAKED AND AFRAID,DISCOVERY CHANNEL,8:00 PM,61,0.43,"1,550",2019-03-31
7,NAKED AND AFRAID,DISCOVERY CHANNEL,9:01 PM,61,0.41,"1,645",2019-03-31
8,KILLING EVE BONUS,AMC,10:09 PM,62,0.39,"1,220",2019-03-31
9,BUDDY VS DUFF,FOOD NETWORK,9:00 PM,60,0.39,"1,449",2019-03-31
10,CARIBBEAN LIFE,HOME AND GARDEN TV,9:30 PM,30,0.37,"1,518",2019-03-31
11,RIDICULOUSNESS SSN13,MTV,8:00 PM,31,0.37,774,2019-03-31
12,SPORTSCENTER WEEKEND-PM L,ESPN,10:33 PM,27,0.37,"1,071",2019-03-31
13,MARRIED TO MEDICINE LA,BRAVO,9:15 PM,60,0.37,"1,023",2019-03-31
14,RIDICULOUSNESS SSN13,MTV,8:31 PM,31,0.35,751,2019-03-31
15,SISTER WIVES,TLC,8:00 PM,60,0.33,"1,436",2019-03-31
16,MEDITERRANEAN LIFE,HOME AND GARDEN TV,10:00 PM,30,0.33,"1,407",2019-03-31
17,CARIBBEAN LIFE,HOME AND GARDEN TV,9:00 PM,30,0.32,"1,399",2019-03-31
18,BAR RESCUE,PARAMOUNT,10:00 PM,61,0.32,699,2019-03-31
19,HOW CLOSE CAN I BEACH,HOME AND GARDEN TV,8:30 PM,30,0.30,"1,332",2019-03-31
20,TALKING DEAD,AMC,11:11 PM,60,0.29,"1,027",2019-03-31
21,SPORTSCENTER LATE       L,ESPN,11:00 PM,90,0.28,736,2019-03-31
22,ON THE CASE WITH PZ,INVESTIGATION DISCOVERY,10:00 PM,60,0.28,"1,179",2019-03-31
23,GEMUSETTO MACHU PICCHU,ADULT SWIM,12:00 AM,60,0.28,561,2019-03-31
24,PIONEER WOMAN,FOOD NETWORK,10:30 AM,30,0.28,"1,216",2019-03-31
25,PREMIER LEAGUE L: TOTTENHAM/LIVERPOOL,NBC SPORTS NETWORK,11:25 AM,139,0.28,743,2019-03-31
26,SEEKING SISTER WIFE: N/A,TLC,9:00 PM,121,0.28,928,2019-03-31
27,VERY CAVALLARI,E!,10:00 PM,60,0.27,550,2019-03-31
28,HOW CLOSE CAN I BEACH,HOME AND GARDEN TV,8:00 PM,30,0.27,"1,140",2019-03-31
29,EVIL LIVES HERE,INVESTIGATION DISCOVERY,9:00 PM,60,0.27,"1,142",2019-03-31
