rank,program,network,time,duration,rating,viewers,date
1,WALKING DEAD,AMC,9:00 PM,85,1.48,"4,152",2019-03-24
2,TNT NCAA BSKBL CHMP-SU-4: OHIO ST VS HOUSTON,TURNER NETWORK TELEVISION,8:48 PM,142,1.14,"3,565",2019-03-24
3,TBS NCAA BSKBL CHMP-SU-4: UC IRVINE VS OREGON,TBS NETWORK,9:34 PM,132,0.94,"2,695",2019-03-24
4,TBS NCAA BSKBL CHMP-SU-3: LIBERTY VS VA TECH,TBS NETWORK,7:00 PM,133,0.94,"2,747",2019-03-24
5,TBS NCAA BSK CHP-BRG-PRSU,TBS NETWORK,9:16 PM,18,0.77,"2,131",2019-03-24
6,REAL HOUSEWIVES ATLANTA,BRAVO,8:00 PM,60,0.75,"2,049",2019-03-24
7,TNT NCAA BSK CHP-BRG-PRSU,TURNER NETWORK TELEVISION,8:28 PM,20,0.60,"1,986",2019-03-24
8,TRU NCAA BSKBL CHMP-SU-4: OKLAHOMA VS VIRGINIA,TRUTV,7:48 PM,133,0.55,"1,859",2019-03-24
9,TNT NCAA BSKBL CHMP-SU-3: BUFFALO VS TEXAS TECH,TURNER NETWORK TELEVISION,6:00 PM,144,0.53,"1,697",2019-03-24
10,TBS NCAA BSK POST GAME-SU,TBS NETWORK,11:51 PM,54,0.44,"1,119",2019-03-24
11,BUDDY VS DUFF,FOOD NETWORK,9:00 PM,60,0.43,"1,492",2019-03-24
12,INTO THE BADLANDS,AMC,10:25 PM,62,0.42,"1,249",2019-03-24
13,NAKED AND AFRAID: N/A,DISCOVERY CHANNEL,8:00 PM,122,0.42,"1,568",2019-03-24
14,ALASKAN BUSH PEOPLE,DISCOVERY CHANNEL,10:02 PM,61,0.41,"1,859",2019-03-24
15,NASCAR M.E. CUP RACING L: MARTINSVILLE,FOX SPORTS 1,2:00 PM,240,0.36,"2,455",2019-03-24
16,TALKING DEAD,AMC,11:27 PM,60,0.33,"1,010",2019-03-24
17,HOT STREETS,ADULT SWIM,12:00 AM,15,0.32,669,2019-03-24
18,RIDICULOUSNESS SSN13,MTV,8:31 PM,31,0.31,748,2019-03-24
19,"MEG, THE",HBO PRIME,7:00 PM,113,0.31,830,2019-03-24
20,SISTER WIVES: N/A,TLC,8:00 PM,120,0.31,"1,389",2019-03-24
21,CARIBBEAN LIFE,HOME AND GARDEN TV,9:00 PM,30,0.30,"1,364",2019-03-24
22,CARIBBEAN LIFE,HOME AND GARDEN TV,9:30 PM,30,0.30,"1,321",2019-03-24
23,MARRIED TO MEDICINE LA,BRAVO,9:00 PM,60,0.30,960,2019-03-24
24,RIDICULOUSNESS SSN13,MTV,8:00 PM,31,0.29,674,2019-03-24
25,COLLEGE GAMEDAY-BKBL    L,ESPN,11:00 AM,60,0.28,739,2019-03-24
26,BAR RESCUE,PARAMOUNT,10:00 PM,61,0.27,599,2019-03-24
27,HOT STREETS,ADULT SWIM,12:15 AM,15,0.27,584,2019-03-24
28,ON THE CASE WITH PZ,INVESTIGATION DISCOVERY,10:00 PM,60,0.27,"1,205",2019-03-24
29,HOW CLOSE CAN I BEACH,HOME AND GARDEN TV,8:30 PM,30,0.26,"1,267",2019-03-24
30,MEDITERRANEAN LIFE,HOME AND GARDEN TV,10:00 PM,30,0.26,"1,334",2019-03-24
31,MEDITERRANEAN LIFE,HOME AND GARDEN TV,10:30 PM,30,0.26,"1,329",2019-03-24
