rank,program,network,time,duration,rating,viewers,date
1,TBS NCAA BSKBL CHMP-SU-4: OREGON ST VS OKLA ST,TBS NETWORK,9:48 PM,160,1.10,"3,590",2021-03-21
2,TBS NCAA BSKBL CHMP-SU-3: RUTGERS VS HOUSTON,TBS NETWORK,7:00 PM,150,0.85,"2,786",2021-03-21
3,TNT NCAA BSKBL CHMP-SU-3,TURNER NETWORK TELEVISION,6:00 PM,93,0.82,"2,565",2021-03-21
4,90 DAY FIANCE: N/A,TLC,8:00 PM,120,0.66,"2,248",2021-03-21
5,TNT NCAA BSK CHP-BRG-PRSU,TURNER NETWORK TELEVISION,8:33 PM,19,0.61,"2,062",2021-03-21
6,WALKING DEAD,AMC,9:00 PM,60,0.56,"2,113",2021-03-21
7,TRU NCAA BSKBL CHMP-SU-4: ORAL ROBERTS VS FLA,TRUTV,7:38 PM,134,0.51,"1,716",2021-03-21
8,TNT NCAA BSKBL CHMP-SU-4: NORTH TEXAS VS VILLANOVA,TURNER NETWORK TELEVISION,8:52 PM,124,0.51,"1,688",2021-03-21
9,TBS NCAA BSK CHP-BRG-PRSU,TBS NETWORK,9:30 PM,18,0.45,"1,813",2021-03-21
10,TBS NCAA BSK POST GAME-SU,TBS NETWORK,12:33 AM,52,0.39,"1,083",2021-03-21
11,REAL HOUSEWIVES ATLANTA,BRAVO,8:00 PM,60,0.35,"1,183",2021-03-21
12,HOME TOWN,HOME AND GARDEN TV,8:00 PM,60,0.30,"2,209",2021-03-21
13,TOURNAMENT OF CHAMPIONS,FOOD NETWORK,8:00 PM,90,0.29,"1,139",2021-03-21
14,SISTER WIVES,TLC,10:00 PM,60,0.28,"1,424",2021-03-21
15,HOME TOWN REPACK,HOME AND GARDEN TV,9:00 PM,60,0.26,"1,690",2021-03-21
16,MARRIED TO MEDICINE,BRAVO,9:00 PM,60,0.25,839,2021-03-21
17,FOOD THAT BUILT AMERICA,HISTORY,9:00 PM,63,0.23,"1,072",2021-03-21
18,NAKED AND AFRAID,DISCOVERY CHANNEL,9:01 PM,61,0.22,"1,042",2021-03-21
19,GENIUS,NATIONAL GEOGRAPHIC,9:00 PM,68,0.21,"1,382",2021-03-21
20,FAST FOODIES,TRUTV,9:58 PM,38,0.21,544,2021-03-21
21,COLLEGE GAMEDAY-BKBL    L,ESPN,11:00 AM,60,0.21,678,2021-03-21
22,MOMMA NAMED ME SHERIFF,ADULT SWIM,12:00 AM,15,0.21,366,2021-03-21
23,NAKED AND AFRAID,DISCOVERY CHANNEL,8:00 PM,61,0.20,"1,038",2021-03-21
24,DELICIOUS MISS BROWN,FOOD NETWORK,12:00 PM,30,0.19,927,2021-03-21
25,GENIUS,NATIONAL GEOGRAPHIC,10:08 PM,57,0.19,"1,368",2021-03-21
26,WHEN CALLS THE HEART,HALLMARK CHANNEL,9:00 PM,60,0.19,"2,205",2021-03-21
27,LAST WEEK TONIGHT,HBO PRIME,11:01 PM,32,0.19,690,2021-03-21
28,SPORTSCENTER WEEKEND-AM L,ESPN,10:00 AM,60,0.18,505,2021-03-21
29,GIRL MEETS FARM,FOOD NETWORK,11:00 AM,30,0.18,932,2021-03-21
30,TALKING DEAD,AMC,10:00 PM,60,0.18,808,2021-03-21
31,WATCH WHAT HAPPENS LIVE,BRAVO,10:00 PM,30,0.17,593,2021-03-21
32,SUB 23 OLYMPIC QUALIFIER: COSTA RICA / MEXICO,TUDN,9:25 PM,128,0.17,447,2021-03-21
33,MODERN MARVELS,HISTORY,10:03 PM,62,0.17,826,2021-03-21
34,RIDICULOUSNESS SSN20,MTV,8:30 PM,30,0.16,427,2021-03-21
35,GREAT FOOD TRUCK RACE,FOOD NETWORK,10:00 PM,60,0.16,662,2021-03-21
36,RIDICULOUSNESS SSN20,MTV,8:00 PM,30,0.16,389,2021-03-21
37,SPORTSCENTER WEEKEND-AM L,ESPN,9:00 AM,60,0.16,492,2021-03-21
38,TOURNAMENT OF CHAMPIONS,FOOD NETWORK,9:30 PM,30,0.15,650,2021-03-21
39,STANLEY TUCCI,CNN,9:00 PM,60,0.15,"1,400",2021-03-21
40,SPORTSCENTER WEEKEND-AM L,ESPN,8:00 AM,60,0.15,429,2021-03-21
41,BRAVOS CHAT ROOM,BRAVO,10:30 PM,30,0.14,474,2021-03-21
42,WMNS NCAA BKBL CHAMP L: HIGH POINT/CONNETICUT,ESPN,8:02 PM,120,0.12,569,2021-03-21
43,LONE STAR LAW,ANIMAL PLANET,9:01 PM,61,0.12,682,2021-03-21
44,Q: INTO THE STORM,HBO PRIME,9:00 PM,58,0.11,356,2021-03-21
45,TNT NCAA BK CHP-PRE-SU,TURNER NETWORK TELEVISION,5:00 PM,60,0.11,446,2021-03-21
46,REAL HOUSEWIVES ATLANTA,BRAVO,7:00 PM,60,0.11,373,2021-03-21
47,HMM ORIGINAL MOVIE: MYSTERY 101 KILLER TIMING,HALLMARK MOVIES & MYSTERIES,8:00 PM,120,0.10,"1,485",2021-03-21
48,RELIABLE SOURCES,CNN,11:00 AM,60,0.10,936,2021-03-21
49,SUNDAY MORNING FUTURES,FOX NEWS CHANNEL,10:00 AM,60,0.10,"1,615",2021-03-21
50,CONTACTO DEPORTIVO L,TUDN,6:00 PM,55,0.10,182,2021-03-21
51,SUB 23 OLYMPIC QUALIFIER: DOMINICAN REPUBLIC / USA,TUDN,6:55 PM,128,0.10,241,2021-03-21
52,SHAMELESS S11,SHOWTIME PRIME,9:04 PM,50,0.10,481,2021-03-21
53,"WISE GUYS, THE",FOX NEWS CHANNEL,10:00 PM,60,0.10,"1,247",2021-03-21
54,MOVIE- ORIGINAL PREM: VC ANDREWS PEARL IN MIST,LIFETIME TELEVISION,8:00 PM,123,0.10,649,2021-03-21
55,SPORTSCENTER WEEKEND-AM L,ESPN,7:00 AM,60,0.09,259,2021-03-21
56,SPORTSCENTER LATE       L,ESPN,11:52 PM,98,0.09,277,2021-03-21
57,HOW IT REALLY HAPPENED,HLN,10:00 PM,60,0.09,505,2021-03-21
58,LINCOLN,CNN,10:00 PM,60,0.09,980,2021-03-21
59,RIDE WITH NORMAN REEDUS,AMC,12:00 AM,61,0.09,229,2021-03-21
60,FAREED ZAKARIA: GPS,CNN,10:00 AM,60,0.09,917,2021-03-21
61,ACCION L,TUDN,5:00 PM,60,0.09,149,2021-03-21
62,WMNS NCAA BKBL CHAMP L: CENTRAL MICHIGAN/IOWA,ESPN,12:00 PM,120,0.08,403,2021-03-21
63,CNN NEWSROOM,CNN,6:00 PM,60,0.08,723,2021-03-21
64,WMNS NCAA BKBL CHAMP L: MERCER/SOUTH CAROLINA,ESPN,6:02 PM,120,0.08,336,2021-03-21
65,FOX & FRIENDS SUNDAY,FOX NEWS CHANNEL,9:00 AM,60,0.08,"1,395",2021-03-21
66,FOX & FRIENDS SUNDAY,FOX NEWS CHANNEL,8:00 AM,60,0.08,"1,277",2021-03-21
67,STORAGE WARS,A&E NETWORK,12:03 AM,28,0.08,309,2021-03-21
68,PREMIER LEAGUE L: TOTTENHAM/ASTON VILLA,NBC SPORTS NETWORK,3:26 PM,124,0.08,253,2021-03-21
69,STATE OF THE UNION,CNN,9:00 AM,60,0.08,735,2021-03-21
70,MICKEYS GREAT CLUBHOUSE H,DISNEY JUNIOR,9:15 PM,55,0.08,286,2021-03-21
71,"NEXT REVOLUTION, THE",FOX NEWS CHANNEL,9:00 PM,60,0.08,"1,324",2021-03-21
72,CNN NEWSROOM,CNN,5:00 PM,60,0.08,680,2021-03-21
73,NHL REGULAR SEASON  L: LAS VEGAS/LOS ANGELES,NBC SPORTS NETWORK,6:03 PM,161,0.07,254,2021-03-21
74,INSIDE POLITICS,CNN,8:00 AM,60,0.07,608,2021-03-21
75,MEDIA BUZZ,FOX NEWS CHANNEL,11:00 AM,60,0.07,"1,400",2021-03-21
76,HOW IT REALLY HAPPENED,HLN,9:00 PM,60,0.07,392,2021-03-21
77,NIGHTWATCH SPECIALS,A&E NETWORK,2:00 PM,60,0.07,273,2021-03-21
78,SNAPPED,OXYGEN MEDIA,6:00 PM,60,0.07,322,2021-03-21
79,NBA REGULAR SEASON   L: LA LAKERS/PHOENIX,NBA-TV,10:02 PM,145,0.07,203,2021-03-21
80,NBA REGULAR SEASON   L: WASHINGTON/BROOKLYN,NBA-TV,7:00 PM,142,0.07,184,2021-03-21
81,BAKUGAN:BATTLE PLANET,THE CARTOON NETWORK,6:30 AM,60,0.07,147,2021-03-21
82,IN ICE COLD BLOOD,OXYGEN MEDIA,8:00 PM,60,0.07,360,2021-03-21
83,ABBY HATCHER,NICK JR,10:00 AM,30,0.07,279,2021-03-21
84,FOX NEWS LIVE,FOX NEWS CHANNEL,12:00 PM,60,0.07,"1,111",2021-03-21
85,FUTBOL CENTRAL L,TUDN,9:03 PM,22,0.06,196,2021-03-21
86,CNN NEWSROOM,CNN,4:00 PM,60,0.06,604,2021-03-21
87,CNN NEWSROOM,CNN,7:00 PM,60,0.06,714,2021-03-21
88,WMNS NCAA BKBL CHAMP L: NORTH CAROLINA/NC STATE,ESPN,4:02 PM,120,0.06,246,2021-03-21
89,LALIGA SANTANDER MRQ-L: REAL SOCIEDAD VS. BARCELONA,BEIN SPORT ESPANOL,3:51 PM,129,0.06,159,2021-03-21
90,UNCENSORED,TV ONE,10:00 PM,60,0.06,212,2021-03-21
91,"LIFE, LIBERTY AND LEVIN",FOX NEWS CHANNEL,8:00 PM,60,0.06,"1,478",2021-03-21
92,FOX NEWS LIVE,FOX NEWS CHANNEL,4:00 PM,60,0.06,693,2021-03-21
93,CONTACTO DEPORTIVO L,TUDN,11:33 PM,27,0.06,129,2021-03-21
94,LIGA MX SUN: TOLUCA / PUEBLA,TUDN,1:30 PM,150,0.06,129,2021-03-21
95,NASCAR RACEDAY L,FOX SPORTS 1,1:30 PM,60,0.06,312,2021-03-21
96,DR. KS EXOTIC ANIMAL ER,NAT GEO WILD,9:00 PM,60,0.06,250,2021-03-21
97,IN ICE COLD BLOOD,OXYGEN MEDIA,7:00 PM,60,0.05,318,2021-03-21
98,CNN NEWSROOM,CNN,3:00 PM,60,0.05,645,2021-03-21
99,Q: INTO THE STORM,HBO PRIME,9:59 PM,57,0.05,224,2021-03-21
100,RAINBOW RANGERS,NICK JR,11:00 AM,30,0.05,281,2021-03-21
101,WEEK W/ JOSHUA JOHNSON,MSNBC,9:00 PM,60,0.05,522,2021-03-21
102,UNSUNG,TV ONE,9:00 PM,60,0.05,203,2021-03-21
103,CNN NEWSROOM,CNN,2:00 PM,60,0.05,677,2021-03-21
104,LIGA MX: SANTOS VS LEON,FOX DEPORTES,8:49 PM,139,0.05,126,2021-03-21
105,NBA GAMETIME LIVE,NBA-TV,9:22 PM,40,0.05,150,2021-03-21
106,CONCACAF OLYM QUAL L: DOMINICAN REPUBLIC/USA,FOX SPORTS 1,6:55 PM,128,0.05,202,2021-03-21
107,WEEKENDS WITH ALEX WITT: N/A,MSNBC,12:00 PM,180,0.05,673,2021-03-21
108,CONCACAF OLYM QUAL L: COSTA RICA/MEXICO,FOX SPORTS 1,9:24 PM,130,0.05,125,2021-03-21
109,FOX & FRIENDS SUNDAY,FOX NEWS CHANNEL,7:00 AM,60,0.05,965,2021-03-21
110,"BIG SUNDAY SHOW, THE",FOX NEWS CHANNEL,5:00 PM,60,0.05,895,2021-03-21
111,FOX REPORT WITH JON SCOTT,FOX NEWS CHANNEL,6:00 PM,60,0.05,999,2021-03-21
112,HAUNTING REPACK: TAHN-10R2R04H,TRAVEL CHANNEL,9:00 PM,120,0.05,285,2021-03-21
113,HIDDEN FIGURES: HIDDEN FIGURES,NATIONAL GEOGRAPHIC,3:00 PM,180,0.05,337,2021-03-21
114,NEW DAY WEEKEND,CNN,6:00 AM,60,0.05,419,2021-03-21
115,PGA TOUR,GOLF CHANNEL,1:00 PM,115,0.05,640,2021-03-21
116,"WISE GUYS, THE",FOX NEWS CHANNEL,1:00 AM,60,0.04,439,2021-03-21
117,FOX NEWS SUNDAY,FOX NEWS CHANNEL,2:00 PM,60,0.04,865,2021-03-21
118,WMNS NCAA BKBL CHAMP L,ESPN,10:02 PM,110,0.04,186,2021-03-21
119,MEHDI HASAN SHOW,MSNBC,8:00 PM,60,0.04,586,2021-03-21
120,FOX NEWS LIVE,FOX NEWS CHANNEL,1:00 PM,60,0.04,888,2021-03-21
121,NEW DAY WEEKEND,CNN,7:00 AM,60,0.04,465,2021-03-21
122,STORAGE WARS,A&E NETWORK,8:00 PM,28,0.04,479,2021-03-21
123,PREMIER LG LIVE STUDIO,NBC SPORTS NETWORK,3:00 PM,26,0.04,117,2021-03-21
124,WMNS NCAA BKBL CHAMP L: IDAHO STATE/KENTUCKY,ESPN,2:00 PM,122,0.04,228,2021-03-21
125,EXPRESS WEEKEND –,BEIN SPORT ESPANOL,3:32 PM,19,0.04,108,2021-03-21
126,SUNDAY SHOW W/J. CAPEHART: N/A,MSNBC,10:00 AM,120,0.04,719,2021-03-21
127,VELSHI: N/A,MSNBC,8:00 AM,120,0.04,625,2021-03-21
128,ANCIENT UNEXPLAINED FILES,SCIENCE,9:00 PM,60,0.04,325,2021-03-21
129,HEARTLAND DOCS COMPS,NAT GEO WILD,10:00 PM,60,0.04,240,2021-03-21
130,MSNBC LIVE W/VOSSOUGHIAN: N/A,MSNBC,3:00 PM,120,0.04,501,2021-03-21
131,TRNING PT W DR D JEREMIAH,USA NETWORK,7:30 AM,30,0.04,162,2021-03-21
132,SPRING TRAINING: NYY AT TOR,MLB NETWORK,1:08 PM,202,0.04,217,2021-03-21
133,PAID PROGRAM,USA NETWORK,7:00 AM,30,0.04,151,2021-03-21
134,FOX & FRIENDS FIRST,FOX NEWS CHANNEL,5:00 AM,60,0.03,434,2021-03-21
135,AMERCAN VOICES W/MENENDEZ: N/A,MSNBC,6:00 PM,120,0.03,505,2021-03-21
136,"JUGADA, LA LF SUN",TUDN,12:00 AM,45,0.03,78,2021-03-21
137,HEAVY RESCUE: 401,THE WEATHER CHANNEL,9:00 PM,60,0.03,319,2021-03-21
138,MOTORHEAD GARAGE TV,MOTOR TREND,8:30 AM,30,0.03,123,2021-03-21
139,MUD MOUNTAIN HAULERS,THE WEATHER CHANNEL,10:00 PM,60,0.03,350,2021-03-21
140,CNN NEWSROOM LIVE,CNN,3:00 AM,60,0.03,270,2021-03-21
141,CNN NEWSROOM LIVE,CNN,2:00 AM,60,0.03,274,2021-03-21
142,IN TOUCH MINISTRIES W/C S,USA NETWORK,8:00 AM,30,0.03,126,2021-03-21
143,COLL SOFTBALL REG SSN   L: TENNESSEE/ALABAMA,ESPNU,2:01 PM,121,0.03,116,2021-03-21
144,AMERICAN GODS 3,STARZ PRIMARY,8:06 PM,52,0.03,182,2021-03-21
145,LALIGA SANTANDER-L: ATLETICO DE MADRID VS. ALAVES,BEIN SPORT ESPANOL,1:21 PM,131,0.03,87,2021-03-21
146,POLITICS NATION,MSNBC,5:00 PM,60,0.03,642,2021-03-21
147,NHL LIVE PRE,NBC SPORTS NETWORK,5:30 PM,33,0.03,97,2021-03-21
148,WMNS NCAA BKBL CHAMP L: FLORIDA GULF COAST/MICHIGAN,ESPN2,2:59 PM,126,0.03,151,2021-03-21
149,SECRETS OF VIKING STONE,SCIENCE,10:00 PM,60,0.03,266,2021-03-21
150,FOX & FRIENDS FIRST,FOX NEWS CHANNEL,4:00 AM,60,0.03,312,2021-03-21
