rank,program,network,time,duration,rating,viewers,date
1,CURSE OF OAK ISLAND,HISTORY,9:00 PM,63,0.74,"3,339",2019-04-02
2,WWE SMACKDOWN: WWE SMACKDOWN,USA NETWORK,8:00 PM,120,0.71,"2,141",2019-04-02
3,NBA BASKETBALL: NUGGETS/WARRIORS,TURNER NETWORK TELEVISION,10:38 PM,142,0.60,"1,658",2019-04-02
4,REAL HOUSEWIVES BEV HILLS,BRAVO,9:00 PM,61,0.53,"1,607",2019-04-02
5,MARRIED AT FIRST ST (LIF),LIFETIME TELEVISION,9:00 PM,65,0.42,"1,364",2019-04-02
6,NBA BASKETBALL: LAKERS/THUNDER,TURNER NETWORK TELEVISION,8:13 PM,145,0.42,"1,168",2019-04-02
7,MIZ & MRS,USA NETWORK,10:00 PM,31,0.41,997,2019-04-02
8,LOST GOLD OF WORLD WAR II,HISTORY,10:03 PM,62,0.34,"1,604",2019-04-02
9,"LITTLE PEOPLE, BIG WORLD",TLC,9:00 PM,62,0.31,"1,484",2019-04-02
10,SIESTA KEY SSN 2,MTV,9:00 PM,61,0.30,523,2019-04-02
11,TOSH.O,COMEDY CENTRAL,10:00 PM,30,0.28,584,2019-04-02
12,TUCKER CARLSON TONIGHT,FOX NEWS CHANNEL,8:00 PM,60,0.28,"2,938",2019-04-02
13,HANNITY,FOX NEWS CHANNEL,9:00 PM,60,0.27,"3,082",2019-04-02
14,INSIDE THE NBA,TURNER NETWORK TELEVISION,1:00 AM,50,0.27,686,2019-04-02
15,HOARDERS: THREE AMIGOS 116,A&E NETWORK,8:00 PM,121,0.27,827,2019-04-02
16,DEADLY RECALL,INVESTIGATION DISCOVERY,10:00 PM,60,0.27,"1,080",2019-04-02
17,CHOPPED,FOOD NETWORK,9:00 PM,60,0.26,829,2019-04-02
18,7 LITTLE JOHNSTONS,TLC,10:02 PM,60,0.25,"1,085",2019-04-02
19,NEVER SAY GOODBYE,INVESTIGATION DISCOVERY,9:00 PM,60,0.25,"1,050",2019-04-02
20,GROWING UP CHRISLEY,USA NETWORK,10:31 PM,32,0.25,671,2019-04-02
21,PARDON THE INTERRUPTION,ESPN,5:30 PM,30,0.25,746,2019-04-02
22,RESTORED BY THE FORDS,HOME AND GARDEN TV,9:00 PM,30,0.24,"1,161",2019-04-02
23,RESTORED BY THE FORDS,HOME AND GARDEN TV,9:30 PM,30,0.24,"1,123",2019-04-02
24,"INGRAHAM ANGLE, THE",FOX NEWS CHANNEL,10:00 PM,60,0.23,"2,596",2019-04-02
25,DEADLIEST CATCH SPC: N/A,DISCOVERY CHANNEL,9:00 PM,120,0.23,890,2019-04-02
26,RACHEL MADDOW SHOW,MSNBC,9:00 PM,60,0.22,"2,475",2019-04-02
27,LPBW: COUNTDOWN,TLC,8:00 PM,60,0.22,977,2019-04-02
28,"FIVE, THE",FOX NEWS CHANNEL,5:00 PM,60,0.22,"2,551",2019-04-02
29,HOUSE HUNTERS,HOME AND GARDEN TV,10:00 PM,30,0.22,"1,084",2019-04-02
30,HOUSE HUNTERS INTL,HOME AND GARDEN TV,10:30 PM,30,0.21,"1,149",2019-04-02
31,COPA MX – L: SF: AMERICA / TIJUANA,UNIVISION DEPORTES,10:00 PM,129,0.20,447,2019-04-02
32,IF LOVING YOU IS WRONG,OPRAH WINFREY NETWORK,10:00 PM,60,0.20,"1,125",2019-04-02
33,"TOE BRO, THE",A&E NETWORK,10:01 PM,63,0.20,693,2019-04-02
34,NBA TIP-OFF,TURNER NETWORK TELEVISION,8:00 PM,13,0.19,590,2019-04-02
35,"OFFICE, THE",NICK-AT-NITE,10:30 PM,30,0.19,544,2019-04-02
36,SPECIAL RPT W/BRET BAIER,FOX NEWS CHANNEL,6:00 PM,60,0.19,"2,159",2019-04-02
37,DAILY SHOW,COMEDY CENTRAL,11:00 PM,36,0.18,699,2019-04-02
38,LAST WORD W/ L. ODONNELL,MSNBC,10:00 PM,60,0.18,"2,144",2019-04-02
39,FX MOVIE PRIME: 22 JUMP STREET,FX,8:00 PM,150,0.18,350,2019-04-02
40,"OFFICE, THE",NICK-AT-NITE,10:00 PM,30,0.18,601,2019-04-02
41,SP FIXER UPPER,HOME AND GARDEN TV,6:00 PM,60,0.17,693,2019-04-02
42,"STORY, THE",FOX NEWS CHANNEL,7:00 PM,60,0.16,"1,944",2019-04-02
43,NIT TOURNAMENT  L,ESPN,9:30 PM,115,0.16,653,2019-04-02
44,FX MOVIE LATE: 22 JUMP STREET,FX,10:30 PM,150,0.16,280,2019-04-02
45,JIM JEFFERIES SHOW,COMEDY CENTRAL,10:30 PM,30,0.15,345,2019-04-02
46,CUOMO PRIME TIME,CNN,9:00 PM,60,0.15,873,2019-04-02
47,ANDERSON COOPER 360,CNN,8:00 PM,60,0.15,835,2019-04-02
48,FIRST TAKE   L: N/A,ESPN,10:00 AM,120,0.15,341,2019-04-02
49,GOOD TROUBLE,FREEFORM,8:00 PM,60,0.15,363,2019-04-02
50,AROUND THE HORN,ESPN,5:00 PM,30,0.15,425,2019-04-02
51,CORN AND PEG,NICKELODEON,9:00 AM,30,0.14,535,2019-04-02
52,HIGHLY QUESTIONABLE,ESPN,4:30 PM,30,0.14,363,2019-04-02
53,CNN TONIGHT,CNN,10:00 PM,60,0.14,817,2019-04-02
54,COLL BKBL SCOREBOARD  L,ESPN,9:07 PM,23,0.14,733,2019-04-02
55,SPORTSCENTER 12AM  L,ESPN,11:25 PM,95,0.14,346,2019-04-02
56,SPORTSCENTER 1AM        L,ESPN,1:00 AM,60,0.14,284,2019-04-02
57,SPORTSCENTER EARLY      L,ESPN,6:00 PM,60,0.14,427,2019-04-02
58,SPORTSCENTER MORNING    L,ESPN,2:00 AM,60,0.14,283,2019-04-02
59,FOX AND FRIENDS,FOX NEWS CHANNEL,8:00 AM,60,0.14,"1,764",2019-04-02
60,HIGH NOON (9AM PACIFIC),ESPN,4:00 PM,30,0.13,310,2019-04-02
61,ERIN BURNETT OUTFRONT,CNN,7:00 PM,60,0.13,766,2019-04-02
62,FOX NEWS AT NIGHT,FOX NEWS CHANNEL,11:00 PM,60,0.13,"1,389",2019-04-02
63,YOUR WORLD W/NEIL CAVUTO,FOX NEWS CHANNEL,4:00 PM,60,0.13,"1,357",2019-04-02
64,SPORTSCENTER AM      L,ESPN,7:00 AM,60,0.13,298,2019-04-02
65,11TH HOUR W/B. WILLIAMS,MSNBC,11:00 PM,60,0.13,"1,422",2019-04-02
66,SPORTSCENTER AM      L,ESPN,12:00 PM,60,0.13,284,2019-04-02
67,NIT TOURNAMENT  L: WICHITA STATE/LIPSCOMB,ESPN,7:00 PM,127,0.12,729,2019-04-02
68,ALL IN W/ CHRIS HAYES,MSNBC,8:00 PM,60,0.12,"1,512",2019-04-02
69,AMERICAS NEWSROOM,FOX NEWS CHANNEL,10:00 AM,60,0.12,"1,516",2019-04-02
70,NFL LIVE                L,ESPN,1:30 PM,90,0.12,278,2019-04-02
71,NBA: THE JUMP L,ESPN,3:00 PM,60,0.12,279,2019-04-02
72,AMERICAS NEWSROOM,FOX NEWS CHANNEL,9:00 AM,60,0.12,"1,679",2019-04-02
73,AMERICAN SOUL,BLACK ENTERTAINMENT TV,9:00 PM,60,0.12,496,2019-04-02
74,SITUATION ROOM,CNN,6:00 PM,60,0.12,629,2019-04-02
75,IF LOVING YOU: 2ND CHANCE,OPRAH WINFREY NETWORK,9:00 PM,60,0.12,688,2019-04-02
76,PROFIT AN INSIDE LOOK,CNBC,10:00 PM,60,0.12,327,2019-04-02
77,"EXPENDABLES TRIPLE THREAT: EXPENDABLES 2, THE",AMC,8:00 PM,125,0.12,581,2019-04-02
78,MEXICAN DYNASTIES,BRAVO,10:01 PM,60,0.11,421,2019-04-02
79,LEGENDARY LOCATIONS,TRAVEL CHANNEL,10:00 PM,60,0.11,366,2019-04-02
80,GET UP   L: N/A,ESPN,8:00 AM,120,0.11,306,2019-04-02
81,BOOMERANG SERIES,BLACK ENTERTAINMENT TV,10:00 PM,30,0.11,350,2019-04-02
82,FOX AND FRIENDS,FOX NEWS CHANNEL,7:00 AM,60,0.11,"1,477",2019-04-02
83,AMERICAS NEWSROOM,FOX NEWS CHANNEL,11:00 AM,60,0.11,"1,451",2019-04-02
84,E! NEWS,E!,7:00 PM,60,0.10,344,2019-04-02
85,LEAD WITH JAKE TAPPER,CNN,4:00 PM,60,0.10,641,2019-04-02
86,SHEPARD SMITH REPORTING,FOX NEWS CHANNEL,3:00 PM,60,0.10,"1,155",2019-04-02
87,IJ: INSIDE JOKES,TRUTV,9:30 PM,30,0.10,210,2019-04-02
88,OTL – FIRST REPORT   L,ESPN,1:00 PM,30,0.10,251,2019-04-02
89,HARDBALL WITH C. MATTHEWS,MSNBC,7:00 PM,60,0.10,"1,334",2019-04-02
90,OUTNUMBERED,FOX NEWS CHANNEL,12:00 PM,60,0.09,"1,505",2019-04-02
91,OUTNUMBERED OVERTIME,FOX NEWS CHANNEL,1:00 PM,60,0.09,"1,248",2019-04-02
92,CORN AND PEG,NICK JR,8:00 PM,30,0.09,460,2019-04-02
93,NORTH WOODS LAW,ANIMAL PLANET,9:00 PM,60,0.09,471,2019-04-02
94,READY PLAYER ONE: READY PLAYER ONE,HBO PRIME,8:00 PM,140,0.09,221,2019-04-02
95,VICE NEWS TONIGHT,HBO PRIME,7:31 PM,22,0.09,292,2019-04-02
96,MORNING JOE: N/A,MSNBC,6:00 AM,180,0.09,"1,012",2019-04-02
97,SITUATION ROOM,CNN,5:00 PM,60,0.09,696,2019-04-02
98,CNN TONIGHT,CNN,11:00 PM,60,0.09,568,2019-04-02
99,WATCH WHAT HAPPENS LIVE,BRAVO,11:01 PM,30,0.09,355,2019-04-02
100,FOX AND FRIENDS,FOX NEWS CHANNEL,6:00 AM,60,0.09,"1,146",2019-04-02
101,AMERICA SAYS,GSN,9:00 PM,30,0.09,474,2019-04-02
102,DAILY BRIEFING W/D.PERINO,FOX NEWS CHANNEL,2:00 PM,60,0.09,"1,178",2019-04-02
103,CNN NEWSROOM,CNN,3:00 PM,60,0.09,605,2019-04-02
104,NEW DAY,CNN,6:00 AM,60,0.08,356,2019-04-02
105,DEADLINE:WHITE HOUSE,MSNBC,4:00 PM,60,0.08,"1,334",2019-04-02
106,EU: YETI REPACK: TEHY-1R1R01H,TRAVEL CHANNEL,8:00 PM,120,0.08,297,2019-04-02
107,PREMIER LEAGUE L: MANCHESTER UNITED/WOLVES,NBC SPORTS NETWORK,2:38 PM,136,0.08,211,2019-04-02
108,CURSE OF OAK ISLAND SPCLS,HISTORY,6:00 PM,60,0.08,521,2019-04-02
109,CNN RIGHT NOW,CNN,1:00 PM,60,0.08,686,2019-04-02
110,BEAT W/ARI MELBER,MSNBC,6:00 PM,60,0.08,"1,293",2019-04-02
111,PIKETON FAMILY MURDERS: 100 SPECIAL,OXYGEN MEDIA,11:00 PM,120,0.08,238,2019-04-02
112,CNN NEWSROOM,CNN,2:00 PM,60,0.08,655,2019-04-02
113,MSNBC LIVE W/ C.MELVIN,MSNBC,11:00 AM,60,0.08,834,2019-04-02
114,AT THIS HOUR,CNN,11:00 AM,60,0.08,560,2019-04-02
115,CURSE OF OAK ISLAND SPCLS,HISTORY,5:00 PM,60,0.07,395,2019-04-02
116,LOST TREASURES OF EGYPT,NATIONAL GEOGRAPHIC,10:00 PM,60,0.07,340,2019-04-02
117,CNN NEWSROOM,CNN,9:00 AM,60,0.07,551,2019-04-02
118,INSIDE POLITICS,CNN,12:00 PM,60,0.07,525,2019-04-02
119,CONTACTO DEPORTIVO,UNIVISION DEPORTES,12:09 AM,51,0.07,160,2019-04-02
120,SHOWCASE GAME: PHI AT WAS/NYM AT MIA,MLB NETWORK,7:46 PM,210,0.07,290,2019-04-02
121,CNN NEWSROOM,CNN,10:00 AM,60,0.07,568,2019-04-02
122,MTP DAILY,MSNBC,5:00 PM,60,0.07,"1,187",2019-04-02
123,MSNBC LIVE W/ H.JACKSON,MSNBC,10:00 AM,60,0.07,850,2019-04-02
124,NEW DAY,CNN,8:00 AM,60,0.07,515,2019-04-02
125,MSNBC LIVE W/ S.RUHLE,MSNBC,9:00 AM,60,0.07,955,2019-04-02
126,ANDREA MITCHELL REPORTS,MSNBC,12:00 PM,60,0.07,855,2019-04-02
127,NEW DAY,CNN,7:00 AM,60,0.07,406,2019-04-02
128,UNDISPUTED L: 641,FOX SPORTS 1,9:30 AM,150,0.06,141,2019-04-02
129,BOOK OF JOHN GRAY,OPRAH WINFREY NETWORK,11:00 PM,60,0.06,385,2019-04-02
130,NFL MOCK DRAFT LIVE,NFL NETWORK,8:00 PM,60,0.06,142,2019-04-02
131,IF LOVING YOU: 2ND CHANCE,OPRAH WINFREY NETWORK,8:00 PM,60,0.06,412,2019-04-02
132,FUTBOL CENTRAL L,UNIVISION DEPORTES,9:30 PM,30,0.06,146,2019-04-02
133,MSNBC LIVE W/ A.VELSHI,MSNBC,3:00 PM,60,0.06,845,2019-04-02
134,UFC MAIN EVENT,ESPN2,1:00 AM,60,0.06,107,2019-04-02
135,COMMON KNOWLEDGE,GSN,5:30 PM,30,0.06,477,2019-04-02
136,STORY OF GOD,NATIONAL GEOGRAPHIC,9:00 PM,60,0.06,297,2019-04-02
137,PREMIER LEAGUE GOAL ZONE,NBC SPORTS NETWORK,4:54 PM,36,0.06,117,2019-04-02
138,MSNBC LIVE W/VELSHI&RUHLE,MSNBC,1:00 PM,60,0.06,828,2019-04-02
139,E! NEWS: DAILY POP I,E!,12:00 PM,60,0.05,118,2019-04-02
140,MSNBC LIVE W/K.TUR,MSNBC,2:00 PM,60,0.05,739,2019-04-02
141,AT HOME W AMY SEDARIS,TRUTV,10:00 PM,31,0.05,103,2019-04-02
142,PARDON THE INTERRUPTION,ESPN2,6:30 PM,30,0.05,141,2019-04-02
143,NHL REGULAR SEASON  L: BOSTON/COLUMBUS,NBC SPORTS NETWORK,7:03 PM,166,0.05,204,2019-04-02
144,NFL LIVE,ESPN2,3:00 PM,60,0.05,120,2019-04-02
145,MORNING EXPRESS W/ MEADE,HLN,6:00 AM,60,0.05,237,2019-04-02
146,PIONEER WOMAN,FOOD NETWORK,12:30 PM,30,0.05,322,2019-04-02
147,BUILDING OFF THE GRID,DIY NETWORK,9:00 PM,60,0.05,236,2019-04-02
148,HERD: DOUG GOTTLIEB L: 959,FOX SPORTS 1,12:00 PM,180,0.04,104,2019-04-02
149,MLB TONIGHT PRIME,MLB NETWORK,12:31 AM,39,0.04,103,2019-04-02
150,30 MINUTE MEALS,FOOD NETWORK,12:00 PM,30,0.04,315,2019-04-02
