rank,program,network,time,duration,rating,viewers,date
63,AMERICA REPORTS,FOX NEWS CHANNEL,1:00 PM,60,0.10,"1,273",2021-03-22
64,FOX AND FRIENDS,FOX NEWS CHANNEL,8:00 AM,60,0.09,"1,350",2021-03-22
65,SPORTSCENTER 1AM        L,ESPN,1:00 AM,60,0.09,246,2021-03-22
66,CNN NEWSROOM LIVE,CNN,1:00 AM,60,0.09,667,2021-03-22
67,CNN NEWSROOM,CNN,3:00 PM,60,0.09,844,2021-03-22
68,DELICIOUSNESS SSN2,MTV,7:30 PM,30,0.09,223,2021-03-22
69,TBS NCAA BK CHP-PRE-MO,TBS NETWORK,4:30 PM,30,0.09,285,2021-03-22
70,"FAULKNER FOCUS, THE",FOX NEWS CHANNEL,11:00 AM,60,0.09,"1,496",2021-03-22
71,OUTNUMBERED,FOX NEWS CHANNEL,12:00 PM,60,0.09,"1,418",2021-03-22
72,FAST FOODIES,TBS NETWORK,10:39 PM,26,0.09,211,2021-03-22
73,PJ MASKS,DISNEY JUNIOR,5:30 PM,25,0.09,264,2021-03-22
74,UNEXPECTED,TLC,10:07 PM,60,0.08,451,2021-03-22
75,CNN NEWSROOM LIVE,CNN,2:00 AM,60,0.08,532,2021-03-22
76,FOX NEWS AT NIGHT,FOX NEWS CHANNEL,11:00 PM,60,0.08,"1,284",2021-03-22
77,BREEDERS,FX,10:34 PM,31,0.08,256,2021-03-22
78,RIZZOLI & ISLES,LIFETIME TELEVISION,9:00 PM,61,0.08,633,2021-03-22
79,DELICIOUSNESS SSN2,MTV,7:00 PM,30,0.08,234,2021-03-22
80,AMERICAS NEWSROOM,FOX NEWS CHANNEL,9:00 AM,60,0.08,"1,375",2021-03-22
81,REIDOUT,MSNBC,7:00 PM,60,0.08,"1,428",2021-03-22
82,RIZZOLI & ISLES,LIFETIME TELEVISION,8:00 PM,58,0.08,644,2021-03-22
83,MSNBC LIVE W/ H.JACKSON,MSNBC,10:00 AM,60,0.08,"1,033",2021-03-22
84,11TH HR W/ B.WILLIAMS SPC,MSNBC,12:00 AM,60,0.07,"1,076",2021-03-22
85,DINO RANCH,DISNEY JUNIOR,12:30 PM,25,0.07,332,2021-03-22
86,SPORTSCENTER MORNING    L,ESPN,2:00 AM,60,0.07,198,2021-03-22
87,NEW DAY,CNN,8:00 AM,60,0.07,643,2021-03-22
88,WMNS NCAA BKBL CHAMP L: WRIGHT ST/ARKANSAS,ESPN,2:05 PM,134,0.07,337,2021-03-22
89,DEADLINE:WHITE HOUSE: N/A,MSNBC,4:00 PM,120,0.07,"1,353",2021-03-22
90,"STORY, THE",FOX NEWS CHANNEL,3:00 PM,60,0.07,"1,077",2021-03-22
91,YOUR WORLD W/NEIL CAVUTO,FOX NEWS CHANNEL,4:00 PM,60,0.07,"1,215",2021-03-22
92,MSNBC LIVE W/ S.RUHLE,MSNBC,9:00 AM,60,0.07,"1,190",2021-03-22
93,AMERICAS NEWSROOM,FOX NEWS CHANNEL,10:00 AM,60,0.07,"1,276",2021-03-22
94,RIZZOLI & ISLES,LIFETIME TELEVISION,12:01 AM,58,0.07,385,2021-03-22
95,WMNS NCAA BKBL CHAMP L,ESPN,4:19 PM,104,0.07,282,2021-03-22
96,MORNING JOE: N/A,MSNBC,6:00 AM,180,0.07,"1,158",2021-03-22
97,FOX AND FRIENDS,FOX NEWS CHANNEL,7:00 AM,60,0.07,"1,085",2021-03-22
98,BEAT W/ARI MELBER,MSNBC,6:00 PM,60,0.07,"1,399",2021-03-22
99,E! TRUE HOLLYWOOD STORY,E!,10:00 PM,60,0.07,254,2021-03-22
100,WMNS NCAA BKBL CHAMP L: NORTH CAROLINA/ALABAMA,ESPN,12:00 PM,125,0.07,262,2021-03-22
101,MSNBC LIVE W/ C.MELVIN,MSNBC,11:00 AM,60,0.06,972,2021-03-22
102,RIZZOLI & ISLES,LIFETIME TELEVISION,1:01 AM,61,0.06,308,2021-03-22
103,WMNS NCAA BKBL CHAMP L: MICHIGAN ST/IOWA ST,ESPN,6:03 PM,124,0.06,288,2021-03-22
104,MSNBC LIVE W/K.TUR,MSNBC,2:00 PM,60,0.06,812,2021-03-22
105,ANDREA MITCHELL REPORTS,MSNBC,12:00 PM,60,0.06,891,2021-03-22
106,BELOW DECK,BRAVO,5:00 PM,60,0.06,186,2021-03-22
107,TBS NCAA BSK POST GAME-MO,TBS NETWORK,12:00 AM,31,0.06,165,2021-03-22
108,MTP DAILY,MSNBC,1:00 PM,60,0.06,823,2021-03-22
109,GIGANTOSAURUS,DISNEY JUNIOR,8:55 AM,25,0.06,190,2021-03-22
110,MSNBC LIVE W/A.MOHYELDIN,MSNBC,3:00 PM,60,0.05,905,2021-03-22
111,BELOW DECK,BRAVO,3:59 PM,61,0.05,185,2021-03-22
112,SUB 23 OLYMPIC QUALIFIER: EL SALVADOR / HONDURA,TUDN,8:25 PM,128,0.05,153,2021-03-22
113,SPORTSCENTER AM      L,ESPN,7:00 AM,60,0.05,235,2021-03-22
114,UNDISPUTED L: 1133,FOX SPORTS 1,9:30 AM,150,0.05,139,2021-03-22
115,NEW DAY,CNN,7:00 AM,60,0.05,523,2021-03-22
116,FATAL ATTRACTION,TV ONE,9:00 PM,60,0.05,159,2021-03-22
117,FOX AND FRIENDS,FOX NEWS CHANNEL,6:00 AM,60,0.05,784,2021-03-22
118,VAMPIRINA,DISNEY JUNIOR,11:00 AM,25,0.05,177,2021-03-22
119,BELOW DECK,BRAVO,2:00 PM,58,0.05,161,2021-03-22
120,BELOW DECK,BRAVO,1:00 PM,60,0.05,159,2021-03-22
121,BELOW DECK,BRAVO,12:00 PM,60,0.05,128,2021-03-22
122,NEW DAY,CNN,6:00 AM,60,0.04,398,2021-03-22
123,BELOW DECK,BRAVO,2:58 PM,61,0.04,146,2021-03-22
124,BF DELICIOUS DESTINATION,COOKING CHANNEL,10:00 PM,30,0.04,151,2021-03-22
125,WMNS NCAA BKBL CHAMP L,ESPN2,10:05 PM,115,0.04,169,2021-03-22
126,NFL TOTAL ACCESS,NFL NETWORK,7:00 PM,60,0.04,103,2021-03-22
127,GET UP,ESPN2,10:00 AM,60,0.04,108,2021-03-22
128,CONTACTO DEPORTIVO L,TUDN,10:33 PM,27,0.04,87,2021-03-22
129,HERD L: 1448,FOX SPORTS 1,12:00 PM,180,0.04,140,2021-03-22
130,BELOW DECK,BRAVO,11:00 AM,60,0.04,122,2021-03-22
131,NHL REGULAR SEASON  L: ANAHEIM/MINNESOTA,NBC SPORTS NETWORK,7:32 PM,156,0.04,134,2021-03-22
132,WMNS NCAA BKBL CHAMP L,ESPN,8:07 PM,115,0.04,203,2021-03-22
133,NIGHTLY POP,E!,11:00 PM,30,0.04,127,2021-03-22
134,GREG KELLY REPORTS,NEWSMAX TV,7:00 PM,60,0.04,550,2021-03-22
135,WMNS NCAA BKBL CHAMP L,ESPN2,8:20 PM,105,0.03,172,2021-03-22
136,SQUAWK ALLEY,CNBC,11:00 AM,60,0.03,270,2021-03-22
137,QUIEN DA MAS S7,UNIVERSO,5:00 PM,30,0.03,81,2021-03-22
138,WMNS NCAA BKBL CHAMP L,ESPN,10:02 PM,114,0.03,174,2021-03-22
139,PEOPLE PUZZLER,GSN,6:00 PM,30,0.03,460,2021-03-22
140,LINEA DE CUATRO L,TUDN,11:00 PM,60,0.03,69,2021-03-22
141,POWER LUNCH,CNBC,2:00 PM,60,0.03,257,2021-03-22
142,MORNING EXPRESS W/ MEADE,HLN,6:00 AM,60,0.03,147,2021-03-22
143,"EXCHANGE, THE",CNBC,1:00 PM,60,0.03,231,2021-03-22
144,NFL NOW,NFL NETWORK,1:00 PM,60,0.03,76,2021-03-22
145,FUTBOL CENTRAL L,TUDN,8:02 PM,23,0.03,73,2021-03-22
146,CLOSING BELL: N/A,CNBC,3:00 PM,120,0.03,251,2021-03-22
147,CHAIN REACTION (GSN),GSN,5:00 PM,30,0.03,418,2021-03-22
148,FAST MONEY HALFTIME RPRT,CNBC,12:00 PM,60,0.03,279,2021-03-22
149,SUND MOVIE: HOBBIT: DESOLATION SMAUG,SUNDANCE TV,7:00 PM,225,0.03,93,2021-03-22
150,NBA REGULAR SEASON   L: INDIANA/MILWAUKEE,NBA-TV,9:00 PM,153,0.03,124,2021-03-22
