rank,program,network,time,duration,rating,viewers,date
1,NBA BASKETBALL: 76ERS/LAKERS,TURNER NETWORK TELEVISION,10:14 PM,157,0.38,"1,082",2021-03-25
2,NBA BASKETBALL: TRAIL BLAZERS/HEAT,TURNER NETWORK TELEVISION,7:44 PM,150,0.27,826,2021-03-25
3,"INGRAHAM ANGLE, THE",FOX NEWS CHANNEL,10:00 PM,60,0.27,"3,197",2021-03-25
4,FLORIBAMA SHORE SSN4,MTV,9:00 PM,60,0.26,588,2021-03-25
5,FLORIBAMA SHORE SSN4,MTV,8:00 PM,60,0.26,571,2021-03-25
6,KEEPING UP KARDASHIANS,E!,8:00 PM,59,0.26,596,2021-03-25
7,HANNITY,FOX NEWS CHANNEL,9:00 PM,60,0.26,"3,232",2021-03-25
8,TUCKER CARLSON TONIGHT,FOX NEWS CHANNEL,8:00 PM,60,0.25,"3,394",2021-03-25
9,THE FIRST 48,A&E NETWORK,9:00 PM,61,0.25,914,2021-03-25
10,AMERICA REPORTS,FOX NEWS CHANNEL,2:00 PM,60,0.25,"3,014",2021-03-25
11,FIRST BIDEN PRESS CONF,CNN,1:27 PM,63,0.24,"1,770",2021-03-25
12,CHRISLEY KNOWS BEST,USA NETWORK,10:00 PM,31,0.24,944,2021-03-25
13,IMPRACTICAL JOKERS,TRUTV,10:00 PM,30,0.22,475,2021-03-25
14,AMERICA REPORTS,FOX NEWS CHANNEL,1:00 PM,60,0.21,"2,876",2021-03-25
15,"FIVE, THE",FOX NEWS CHANNEL,5:00 PM,60,0.21,"3,023",2021-03-25
16,FLIP OR FLOP REPACK,HOME AND GARDEN TV,9:00 PM,30,0.20,"1,226",2021-03-25
17,HOUSE HUNTERS REPACK,HOME AND GARDEN TV,10:00 PM,30,0.20,"1,262",2021-03-25
18,NO DEMO RENO,HOME AND GARDEN TV,8:00 PM,60,0.19,"1,189",2021-03-25
19,RACHEL MADDOW SHOW,MSNBC,9:00 PM,60,0.18,"2,917",2021-03-25
20,BEAT B.FLAY,FOOD NETWORK,8:00 PM,30,0.18,764,2021-03-25
21,CNN NEWSROOM,CNN,2:30 PM,30,0.18,"1,393",2021-03-25
22,NIGHTWATCH,A&E NETWORK,10:01 PM,63,0.18,634,2021-03-25
23,HOUSE HUNTERS INTL,HOME AND GARDEN TV,10:30 PM,30,0.17,"1,190",2021-03-25
24,RESTAURANT IMPOSSIBLE,FOOD NETWORK,9:00 PM,60,0.17,833,2021-03-25
25,SUMMER HOUSE,BRAVO,9:00 PM,60,0.17,499,2021-03-25
26,PARDON THE INTERRUPTION,ESPN,5:30 PM,30,0.17,596,2021-03-25
27,INSIDE THE NBA,TURNER NETWORK TELEVISION,12:51 AM,70,0.16,407,2021-03-25
28,NBA: THE JUMP L: TRADE DEADLINE SPECIAL,ESPN,2:00 PM,120,0.16,410,2021-03-25
29,"STORY, THE",FOX NEWS CHANNEL,3:00 PM,60,0.15,"1,774",2021-03-25
30,SPECIAL RPT W/BRET BAIER,FOX NEWS CHANNEL,6:00 PM,60,0.15,"2,171",2021-03-25
31,NFL LIVE                L,ESPN,4:00 PM,60,0.14,396,2021-03-25
32,NIT TOURNAMENT  L: NC STATE/COLORADO ST,ESPN,7:00 PM,122,0.14,547,2021-03-25
33,LEAD WITH JAKE TAPPER,CNN,4:00 PM,60,0.14,"1,047",2021-03-25
34,SPORTSCENTER EARLY      L,ESPN,6:00 PM,60,0.14,398,2021-03-25
35,CNN NEWSROOM,CNN,1:00 PM,27,0.14,"1,241",2021-03-25
36,FOX NEWS AT NIGHT,FOX NEWS CHANNEL,11:00 PM,60,0.14,"1,464",2021-03-25
37,ANDERSON COOPER 360,CNN,8:00 PM,60,0.14,"1,161",2021-03-25
38,SHES THE BOSS,USA NETWORK,10:31 PM,31,0.13,432,2021-03-25
39,CNN NEWSROOM,CNN,3:00 PM,60,0.13,"1,026",2021-03-25
40,SITUATION ROOM,CNN,5:00 PM,60,0.13,963,2021-03-25
41,FOX NEWS PRIMETIME,FOX NEWS CHANNEL,7:00 PM,60,0.12,"1,896",2021-03-25
42,USA SOCCER MEN          L: USA/JAMAICA,ESPN2,1:20 PM,134,0.12,267,2021-03-25
43,BATTLEBOTS: BOUNTY HUNTER: N/A,DISCOVERY CHANNEL,8:00 PM,125,0.12,673,2021-03-25
44,SPORTSCENTER AM      L,ESPN,1:00 PM,60,0.12,305,2021-03-25
45,CNN TONIGHT,CNN,10:00 PM,60,0.12,984,2021-03-25
46,FOR REAL STORY REALITY TV,E!,9:00 PM,60,0.12,340,2021-03-25
47,ERIN BURNETT OUTFRONT,CNN,7:00 PM,60,0.11,"1,042",2021-03-25
48,ANDERSON COOPER 360,CNN,9:00 PM,60,0.11,972,2021-03-25
49,AROUND THE HORN,ESPN,5:00 PM,30,0.11,383,2021-03-25
50,DINNER IMPOSSIBLE,FOOD NETWORK,10:00 PM,60,0.11,510,2021-03-25
51,AMERICAS NEWSROOM,FOX NEWS CHANNEL,9:00 AM,60,0.11,"1,521",2021-03-25
52,SITUATION ROOM,CNN,6:00 PM,60,0.11,877,2021-03-25
53,NIT TOURNAMENT  L: BOISE ST/MEMPHIS,ESPN,9:02 PM,130,0.10,546,2021-03-25
54,FOX AND FRIENDS,FOX NEWS CHANNEL,8:00 AM,60,0.10,"1,550",2021-03-25
55,CNN NEWSROOM,CNN,12:00 PM,60,0.10,"1,000",2021-03-25
56,YOUR WORLD W/NEIL CAVUTO,FOX NEWS CHANNEL,4:00 PM,60,0.10,"1,433",2021-03-25
57,LAST WORD W/ L. ODONNELL,MSNBC,10:00 PM,60,0.10,"1,939",2021-03-25
58,FAST FOODIES,TRUTV,10:30 PM,30,0.10,240,2021-03-25
59,WATCH WHAT HAPPENS LIVE,BRAVO,10:00 PM,30,0.10,314,2021-03-25
60,SWAMP PEOPLE,HISTORY,8:00 PM,60,0.10,669,2021-03-25
61,SPORTSCENTER AM      L,ESPN,12:00 PM,60,0.10,291,2021-03-25
62,NBA PRE-GAME SHOW,TURNER NETWORK TELEVISION,7:30 PM,14,0.10,275,2021-03-25
63,MSNBC PRESS CONFERENCE,MSNBC,1:27 PM,63,0.10,"1,415",2021-03-25
64,AMERICAS NEWSROOM,FOX NEWS CHANNEL,10:00 AM,60,0.09,"1,377",2021-03-25
