rank,program,network,time,duration,rating,viewers,date
1,TBS NCAA BSKBL CHMP TH 1: PURDUE VS TENNESSEE,TBS NETWORK,7:22 PM,163,1.42,"4,879",2019-03-28
2,TBS NCAA BSKBL CHMP TH 2: OREGON VS VIRGINIA,TBS NETWORK,10:29 PM,122,1.19,"3,564",2019-03-28
3,TBS NCAA BK CHP-BRG-PRTH1,TBS NETWORK,10:05 PM,24,1.13,"3,305",2019-03-28
4,TBS NCAA BSK POST GAME-TH,TBS NETWORK,12:38 AM,40,0.59,"1,476",2019-03-28
5,TUCKER CARLSON TONIGHT,FOX NEWS CHANNEL,8:00 PM,60,0.36,"3,794",2019-03-28
6,MLB SUNDAY NIGHT        L: BOSTON/SEATTLE,ESPN,7:02 PM,226,0.35,"1,186",2019-03-28
7,HANNITY,FOX NEWS CHANNEL,9:00 PM,60,0.33,"4,061",2019-03-28
8,IMPRACTICAL JOKERS,TRUTV,10:00 PM,30,0.30,584,2019-03-28
9,SWAMP PEOPLE,HISTORY,9:00 PM,63,0.30,"1,565",2019-03-28
10,EX BEACH S2 REUNION PT 1,MTV,8:00 PM,62,0.29,569,2019-03-28
11,KILLING TIME,INVESTIGATION DISCOVERY,10:00 PM,60,0.28,"1,144",2019-03-28
12,BEAT B.FLAY,FOOD NETWORK,10:00 PM,30,0.28,852,2019-03-28
13,FX MOVIE PRIME: GROWN UPS 2,FX,7:59 PM,121,0.28,651,2019-03-28
14,RUPAULS DRAG RACE 11,VH1,9:00 PM,90,0.27,542,2019-03-28
15,TRUCK NIGHT IN AMERICA,HISTORY,10:03 PM,62,0.27,977,2019-03-28
16,"INGRAHAM ANGLE, THE",FOX NEWS CHANNEL,10:00 PM,60,0.26,"3,040",2019-03-28
17,CARIBBEAN LIFE,HOME AND GARDEN TV,8:00 PM,30,0.26,"1,072",2019-03-28
18,FIRST 48 AC,A&E NETWORK,10:01 PM,61,0.26,735,2019-03-28
19,"STORY, THE",FOX NEWS CHANNEL,7:00 PM,60,0.24,"2,599",2019-03-28
20,HOUSE HUNTERS INTL,HOME AND GARDEN TV,10:30 PM,30,0.23,"1,271",2019-03-28
21,MLB OPENING DAY      L: BALTIMORE/NEW YORK YANKEES,ESPN,1:00 PM,199,0.23,704,2019-03-28
22,DEAD OF NIGHT,INVESTIGATION DISCOVERY,9:00 PM,60,0.23,994,2019-03-28
23,LITTLE WOMEN ATL,LIFETIME TELEVISION,9:00 PM,65,0.23,682,2019-03-28
24,MILLION DOLLAR LISTING LA,BRAVO,9:30 PM,60,0.22,857,2019-03-28
25,PROJECT RUNWAY,BRAVO,8:00 PM,90,0.22,950,2019-03-28
26,TACOMA FD,TRUTV,10:30 PM,30,0.22,438,2019-03-28
27,HOUSE HUNTERS,HOME AND GARDEN TV,10:00 PM,30,0.21,"1,186",2019-03-28
